area_id,area_name,b23008001,b23008001_moe,b23008002,b23008002_moe,b23008003,b23008003_moe,b23008004,b23008004_moe,b23008005,b23008005_moe,b23008006,b23008006_moe,b23008007,b23008007_moe,b23008008,b23008008_moe,b23008009,b23008009_moe,b23008010,b23008010_moe,b23008011,b23008011_moe,b23008012,b23008012_moe,b23008013,b23008013_moe,b23008014,b23008014_moe,b23008015,b23008015_moe,b23008016,b23008016_moe,b23008017,b23008017_moe,b23008018,b23008018_moe,b23008019,b23008019_moe,b23008020,b23008020_moe,b23008021,b23008021_moe,b23008022,b23008022_moe,b23008023,b23008023_moe,b23008024,b23008024_moe,b23008025,b23008025_moe,b23008026,b23008026_moe,b23008027,b23008027_moe
1.1,Arbor Heights,1307,165,595,149,501,136,339,105,162,105,0,17,0,17,94,69,49,48,49,48,0,17,45,51,45,51,0,17,712,144,554,142,426,115,103,104,0,17,25,41,158,84,77,52,77,52,0,17,81,65,81,65,0,17
1.2,Fauntleroy/Seaview,2419,249,998,261,772,235,546,201,226,151,0,24,0,24,226,130,19,35,19,35,0,24,207,126,190,127,17,32,1421,291,1151,279,819,254,292,163,40,48,0,24,270,121,34,34,20,29,14,28,236,117,236,117,0,24
1.3,West Seattle Junction/Genesee Hill,3336,277,1255,242,978,220,785,204,150,79,28,34,15,35,277,138,11,29,11,29,0,29,266,137,178,124,88,74,2081,257,1593,246,1160,228,332,157,69,90,32,55,488,179,62,53,62,53,0,29,426,170,363,151,63,74
1.4,Alki/Admiral,1688,268,660,252,568,246,288,153,256,178,24,43,0,24,92,71,23,41,0,24,23,41,69,62,46,50,23,40,1028,193,910,175,544,157,270,154,96,100,0,24,118,83,11,23,11,23,0,24,107,83,88,77,19,33
2.1,North Delridge,675,220,411,184,369,180,284,178,85,64,0,12,0,12,42,39,15,24,0,12,15,24,27,31,27,31,0,12,264,105,190,89,115,74,75,99,0,12,0,12,74,57,27,32,27,32,0,12,47,47,47,47,0,12
2.2,High Point,1622,248,634,199,438,164,332,189,106,81,0,17,0,17,196,135,0,17,0,17,0,17,196,135,166,121,30,58,988,210,353,143,243,188,79,109,31,35,0,17,635,234,43,49,43,49,0,17,592,229,425,202,167,142
2.3,Riverview,1018,211,310,100,175,64,167,62,8,14,0,12,0,12,135,80,8,14,8,14,0,12,127,78,77,54,50,57,708,171,372,166,315,168,57,58,0,12,0,12,336,136,61,55,61,55,0,12,275,131,260,132,15,26
2.4,Roxhill/Westwood,2513,392,975,230,754,201,423,159,325,180,6,21,0,21,221,108,51,47,34,41,17,31,170,99,123,72,47,66,1538,288,953,269,592,252,276,122,85,75,0,21,585,183,127,99,127,99,0,21,458,152,417,151,41,39
2.5,Highland Park,1023,227,437,143,306,127,266,126,40,45,0,21,0,21,131,88,0,21,0,21,0,21,131,88,98,93,33,64,586,176,238,116,186,117,52,61,0,21,0,21,348,156,141,107,141,107,0,21,207,119,190,116,17,31
3.1,South Park,1206,336,481,220,307,178,265,172,42,45,0,17,0,17,174,162,8,18,8,18,0,17,166,158,156,158,10,19,725,219,416,185,301,166,67,69,48,51,0,17,309,216,8,17,8,17,0,17,301,213,263,208,38,49
3.2,Georgetown,133,44,56,56,35,48,3,7,32,47,0,12,0,12,21,25,10,18,10,18,0,12,11,18,11,18,0,12,77,42,77,42,77,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,187,37,10,15,6,11,6,11,0,12,0,12,0,12,4,10,0,12,0,12,0,12,4,10,4,10,0,12,177,39,133,56,133,56,0,12,0,12,0,12,44,60,0,12,0,12,0,12,44,60,44,60,0,12
3.4,South Beacon Hill/NewHolly,4401,885,1437,454,1094,420,802,408,173,105,0,24,119,116,343,157,163,132,130,128,33,38,180,99,166,97,14,30,2964,544,2015,516,1470,528,491,203,54,44,0,24,949,278,160,89,149,86,11,25,789,262,662,237,127,114
3.5,Beacon Hill,1549,263,750,239,655,235,335,206,298,146,22,29,0,17,95,81,25,50,25,50,0,17,70,66,44,50,26,45,799,179,504,130,397,129,81,86,26,34,0,17,295,148,126,120,112,117,14,28,169,107,169,107,0,17
3.6,North Beacon Hill/Jefferson Park,2681,319,1286,286,762,289,541,231,221,170,0,24,0,24,524,217,152,124,114,107,38,64,372,187,372,187,0,24,1395,261,781,289,612,228,136,156,20,31,13,30,614,239,94,84,94,84,0,24,520,230,502,226,18,34
4.1,Rainier Beach,3389,518,1005,304,596,283,341,177,79,79,176,211,0,27,409,199,52,64,52,64,0,27,357,186,230,160,127,98,2384,502,870,310,493,264,152,130,209,183,16,33,1514,466,350,172,311,168,39,64,1164,459,905,412,259,198
4.2,Columbia City,3018,472,1377,321,1117,306,752,249,306,186,36,64,23,40,260,142,28,48,28,48,0,27,232,138,204,135,28,40,1641,324,920,235,646,190,173,107,99,86,2,30,721,254,141,147,103,135,38,64,580,223,430,172,150,123
4.3,Seward Park,1719,255,689,152,583,136,316,110,251,110,16,29,0,17,106,64,20,23,20,23,0,17,86,60,51,41,35,47,1030,201,751,165,477,153,218,103,56,67,0,17,279,153,64,49,64,49,0,17,215,144,135,76,80,130
4.4,Mt. Baker/North Rainier,1145,152,305,126,216,114,126,83,90,72,0,17,0,17,89,85,7,11,7,11,0,17,82,87,82,87,0,17,840,184,490,197,244,143,246,141,0,17,0,17,350,153,115,88,67,68,48,52,235,152,235,152,0,17
5.1,Madrona/Leschi,1778,234,908,210,697,197,496,194,201,107,0,21,0,21,211,152,0,21,0,21,0,21,211,152,192,148,19,33,870,164,651,152,405,127,246,105,0,21,0,21,219,105,18,30,18,30,0,21,201,108,201,108,0,21
5.2,Judkins Park,278,102,117,79,108,79,24,23,54,60,30,44,0,12,9,16,0,12,0,12,0,12,9,16,9,16,0,12,161,94,126,92,109,95,17,29,0,12,0,12,35,44,0,12,0,12,0,12,35,44,35,44,0,12
5.3,Central Area/Squire Park,2260,380,1003,236,713,219,421,148,254,181,38,40,0,24,290,141,128,91,115,89,13,30,162,108,134,87,28,67,1257,307,605,186,407,157,173,121,25,47,0,24,652,291,120,96,120,96,0,24,532,272,517,270,15,33
