area_id,area_name,b20017a001,b20017a001_moe,b20017a002,b20017a002_moe,b20017a003,b20017a003_moe,b20017a004,b20017a004_moe,b20017a005,b20017a005_moe,b20017a006,b20017a006_moe,b20017a007,b20017a007_moe
5.1,Madrona/Leschi,115948,12487,139549,36555,190253,29477,60068,32014,87663,16771,123951,22398,50482,22127
5.2,Judkins Park,32071,11873,31119,16776,43036,31062,13413,12119,37277,8081,62841,26143,35446,14037
5.3,Central Area/Squire Park,174981,14744,205491,29882,262026,37596,91236,34213,154553,16561,202015,24351,77612,22590
6.1,First Hill,118287,16048,131135,23811,187038,16644,65647,16333,103201,21758,182672,18385,55452,19571
6.2,Capitol Hill,142934,19077,172301,24124,232274,29726,88332,15101,124305,12654,163826,26710,69651,14660
6.3,North Capitol Hill,55636,5526,55948,15191,94764,16653,22500,12690,55290,9653,76964,22426,19163,6198
6.4,Miller Park,99706,9251,130749,20460,178576,25545,41361,13833,89093,13268,106677,14056,40232,16225
6.5,Madison Park,62486,11128,87260,18549,96290,19116,32841,14756,45417,7246,60276,9721,20464,14138
7.1,Montlake/Portage Bay,79772,10528,135936,56671,182585,17308,35938,6800,69019,10679,108254,32988,35550,8243
7.2,University District,22722,5986,32247,7837,131681,54298,19411,2599,15929,5553,88772,47003,11441,2382
7.3,Ravenna/Bryant,250045,22871,300417,43353,444829,35178,88262,26528,219261,21671,337885,38296,102770,30789
7.4,Wedgwood/View Ridge,188449,18726,215513,39379,309255,21057,67625,17881,163624,18524,243307,24520,74178,28331
7.5,Laurelhurst/Sand Point,109531,16817,156877,30116,189219,23229,17761,29725,87882,21906,141602,16413,29369,12000
8.1,Northgate/Maple Leaf,124506,13730,140095,19628,203241,31358,35720,10271,101501,15706,155801,7144,49392,14301
8.2,Olympic Hills/Victory Heights,110157,12267,141700,20115,182951,29319,55902,13795,90951,12802,129918,23647,38421,5984
8.3,Cedar Park/Meadowbrook,182324,18288,207780,34597,264387,38352,70995,23804,151738,27008,235683,38145,48338,11329
9.1,Broadview/Bitter Lake,140148,17803,167223,17684,213118,23821,53295,28952,102875,16780,153857,36073,48607,16505
9.2,Licton Springs,80235,6461,82581,13061,118491,23552,46423,13966,77975,5638,104930,18955,54316,16106
9.3,Greenwood/Phinney Ridge,291744,14587,325777,20810,405071,42575,137237,26543,264249,23139,322491,25400,124389,26650
9.4,Green Lake,144375,13850,176632,22443,232487,26155,53046,13230,120761,16225,179453,30563,66635,11215
9.5,Haller Lake,83371,9720,86440,19320,114262,11268,29637,9470,85376,16644,110413,16846,45755,10705
10.1,North Beach/Blue Ridge,143189,14018,169246,23984,230746,29467,93850,42716,113659,18201,186912,23579,46523,14407
10.2,Whittier Heights,97489,7132,113233,8740,139165,18253,50079,10846,83481,16563,108871,11149,40603,15422
10.3,Sunset Hill/Loyal Heights,94118,8462,103022,9673,124122,17217,35982,11896,75258,18142,121062,11464,43324,7300
10.4,Ballard,41305,5823,47774,15896,57383,4499,24298,4814,37879,8986,49151,4099,17528,3232
11.1,Fremont,132801,11149,144022,15797,170697,15078,61282,17262,120893,11969,160463,17914,56415,20261
11.2,Wallingford,157558,18180,181140,23889,282663,31024,61707,25727,133303,19444,220334,32329,66915,9521
11.3,Cascade/Eastlake,125397,12245,145080,20649,216301,42409,46087,19837,104195,25260,145384,26834,52574,26509
12.1,Magnolia,138880,19720,184221,16753,211065,23223,58621,18408,100022,15037,138143,24824,40612,11809
12.2,Interbay,87775,10153,100172,22774,129447,16112,44200,13634,84361,8486,109283,12522,41776,13211
12.3,Queen Anne,328423,22430,421601,48005,581649,51155,144873,42588,274758,20847,417752,37698,119018,24946
13.1,Belltown,108692,17247,122855,25732,169822,22438,26628,26977,98781,13638,127601,21766,22145,21398
13.2,Downtown Commercial Core,60673,20047,101346,38362,132000,23405,25476,12214,44911,15246,56076,12018,23462,11210
13.3,Pioneer Square/International District,52769,18736,53748,21756,85307,104792,19687,19886,53055,29658,81823,32404,38434,76395
