area_id,area_name,b27019001,b27019001_moe,b27019002,b27019002_moe,b27019003,b27019003_moe,b27019004,b27019004_moe,b27019005,b27019005_moe,b27019006,b27019006_moe,b27019007,b27019007_moe,b27019008,b27019008_moe,b27019009,b27019009_moe,b27019010,b27019010_moe,b27019011,b27019011_moe,b27019012,b27019012_moe,b27019013,b27019013_moe,b27019014,b27019014_moe,b27019015,b27019015_moe,b27019016,b27019016_moe,b27019017,b27019017_moe,b27019018,b27019018_moe,b27019019,b27019019_moe,b27019020,b27019020_moe,b27019021,b27019021_moe,b27019022,b27019022_moe,b27019023,b27019023_moe,b27019024,b27019024_moe,b27019025,b27019025_moe,b27019026,b27019026_moe,b27019027,b27019027_moe,b27019028,b27019028_moe,b27019029,b27019029_moe,b27019030,b27019030_moe,b27019031,b27019031_moe,b27019032,b27019032_moe,b27019033,b27019033_moe,b27019034,b27019034_moe,b27019035,b27019035_moe,b27019036,b27019036_moe,b27019037,b27019037_moe,b27019038,b27019038_moe,b27019039,b27019039_moe,b27019040,b27019040_moe,b27019041,b27019041_moe,b27019042,b27019042_moe,b27019043,b27019043_moe
1.1,Arbor Heights,4667,205,3842,198,95,57,64,44,64,44,9,18,31,33,632,163,484,148,473,144,36,30,148,97,1161,197,907,156,880,153,51,36,254,107,1954,222,1920,221,1912,222,48,38,34,34,825,102,2,13,2,13,0,17,2,13,0,17,249,73,247,73,216,76,239,70,2,13,269,72,269,72,222,61,262,71,0,17,305,80,305,80,224,77,297,81,0,17
1.2,Fauntleroy/Seaview,10821,473,9129,479,182,180,123,113,96,108,71,77,59,84,999,253,733,183,650,172,155,78,266,144,2690,339,2347,317,2267,311,171,97,343,173,5258,484,4914,466,4866,471,93,66,344,170,1692,151,97,62,97,62,79,55,97,62,0,24,360,105,360,105,235,81,360,105,0,24,517,134,517,134,383,124,501,133,0,24,718,173,718,173,561,170,661,166,0,24
1.3,West Seattle Junction/Genesee Hill,13316,482,11260,467,390,194,297,173,103,78,194,149,93,87,1064,238,966,222,876,208,144,101,98,68,2831,362,2523,341,2244,302,332,169,308,135,6975,494,6576,465,6488,467,153,76,399,172,2056,201,206,97,206,97,144,82,206,97,0,29,622,150,622,150,503,136,590,146,0,29,554,133,554,133,476,132,538,132,0,29,674,178,674,178,574,172,602,166,0,29
1.4,Alki/Admiral,8987,388,7142,357,56,56,43,41,38,39,5,20,13,27,626,206,537,200,533,200,11,19,89,71,2035,325,1708,308,1630,305,148,83,327,162,4425,345,4130,346,4104,348,147,93,295,122,1845,245,82,53,82,53,64,48,82,53,0,24,354,131,354,131,266,101,339,129,0,24,629,147,629,147,424,133,629,147,0,24,780,176,780,176,642,157,706,142,0,24
2.1,North Delridge,3924,252,3585,260,236,185,131,91,83,79,48,48,105,158,391,182,320,162,267,160,53,49,71,79,891,207,831,205,764,206,102,85,60,50,2067,322,1911,329,1876,333,97,72,156,113,339,59,31,33,31,33,19,28,31,33,0,12,57,56,57,56,33,49,57,56,0,12,134,70,134,70,52,47,134,70,0,12,117,72,117,72,45,39,117,72,0,12
2.2,High Point,4056,345,3594,344,498,170,406,157,133,81,281,147,92,85,842,263,746,220,511,176,314,162,96,77,1022,230,929,224,663,192,309,143,93,55,1232,228,1190,224,1091,246,137,66,42,33,462,136,216,131,216,131,25,25,216,131,0,17,111,64,111,64,54,49,111,64,0,17,74,60,74,60,36,47,74,60,0,17,61,48,61,48,8,18,61,48,0,17
2.3,Riverview,3269,213,2917,194,307,88,182,76,150,71,32,37,125,59,558,185,379,117,349,108,39,30,179,119,1176,190,891,150,826,152,95,61,285,107,876,159,793,144,773,144,20,31,83,53,352,60,76,36,76,36,61,31,76,36,0,12,87,41,87,41,59,32,87,41,0,12,89,52,89,52,64,43,89,52,0,12,100,45,100,45,60,32,92,41,0,12
2.4,Roxhill/Westwood,9116,466,7934,446,874,325,337,156,279,147,58,53,537,285,1321,274,1112,244,892,214,241,148,209,104,2674,317,2093,288,1914,281,262,109,581,176,3065,359,2784,349,2701,344,122,67,281,110,1182,158,249,111,223,103,103,68,223,103,26,43,325,116,325,116,285,113,325,116,0,21,326,112,326,112,175,85,313,107,0,21,282,101,282,101,163,66,282,101,0,21
2.5,Highland Park,4291,337,3473,310,396,154,255,123,143,95,112,79,141,82,552,212,466,199,393,180,73,59,86,64,1353,253,1085,247,994,245,157,65,268,104,1172,208,1015,219,909,211,118,73,157,91,818,162,154,85,140,82,80,67,140,82,14,27,206,72,206,72,139,65,184,72,0,21,274,130,274,130,191,112,241,127,0,21,184,100,184,100,92,59,173,101,0,21
3.1,South Park,2657,408,2431,407,687,325,344,125,231,122,139,77,343,258,483,186,328,150,211,102,147,94,155,95,792,144,567,120,530,118,123,98,225,94,469,184,335,156,300,127,35,55,134,73,226,62,84,46,84,46,8,17,84,46,0,17,55,50,55,50,34,46,55,50,0,17,75,47,75,47,30,31,75,47,0,17,12,21,12,21,12,21,9,21,0,17
3.2,Georgetown,957,153,871,168,142,98,63,38,56,40,7,9,79,74,138,84,120,74,112,73,30,32,18,42,403,101,257,74,197,52,105,60,146,75,188,85,154,72,154,72,9,16,34,36,86,49,28,19,28,19,13,9,28,19,0,12,4,7,4,7,0,12,4,7,0,12,28,16,28,16,19,15,28,16,0,12,26,40,26,40,26,40,26,40,0,12
3.3,Duwamish/SODO,1984,359,1678,283,203,107,165,86,47,35,118,79,38,89,311,160,158,84,73,54,98,68,153,107,412,122,322,92,228,80,113,53,90,76,752,180,637,154,547,158,90,88,115,85,306,127,87,59,87,59,41,31,87,59,0,12,73,46,73,46,54,39,61,39,0,12,77,42,77,42,49,36,64,42,0,12,69,62,69,62,21,23,69,62,0,12
3.4,South Beacon Hill/NewHolly,9267,527,7621,507,2063,378,1592,312,1012,244,630,198,471,201,1948,354,1427,255,1092,231,433,172,521,252,1613,296,1266,289,1070,269,231,122,347,157,1997,336,1658,286,1540,273,143,84,339,174,1646,207,635,170,619,168,256,105,569,153,16,33,359,120,359,120,214,89,344,115,0,24,272,91,272,91,149,66,264,90,0,24,380,112,371,111,225,88,290,93,9,24
3.5,Beacon Hill,7054,584,5663,557,1360,355,1073,306,762,306,343,183,287,175,917,225,721,218,674,220,47,52,196,113,1366,299,1191,292,1088,299,138,68,175,102,2020,429,1752,424,1685,390,67,74,268,119,1391,178,492,163,492,163,218,111,433,147,0,17,353,115,353,115,167,77,317,106,0,17,353,127,328,122,153,73,328,122,25,42,193,95,193,95,122,87,193,95,0,17
3.6,North Beacon Hill/Jefferson Park,10222,518,8391,558,1398,352,868,251,595,217,395,200,530,212,1605,331,1235,276,998,226,343,173,370,177,2006,347,1481,287,1386,273,157,97,525,185,3382,415,2945,385,2869,382,158,91,437,176,1831,203,895,202,895,202,204,100,857,201,0,24,409,203,409,203,119,80,395,203,0,24,348,124,348,124,180,89,348,124,0,24,179,100,179,100,105,80,179,100,0,24
4.1,Rainier Beach,9876,598,8128,541,1236,277,814,214,543,178,308,151,422,219,1770,366,1388,324,1058,303,343,158,382,187,2750,419,2215,373,1944,321,389,186,535,215,2372,357,2008,341,1942,340,116,76,364,152,1748,228,602,167,600,166,233,102,600,166,2,25,388,128,388,128,201,95,388,128,0,27,377,130,361,125,217,99,361,125,16,42,381,128,381,128,256,102,369,127,0,27
4.2,Columbia City,11684,560,9906,545,1644,306,1016,246,640,204,410,150,628,278,1527,306,908,215,671,196,306,138,619,268,2744,400,2050,327,1637,295,463,168,694,206,3991,464,3704,444,3638,433,66,53,287,122,1778,205,588,154,588,154,255,95,564,147,0,27,393,137,381,133,206,99,368,131,12,30,430,144,430,144,250,104,430,144,0,27,367,130,367,130,265,127,360,128,0,27
4.3,Seward Park,6324,356,5138,301,478,257,260,108,161,78,117,76,218,195,614,143,508,135,383,101,150,86,106,46,1375,232,1213,224,1140,217,95,55,162,71,2671,242,2548,246,2486,247,154,74,123,83,1186,193,171,89,171,89,33,34,171,89,0,17,338,104,338,104,188,77,311,103,0,17,208,77,208,77,175,74,171,69,0,17,469,158,469,158,356,109,455,156,0,17
4.4,Mt. Baker/North Rainier,3991,376,3394,369,155,93,93,69,60,51,33,38,62,44,392,167,354,167,151,112,203,130,38,36,594,214,432,144,404,141,45,43,162,167,2253,224,2211,226,2193,226,69,54,42,40,597,143,154,74,154,74,48,36,141,76,0,17,57,50,57,50,29,33,57,50,0,17,106,56,106,56,79,52,106,56,0,17,280,100,280,100,140,66,268,101,0,17
