area_id,area_name,b09002001,b09002001_moe,b09002002,b09002002_moe,b09002003,b09002003_moe,b09002004,b09002004_moe,b09002005,b09002005_moe,b09002006,b09002006_moe,b09002007,b09002007_moe,b09002008,b09002008_moe,b09002009,b09002009_moe,b09002010,b09002010_moe,b09002011,b09002011_moe,b09002012,b09002012_moe,b09002013,b09002013_moe,b09002014,b09002014_moe,b09002015,b09002015_moe,b09002016,b09002016_moe,b09002017,b09002017_moe,b09002018,b09002018_moe,b09002019,b09002019_moe,b09002020,b09002020_moe
1.1,Arbor Heights,1267,158,1055,160,202,72,152,66,147,73,388,105,166,85,212,120,107,73,21,35,18,31,0,17,9,19,59,48,105,95,24,40,0,17,0,17,50,52,31,28
1.2,Fauntleroy/Seaview,2297,250,1906,246,356,126,292,144,107,87,647,182,504,168,391,160,39,42,0,24,19,35,0,24,12,25,8,21,352,155,127,96,41,49,0,24,110,71,74,61
1.3,West Seattle Junction/Genesee Hill,3272,291,2571,275,544,158,304,103,130,91,994,169,599,156,701,251,73,61,0,29,0,29,11,29,30,39,32,40,628,243,24,33,125,105,89,93,155,100,235,130
1.4,Alki/Admiral,1688,268,1478,267,274,128,249,122,45,49,533,148,377,131,210,107,34,43,23,41,0,24,0,24,0,24,11,23,176,97,21,31,32,43,16,30,53,54,54,45
2.1,North Delridge,620,226,504,215,271,178,33,42,38,50,110,87,52,58,116,74,42,39,15,24,0,12,0,12,12,19,15,26,74,66,27,31,0,12,0,12,0,12,47,47
2.2,High Point,1614,249,791,273,272,144,127,77,39,54,293,133,60,48,823,273,43,49,0,17,0,17,0,17,0,17,43,49,780,268,111,125,54,46,23,34,187,119,405,161
2.3,Riverview,899,246,539,200,97,46,52,30,18,22,162,87,210,117,360,162,69,56,8,14,0,12,0,12,0,12,61,55,291,150,31,29,29,43,31,50,97,70,103,105
2.4,Roxhill/Westwood,2387,388,1681,366,362,122,292,109,100,58,523,159,404,187,706,228,167,125,0,21,40,45,0,21,34,40,93,80,539,184,77,72,45,46,15,24,192,121,210,121
2.5,Highland Park,966,232,532,201,139,77,80,57,75,55,72,52,166,105,434,188,141,107,0,21,0,21,0,21,25,37,116,105,293,158,113,94,0,21,16,29,57,53,107,82
3.1,South Park,1153,339,690,308,129,121,55,39,90,66,201,131,215,103,463,315,16,21,0,17,8,18,0,17,8,17,0,17,447,312,58,104,98,75,0,17,182,121,109,101
3.2,Georgetown,74,62,64,59,3,7,0,12,32,47,14,21,15,19,10,18,10,18,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,187,37,139,58,6,11,0,12,0,12,70,79,63,66,48,64,0,12,0,12,0,12,0,12,0,12,0,12,48,64,4,10,0,12,0,12,5,9,39,59
3.4,South Beacon Hill/NewHolly,4153,889,2995,856,317,165,543,241,149,92,997,273,989,324,1158,333,230,148,31,35,42,61,43,63,22,29,92,75,928,300,14,28,134,88,5,20,427,226,348,169
3.5,Beacon Hill,1422,266,1110,259,351,146,184,127,79,107,205,105,291,101,312,170,126,145,19,33,6,23,0,17,82,98,19,23,186,117,8,18,18,32,0,17,107,98,53,44
