area_id,area_name,b01002e001,b01002e001_moe,b01002e002,b01002e002_moe,b01002e003,b01002e003_moe
2.3,Riverview,16,26,36,49,15,0
2.4,Roxhill/Westwood,35,7,34,0,48,11
2.5,Highland Park,36,27,21,23,56,14
3.1,South Park,18,35,18,32,18,39
3.6,North Beacon Hill/Jefferson Park,51,45,51,28,22,56
4.2,Columbia City,69,18,97,40,32,66
9.5,Haller Lake,58,12,58,27,50,0
10.1,North Beach/Blue Ridge,20,11,22,12,19,10
