area_id,area_name,b18107001,b18107001_moe,b18107002,b18107002_moe,b18107003,b18107003_moe,b18107004,b18107004_moe,b18107005,b18107005_moe,b18107006,b18107006_moe,b18107007,b18107007_moe,b18107008,b18107008_moe,b18107009,b18107009_moe,b18107010,b18107010_moe,b18107011,b18107011_moe,b18107012,b18107012_moe,b18107013,b18107013_moe,b18107014,b18107014_moe,b18107015,b18107015_moe,b18107016,b18107016_moe,b18107017,b18107017_moe,b18107018,b18107018_moe,b18107019,b18107019_moe,b18107020,b18107020_moe,b18107021,b18107021_moe,b18107022,b18107022_moe,b18107023,b18107023_moe,b18107024,b18107024_moe,b18107025,b18107025_moe,b18107026,b18107026_moe,b18107027,b18107027_moe
1.1,Arbor Heights,4937,206,2426,141,599,130,15,26,584,129,1461,102,9,18,1452,104,283,68,19,31,264,69,83,31,26,25,57,30,2511,161,532,137,6,15,526,138,1520,146,19,21,1501,146,289,79,4,14,285,79,170,55,28,19,142,55
1.2,Fauntleroy/Seaview,11138,465,5107,352,1100,252,51,57,1049,248,3371,314,94,70,3277,313,274,103,0,24,274,103,362,100,33,42,329,92,6031,268,1464,221,0,24,1464,221,3511,238,69,50,3442,243,544,116,46,48,498,109,512,110,164,70,348,100
1.3,West Seattle Junction/Genesee Hill,14053,488,6588,406,1551,313,49,49,1502,314,4134,279,169,116,3965,242,549,112,19,37,530,110,354,125,105,85,249,93,7465,392,1974,316,0,29,1974,316,4338,269,15,26,4323,269,523,126,13,32,510,126,630,158,189,114,441,135
1.4,Alki/Admiral,9373,440,4240,303,1057,203,21,29,1036,199,2439,219,14,28,2425,220,456,157,30,31,426,154,288,94,60,55,228,79,5133,345,1245,262,22,34,1223,260,2787,250,53,46,2734,248,553,158,37,37,516,158,548,109,118,69,430,109
2.1,North Delridge,4074,254,1951,191,656,172,15,23,641,174,1166,178,55,54,1111,164,112,53,0,12,112,53,17,22,3,5,14,22,2123,195,898,204,0,12,898,204,1015,161,88,65,927,175,124,58,0,12,124,58,86,59,17,24,69,55
2.2,High Point,4778,387,2131,256,944,256,45,62,899,253,1058,192,61,53,997,195,105,62,0,17,105,62,24,34,9,20,15,30,2647,288,963,215,90,86,873,198,1351,194,101,57,1250,193,272,121,15,27,257,121,61,45,10,20,51,43
2.3,Riverview,3645,225,1921,214,647,145,0,12,647,145,1108,157,23,24,1085,157,119,45,0,12,119,45,47,31,5,8,42,29,1724,130,448,104,9,15,439,99,1090,125,27,32,1063,126,111,34,8,13,103,35,75,40,17,20,58,39
2.4,Roxhill/Westwood,10001,567,4802,383,1717,338,0,21,1717,338,2561,284,89,79,2472,279,282,95,47,40,235,93,242,81,69,44,173,74,5199,417,1725,348,16,30,1709,348,2816,251,73,48,2743,249,356,100,55,41,301,91,302,85,113,61,189,68
2.5,Highland Park,4741,339,2472,270,879,188,0,21,879,188,1226,189,67,55,1159,176,260,93,34,41,226,83,107,84,45,71,62,59,2269,213,621,151,15,27,606,153,1197,162,38,49,1159,159,283,96,56,43,227,88,168,87,71,62,97,58
3.1,South Park,2989,436,1634,385,573,211,10,22,563,210,922,314,57,61,865,291,124,75,0,17,124,75,15,20,7,17,8,17,1355,194,623,172,11,23,612,172,645,114,27,27,618,112,0,17,0,17,0,17,87,37,36,34,51,39
3.2,Georgetown,1051,136,601,96,144,65,18,24,126,64,425,80,4,8,421,80,18,17,0,12,18,17,14,9,0,12,14,9,450,85,189,69,11,14,178,66,207,70,0,12,207,70,48,44,0,12,48,44,6,10,0,12,6,10
3.3,Duwamish/SODO,2145,375,1279,354,346,149,0,12,346,149,759,257,93,61,666,242,97,83,8,18,89,79,77,42,30,34,47,26,866,148,413,131,0,12,413,131,321,67,30,44,291,60,12,18,12,18,0,12,120,44,66,45,54,37
3.4,South Beacon Hill/NewHolly,10891,687,5220,435,1806,308,0,24,1806,308,2727,293,129,67,2598,288,363,104,29,34,334,101,324,96,153,70,171,78,5671,455,1775,266,0,24,1775,266,2937,311,80,53,2857,314,387,106,28,31,359,103,572,140,212,104,360,107
3.5,Beacon Hill,7698,598,3835,432,1087,222,0,17,1087,222,2241,406,105,85,2136,381,279,116,32,31,247,113,228,81,38,49,190,73,3863,314,1229,234,14,20,1215,232,1750,232,45,40,1705,232,410,131,37,44,373,129,474,128,133,75,341,124
3.6,North Beacon Hill/Jefferson Park,11390,576,5978,502,2211,393,16,33,2195,392,3050,330,57,41,2993,332,373,146,61,72,312,127,344,117,148,93,196,101,5412,332,1566,254,37,66,1529,249,2732,276,87,75,2645,277,498,146,83,56,415,139,616,161,167,83,449,154
4.1,Rainier Beach,11330,677,5353,481,1649,344,37,42,1612,334,2967,341,147,102,2820,347,470,137,33,47,437,125,267,92,57,56,210,77,5977,431,1613,285,48,64,1565,286,3353,334,265,129,3088,322,533,158,103,93,430,121,478,123,176,89,302,96
4.2,Columbia City,12939,637,6021,478,1224,287,13,29,1211,288,4057,370,133,75,3924,374,477,135,96,82,381,115,263,101,57,43,206,90,6918,467,2128,320,16,33,2112,320,3752,358,235,112,3517,346,639,131,100,59,539,124,399,108,139,64,260,84
4.3,Seward Park,6831,421,3297,332,883,233,11,22,872,234,1889,202,32,28,1857,201,256,82,7,17,249,82,269,64,54,44,215,56,3534,242,695,163,72,68,623,147,2178,171,33,36,2145,172,320,107,49,45,271,102,341,135,126,82,215,76
4.4,Mt. Baker/North Rainier,4291,413,1987,214,336,171,0,17,336,171,1353,190,31,36,1322,194,172,79,13,21,159,74,126,67,50,40,76,42,2304,274,608,258,0,17,608,258,1397,144,73,56,1324,151,236,95,41,42,195,87,63,45,13,22,50,38
5.1,Madrona/Leschi,8077,452,3877,342,816,230,13,24,803,230,2449,274,24,39,2425,274,430,101,17,28,413,102,182,79,26,34,156,72,4200,375,1146,277,0,21,1146,277,2449,323,31,34,2418,323,341,113,0,21,341,113,264,100,78,66,186,95
5.2,Judkins Park,2445,248,1273,247,532,168,5,12,527,168,485,114,0,12,485,114,157,82,20,23,137,82,99,44,28,26,71,38,1172,125,358,101,0,12,358,101,447,101,23,26,424,102,131,58,26,24,105,54,236,78,101,62,135,55
5.3,Central Area/Squire Park,14229,623,6751,533,2705,478,31,43,2674,474,3548,335,151,94,3397,331,324,109,32,39,292,100,174,92,62,72,112,61,7478,473,3318,338,0,24,3318,338,3189,285,217,106,2972,262,554,169,3,22,551,167,417,109,213,88,204,85
6.1,First Hill,12452,712,6210,511,3499,401,0,24,3499,401,2036,353,138,99,1898,360,274,102,9,25,265,100,401,100,84,54,317,91,6242,484,3593,390,15,32,3578,390,1509,251,199,98,1310,222,436,120,71,50,365,110,704,141,133,64,571,134
6.2,Capitol Hill,19368,682,10111,618,5540,663,33,45,5507,662,4075,466,166,97,3909,458,294,134,9,33,285,132,202,83,13,33,189,81,9257,566,5663,531,28,42,5635,530,2839,384,102,90,2737,401,496,171,14,28,482,169,259,103,82,49,177,94
6.3,North Capitol Hill,3582,193,1998,179,485,163,15,24,470,168,1231,179,0,12,1231,179,224,94,12,20,212,92,58,39,14,21,44,33,1584,162,651,166,0,12,651,166,764,137,4,7,760,137,133,66,2,5,131,65,36,36,16,23,20,23
6.4,Miller Park,5901,319,3135,286,1241,225,0,17,1241,225,1604,170,52,77,1552,159,157,71,25,41,132,57,133,54,12,21,121,54,2766,243,1190,183,0,17,1190,183,1283,176,39,43,1244,158,209,58,14,20,195,58,84,35,15,19,69,32
6.5,Madison Park,4207,254,1769,263,254,206,0,17,254,206,1082,157,39,48,1043,159,298,96,0,17,298,96,135,67,12,20,123,63,2438,222,509,136,0,17,509,136,1272,191,29,28,1243,195,322,100,0,17,322,100,335,108,53,50,282,103
7.1,Montlake/Portage Bay,8257,431,3753,315,1408,280,0,21,1408,280,1828,202,26,31,1802,196,353,78,16,27,337,76,164,84,3,14,161,83,4504,343,2074,401,0,21,2074,401,1832,197,13,24,1819,198,403,92,13,24,390,93,195,76,28,30,167,74
7.2,University District,18784,1383,9280,965,7909,954,41,49,7868,954,1088,202,54,54,1034,206,170,84,68,77,102,59,113,70,18,38,95,59,9504,876,8162,865,45,57,8117,861,972,185,16,46,956,181,139,68,0,29,139,68,231,248,187,245,44,45
7.3,Ravenna/Bryant,20597,785,10097,626,4784,602,15,38,4769,603,4351,261,63,50,4288,258,506,107,41,45,465,100,456,114,113,63,343,108,10500,523,4503,478,20,40,4483,477,4634,218,46,39,4588,217,619,136,18,33,601,133,744,125,84,51,660,118
7.4,Wedgwood/View Ridge,11869,364,5902,286,1546,272,31,43,1515,271,3499,197,24,36,3475,198,556,105,22,34,534,101,301,81,82,51,219,73,5967,284,1373,225,32,35,1341,227,3400,211,16,23,3384,209,563,115,29,32,534,114,631,113,174,76,457,100
7.5,Laurelhurst/Sand Point,8166,375,3777,278,1123,239,0,21,1123,239,2093,188,8,27,2085,181,320,86,0,21,320,86,241,73,41,33,200,69,4389,292,1320,247,10,23,1310,248,2364,233,16,21,2348,232,389,92,14,27,375,93,316,92,93,52,223,82
8.1,Northgate/Maple Leaf,11350,456,5729,435,2306,373,1,17,2305,373,2768,287,83,68,2685,287,279,110,30,38,249,112,376,121,128,80,248,88,5621,320,1937,259,25,31,1912,259,2539,236,121,64,2418,230,324,113,86,65,238,89,821,178,265,92,556,163
8.2,Olympic Hills/Victory Heights,12344,534,6107,427,2422,386,18,34,2404,387,2899,259,72,52,2827,252,412,141,50,46,362,139,374,112,119,86,255,83,6237,389,2035,303,14,30,2021,301,3125,247,153,95,2972,247,462,122,42,57,420,116,615,140,192,95,423,118
8.3,Cedar Park/Meadowbrook,10004,453,4947,355,1784,324,38,42,1746,324,2647,227,162,103,2485,220,285,89,14,30,271,87,231,85,51,42,180,79,5057,324,1534,260,18,30,1516,259,2774,224,54,37,2720,229,393,99,41,42,352,94,356,95,69,51,287,83
9.1,Broadview/Bitter Lake,11329,712,5012,468,1517,311,53,50,1464,309,2602,276,150,106,2452,233,262,91,61,54,201,75,631,138,111,66,520,122,6317,417,1500,275,35,48,1465,277,3038,363,150,77,2888,357,572,188,140,111,432,147,1207,188,491,139,716,151
9.2,Licton Springs,7829,380,3676,300,1833,312,31,36,1802,315,1548,246,49,55,1499,249,202,84,0,17,202,84,93,67,41,55,52,45,4153,325,2297,366,0,17,2297,366,1456,255,52,52,1404,253,192,81,17,30,175,75,208,78,39,33,169,78
9.3,Greenwood/Phinney Ridge,19454,568,9162,415,3019,346,10,28,3009,344,5367,320,89,52,5278,320,347,103,22,35,325,102,429,125,115,72,314,100,10292,392,3514,346,11,34,3503,348,5672,290,203,96,5469,286,441,104,79,58,362,96,665,142,272,100,393,121
9.4,Green Lake,12000,554,6282,475,2893,425,16,31,2877,423,2692,308,58,39,2634,306,476,130,29,35,447,130,221,106,12,28,209,105,5718,397,2344,373,0,24,2344,373,2675,210,35,46,2640,211,313,123,0,24,313,123,386,99,118,62,268,82
9.5,Haller Lake,8153,322,3964,261,1256,223,35,49,1221,227,2216,226,106,103,2110,195,311,105,20,29,291,102,181,71,75,53,106,50,4189,299,1403,251,89,76,1314,238,1947,198,102,69,1845,181,459,145,41,55,418,139,380,123,129,85,251,91
10.1,North Beach/Blue Ridge,9367,342,4617,262,1242,200,3,18,1239,198,2677,176,96,72,2581,170,332,89,0,21,332,89,366,82,42,33,324,79,4750,237,1164,202,16,42,1148,196,2734,188,39,43,2695,187,377,86,21,32,356,83,475,96,87,57,388,83
10.2,Whittier Heights,9623,355,4613,277,1577,238,0,24,1577,238,2736,234,46,67,2690,246,213,72,0,24,213,72,87,53,19,29,68,47,5010,267,1779,222,0,24,1779,222,2769,208,40,53,2729,207,277,78,2,18,275,78,185,78,27,34,158,76
10.3,Sunset Hill/Loyal Heights,11614,498,5460,321,1644,272,0,24,1644,272,3132,225,1,17,3131,225,389,121,0,24,389,121,295,91,40,40,255,85,6154,344,1841,324,14,29,1827,325,3493,253,41,47,3452,259,382,101,14,28,368,99,438,120,160,97,278,85
10.4,Ballard,6539,464,3455,378,1944,436,0,17,1944,436,1275,240,17,27,1258,244,183,117,0,17,183,117,53,48,0,17,53,48,3084,367,1551,280,0,17,1551,280,1111,218,0,17,1111,218,235,110,19,32,216,110,187,111,18,30,169,109
11.1,Fremont,13830,470,7070,455,3369,462,44,50,3325,455,3262,291,42,44,3220,300,289,109,22,51,267,91,150,64,17,33,133,57,6760,431,3545,387,0,24,3545,387,2845,267,34,40,2811,270,159,74,21,32,138,68,211,96,70,64,141,66
11.2,Wallingford,14486,870,7539,586,4125,570,3,25,4122,570,2885,288,39,36,2846,288,373,74,0,27,373,74,156,114,53,111,103,46,6947,610,3710,593,6,26,3704,593,2636,227,85,55,2551,230,208,71,9,28,199,71,393,100,146,67,247,89
11.3,Cascade/Eastlake,11962,774,6555,625,3474,545,122,148,3352,467,2556,358,105,75,2451,358,384,132,31,58,353,123,141,67,47,43,94,51,5407,529,2986,428,20,29,2966,429,1890,296,65,72,1825,285,301,100,0,21,301,100,230,102,64,69,166,74
12.1,Magnolia,9703,491,4536,225,788,178,0,24,788,178,2879,217,28,30,2851,215,430,120,0,24,430,120,439,106,93,71,346,93,5167,461,1155,447,0,24,1155,447,3021,222,14,28,3007,223,392,104,20,29,372,105,599,149,141,102,458,108
12.2,Interbay,8493,423,4033,347,1595,327,0,21,1595,327,2065,236,47,42,2018,233,185,79,17,30,168,75,188,85,63,64,125,63,4460,310,1635,277,44,52,1591,280,2196,249,81,73,2115,251,208,84,16,30,192,81,421,108,142,75,279,89
12.3,Queen Anne,32733,1016,15792,917,7068,840,47,50,7021,839,7226,504,288,155,6938,479,918,193,44,52,874,192,580,150,119,81,461,139,16941,804,7939,771,41,56,7898,771,6843,404,160,90,6683,408,1255,207,129,90,1126,203,904,160,265,101,639,151
13.1,Belltown,7985,551,4600,465,1828,398,31,36,1797,397,2310,305,177,107,2133,310,306,120,15,29,291,117,156,103,51,63,105,81,3385,375,1303,296,6,20,1297,295,1618,250,75,54,1543,237,371,117,0,21,371,117,93,79,16,40,77,92
13.2,Downtown Commercial Core,3581,393,2154,316,645,189,10,24,635,184,1269,214,178,94,1091,212,148,91,42,44,106,68,92,51,39,43,53,47,1427,213,498,158,0,12,498,158,713,145,89,67,624,134,105,82,25,34,80,62,111,54,34,37,77,48
13.3,Pioneer Square/International District,4512,310,2680,244,613,142,0,17,613,142,1452,212,110,69,1342,207,301,103,57,62,244,88,314,111,106,75,208,88,1832,206,510,137,0,17,510,137,783,131,77,47,706,127,253,119,42,56,211,106,286,74,149,57,137,66
