area_id,area_name,b02006001,b02006001_moe,b02006002,b02006002_moe,b02006003,b02006003_moe,b02006004,b02006004_moe,b02006005,b02006005_moe,b02006006,b02006006_moe,b02006007,b02006007_moe,b02006008,b02006008_moe,b02006009,b02006009_moe,b02006010,b02006010_moe,b02006011,b02006011_moe,b02006012,b02006012_moe,b02006013,b02006013_moe,b02006014,b02006014_moe,b02006015,b02006015_moe,b02006016,b02006016_moe,b02006017,b02006017_moe,b02006018,b02006018_moe,b02006019,b02006019_moe
1.1,Arbor Heights,424,142,44,58,0,17,0,17,39,36,48,46,0,17,10,21,173,90,83,92,0,17,0,17,0,17,0,17,0,17,27,40,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,558,167,0,24,0,24,0,24,192,96,47,59,0,24,0,24,75,48,25,31,0,24,0,24,0,24,0,24,0,24,0,24,116,134,103,75,0,24
1.3,West Seattle Junction/Genesee Hill,846,237,31,46,0,29,8,22,129,110,82,73,0,29,15,26,208,132,60,57,0,29,0,29,0,29,0,29,0,29,72,71,196,147,41,39,4,25
1.4,Alki/Admiral,486,170,26,31,0,24,0,24,62,49,123,90,0,24,24,40,30,34,34,49,0,24,0,24,0,24,0,24,0,24,0,24,136,113,23,41,28,37
2.1,North Delridge,524,281,0,12,0,12,0,12,44,68,319,268,0,12,0,12,106,71,17,26,0,12,0,12,0,12,0,12,0,12,0,12,24,33,14,23,0,12
2.2,High Point,1332,293,0,17,0,17,201,139,107,97,260,201,0,17,14,26,75,104,61,63,37,62,0,17,0,17,0,17,0,17,0,17,526,258,0,17,51,78
2.3,Riverview,997,224,0,12,0,12,141,177,5,10,324,187,0,12,0,12,0,12,29,34,91,91,0,12,0,12,0,12,0,12,11,19,383,226,13,15,0,12
2.4,Roxhill/Westwood,1455,347,0,21,0,21,105,128,331,237,626,272,0,21,9,24,121,85,60,57,0,21,0,21,0,21,0,21,0,21,0,21,142,123,49,61,12,25
2.5,Highland Park,1246,370,0,21,0,21,0,21,0,21,404,189,0,21,0,21,27,34,59,62,0,21,0,21,0,21,0,21,0,21,0,21,484,290,272,305,0,21
3.1,South Park,757,225,0,17,0,17,138,104,205,163,41,55,0,17,0,17,17,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,337,181,19,32,0,17
3.2,Georgetown,156,100,0,12,0,12,0,12,73,50,57,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,18
3.3,Duwamish/SODO,522,140,15,22,0,12,8,13,261,129,61,52,0,12,0,12,92,53,43,32,2,11,0,12,0,12,0,12,0,12,0,12,6,11,34,38,0,12
3.4,South Beacon Hill/NewHolly,7652,972,5,25,0,24,23,44,2687,576,1399,487,0,24,0,24,244,133,95,93,166,123,0,24,0,24,0,24,15,31,38,40,2079,580,841,646,60,97
3.5,Beacon Hill,5919,780,55,94,0,17,0,17,2206,590,1178,559,0,17,0,17,341,161,23,30,222,232,0,17,0,17,0,17,0,17,0,17,1656,714,151,112,87,100
3.6,North Beacon Hill/Jefferson Park,5733,592,54,65,0,24,0,24,3005,625,1001,445,0,24,0,24,335,126,16,34,126,150,0,24,16,42,0,24,21,42,49,62,806,411,304,156,0,24
