area_id,area_name,b08201001,b08201001_moe,b08201002,b08201002_moe,b08201003,b08201003_moe,b08201004,b08201004_moe,b08201005,b08201005_moe,b08201006,b08201006_moe,b08201007,b08201007_moe,b08201008,b08201008_moe,b08201009,b08201009_moe,b08201010,b08201010_moe,b08201011,b08201011_moe,b08201012,b08201012_moe,b08201013,b08201013_moe,b08201014,b08201014_moe,b08201015,b08201015_moe,b08201016,b08201016_moe,b08201017,b08201017_moe,b08201018,b08201018_moe,b08201019,b08201019_moe,b08201020,b08201020_moe,b08201021,b08201021_moe,b08201022,b08201022_moe,b08201023,b08201023_moe,b08201024,b08201024_moe,b08201025,b08201025_moe,b08201026,b08201026_moe,b08201027,b08201027_moe,b08201028,b08201028_moe,b08201029,b08201029_moe,b08201030,b08201030_moe
1.1,Arbor Heights,2639,96,52,35,645,120,1385,163,467,109,90,49,695,122,28,26,474,108,144,75,40,32,9,18,1078,131,0,17,86,46,829,138,135,56,28,23,311,82,10,22,66,38,135,66,77,50,23,24,555,95,14,22,19,21,277,67,215,83,30,27
1.2,Fauntleroy/Seaview,6410,211,332,117,2257,289,2881,283,781,168,159,107,2228,268,257,102,1515,239,377,132,63,51,16,30,2436,290,59,49,541,167,1494,231,250,94,92,94,918,197,16,32,162,101,490,142,234,98,16,31,828,146,0,24,39,37,520,131,234,85,35,43
1.3,West Seattle Junction/Genesee Hill,8391,238,723,195,3096,269,3365,311,925,192,282,125,3192,303,637,180,2133,262,358,155,43,44,21,41,2865,280,86,90,638,161,1628,239,462,144,51,66,1283,225,0,29,261,125,701,178,237,89,84,75,1051,137,0,29,64,46,678,149,183,82,126,78
1.4,Alki/Admiral,5786,190,350,120,2814,282,2015,240,515,126,92,60,2650,243,295,106,2115,256,212,115,15,31,13,27,1938,231,55,55,449,149,1151,200,237,96,46,43,603,159,0,24,180,108,267,124,138,71,18,34,595,106,0,24,70,55,385,94,125,67,15,29
2.1,North Delridge,2387,100,177,83,1026,189,937,197,182,80,65,67,934,206,157,83,673,184,92,55,12,20,0,12,984,211,20,23,232,125,597,186,100,58,35,55,246,105,0,12,121,89,95,60,30,34,0,12,223,103,0,12,0,12,153,94,40,45,30,37
2.2,High Point,2731,199,590,170,1055,225,825,152,236,109,25,28,875,194,306,126,506,164,16,29,47,75,0,17,917,223,160,118,301,164,390,114,56,49,10,20,485,161,49,43,105,91,210,99,121,75,0,17,454,94,75,53,143,76,209,79,12,19,15,25
2.3,Riverview,1680,73,68,59,597,136,502,113,312,114,201,84,376,101,10,17,283,95,51,37,15,23,17,21,455,110,5,9,106,61,252,89,76,41,16,15,513,131,53,55,123,76,82,53,157,85,98,65,336,85,0,12,85,53,117,42,64,58,70,37
2.4,Roxhill/Westwood,5489,176,474,126,2573,256,1738,206,569,151,135,67,1925,217,310,94,1345,191,221,90,49,50,0,21,1919,235,133,74,799,215,833,148,141,76,13,27,647,161,11,27,211,106,289,95,136,74,0,21,998,195,20,37,218,96,395,125,243,101,122,63
2.5,Highland Park,2563,202,481,145,716,160,951,163,323,148,92,58,995,188,358,136,432,130,190,82,0,21,15,27,820,182,36,42,201,88,424,120,159,125,0,21,408,149,50,51,60,52,211,110,73,56,14,26,340,83,37,36,23,30,126,71,91,65,63,48
3.1,South Park,1323,80,153,69,416,124,460,133,252,90,42,34,365,98,114,64,88,54,116,83,47,49,0,17,224,74,7,16,104,59,65,42,33,30,15,21,251,103,0,17,111,77,74,52,60,55,6,16,483,125,32,43,113,76,205,94,112,61,21,30
