area_id,area_name,b99231001,b99231001_moe,b99231002,b99231002_moe,b99231003,b99231003_moe
1.1,Arbor Heights,5032,-1,129,-1,4903,-1
1.2,Fauntleroy/Seaview,11408,-1,515,-1,10893,-1
1.3,West Seattle Junction/Genesee Hill,14975,-1,463,-1,14512,-1
1.4,Alki/Admiral,9694,-1,284,-1,9410,-1
2.1,North Delridge,4138,-1,46,-1,4092,-1
2.2,High Point,4967,-1,190,-1,4777,-1
2.3,Riverview,3821,-1,191,-1,3630,-1
2.4,Roxhill/Westwood,10351,-1,482,-1,9869,-1
2.5,Highland Park,4988,-1,563,-1,4425,-1
3.1,South Park,3169,-1,441,-1,2728,-1
3.2,Georgetown,1066,-1,18,-1,1048,-1
3.3,Duwamish/SODO,2226,-1,42,-1,2184,-1
3.4,South Beacon Hill/NewHolly,11230,-1,1130,-1,10100,-1
3.5,Beacon Hill,7910,-1,627,-1,7283,-1
3.6,North Beacon Hill/Jefferson Park,11652,-1,596,-1,11056,-1
4.1,Rainier Beach,11754,-1,744,-1,11010,-1
4.2,Columbia City,13515,-1,394,-1,13121,-1
4.3,Seward Park,7152,-1,566,-1,6586,-1
4.4,Mt. Baker/North Rainier,4441,-1,218,-1,4223,-1
5.1,Madrona/Leschi,8373,-1,552,-1,7821,-1
5.2,Judkins Park,2607,-1,157,-1,2450,-1
5.3,Central Area/Squire Park,14626,-1,664,-1,13962,-1
6.1,First Hill,14263,-1,999,-1,13264,-1
6.2,Capitol Hill,19443,-1,579,-1,18864,-1
6.3,North Capitol Hill,3591,-1,79,-1,3512,-1
6.4,Miller Park,6054,-1,213,-1,5841,-1
6.5,Madison Park,4317,-1,312,-1,4005,-1
7.1,Montlake/Portage Bay,8345,-1,211,-1,8134,-1
7.2,University District,18904,-1,2130,-1,16774,-1
7.3,Ravenna/Bryant,20948,-1,822,-1,20126,-1
7.4,Wedgwood/View Ridge,12221,-1,517,-1,11704,-1
7.5,Laurelhurst/Sand Point,8409,-1,397,-1,8012,-1
8.1,Northgate/Maple Leaf,11613,-1,696,-1,10917,-1
8.2,Olympic Hills/Victory Heights,12539,-1,693,-1,11846,-1
8.3,Cedar Park/Meadowbrook,10345,-1,802,-1,9543,-1
9.1,Broadview/Bitter Lake,11906,-1,824,-1,11082,-1
9.2,Licton Springs,7980,-1,404,-1,7576,-1
9.3,Greenwood/Phinney Ridge,19881,-1,936,-1,18945,-1
9.4,Green Lake,12218,-1,512,-1,11706,-1
9.5,Haller Lake,8208,-1,578,-1,7630,-1
10.1,North Beach/Blue Ridge,9726,-1,466,-1,9260,-1
10.2,Whittier Heights,9887,-1,362,-1,9525,-1
10.3,Sunset Hill/Loyal Heights,11825,-1,570,-1,11255,-1
10.4,Ballard,6684,-1,413,-1,6271,-1
11.1,Fremont,14066,-1,387,-1,13679,-1
11.2,Wallingford,14591,-1,715,-1,13876,-1
11.3,Cascade/Eastlake,12033,-1,353,-1,11680,-1
12.1,Magnolia,9932,-1,417,-1,9515,-1
12.2,Interbay,8853,-1,405,-1,8448,-1
12.3,Queen Anne,33244,-1,1420,-1,31824,-1
13.1,Belltown,8037,-1,374,-1,7663,-1
13.2,Downtown Commercial Core,3815,-1,203,-1,3612,-1
13.3,Pioneer Square/International District,4585,-1,422,-1,4163,-1
