area_id,area_name,b19037c001,b19037c001_moe,b19037c002,b19037c002_moe,b19037c003,b19037c003_moe,b19037c004,b19037c004_moe,b19037c005,b19037c005_moe,b19037c006,b19037c006_moe,b19037c007,b19037c007_moe,b19037c008,b19037c008_moe,b19037c009,b19037c009_moe,b19037c010,b19037c010_moe,b19037c011,b19037c011_moe,b19037c012,b19037c012_moe,b19037c013,b19037c013_moe,b19037c014,b19037c014_moe,b19037c015,b19037c015_moe,b19037c016,b19037c016_moe,b19037c017,b19037c017_moe,b19037c018,b19037c018_moe,b19037c019,b19037c019_moe,b19037c020,b19037c020_moe,b19037c021,b19037c021_moe,b19037c022,b19037c022_moe,b19037c023,b19037c023_moe,b19037c024,b19037c024_moe,b19037c025,b19037c025_moe,b19037c026,b19037c026_moe,b19037c027,b19037c027_moe,b19037c028,b19037c028_moe,b19037c029,b19037c029_moe,b19037c030,b19037c030_moe,b19037c031,b19037c031_moe,b19037c032,b19037c032_moe,b19037c033,b19037c033_moe,b19037c034,b19037c034_moe,b19037c035,b19037c035_moe,b19037c036,b19037c036_moe,b19037c037,b19037c037_moe,b19037c038,b19037c038_moe,b19037c039,b19037c039_moe,b19037c040,b19037c040_moe,b19037c041,b19037c041_moe,b19037c042,b19037c042_moe,b19037c043,b19037c043_moe,b19037c044,b19037c044_moe,b19037c045,b19037c045_moe,b19037c046,b19037c046_moe,b19037c047,b19037c047_moe,b19037c048,b19037c048_moe,b19037c049,b19037c049_moe,b19037c050,b19037c050_moe,b19037c051,b19037c051_moe,b19037c052,b19037c052_moe,b19037c053,b19037c053_moe,b19037c054,b19037c054_moe,b19037c055,b19037c055_moe,b19037c056,b19037c056_moe,b19037c057,b19037c057_moe,b19037c058,b19037c058_moe,b19037c059,b19037c059_moe,b19037c060,b19037c060_moe,b19037c061,b19037c061_moe,b19037c062,b19037c062_moe,b19037c063,b19037c063_moe,b19037c064,b19037c064_moe,b19037c065,b19037c065_moe,b19037c066,b19037c066_moe,b19037c067,b19037c067_moe,b19037c068,b19037c068_moe,b19037c069,b19037c069_moe
3.4,South Beacon Hill/NewHolly,65,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,43,42,0,24,0,24,0,24,0,24,0,24,15,31,0,24,0,24,0,24,0,24,0,24,18,33,0,24,0,24,0,24,10,27,22,29,0,24,0,24,0,24,0,24,13,28,0,24,0,24,0,24,0,24,9,25,0,24,0,24,0,24,0,24,0,24,0,24
3.5,Beacon Hill,7,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,13,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,25,0,24,0,24,0,24,0,24,0,24,0,24,13,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
4.1,Rainier Beach,31,42,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,34,0,27,17,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
4.2,Columbia City,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
4.3,Seward Park,23,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,42,42,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,27,34,15,24,0,17,0,17,0,17,12,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,32,37,13,24,13,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,19,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,19,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,52,53,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,52,53,24,34,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,28,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,152,85,20,36,20,36,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,101,62,23,42,49,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,29,36,0,24,0,24,0,24,0,24,31,53,0,24,30,53,0,24,0,24,0,24,0,24,1,21,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,227,125,21,42,0,29,0,29,0,29,0,29,0,29,21,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,53,64,0,29,0,29,36,60,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,36,0,29,0,29,0,29,0,29,0,29,153,103,33,41,15,34,0,29,8,30,58,74,0,29,0,29,39,68,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,28,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,19,0,17,0,17,0,17,0,17,0,17,0,17,18,25,0,17,0,17,0,17,0,17,0,17,0,17,18,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,27,36,0,21,0,21,0,21,12,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,22,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,31,38,15,37,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,15,37,0,32,0,32,0,32,0,32,0,32,16,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,7,31,0,32,0,32,0,32,0,32,9,33,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,23,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,21,0,21,0,21,0,21,0,21,6,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,22,5,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,92,67,14,28,14,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,36,46,0,24,0,24,0,24,15,29,0,24,0,24,21,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,27,38,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,13,29,0,24,0,24,0,24,0,24,0,24,15,29,0,24,0,24,0,24,15,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,75,56,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,40,56,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,27,29,52,0,27,0,27,0,27,0,27,0,27,0,27,0,27,24,28,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,3,25,0,27,6,26,0,27,0,27,0,27,6,26,11,27,11,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,67,56,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,50,50,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,39,47,0,27,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,23,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,29,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,75,60,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,33,0,29,0,29,38,45,0,29,0,29,5,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,4,27,0,29,0,29,12,34,17,39,0,29,25,47,0,29,25,47,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,84,60,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,31,37,15,27,0,21,0,21,16,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,34,46,0,21,0,21,10,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,24,43,19,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,22,0,21,0,21,7,23,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,31,33,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,29,0,21,0,21,0,21,0,21,0,21,17,23,0,21,0,21,0,21,0,21,11,24,0,21,6,19,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
