area_id,area_name,b07003001,b07003001_moe,b07003002,b07003002_moe,b07003003,b07003003_moe,b07003004,b07003004_moe,b07003005,b07003005_moe,b07003006,b07003006_moe,b07003007,b07003007_moe,b07003008,b07003008_moe,b07003009,b07003009_moe,b07003010,b07003010_moe,b07003011,b07003011_moe,b07003012,b07003012_moe,b07003013,b07003013_moe,b07003014,b07003014_moe,b07003015,b07003015_moe,b07003016,b07003016_moe,b07003017,b07003017_moe,b07003018,b07003018_moe
1.1,Arbor Heights,6204,294,3043,188,3161,218,5251,313,2573,183,2678,214,780,302,406,171,374,161,16,25,0,17,16,25,107,96,64,73,43,42,50,40,0,17,50,40
1.2,Fauntleroy/Seaview,13660,580,6345,428,7315,378,11700,634,5442,456,6258,354,1277,479,563,208,714,300,142,83,27,27,115,69,496,223,291,153,205,90,45,71,22,39,23,38
1.3,West Seattle Junction/Genesee Hill,17819,630,8233,473,9586,522,14597,665,6776,425,7821,478,2105,521,1048,343,1057,266,318,195,123,88,195,167,620,391,208,116,412,324,179,89,78,59,101,72
1.4,Alki/Admiral,11027,520,4961,350,6066,454,8953,541,4072,363,4881,369,1279,414,588,203,691,292,371,194,185,103,186,129,329,185,94,63,235,148,95,92,22,38,73,85
2.1,North Delridge,4601,310,2203,221,2398,228,3822,381,1840,227,1982,258,544,224,242,113,302,154,18,27,3,6,15,26,119,110,77,82,42,46,98,121,41,58,57,65
2.2,High Point,6363,426,3119,314,3244,357,5395,422,2671,298,2724,352,738,220,333,127,405,151,112,114,63,73,49,59,118,76,52,53,66,48,0,17,0,17,0,17
2.3,Riverview,4677,294,2527,221,2150,191,4251,288,2329,221,1922,178,261,142,101,58,160,98,117,148,57,56,60,96,19,22,19,22,0,12,29,28,21,25,8,12
2.4,Roxhill/Westwood,12412,697,6005,487,6407,507,10135,811,5057,500,5078,495,1089,324,486,189,603,216,366,446,150,146,216,306,770,318,300,141,470,233,52,58,12,25,40,57
2.5,Highland Park,5736,438,3098,308,2638,251,4601,449,2527,320,2074,235,819,258,383,166,436,145,111,108,66,67,45,44,166,105,83,60,83,61,39,43,39,43,0,21
3.1,South Park,4304,553,2211,491,2093,335,3478,468,1742,405,1736,253,654,287,372,139,282,251,21,29,7,17,14,25,53,59,36,50,17,29,98,69,54,52,44,41
3.2,Georgetown,1170,147,620,94,550,107,845,135,410,71,435,102,172,105,123,76,49,45,53,64,53,64,0,12,100,69,34,43,66,57,0,12,0,12,0,12
3.3,Duwamish/SODO,2371,376,1389,352,982,163,1847,282,1008,269,839,134,295,102,226,83,69,51,109,78,91,68,18,22,87,92,64,83,23,38,33,29,0,12,33,29
3.4,South Beacon Hill/NewHolly,15514,1288,7309,706,8205,829,13514,1234,6127,632,7387,821,1140,463,587,253,553,228,15,39,0,24,15,39,157,125,144,126,13,30,688,493,451,334,237,178
3.5,Beacon Hill,9220,694,4627,495,4593,394,7884,574,3928,396,3956,373,1078,462,531,236,547,263,82,72,55,60,27,33,133,124,102,98,31,39,43,41,11,23,32,38
3.6,North Beacon Hill/Jefferson Park,14025,706,7339,594,6686,406,11874,680,6071,543,5803,398,1417,402,806,250,611,194,150,104,79,77,71,63,340,157,259,136,81,61,244,242,124,144,120,106
4.1,Rainier Beach,14958,989,7424,729,7534,568,12564,1013,6207,661,6357,594,1997,756,980,346,1017,475,140,120,46,52,94,90,146,106,113,100,33,43,111,103,78,106,33,42
4.2,Columbia City,16320,846,7685,614,8635,556,13628,783,6290,532,7338,546,1962,641,1118,404,844,291,160,124,54,54,106,92,321,216,141,113,180,127,249,218,82,106,167,138
4.3,Seward Park,8693,558,4160,446,4533,297,7855,560,3755,434,4100,293,431,133,203,79,228,93,73,76,15,26,58,57,319,134,181,90,138,62,15,18,6,17,9,18
4.4,Mt. Baker/North Rainier,5428,463,2612,251,2816,314,4731,343,2319,225,2412,220,469,253,110,73,359,223,116,155,116,155,0,17,72,77,27,31,45,53,40,66,40,66,0,17
5.1,Madrona/Leschi,9967,510,4772,396,5195,412,7896,604,3765,347,4131,457,1614,465,763,230,851,337,71,72,32,36,39,39,386,185,212,145,174,108,0,21,0,21,0,21
5.2,Judkins Park,2826,280,1402,239,1424,185,1987,265,900,170,1087,188,520,235,301,199,219,97,62,43,41,31,21,23,237,127,149,102,88,52,20,24,11,17,9,16
5.3,Central Area/Squire Park,16455,778,7726,567,8729,570,12241,792,5699,495,6542,520,3039,547,1460,349,1579,342,336,190,201,136,135,90,770,274,338,156,432,161,69,51,28,35,41,39
6.1,First Hill,14674,745,7981,566,6693,495,8387,538,4482,446,3905,348,3809,456,2293,336,1516,282,671,199,425,161,246,101,1621,340,714,223,907,210,186,102,67,50,119,75
6.2,Capitol Hill,19977,726,10490,641,9487,602,13419,871,7342,632,6077,571,3994,581,2044,390,1950,341,365,188,162,105,203,118,1755,387,744,216,1011,314,444,263,198,135,246,210
6.3,North Capitol Hill,3896,227,2156,182,1740,188,3036,323,1727,202,1309,198,591,237,274,151,317,138,20,30,0,12,20,30,249,120,155,85,94,60,0,12,0,12,0,12
6.4,Miller Park,7259,361,3929,317,3330,262,5517,480,3059,337,2458,245,1233,365,690,241,543,177,92,60,34,34,58,43,271,120,87,57,184,96,146,85,59,58,87,55
6.5,Madison Park,5108,379,2161,285,2947,293,3997,389,1659,208,2338,258,580,219,294,191,286,128,91,89,0,17,91,89,382,300,178,147,204,186,58,103,30,52,28,51
7.1,Montlake/Portage Bay,9322,468,4244,348,5078,360,7080,446,3409,309,3671,327,1463,342,507,147,956,284,197,92,44,34,153,87,545,273,247,161,298,150,37,34,37,34,0,21
7.2,University District,19335,1380,9699,967,9636,886,8828,988,4684,575,4144,710,5363,815,2616,679,2747,518,2285,339,1107,236,1178,268,1972,459,940,339,1032,270,887,367,352,157,535,274
7.3,Ravenna/Bryant,24319,831,11914,666,12405,562,18601,732,9093,518,9508,447,3736,556,1946,382,1790,358,678,233,356,170,322,163,745,186,336,113,409,121,559,255,183,100,376,201
7.4,Wedgwood/View Ridge,14849,463,7262,354,7587,360,13463,472,6582,349,6881,328,953,221,460,123,493,142,150,99,104,92,46,43,143,84,70,57,73,60,140,86,46,46,94,74
7.5,Laurelhurst/Sand Point,10601,532,4945,356,5656,388,8593,530,4068,367,4525,350,1165,405,510,223,655,255,135,90,61,55,74,73,414,193,169,102,245,107,294,195,137,94,157,103
