area_id,area_name,b18103001,b18103001_moe,b18103002,b18103002_moe,b18103003,b18103003_moe,b18103004,b18103004_moe,b18103005,b18103005_moe,b18103006,b18103006_moe,b18103007,b18103007_moe,b18103008,b18103008_moe,b18103009,b18103009_moe,b18103010,b18103010_moe,b18103011,b18103011_moe,b18103012,b18103012_moe,b18103013,b18103013_moe,b18103014,b18103014_moe,b18103015,b18103015_moe,b18103016,b18103016_moe,b18103017,b18103017_moe,b18103018,b18103018_moe,b18103019,b18103019_moe,b18103020,b18103020_moe,b18103021,b18103021_moe,b18103022,b18103022_moe,b18103023,b18103023_moe,b18103024,b18103024_moe,b18103025,b18103025_moe,b18103026,b18103026_moe,b18103027,b18103027_moe,b18103028,b18103028_moe,b18103029,b18103029_moe,b18103030,b18103030_moe,b18103031,b18103031_moe,b18103032,b18103032_moe,b18103033,b18103033_moe,b18103034,b18103034_moe,b18103035,b18103035_moe,b18103036,b18103036_moe,b18103037,b18103037_moe,b18103038,b18103038_moe,b18103039,b18103039_moe
1.1,Arbor Heights,6251,299,3071,189,268,91,0,17,268,91,377,109,0,17,377,109,599,130,23,26,576,124,1461,102,14,22,1447,102,283,68,6,15,277,70,83,31,0,17,83,31,3180,221,176,73,0,17,176,73,493,114,0,17,493,114,532,137,0,17,532,137,1520,146,13,15,1507,146,289,79,0,17,289,79,170,55,8,18,162,56
1.2,Fauntleroy/Seaview,13653,592,6300,420,433,150,0,24,433,150,760,202,0,24,760,202,1100,252,26,45,1074,248,3371,314,85,113,3286,262,274,103,0,24,274,103,362,100,17,32,345,98,7353,381,470,163,0,24,470,163,852,211,0,24,852,211,1464,221,0,24,1464,221,3511,238,25,30,3486,243,544,116,16,30,528,115,512,110,59,50,453,112
1.3,West Seattle Junction/Genesee Hill,17521,592,8151,473,456,146,0,29,456,146,1107,242,0,29,1107,242,1551,313,0,29,1551,313,4134,279,0,29,4134,279,549,112,16,34,533,113,354,125,10,28,344,124,9370,472,569,185,0,29,569,185,1336,212,5,26,1331,213,1974,316,0,29,1974,316,4338,269,21,39,4317,273,523,126,0,29,523,126,630,158,24,36,606,158
1.4,Alki/Admiral,11124,577,5012,353,296,121,0,24,296,121,476,153,0,24,476,153,1057,203,0,24,1057,203,2439,219,15,29,2424,218,456,157,13,26,443,156,288,94,4,19,284,90,6112,494,303,162,0,24,303,162,676,184,0,24,676,184,1245,262,0,24,1245,262,2787,250,0,24,2787,250,553,158,0,24,553,158,548,109,33,33,515,111
2.1,North Delridge,4749,359,2318,254,216,123,0,12,216,123,151,79,0,12,151,79,656,172,0,12,656,172,1166,178,14,19,1152,179,112,53,0,12,112,53,17,22,1,4,16,22,2431,230,157,103,0,12,157,103,151,104,0,12,151,104,898,204,0,12,898,204,1015,161,24,33,991,164,124,58,0,12,124,58,86,59,1,3,85,58
2.2,High Point,6452,416,3118,309,327,176,0,17,327,176,660,174,0,17,660,174,944,256,62,63,882,261,1058,192,79,83,979,183,105,62,0,17,105,62,24,34,0,17,24,34,3334,340,245,109,0,17,245,109,442,179,0,17,442,179,963,215,34,42,929,213,1351,194,13,24,1338,195,272,121,34,40,238,116,61,45,10,20,51,43
2.3,Riverview,4685,295,2538,223,153,86,0,12,153,86,464,112,0,12,464,112,647,145,0,12,647,145,1108,157,0,12,1108,157,119,45,0,12,119,45,47,31,0,12,47,31,2147,191,108,47,0,12,108,47,315,117,0,12,315,117,448,104,0,12,448,104,1090,125,0,12,1090,125,111,34,0,12,111,34,75,40,9,15,66,41
2.4,Roxhill/Westwood,12524,701,6020,495,460,191,0,21,460,191,758,174,0,21,758,174,1717,338,10,25,1707,341,2561,284,45,71,2516,275,282,95,15,29,267,92,242,81,19,23,223,79,6504,510,400,131,0,21,400,131,905,219,0,21,905,219,1725,348,39,38,1686,344,2816,251,21,28,2795,250,356,100,25,29,331,97,302,85,68,45,234,79
2.5,Highland Park,5814,462,3105,315,161,89,0,21,161,89,472,154,0,21,472,154,879,188,0,21,879,188,1226,189,0,21,1226,189,260,93,0,21,260,93,107,84,45,71,62,59,2709,283,185,115,0,21,185,115,255,109,0,21,255,109,621,151,0,21,621,151,1197,162,28,45,1169,157,283,96,38,44,245,95,168,87,0,21,168,87
3.1,South Park,4310,608,2208,488,186,87,0,17,186,87,388,136,0,17,388,136,573,211,19,25,554,212,922,314,0,17,922,314,124,75,0,17,124,75,15,20,0,17,15,20,2102,348,195,130,0,17,195,130,552,213,0,17,552,213,623,172,0,17,623,172,645,114,16,28,629,116,0,17,0,17,0,17,87,37,15,27,72,42
