area_id,area_name,b27020001,b27020001_moe,b27020002,b27020002_moe,b27020003,b27020003_moe,b27020004,b27020004_moe,b27020005,b27020005_moe,b27020006,b27020006_moe,b27020007,b27020007_moe,b27020008,b27020008_moe,b27020009,b27020009_moe,b27020010,b27020010_moe,b27020011,b27020011_moe,b27020012,b27020012_moe,b27020013,b27020013_moe,b27020014,b27020014_moe,b27020015,b27020015_moe,b27020016,b27020016_moe,b27020017,b27020017_moe
1.1,Arbor Heights,6251,299,5737,315,5234,304,4950,308,1008,157,503,164,514,123,340,107,299,96,253,92,77,45,41,49,174,86,162,84,162,84,59,64,12,23
1.2,Fauntleroy/Seaview,13653,592,12731,616,11619,626,10831,652,2151,262,1112,395,922,218,606,152,543,147,466,142,167,82,63,58,316,150,240,128,240,128,0,24,76,64
1.3,West Seattle Junction/Genesee Hill,17521,592,16055,629,15198,644,14102,664,2602,318,857,245,1466,291,714,198,630,179,581,171,199,109,84,74,752,241,649,219,620,215,150,111,103,90
1.4,Alki/Admiral,11124,577,10216,524,9417,508,8932,486,1939,225,799,241,908,263,635,225,554,219,424,165,196,124,81,86,273,127,262,124,262,124,15,27,11,25
2.1,North Delridge,4749,359,4005,349,3744,336,3445,352,530,135,261,141,744,310,433,241,398,233,340,225,58,48,35,57,311,189,176,92,111,75,80,54,135,161
2.2,High Point,6452,416,4841,419,4384,402,2937,406,1848,310,457,162,1611,297,1172,253,1115,247,582,199,656,212,57,50,439,199,344,187,176,144,205,138,95,84
2.3,Riverview,4685,295,3767,302,2984,254,2498,313,667,254,783,253,918,204,665,122,601,122,568,122,107,48,64,45,253,153,232,154,135,79,117,143,21,24
2.4,Roxhill/Westwood,12524,701,9379,627,8220,564,6844,552,2157,384,1159,343,3145,529,1358,307,1153,259,913,222,375,156,205,122,1787,421,904,300,643,286,277,174,883,302
2.5,Highland Park,5814,462,4404,455,3764,407,2988,398,1253,234,640,178,1410,294,876,289,696,247,577,221,172,86,180,99,534,240,465,228,345,191,164,136,69,52
3.1,South Park,4310,608,2658,323,2203,337,1190,190,1278,395,455,138,1652,542,620,215,416,132,291,120,186,113,204,200,1032,476,462,293,365,243,97,90,570,311
3.2,Georgetown,1184,151,886,140,639,128,515,116,212,75,247,81,298,101,89,42,79,43,79,43,23,16,10,19,209,96,137,51,126,40,34,42,72,72
3.3,Duwamish/SODO,2332,380,1685,298,1431,207,1022,187,560,181,254,136,647,243,387,161,333,142,192,96,181,124,54,61,260,146,116,68,68,54,62,55,144,136
3.4,South Beacon Hill/NewHolly,15604,1277,7671,752,6699,716,4188,547,3279,626,972,319,7933,985,5485,811,4306,571,3015,455,1703,367,1179,435,2448,631,1708,564,904,281,831,525,740,290
3.5,Beacon Hill,9332,700,4693,556,4352,549,3395,505,1346,287,341,147,4639,637,3429,499,2976,489,2362,488,860,192,453,159,1210,339,848,258,500,209,421,185,362,225
3.6,North Beacon Hill/Jefferson Park,14180,731,9005,641,7802,594,6089,686,2213,372,1203,324,5175,524,3306,396,2827,329,1799,311,1352,267,479,194,1869,527,1165,327,809,256,510,277,704,339
4.1,Rainier Beach,15144,983,10814,894,9312,905,6385,832,4090,788,1502,427,4330,602,2582,454,2056,387,1746,350,499,167,526,263,1748,496,1085,326,687,250,457,238,663,281
4.2,Columbia City,16249,808,10949,746,10013,691,7553,600,3418,548,936,234,5300,665,2786,445,2148,392,1339,264,959,319,638,238,2514,548,1363,398,962,349,509,180,1151,440
