area_id,area_name,b20017b001,b20017b001_moe,b20017b002,b20017b002_moe,b20017b003,b20017b003_moe,b20017b004,b20017b004_moe,b20017b005,b20017b005_moe,b20017b006,b20017b006_moe,b20017b007,b20017b007_moe
2.2,High Point,17849,15214,10833,16237,19609,11338,5168,15980,24833,11677,24833,10924,25000,22361
2.5,Highland Park,16290,6415,14504,2231,60066,17124,13707,1342,21042,6121,23287,19773,19875,229
3.4,South Beacon Hill/NewHolly,50654,10678,60658,32754,91008,48058,36169,34615,54599,17671,124800,72286,30510,26768
3.6,North Beacon Hill/Jefferson Park,19698,15755,40114,19126,42415,42879,30553,20645,14335,4645,21354,1126,13909,1050
4.1,Rainier Beach,59649,7982,68350,31606,123981,52119,43911,27624,57560,8891,70455,21862,25938,20689
4.2,Columbia City,49153,12078,43672,17012,51872,25319,20472,12828,65105,18472,102889,27348,23097,25276
4.3,Seward Park,26089,6504,22196,5000,23750,6154,21563,9049,35714,13387,37381,24014,9688,15761
5.1,Madrona/Leschi,30508,17474,21250,59835,85634,57968,7778,11896,30932,10743,34495,29832,8961,4168
5.2,Judkins Park,30064,9488,25625,11025,30897,10956,15417,4699,38621,10439,39784,8196,25089,45059
5.3,Central Area/Squire Park,28977,22889,28083,22471,40727,4810,17135,8664,35568,48964,81106,27774,13611,19184
6.1,First Hill,19100,15078,26000,23154,37788,28449,14063,31593,17700,15010,19423,22330,9808,9433
6.4,Miller Park,33106,9749,29211,28407,45750,36251,28026,40751,33561,9604,34848,11449,8409,6222
9.1,Broadview/Bitter Lake,25288,7971,33438,8948,33250,9521,35234,40901,23627,3258,24118,10119,20833,11671
9.5,Haller Lake,26385,32022,48424,28367,49058,64634,12813,47290,21304,9701,21848,51967,8864,21939
13.3,Pioneer Square/International District,20307,10776,20439,10961,21429,5776,20300,15585,16000,15521,11719,6383,25938,16401
