area_id,area_name,b17022001,b17022001_moe,b17022002,b17022002_moe,b17022003,b17022003_moe,b17022004,b17022004_moe,b17022005,b17022005_moe,b17022006,b17022006_moe,b17022007,b17022007_moe,b17022008,b17022008_moe,b17022009,b17022009_moe,b17022010,b17022010_moe,b17022011,b17022011_moe,b17022012,b17022012_moe,b17022013,b17022013_moe,b17022014,b17022014_moe,b17022015,b17022015_moe,b17022016,b17022016_moe,b17022017,b17022017_moe,b17022018,b17022018_moe,b17022019,b17022019_moe,b17022020,b17022020_moe,b17022021,b17022021_moe,b17022022,b17022022_moe,b17022023,b17022023_moe,b17022024,b17022024_moe,b17022025,b17022025_moe,b17022026,b17022026_moe,b17022027,b17022027_moe,b17022028,b17022028_moe,b17022029,b17022029_moe,b17022030,b17022030_moe,b17022031,b17022031_moe,b17022032,b17022032_moe,b17022033,b17022033_moe,b17022034,b17022034_moe,b17022035,b17022035_moe,b17022036,b17022036_moe,b17022037,b17022037_moe,b17022038,b17022038_moe,b17022039,b17022039_moe,b17022040,b17022040_moe,b17022041,b17022041_moe,b17022042,b17022042_moe,b17022043,b17022043_moe,b17022044,b17022044_moe,b17022045,b17022045_moe,b17022046,b17022046_moe,b17022047,b17022047_moe,b17022048,b17022048_moe,b17022049,b17022049_moe,b17022050,b17022050_moe,b17022051,b17022051_moe,b17022052,b17022052_moe,b17022053,b17022053_moe,b17022054,b17022054_moe,b17022055,b17022055_moe,b17022056,b17022056_moe,b17022057,b17022057_moe,b17022058,b17022058_moe,b17022059,b17022059_moe,b17022060,b17022060_moe,b17022061,b17022061_moe,b17022062,b17022062_moe,b17022063,b17022063_moe,b17022064,b17022064_moe,b17022065,b17022065_moe,b17022066,b17022066_moe,b17022067,b17022067_moe,b17022068,b17022068_moe,b17022069,b17022069_moe,b17022070,b17022070_moe,b17022071,b17022071_moe,b17022072,b17022072_moe,b17022073,b17022073_moe,b17022074,b17022074_moe,b17022075,b17022075_moe,b17022076,b17022076_moe,b17022077,b17022077_moe,b17022078,b17022078_moe,b17022079,b17022079_moe,b17022080,b17022080_moe,b17022081,b17022081_moe
8.3,Cedar Park/Meadowbrook,2665,229,275,120,129,61,75,49,8,27,34,40,33,33,54,41,146,113,11,29,11,29,0,27,0,27,11,29,0,27,135,113,125,113,64,61,11,31,50,74,10,29,66,68,37,62,0,27,0,27,0,27,0,27,37,62,29,39,0,27,0,27,0,27,0,27,0,27,0,27,29,39,29,39,0,27,12,31,17,35,0,27,78,72,52,65,40,65,0,27,0,27,40,65,12,29,26,37,0,27,0,27,0,27,0,27,0,27,0,27,26,37,12,30,0,27,0,27,12,30,14,30,2246,196,1864,187,737,123,240,93,66,37,431,111,1127,154,382,131,165,88,68,63,0,27,3,25,65,64,97,62,217,97,131,74,70,66,9,29,52,44,86,65
9.1,Broadview/Bitter Lake,2993,252,245,139,48,47,0,27,0,27,0,27,0,27,48,47,197,130,0,27,0,27,0,27,0,27,0,27,0,27,197,130,163,128,66,86,12,27,85,93,34,40,10,26,0,27,0,27,0,27,0,27,0,27,0,27,10,26,10,26,0,27,0,27,0,27,0,27,10,26,0,27,0,27,0,27,0,27,0,27,0,27,77,87,77,87,66,77,0,27,17,35,49,73,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,2661,253,2260,228,800,126,214,95,96,64,490,114,1460,222,401,138,97,76,81,75,0,27,0,27,81,75,16,35,304,112,125,74,0,27,8,27,117,74,179,78
9.2,Licton Springs,1744,248,198,99,141,89,111,89,76,74,0,17,35,55,30,35,57,48,0,17,0,17,0,17,0,17,0,17,0,17,57,48,28,34,17,31,0,17,11,22,29,36,47,52,0,17,0,17,0,17,0,17,0,17,0,17,47,52,0,17,0,17,0,17,0,17,0,17,0,17,47,52,47,52,30,49,0,17,17,25,0,17,55,52,42,49,0,17,0,17,0,17,0,17,42,49,13,25,0,17,0,17,0,17,0,17,0,17,0,17,13,25,13,25,0,17,0,17,13,25,0,17,1444,223,1211,217,497,151,360,138,17,29,120,90,714,168,233,90,66,45,41,38,26,30,0,17,15,28,25,28,167,77,53,51,24,39,0,17,29,37,114,64
9.3,Greenwood/Phinney Ridge,5397,306,279,110,110,65,53,51,16,37,16,37,21,35,57,48,169,90,42,42,23,34,0,29,0,29,23,34,19,35,127,83,93,72,70,69,11,32,12,33,34,47,104,62,72,53,68,54,0,29,22,41,46,46,4,27,32,40,0,29,0,29,0,29,0,29,0,29,0,29,32,40,32,40,0,29,0,29,32,40,0,29,175,109,131,101,82,92,0,29,58,87,24,38,49,49,44,46,20,40,0,29,0,29,0,29,0,29,20,40,24,37,0,29,0,29,0,29,0,29,24,37,4839,308,4199,308,1954,175,663,146,327,105,964,160,2245,271,640,149,121,79,55,63,9,30,0,29,46,61,66,54,519,135,215,82,29,41,0,29,186,77,304,111
9.4,Green Lake,2937,232,121,80,87,70,50,63,39,63,0,24,11,26,37,36,34,46,8,25,8,25,0,24,0,24,8,25,0,24,26,44,26,44,0,24,0,24,26,44,0,24,12,25,0,24,0,24,0,24,0,24,0,24,0,24,12,25,12,25,12,25,0,24,0,24,12,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,45,47,15,31,15,31,15,31,0,24,0,24,0,24,30,42,0,24,0,24,0,24,0,24,0,24,0,24,30,42,14,30,0,24,0,24,14,30,16,35,2759,238,2349,227,920,116,403,103,90,54,427,97,1429,218,410,123,89,49,38,35,16,33,0,24,22,27,51,41,321,116,109,63,0,24,0,24,109,63,212,110
9.5,Haller Lake,2381,228,164,86,92,72,75,68,0,21,49,62,26,30,17,19,72,48,34,35,8,22,0,21,0,21,8,22,26,34,38,39,17,23,0,21,3,16,14,26,21,35,35,34,22,28,22,28,0,21,11,22,11,22,0,21,13,22,13,22,0,21,0,21,0,21,0,21,13,22,0,21,0,21,0,21,0,21,0,21,0,21,121,86,72,75,72,75,24,30,0,21,48,68,0,21,49,45,0,21,0,21,0,21,0,21,0,21,0,21,49,45,39,42,0,21,0,21,39,42,10,23,2061,227,1762,245,612,133,185,82,108,75,319,115,1150,220,299,107,133,74,96,60,35,40,0,21,61,45,37,41,166,84,64,43,16,25,0,21,48,41,102,73
10.1,North Beach/Blue Ridge,3159,193,240,120,126,96,73,80,9,23,10,23,54,79,53,52,114,83,10,22,10,22,0,21,0,21,10,22,0,21,104,82,104,82,0,21,0,21,104,82,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,40,38,40,38,26,30,0,21,17,25,9,23,14,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,2879,192,2517,182,879,124,270,91,139,70,470,101,1638,165,362,120,105,67,101,67,47,56,0,21,54,42,4,18,257,104,110,81,0,21,0,21,110,81,147,65
10.2,Whittier Heights,2878,246,112,74,38,35,27,34,0,24,0,24,27,34,11,25,74,64,26,34,26,34,12,25,0,24,14,28,0,24,48,59,17,34,0,24,0,24,17,34,31,51,12,27,0,24,0,24,0,24,0,24,0,24,0,24,12,27,12,27,12,27,12,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,29,33,29,33,16,31,0,24,0,24,16,31,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2725,245,2252,246,969,144,448,134,168,61,353,106,1283,230,473,157,159,101,142,97,36,43,0,24,106,89,17,32,314,118,169,98,24,28,51,63,94,56,145,81
10.3,Sunset Hill/Loyal Heights,3269,202,149,75,97,66,35,40,0,24,0,24,35,40,62,52,52,36,0,24,0,24,0,24,0,24,0,24,0,24,52,36,26,29,11,24,0,24,15,29,26,34,9,23,9,23,9,23,9,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3111,208,2645,217,1181,158,499,146,197,74,485,113,1464,195,466,138,186,108,71,70,27,33,0,24,44,63,115,82,280,99,147,76,0,24,18,32,129,72,133,68
10.4,Ballard,1233,229,88,59,36,42,36,42,17,27,0,17,19,32,0,17,52,45,0,17,0,17,0,17,0,17,0,17,0,17,52,45,37,41,0,17,0,17,37,41,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,30,11,19,0,17,0,17,0,17,0,17,11,19,15,23,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,15,23,1119,227,883,206,276,82,158,109,41,48,77,65,607,211,236,123,78,71,0,17,0,17,0,17,0,17,78,71,158,97,50,45,0,17,0,17,50,45,108,93
11.1,Fremont,2776,260,107,63,75,53,32,38,14,29,18,35,0,24,43,41,32,38,0,24,0,24,0,24,0,24,0,24,0,24,32,38,19,31,0,24,15,32,4,23,13,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,23,37,16,33,0,24,0,24,0,24,0,24,16,33,7,24,0,24,0,24,0,24,0,24,0,24,0,24,7,24,0,24,0,24,0,24,0,24,7,24,2646,258,2245,245,727,119,335,117,104,54,288,94,1518,231,401,116,148,79,123,73,54,50,0,24,69,55,25,33,253,96,84,61,14,30,0,24,70,57,169,77
11.2,Wallingford,2475,231,235,119,53,47,0,27,0,27,0,27,0,27,53,47,182,112,46,65,8,27,0,27,0,27,8,27,38,64,136,82,109,75,11,29,76,72,22,32,27,38,25,37,25,37,17,36,0,27,17,36,0,27,8,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,56,43,21,31,5,25,0,27,0,27,5,25,16,33,35,36,10,26,10,26,0,27,0,27,10,26,0,27,25,36,16,33,0,27,0,27,16,33,9,28,2159,192,1893,186,875,120,371,101,141,58,363,89,1018,153,266,103,147,88,46,38,9,28,0,27,37,35,101,81,119,61,61,47,26,41,0,27,35,36,58,40
11.3,Cascade/Eastlake,1426,294,208,147,77,59,0,21,0,21,0,21,0,21,77,59,131,139,81,127,0,21,0,21,0,21,0,21,81,127,50,59,50,59,42,59,0,21,8,23,0,21,40,59,0,21,0,21,0,21,0,21,0,21,0,21,40,59,0,21,0,21,0,21,0,21,0,21,0,21,40,59,40,59,0,21,0,21,40,59,0,21,23,33,23,33,0,21,0,21,0,21,0,21,23,33,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1155,260,960,237,192,105,148,91,0,21,44,53,768,212,195,129,125,116,58,97,58,97,0,21,0,21,67,67,70,56,59,54,16,40,0,21,43,42,11,25
12.1,Magnolia,3302,225,43,55,27,46,27,46,0,24,0,24,27,46,0,24,16,30,16,30,0,24,0,24,0,24,0,24,16,30,0,24,0,24,0,24,0,24,0,24,0,24,40,45,40,45,0,24,0,24,0,24,0,24,40,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,28,32,0,24,0,24,0,24,0,24,0,24,0,24,28,32,28,32,28,32,0,24,0,24,28,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3191,226,2980,224,1392,177,326,124,277,112,789,150,1588,185,211,94,42,45,32,42,0,24,0,24,32,42,10,23,169,86,74,67,0,24,0,24,74,67,95,61
12.2,Interbay,2040,217,30,30,21,25,21,25,13,27,0,21,8,18,0,21,9,23,0,21,0,21,0,21,0,21,0,21,0,21,9,23,9,23,0,21,0,21,9,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,37,34,24,27,10,23,0,21,10,23,0,21,14,26,13,24,0,21,0,21,0,21,0,21,0,21,0,21,13,24,0,21,0,21,0,21,0,21,13,24,1973,214,1668,203,607,156,121,76,156,94,330,124,1061,200,305,116,52,63,39,59,0,21,0,21,39,59,13,30,253,101,132,75,41,53,14,25,77,53,121,67
12.3,Queen Anne,6804,416,245,96,187,82,40,56,0,40,0,40,40,56,147,74,58,51,0,40,0,40,0,40,0,40,0,40,0,40,58,51,35,47,26,46,0,40,9,41,23,44,138,82,68,58,15,43,0,40,0,40,15,43,53,53,70,64,0,40,0,40,0,40,0,40,0,40,0,40,70,64,50,58,22,52,0,40,28,47,20,48,161,100,115,96,80,91,61,87,19,48,0,40,35,47,46,53,14,43,14,43,14,43,0,40,0,40,0,40,32,50,32,50,0,40,0,40,32,50,0,40,6260,416,5728,414,2130,241,728,165,349,136,1053,195,3598,367,532,165,170,81,54,49,0,40,0,40,54,49,116,72,362,146,195,115,108,102,0,40,87,68,167,98
13.1,Belltown,1111,234,72,74,40,48,27,46,0,21,0,21,27,46,13,25,32,56,32,56,0,21,0,21,0,21,0,21,32,56,0,21,0,21,0,21,0,21,0,21,0,21,14,25,0,21,0,21,0,21,0,21,0,21,0,21,14,25,0,21,0,21,0,21,0,21,0,21,0,21,14,25,0,21,0,21,0,21,0,21,14,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1025,212,971,207,144,42,144,42,0,21,0,21,827,206,54,48,0,21,0,21,0,21,0,21,0,21,0,21,54,48,54,48,14,24,14,25,26,40,0,21
13.2,Downtown Commercial Core,440,138,83,59,74,59,13,20,13,20,0,12,0,12,61,53,9,16,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,357,119,357,119,47,63,47,63,0,12,0,12,310,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,750,142,392,126,260,100,43,39,8,18,27,32,8,18,217,93,132,83,39,51,39,51,0,17,31,49,8,19,0,17,93,68,62,59,34,39,28,48,0,17,31,33,39,35,13,16,5,16,5,16,0,17,0,17,8,18,26,32,0,17,0,17,0,17,0,17,0,17,0,17,26,32,9,18,0,17,0,17,9,18,17,30,48,36,39,33,29,29,11,21,0,17,18,25,10,21,9,18,0,17,0,17,0,17,0,17,0,17,0,17,9,18,9,18,0,17,0,17,9,18,0,17,271,74,222,71,54,36,35,32,7,18,12,15,168,67,49,39,22,28,8,18,0,17,0,17,8,18,14,23,27,25,21,23,0,17,0,17,21,23,6,16
