area_id,area_name,b18104001,b18104001_moe,b18104002,b18104002_moe,b18104003,b18104003_moe,b18104004,b18104004_moe,b18104005,b18104005_moe,b18104006,b18104006_moe,b18104007,b18104007_moe,b18104008,b18104008_moe,b18104009,b18104009_moe,b18104010,b18104010_moe,b18104011,b18104011_moe,b18104012,b18104012_moe,b18104013,b18104013_moe,b18104014,b18104014_moe,b18104015,b18104015_moe,b18104016,b18104016_moe,b18104017,b18104017_moe,b18104018,b18104018_moe,b18104019,b18104019_moe,b18104020,b18104020_moe,b18104021,b18104021_moe,b18104022,b18104022_moe,b18104023,b18104023_moe,b18104024,b18104024_moe,b18104025,b18104025_moe,b18104026,b18104026_moe,b18104027,b18104027_moe,b18104028,b18104028_moe,b18104029,b18104029_moe,b18104030,b18104030_moe,b18104031,b18104031_moe,b18104032,b18104032_moe,b18104033,b18104033_moe
1.1,Arbor Heights,5807,258,2803,178,377,109,0,17,377,109,599,130,26,30,573,126,1461,102,17,22,1444,105,283,68,6,15,277,70,83,31,0,17,83,31,3004,211,493,114,12,24,481,114,532,137,0,17,532,137,1520,146,10,14,1510,146,289,79,14,20,275,79,170,55,2,13,168,55
1.2,Fauntleroy/Seaview,12750,594,5867,429,760,202,0,24,760,202,1100,252,51,57,1049,248,3371,314,175,96,3196,273,274,103,0,24,274,103,362,100,19,28,343,96,6883,371,852,211,0,24,852,211,1464,221,22,39,1442,222,3511,238,41,39,3470,238,544,116,46,48,498,109,512,110,84,59,428,111
1.3,West Seattle Junction/Genesee Hill,16496,564,7695,470,1107,242,29,39,1078,236,1551,313,65,55,1486,312,4134,279,90,70,4044,267,549,112,40,41,509,107,354,125,56,75,298,99,8801,431,1336,212,0,29,1336,212,1974,316,11,29,1963,317,4338,269,58,86,4280,258,523,126,27,39,496,121,630,158,149,95,481,130
1.4,Alki/Admiral,10525,487,4716,345,476,153,19,35,457,147,1057,203,0,24,1057,203,2439,219,13,25,2426,219,456,157,17,22,439,157,288,94,41,42,247,87,5809,415,676,184,29,37,647,181,1245,262,27,40,1218,261,2787,250,32,36,2755,249,553,158,13,26,540,157,548,109,41,43,507,105
2.1,North Delridge,4376,281,2102,209,151,79,0,12,151,79,656,172,14,23,642,174,1166,178,19,27,1147,177,112,53,0,12,112,53,17,22,2,4,15,22,2274,205,151,104,0,12,151,104,898,204,0,12,898,204,1015,161,44,46,971,167,124,58,0,12,124,58,86,59,16,21,70,56
2.2,High Point,5880,434,2791,304,660,174,16,28,644,174,944,256,55,67,889,254,1058,192,124,94,934,185,105,62,16,30,89,56,24,34,0,17,24,34,3089,347,442,179,0,17,442,179,963,215,109,92,854,188,1351,194,185,116,1166,170,272,121,15,27,257,121,61,45,0,17,61,45
2.3,Riverview,4424,272,2385,208,464,112,46,38,418,108,647,145,0,12,647,145,1108,157,23,25,1085,161,119,45,0,12,119,45,47,31,5,8,42,29,2039,193,315,117,0,12,315,117,448,104,0,12,448,104,1090,125,9,14,1081,126,111,34,0,12,111,34,75,40,0,12,75,40
2.4,Roxhill/Westwood,11664,647,5560,430,758,174,19,24,739,173,1717,338,41,48,1676,346,2561,284,99,64,2462,271,282,95,0,21,282,95,242,81,24,26,218,80,6104,477,905,219,0,21,905,219,1725,348,28,34,1697,346,2816,251,85,56,2731,248,356,100,0,21,356,100,302,85,34,39,268,76
2.5,Highland Park,5468,407,2944,303,472,154,0,21,472,154,879,188,0,21,879,188,1226,189,91,65,1135,180,260,93,0,21,260,93,107,84,45,71,62,59,2524,230,255,109,0,21,255,109,621,151,35,44,586,144,1197,162,0,21,1197,162,283,96,22,36,261,97,168,87,40,41,128,70
3.1,South Park,3929,517,2022,457,388,136,0,17,388,136,573,211,12,22,561,212,922,314,29,43,893,317,124,75,0,17,124,75,15,20,0,17,15,20,1907,288,552,213,38,40,514,212,623,172,11,23,612,172,645,114,25,30,620,116,0,17,0,17,0,17,87,37,36,34,51,39
