area_id,area_name,b13004001,b13004001_moe,b13004002,b13004002_moe,b13004003,b13004003_moe,b13004004,b13004004_moe,b13004005,b13004005_moe,b13004006,b13004006_moe,b13004007,b13004007_moe,b13004008,b13004008_moe,b13004009,b13004009_moe,b13004010,b13004010_moe,b13004011,b13004011_moe
1.1,Arbor Heights,1484,183,53,41,42,36,11,22,0,17,11,22,1431,182,711,118,720,173,234,97,486,145
1.2,Fauntleroy/Seaview,3487,255,96,59,66,48,30,35,16,31,14,29,3391,265,1841,236,1550,280,503,179,1047,237
1.3,West Seattle Junction/Genesee Hill,4698,362,307,111,292,108,15,34,0,29,15,34,4391,369,1823,224,2568,364,591,201,1977,335
1.4,Alki/Admiral,2884,329,203,114,180,107,23,41,23,41,0,24,2681,310,1042,146,1639,293,305,124,1334,298
2.1,North Delridge,1593,179,200,128,167,115,33,36,0,12,33,36,1393,216,437,128,956,204,286,149,670,164
2.2,High Point,2060,307,118,80,110,81,8,19,0,17,8,19,1942,333,600,164,1342,313,192,95,1150,304
2.3,Riverview,1172,141,36,35,5,10,31,34,9,14,22,31,1136,134,539,117,597,132,168,67,429,119
2.4,Roxhill/Westwood,3619,420,174,72,98,54,76,56,24,34,52,49,3445,416,1408,214,2037,337,321,108,1716,341
2.5,Highland Park,1286,191,179,104,112,77,67,76,17,34,50,79,1107,185,578,146,529,149,125,66,404,129
3.1,South Park,1113,204,72,73,72,73,0,17,0,17,0,17,1041,195,432,108,609,155,28,30,581,152
3.2,Georgetown,327,68,18,23,18,23,0,12,0,12,0,12,309,73,142,69,167,50,23,26,144,48
3.3,Duwamish/SODO,525,102,11,15,6,11,5,10,5,10,0,12,514,103,116,73,398,113,141,73,257,102
3.4,South Beacon Hill/NewHolly,3719,471,148,94,117,88,31,38,15,31,16,33,3571,483,1642,219,1929,451,106,68,1823,444
3.5,Beacon Hill,2350,288,149,95,134,96,15,29,8,18,7,27,2201,288,1116,221,1085,256,214,111,871,232
3.6,North Beacon Hill/Jefferson Park,3292,340,384,155,295,126,89,83,52,61,37,61,2908,353,1388,219,1520,329,367,195,1153,282
4.1,Rainier Beach,3741,379,204,124,159,117,45,49,13,31,32,40,3537,417,1415,262,2122,356,257,132,1865,341
4.2,Columbia City,4356,378,275,121,275,121,0,27,0,27,0,27,4081,386,1662,288,2419,384,515,182,1904,359
4.3,Seward Park,1991,212,126,61,126,61,0,17,0,17,0,17,1865,213,877,143,988,181,258,107,730,161
4.4,Mt. Baker/North Rainier,1334,260,69,51,69,51,0,17,0,17,0,17,1265,263,410,119,855,254,250,135,605,247
5.1,Madrona/Leschi,2673,308,149,107,149,107,0,21,0,21,0,21,2524,316,952,161,1572,330,338,161,1234,357
5.2,Judkins Park,655,113,36,42,36,42,0,12,0,12,0,12,619,125,250,77,369,110,58,40,311,105
5.3,Central Area/Squire Park,5289,413,287,114,266,111,21,31,21,31,0,24,5002,435,1422,214,3580,410,718,171,2862,404
6.1,First Hill,3461,334,55,52,20,36,35,44,12,26,23,43,3406,328,763,173,2643,321,504,152,2139,312
6.2,Capitol Hill,7392,566,312,186,251,178,61,64,15,35,46,59,7080,564,1393,324,5687,531,1141,279,4546,475
6.3,North Capitol Hill,1033,171,23,28,23,28,0,12,0,12,0,12,1010,175,302,98,708,154,255,134,453,144
6.4,Miller Park,2003,195,99,55,99,55,0,17,0,17,0,17,1904,203,732,128,1172,187,409,106,763,143
6.5,Madison Park,1238,212,11,18,11,18,0,17,0,17,0,17,1227,212,504,131,723,192,55,45,668,191
7.1,Montlake/Portage Bay,2989,386,73,46,34,31,39,37,8,21,31,37,2916,388,802,158,2114,394,324,159,1790,380
7.2,University District,4475,690,127,108,65,77,62,78,14,33,48,77,4348,686,551,154,3797,693,224,123,3573,696
7.3,Ravenna/Bryant,6951,500,325,100,325,100,0,32,0,32,0,32,6626,516,2644,275,3982,456,634,165,3348,438
7.4,Wedgwood/View Ridge,3343,306,183,74,174,73,9,28,0,27,9,28,3160,309,1564,180,1596,252,274,94,1322,254
7.5,Laurelhurst/Sand Point,2918,285,186,88,166,84,20,34,0,21,20,34,2732,300,1177,153,1555,280,199,85,1356,261
8.1,Northgate/Maple Leaf,3538,287,146,68,119,59,27,48,0,24,27,48,3392,290,1432,197,1960,273,399,135,1561,251
8.2,Olympic Hills/Victory Heights,3785,366,132,80,132,80,0,24,0,24,0,24,3653,375,1426,201,2227,346,338,128,1889,331
8.3,Cedar Park/Meadowbrook,3050,328,140,82,60,43,80,73,34,59,46,51,2910,322,1167,181,1743,312,262,93,1481,311
9.1,Broadview/Bitter Lake,3163,366,218,119,166,81,52,84,0,27,52,84,2945,375,1279,216,1666,332,297,152,1369,295
9.2,Licton Springs,3358,341,191,100,191,100,0,17,0,17,0,17,3167,340,1105,233,2062,336,401,163,1661,335
9.3,Greenwood/Phinney Ridge,7126,368,565,167,461,152,104,70,0,29,104,70,6561,378,2969,271,3592,358,905,176,2687,335
9.4,Green Lake,4077,405,180,92,180,92,0,24,0,24,0,24,3897,417,1522,207,2375,401,737,184,1638,371
9.5,Haller Lake,2403,249,85,61,85,61,0,21,0,21,0,21,2318,247,1166,224,1152,268,229,127,923,261
10.1,North Beach/Blue Ridge,2792,222,89,58,79,57,10,23,10,23,0,21,2703,215,1470,164,1233,207,268,110,965,182
10.2,Whittier Heights,3509,270,290,122,268,115,22,28,22,28,0,24,3219,300,1499,226,1720,274,505,161,1215,249
10.3,Sunset Hill/Loyal Heights,3896,365,238,89,207,86,31,36,31,36,0,24,3658,377,1501,192,2157,400,581,168,1576,383
10.4,Ballard,2195,317,122,97,122,97,0,17,0,17,0,17,2073,359,603,215,1470,307,317,165,1153,305
11.1,Fremont,5463,420,174,93,138,85,36,43,36,43,0,24,5289,441,1741,233,3548,439,864,196,2684,384
11.2,Wallingford,5194,610,151,70,140,70,11,29,11,29,0,27,5043,615,1255,164,3788,604,751,176,3037,574
11.3,Cascade/Eastlake,4115,475,74,69,74,69,0,21,0,21,0,21,4041,470,785,256,3256,439,840,234,2416,366
12.1,Magnolia,2622,451,225,118,225,118,0,24,0,24,0,24,2397,463,1374,172,1023,429,186,97,837,428
12.2,Interbay,3134,327,94,66,80,62,14,25,0,21,14,25,3040,332,1191,217,1849,291,420,147,1429,263
12.3,Queen Anne,10850,733,448,153,404,147,44,62,0,40,44,62,10402,739,3618,367,6784,722,1127,241,5657,698
13.1,Belltown,2312,341,0,21,0,21,0,21,0,21,0,21,2312,341,759,186,1553,294,300,158,1253,275
13.2,Downtown Commercial Core,782,158,9,16,9,16,0,12,0,12,0,12,773,158,296,137,477,131,70,60,407,125
13.3,Pioneer Square/International District,948,176,78,64,78,64,0,17,0,17,0,17,870,175,320,108,550,141,123,68,427,113
