area_id,area_name,b13014001,b13014001_moe,b13014002,b13014002_moe,b13014003,b13014003_moe,b13014004,b13014004_moe,b13014005,b13014005_moe,b13014006,b13014006_moe,b13014007,b13014007_moe,b13014008,b13014008_moe,b13014009,b13014009_moe,b13014010,b13014010_moe,b13014011,b13014011_moe,b13014012,b13014012_moe,b13014013,b13014013_moe,b13014014,b13014014_moe,b13014015,b13014015_moe,b13014016,b13014016_moe,b13014017,b13014017_moe,b13014018,b13014018_moe,b13014019,b13014019_moe,b13014020,b13014020_moe,b13014021,b13014021_moe,b13014022,b13014022_moe,b13014023,b13014023_moe,b13014024,b13014024_moe,b13014025,b13014025_moe,b13014026,b13014026_moe,b13014027,b13014027_moe
1.1,Arbor Heights,1486,183,53,41,42,36,0,17,0,17,12,23,30,32,0,17,11,22,0,17,0,17,11,22,0,17,0,17,1433,182,712,118,9,18,78,54,158,78,289,87,178,70,721,173,90,60,95,65,243,97,156,76,137,74
1.2,Fauntleroy/Seaview,3487,255,96,59,66,48,0,24,0,24,0,24,46,36,20,36,30,35,0,24,0,24,14,29,0,24,16,31,3391,265,1841,236,0,24,136,108,479,156,763,178,463,141,1550,280,189,108,124,79,427,158,618,159,192,80
1.3,West Seattle Junction/Genesee Hill,4724,363,307,111,292,108,0,29,32,54,57,48,117,73,86,54,15,34,0,29,0,29,15,34,0,29,0,29,4417,369,1824,224,1,25,85,57,386,135,744,163,608,140,2593,365,331,145,85,64,814,260,874,235,489,193
1.4,Alki/Admiral,2893,330,203,114,180,107,0,24,0,24,25,40,139,90,16,31,23,41,0,24,0,24,23,41,0,24,0,24,2690,312,1042,146,0,24,78,61,227,94,465,114,272,100,1648,294,160,80,271,151,361,211,596,167,260,96
2.1,North Delridge,1594,179,200,128,167,115,0,12,41,62,55,80,51,43,20,32,33,36,19,30,0,12,0,12,14,23,0,12,1394,216,437,128,54,81,16,27,145,95,145,78,77,57,957,204,53,55,64,57,207,90,335,156,298,105
2.2,High Point,2079,307,118,80,110,81,47,60,25,36,25,41,13,23,0,17,8,19,0,17,8,19,0,17,0,17,0,17,1961,330,603,164,30,35,202,133,93,56,200,91,78,54,1358,313,349,157,257,122,453,202,180,94,119,74
2.3,Riverview,1174,141,36,35,5,10,0,12,0,12,5,10,0,12,0,12,31,34,0,12,0,12,22,31,9,14,0,12,1138,135,540,117,67,63,50,44,165,73,201,81,57,44,598,133,124,75,77,48,215,102,120,58,62,41
2.4,Roxhill/Westwood,3619,420,174,72,98,54,0,21,0,21,0,21,77,48,21,28,76,56,0,21,32,40,35,40,9,24,0,21,3445,416,1408,214,179,106,217,112,398,124,425,112,189,70,2037,337,470,264,205,105,665,169,502,156,195,94
2.5,Highland Park,1289,192,179,104,112,77,0,21,5,17,23,36,63,61,21,34,67,76,0,21,0,21,50,79,17,34,0,21,1110,186,581,146,83,55,118,90,167,95,184,81,29,36,529,149,108,86,95,67,157,80,162,80,7,17
3.1,South Park,1122,204,72,73,72,73,26,48,0,17,0,17,4,14,42,55,0,17,0,17,0,17,0,17,0,17,0,17,1050,196,432,108,130,76,69,55,150,77,60,36,23,26,618,155,197,112,101,67,240,91,72,67,8,19
3.2,Georgetown,359,82,18,23,18,23,0,12,0,12,14,23,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,341,86,142,69,47,34,0,12,23,26,55,40,17,28,199,68,0,12,33,37,147,66,19,24,0,12
3.3,Duwamish/SODO,586,130,26,40,6,11,0,12,0,12,0,12,0,12,6,11,20,38,15,37,0,12,0,12,0,12,5,10,560,114,132,78,9,22,15,24,7,16,34,29,67,77,428,116,37,48,65,61,94,62,145,62,87,81
3.4,South Beacon Hill/NewHolly,3728,471,148,94,117,88,56,64,28,35,33,40,0,24,0,24,31,38,0,24,15,31,16,33,0,24,0,24,3580,484,1644,219,365,118,379,147,436,171,357,135,107,53,1936,451,509,214,420,136,581,177,335,144,91,65
3.5,Beacon Hill,2356,288,149,95,134,96,34,36,65,79,17,30,18,39,0,17,15,29,0,17,7,27,8,18,0,17,0,17,2207,289,1116,221,364,177,233,93,185,103,222,104,112,91,1091,256,186,88,182,84,377,176,291,125,55,45
3.6,North Beacon Hill/Jefferson Park,3349,336,390,154,295,126,36,61,45,65,62,66,63,58,89,65,95,84,6,21,67,78,0,24,22,39,0,24,2959,352,1414,221,197,108,189,100,303,130,508,141,217,91,1545,330,366,202,154,88,519,161,385,170,121,94
4.1,Rainier Beach,3753,383,204,124,159,117,61,75,83,91,0,27,0,27,15,33,45,49,13,31,20,37,12,30,0,27,0,27,3549,420,1415,262,285,136,283,137,449,167,296,118,102,84,2134,358,430,160,390,189,853,223,336,131,125,70
4.2,Columbia City,4366,378,275,121,275,121,0,27,60,67,98,84,58,53,59,48,0,27,0,27,0,27,0,27,0,27,0,27,4091,388,1662,288,261,134,222,119,347,138,461,171,371,123,2429,384,518,182,246,116,942,245,410,138,313,139
4.3,Seward Park,2001,212,126,61,126,61,36,46,10,20,10,20,70,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1875,213,881,144,56,45,72,40,265,111,282,80,206,80,994,181,197,83,165,89,206,79,222,92,204,106
