area_id,area_name,b19313i001,b19313i001_moe
1.1,Arbor Heights,17060900,12138424
1.2,Fauntleroy/Seaview,18860800,10823222
1.3,West Seattle Junction/Genesee Hill,23795300,12200474
1.4,Alki/Admiral,13410300,8199421
2.1,North Delridge,11842200,5250125
2.2,High Point,3786200,2598390
2.3,Riverview,6542600,3018571
2.4,Roxhill/Westwood,46689100,10526997
2.5,Highland Park,19794300,10187226
3.1,South Park,27162200,15113297
3.2,Georgetown,3848500,3055674
3.3,Duwamish/SODO,5435300,4158807
3.4,South Beacon Hill/NewHolly,5919000,3396197
3.5,Beacon Hill,6845200,6427998
3.6,North Beacon Hill/Jefferson Park,20245900,7776638
4.1,Rainier Beach,22721900,7173696
4.2,Columbia City,25018900,10373095
4.3,Seward Park,8311200,5041545
4.4,Mt. Baker/North Rainier,15572000,15416735
5.1,Madrona/Leschi,48576400,51059549
5.2,Judkins Park,4908600,4842601
5.3,Central Area/Squire Park,32467900,9887639
6.1,First Hill,22173300,12083420
6.2,Capitol Hill,41899400,14124640
6.3,North Capitol Hill,7400900,3946261
6.4,Miller Park,13958000,5769378
6.5,Madison Park,2922300,3317668
7.1,Montlake/Portage Bay,10048700,5367251
7.2,University District,7247000,2971837
7.3,Ravenna/Bryant,16830200,6225951
7.4,Wedgwood/View Ridge,15094400,6873370
7.5,Laurelhurst/Sand Point,6139700,3643249
8.1,Northgate/Maple Leaf,21209100,7803928
8.2,Olympic Hills/Victory Heights,22436000,8283985
8.3,Cedar Park/Meadowbrook,19976000,7630668
9.1,Broadview/Bitter Lake,12299200,5584109
9.2,Licton Springs,14925600,7987131
9.3,Greenwood/Phinney Ridge,32234900,9813527
9.4,Green Lake,31000700,12104391
9.5,Haller Lake,14114100,5372624
10.1,North Beach/Blue Ridge,20146000,8542876
10.2,Whittier Heights,22178900,11042360
10.3,Sunset Hill/Loyal Heights,12249400,6181940
10.4,Ballard,33086200,23321487
11.1,Fremont,29241100,8658486
11.2,Wallingford,12813800,5847572
11.3,Cascade/Eastlake,30573200,11549219
12.1,Magnolia,13962900,14239867
12.2,Interbay,15173100,8531240
12.3,Queen Anne,68881900,20512854
13.1,Belltown,9153600,6457815
13.2,Downtown Commercial Core,7317600,5486922
13.3,Pioneer Square/International District,1101200,977751
