area_id,area_name,b25096001,b25096001_moe,b25096002,b25096002_moe,b25096003,b25096003_moe,b25096004,b25096004_moe,b25096005,b25096005_moe,b25096006,b25096006_moe,b25096007,b25096007_moe,b25096008,b25096008_moe,b25096009,b25096009_moe,b25096010,b25096010_moe,b25096011,b25096011_moe,b25096012,b25096012_moe,b25096013,b25096013_moe,b25096014,b25096014_moe,b25096015,b25096015_moe,b25096016,b25096016_moe,b25096017,b25096017_moe
1.1,Arbor Heights,2173,132,1663,143,0,17,0,17,19,23,33,30,246,81,919,128,446,106,510,104,13,17,0,17,0,17,17,23,126,70,209,62,145,64
1.2,Fauntleroy/Seaview,4581,249,3540,266,15,31,0,24,27,35,0,24,178,83,1773,253,1547,225,1041,154,0,24,0,24,14,29,17,33,56,45,594,135,360,101
1.3,West Seattle Junction/Genesee Hill,4963,275,3819,262,29,40,14,33,0,29,88,47,443,137,2003,266,1242,198,1144,187,18,37,51,84,32,55,0,29,100,61,770,164,173,83
1.4,Alki/Admiral,3091,242,2118,232,0,24,0,24,0,24,15,28,106,71,689,165,1308,204,973,172,16,31,0,24,11,23,0,24,31,35,256,92,659,151
2.1,North Delridge,1294,174,1039,161,29,33,0,12,12,19,54,64,281,108,363,122,300,127,255,81,0,12,15,24,0,12,0,12,53,48,122,61,65,51
2.2,High Point,1098,171,936,156,0,17,9,18,0,17,13,24,346,139,535,125,33,33,162,97,0,17,0,17,0,17,22,38,69,81,71,48,0,17
2.3,Riverview,1161,125,941,130,0,12,0,12,0,12,65,39,349,100,498,108,29,28,220,66,9,15,11,16,0,12,14,18,92,39,88,49,6,10
2.4,Roxhill/Westwood,2881,214,2277,224,60,55,15,28,25,26,95,64,749,159,1194,171,139,81,604,115,12,26,38,38,8,21,70,54,98,64,338,98,40,39
2.5,Highland Park,1290,156,1098,154,0,21,0,21,44,44,155,82,299,121,578,136,22,30,192,89,0,21,16,29,18,31,26,31,42,36,90,71,0,21
3.1,South Park,610,110,446,97,0,17,0,17,0,17,100,55,201,65,139,63,6,16,164,67,0,17,7,17,0,17,47,47,68,44,42,33,0,17
3.2,Georgetown,195,59,174,60,0,12,7,12,12,17,0,12,84,49,71,43,0,12,21,22,0,12,0,12,0,12,0,12,17,20,4,8,0,12
3.3,Duwamish/SODO,494,93,344,84,0,12,0,12,11,17,31,29,57,39,192,75,53,35,150,47,10,15,0,12,0,12,19,28,12,15,91,44,18,20
