area_id,area_name,b13008001,b13008001_moe,b13008002,b13008002_moe,b13008003,b13008003_moe,b13008004,b13008004_moe,b13008005,b13008005_moe,b13008006,b13008006_moe,b13008007,b13008007_moe,b13008008,b13008008_moe,b13008009,b13008009_moe,b13008010,b13008010_moe,b13008011,b13008011_moe,b13008012,b13008012_moe,b13008013,b13008013_moe,b13008014,b13008014_moe,b13008015,b13008015_moe
1.1,Arbor Heights,1486,183,53,41,42,36,42,36,0,17,11,22,11,22,0,17,1433,182,712,118,603,122,109,60,721,173,686,167,35,42
1.2,Fauntleroy/Seaview,3487,255,96,59,66,48,52,46,14,28,30,35,30,35,0,24,3391,265,1841,236,1673,238,168,101,1550,280,1366,248,184,101
1.3,West Seattle Junction/Genesee Hill,4724,363,307,111,292,108,245,104,47,47,15,34,15,34,0,29,4417,369,1824,224,1540,213,284,99,2593,365,2331,368,262,111
1.4,Alki/Admiral,2893,330,203,114,180,107,138,94,42,45,23,41,0,24,23,41,2690,312,1042,146,895,144,147,75,1648,294,1520,276,128,96
2.1,North Delridge,1594,179,200,128,167,115,112,80,55,80,33,36,19,30,14,23,1394,216,437,128,283,98,154,110,957,204,903,206,54,49
2.2,High Point,2079,307,118,80,110,81,31,36,79,71,8,19,0,17,8,19,1961,330,603,164,354,110,249,142,1358,313,1014,258,344,156
2.3,Riverview,1174,141,36,35,5,10,5,10,0,12,31,34,31,34,0,12,1138,135,540,117,378,105,162,89,598,133,504,135,94,61
2.4,Roxhill/Westwood,3619,420,174,72,98,54,79,47,19,27,76,56,76,56,0,21,3445,416,1408,214,822,162,586,162,2037,337,1721,320,316,140
2.5,Highland Park,1289,192,179,104,112,77,63,52,49,57,67,76,50,79,17,34,1110,186,581,146,351,131,230,89,529,149,324,128,205,100
3.1,South Park,1122,204,72,73,72,73,6,15,66,72,0,17,0,17,0,17,1050,196,432,108,189,63,243,82,618,155,442,129,176,126
3.2,Georgetown,359,82,18,23,18,23,4,7,14,23,0,12,0,12,0,12,341,86,142,69,84,50,58,40,199,68,190,66,9,16
3.3,Duwamish/SODO,586,130,26,40,6,11,6,11,0,12,20,38,15,37,5,10,560,114,132,78,33,34,99,74,428,116,335,121,93,61
3.4,South Beacon Hill/NewHolly,3728,471,148,94,117,88,13,29,104,87,31,38,0,24,31,38,3580,484,1644,219,432,137,1212,186,1936,451,902,226,1034,354
3.5,Beacon Hill,2356,288,149,95,134,96,35,46,99,87,15,29,8,18,7,27,2207,289,1116,221,384,136,732,180,1091,256,600,172,491,202
3.6,North Beacon Hill/Jefferson Park,3349,336,390,154,295,126,171,99,124,94,95,84,65,70,30,53,2959,352,1414,221,770,162,644,163,1545,330,1179,279,366,186
4.1,Rainier Beach,3753,383,204,124,159,117,117,112,42,50,45,49,32,40,13,31,3549,420,1415,262,624,189,791,209,2134,358,1811,336,323,132
4.2,Columbia City,4366,378,275,121,275,121,130,74,145,99,0,27,0,27,0,27,4091,388,1662,288,920,204,742,204,2429,384,1698,297,731,262
4.3,Seward Park,2001,212,126,61,126,61,77,45,49,45,0,17,0,17,0,17,1875,213,881,144,627,117,254,75,994,181,858,159,136,68
4.4,Mt. Baker/North Rainier,1342,260,69,51,69,51,56,43,13,25,0,17,0,17,0,17,1273,263,410,119,283,111,127,68,863,253,667,256,196,99
