area_id,area_name,b17014001,b17014001_moe,b17014002,b17014002_moe,b17014003,b17014003_moe,b17014004,b17014004_moe,b17014005,b17014005_moe,b17014006,b17014006_moe,b17014007,b17014007_moe,b17014008,b17014008_moe,b17014009,b17014009_moe,b17014010,b17014010_moe,b17014011,b17014011_moe,b17014012,b17014012_moe,b17014013,b17014013_moe,b17014014,b17014014_moe,b17014015,b17014015_moe,b17014016,b17014016_moe,b17014017,b17014017_moe,b17014018,b17014018_moe,b17014019,b17014019_moe,b17014020,b17014020_moe,b17014021,b17014021_moe,b17014022,b17014022_moe,b17014023,b17014023_moe,b17014024,b17014024_moe,b17014025,b17014025_moe,b17014026,b17014026_moe,b17014027,b17014027_moe,b17014028,b17014028_moe,b17014029,b17014029_moe,b17014030,b17014030_moe,b17014031,b17014031_moe,b17014032,b17014032_moe,b17014033,b17014033_moe,b17014034,b17014034_moe,b17014035,b17014035_moe
1.1,Arbor Heights,1585,134,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1585,134,1344,146,232,60,180,85,797,127,135,49,241,88,72,47,0,17,42,41,30,26,0,17,169,72,0,17,102,58,50,43,17,20
1.2,Fauntleroy/Seaview,3390,270,66,53,66,53,0,24,41,39,25,34,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3324,271,2703,271,200,86,349,111,2012,262,142,71,621,167,74,52,0,24,37,38,37,34,0,24,547,165,77,50,353,149,102,67,15,30
1.3,West Seattle Junction/Genesee Hill,4165,272,149,92,68,50,40,39,0,29,28,41,0,29,81,80,19,39,0,29,19,39,0,29,0,29,62,72,51,72,11,30,0,29,0,29,4016,285,3213,254,203,91,555,149,2191,232,264,101,803,204,178,84,32,39,85,50,61,57,0,29,625,184,61,84,421,156,125,58,18,38
1.4,Alki/Admiral,2475,222,87,64,68,52,11,23,0,24,57,50,0,24,19,34,0,24,0,24,0,24,0,24,0,24,19,34,19,34,0,24,0,24,0,24,2388,226,2116,214,303,108,474,133,1203,194,136,72,272,124,119,102,31,43,0,24,88,94,0,24,153,69,19,33,98,62,36,35,0,24
2.1,North Delridge,979,163,32,35,0,12,0,12,0,12,0,12,0,12,32,35,15,24,15,24,0,12,0,12,0,12,17,26,0,12,17,26,0,12,0,12,947,159,740,153,15,23,86,52,557,151,82,65,207,97,98,68,0,12,77,72,7,13,14,23,109,67,0,12,48,46,61,47,0,12
2.2,High Point,1514,206,394,139,75,71,0,17,23,29,52,65,0,17,319,143,0,17,0,17,0,17,0,17,0,17,319,143,155,103,113,107,51,48,0,17,1120,183,743,143,6,16,155,60,552,142,30,32,377,145,42,38,0,17,23,30,19,28,0,17,335,139,22,38,204,113,109,64,0,17
2.3,Riverview,1096,109,81,70,0,12,0,12,0,12,0,12,0,12,81,70,0,12,0,12,0,12,0,12,0,12,81,70,16,26,36,45,29,46,0,12,1015,101,638,110,23,23,64,53,403,100,148,67,377,95,146,82,7,12,105,91,34,30,0,12,231,84,0,12,166,78,34,29,31,32
2.4,Roxhill/Westwood,2961,229,354,129,239,108,56,59,147,86,11,27,25,42,115,77,17,32,17,32,0,21,0,21,0,21,98,73,38,48,51,59,9,23,0,21,2607,251,1792,240,91,57,475,148,1075,193,151,70,815,195,339,155,0,21,71,52,219,147,49,53,476,129,41,37,298,123,126,79,11,25
2.5,Highland Park,1348,186,31,28,0,21,0,21,0,21,0,21,0,21,31,28,14,26,0,21,14,26,0,21,0,21,17,30,0,21,0,21,17,30,0,21,1317,189,979,190,90,51,182,87,553,146,154,64,338,132,87,65,0,21,19,31,33,40,35,44,251,111,18,31,97,65,82,85,54,47
3.1,South Park,823,106,144,83,22,30,0,17,22,30,0,17,0,17,122,78,19,30,19,30,0,17,0,17,0,17,103,75,44,48,59,56,0,17,0,17,679,122,472,117,0,17,59,49,337,95,76,65,207,86,79,58,0,17,16,22,55,53,8,17,128,76,0,17,92,67,36,38,0,17
