area_id,area_name,b99172001,b99172001_moe,b99172002,b99172002_moe,b99172003,b99172003_moe,b99172004,b99172004_moe,b99172005,b99172005_moe,b99172006,b99172006_moe,b99172007,b99172007_moe,b99172008,b99172008_moe,b99172009,b99172009_moe,b99172010,b99172010_moe,b99172011,b99172011_moe,b99172012,b99172012_moe,b99172013,b99172013_moe,b99172014,b99172014_moe,b99172015,b99172015_moe
1.1,Arbor Heights,1585,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1369,-1,24,-1,38,-1,0,-1,20,-1,69,-1,65,-1
1.2,Fauntleroy/Seaview,3390,-1,38,-1,0,-1,0,-1,0,-1,0,-1,0,-1,28,-1,2955,-1,89,-1,47,-1,16,-1,17,-1,52,-1,148,-1
1.3,West Seattle Junction/Genesee Hill,4165,-1,149,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3462,-1,64,-1,85,-1,23,-1,75,-1,136,-1,171,-1
1.4,Alki/Admiral,2475,-1,71,-1,0,-1,0,-1,0,-1,0,-1,16,-1,0,-1,1996,-1,64,-1,77,-1,30,-1,0,-1,88,-1,133,-1
2.1,North Delridge,979,-1,32,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,689,-1,12,-1,77,-1,71,-1,0,-1,79,-1,19,-1
2.2,High Point,1514,-1,379,-1,0,-1,5,-1,0,-1,0,-1,0,-1,10,-1,864,-1,7,-1,44,-1,0,-1,0,-1,74,-1,131,-1
2.3,Riverview,1096,-1,72,-1,0,-1,0,-1,0,-1,0,-1,0,-1,9,-1,686,-1,0,-1,9,-1,52,-1,54,-1,95,-1,119,-1
2.4,Roxhill/Westwood,2961,-1,283,-1,15,-1,0,-1,0,-1,9,-1,0,-1,47,-1,2052,-1,30,-1,87,-1,34,-1,21,-1,135,-1,248,-1
2.5,Highland Park,1348,-1,14,-1,0,-1,0,-1,0,-1,0,-1,0,-1,17,-1,955,-1,20,-1,28,-1,5,-1,52,-1,46,-1,211,-1
3.1,South Park,823,-1,103,-1,0,-1,0,-1,0,-1,0,-1,0,-1,41,-1,417,-1,8,-1,34,-1,24,-1,0,-1,24,-1,172,-1
