area_id,area_name,b18101001,b18101001_moe,b18101002,b18101002_moe,b18101003,b18101003_moe,b18101004,b18101004_moe,b18101005,b18101005_moe,b18101006,b18101006_moe,b18101007,b18101007_moe,b18101008,b18101008_moe,b18101009,b18101009_moe,b18101010,b18101010_moe,b18101011,b18101011_moe,b18101012,b18101012_moe,b18101013,b18101013_moe,b18101014,b18101014_moe,b18101015,b18101015_moe,b18101016,b18101016_moe,b18101017,b18101017_moe,b18101018,b18101018_moe,b18101019,b18101019_moe,b18101020,b18101020_moe,b18101021,b18101021_moe,b18101022,b18101022_moe,b18101023,b18101023_moe,b18101024,b18101024_moe,b18101025,b18101025_moe,b18101026,b18101026_moe,b18101027,b18101027_moe,b18101028,b18101028_moe,b18101029,b18101029_moe,b18101030,b18101030_moe,b18101031,b18101031_moe,b18101032,b18101032_moe,b18101033,b18101033_moe,b18101034,b18101034_moe,b18101035,b18101035_moe,b18101036,b18101036_moe,b18101037,b18101037_moe,b18101038,b18101038_moe,b18101039,b18101039_moe
1.1,Arbor Heights,6251,299,3071,189,268,91,11,21,257,90,377,109,0,17,377,109,599,130,49,40,550,121,1461,102,90,54,1371,108,283,68,33,34,250,68,83,31,50,30,33,24,3180,221,176,73,0,17,176,73,493,114,50,50,443,102,532,137,6,15,526,138,1520,146,77,50,1443,140,289,79,31,25,258,79,170,55,44,25,126,54
1.2,Fauntleroy/Seaview,13653,592,6300,420,433,150,0,24,433,150,760,202,0,24,760,202,1100,252,86,70,1014,249,3371,314,296,154,3075,264,274,103,19,34,255,94,362,100,176,88,186,69,7353,381,470,163,0,24,470,163,852,211,0,24,852,211,1464,221,22,39,1442,222,3511,238,157,74,3354,244,544,116,83,62,461,108,512,110,236,87,276,91
1.3,West Seattle Junction/Genesee Hill,17521,592,8151,473,456,146,0,29,456,146,1107,242,29,39,1078,236,1551,313,65,55,1486,312,4134,279,317,144,3817,246,549,112,196,80,353,107,354,125,213,101,141,73,9370,472,569,185,0,29,569,185,1336,212,5,26,1331,213,1974,316,27,36,1947,315,4338,269,245,155,4093,228,523,126,42,42,481,122,630,158,415,139,215,82
1.4,Alki/Admiral,11124,577,5012,353,296,121,0,24,296,121,476,153,19,35,457,147,1057,203,61,50,996,201,2439,219,149,82,2290,224,456,157,79,50,377,157,288,94,102,63,186,71,6112,494,303,162,0,24,303,162,676,184,29,37,647,181,1245,262,45,48,1200,259,2787,250,136,75,2651,241,553,158,56,47,497,159,548,109,208,81,340,108
2.1,North Delridge,4749,359,2318,254,216,123,0,12,216,123,151,79,0,12,151,79,656,172,15,23,641,174,1166,178,78,64,1088,165,112,53,16,25,96,53,17,22,3,5,14,22,2431,230,157,103,0,12,157,103,151,104,0,12,151,104,898,204,0,12,898,204,1015,161,89,66,926,176,124,58,40,51,84,42,86,59,32,32,54,53
2.2,High Point,6452,416,3118,309,327,176,0,17,327,176,660,174,16,28,644,174,944,256,96,74,848,259,1058,192,173,105,885,182,105,62,24,33,81,52,24,34,24,34,0,17,3334,340,245,109,0,17,245,109,442,179,22,37,420,167,963,215,168,108,795,193,1351,194,233,117,1118,175,272,121,114,100,158,79,61,45,37,35,24,32
2.3,Riverview,4685,295,2538,223,153,86,0,12,153,86,464,112,46,38,418,108,647,145,0,12,647,145,1108,157,82,54,1026,168,119,45,0,12,119,45,47,31,27,27,20,18,2147,191,108,47,0,12,108,47,315,117,0,12,315,117,448,104,10,15,438,99,1090,125,71,44,1019,122,111,34,8,13,103,35,75,40,17,20,58,39
2.4,Roxhill/Westwood,12524,701,6020,495,460,191,17,31,443,189,758,174,31,32,727,171,1717,338,51,50,1666,349,2561,284,286,127,2275,256,282,95,128,73,154,72,242,81,156,71,86,60,6504,510,400,131,0,21,400,131,905,219,25,35,880,226,1725,348,103,76,1622,339,2816,251,268,112,2548,251,356,100,92,51,264,90,302,85,170,72,132,57
2.5,Highland Park,5814,462,3105,315,161,89,0,21,161,89,472,154,0,21,472,154,879,188,0,21,879,188,1226,189,112,72,1114,175,260,93,89,69,171,71,107,84,94,85,13,26,2709,283,185,115,0,21,185,115,255,109,0,21,255,109,621,151,35,44,586,144,1197,162,119,79,1078,160,283,96,77,53,206,86,168,87,87,68,81,51
3.1,South Park,4310,608,2208,488,186,87,0,17,186,87,388,136,0,17,388,136,573,211,29,30,544,211,922,314,94,70,828,297,124,75,9,21,115,73,15,20,15,20,0,17,2102,348,195,130,0,17,195,130,552,213,84,71,468,190,623,172,11,23,612,172,645,114,91,61,554,108,0,17,0,17,0,17,87,37,73,38,14,26
