area_id,area_name,c27009001,c27009001_moe,c27009002,c27009002_moe,c27009003,c27009003_moe,c27009004,c27009004_moe,c27009005,c27009005_moe,c27009006,c27009006_moe,c27009007,c27009007_moe,c27009008,c27009008_moe,c27009009,c27009009_moe,c27009010,c27009010_moe,c27009011,c27009011_moe,c27009012,c27009012_moe,c27009013,c27009013_moe,c27009014,c27009014_moe,c27009015,c27009015_moe,c27009016,c27009016_moe,c27009017,c27009017_moe,c27009018,c27009018_moe,c27009019,c27009019_moe,c27009020,c27009020_moe,c27009021,c27009021_moe
1.1,Arbor Heights,6251,299,3071,189,645,129,0,17,645,129,2060,132,27,29,2033,137,366,67,35,27,331,71,3180,221,669,128,0,17,669,128,2052,150,0,17,2052,150,459,77,20,25,439,76
1.2,Fauntleroy/Seaview,13653,592,6300,420,1193,192,0,24,1193,192,4471,358,138,89,4333,352,636,125,77,57,559,120,7353,381,1322,211,0,24,1322,211,4975,258,0,24,4975,258,1056,113,0,24,1056,113
1.3,West Seattle Junction/Genesee Hill,17521,592,8151,473,1563,256,0,29,1563,256,5685,375,66,59,5619,371,903,157,61,48,842,156,9370,472,1905,265,0,29,1905,265,6312,355,84,91,6228,357,1153,176,0,29,1153,176
1.4,Alki/Admiral,11124,577,5012,353,772,164,0,24,772,164,3496,270,113,74,3383,277,744,168,69,52,675,175,6112,494,979,268,0,24,979,268,4032,339,0,24,4032,339,1101,161,0,24,1101,161
2.1,North Delridge,4749,359,2318,254,367,136,0,12,367,136,1822,188,110,75,1712,196,129,61,0,12,129,61,2431,230,308,132,0,12,308,132,1913,194,0,12,1913,194,210,70,0,12,210,70
2.2,High Point,6452,416,3118,309,987,230,0,17,987,230,2002,254,8,18,1994,254,129,70,0,17,129,70,3334,340,687,173,0,17,687,173,2314,286,0,17,2314,286,333,126,0,17,333,126
2.3,Riverview,4685,295,2538,223,617,145,0,12,617,145,1755,219,21,22,1734,221,166,47,0,12,166,47,2147,191,423,119,0,12,423,119,1538,133,0,12,1538,133,186,47,0,12,186,47
2.4,Roxhill/Westwood,12524,701,6020,495,1218,295,0,21,1218,295,4278,383,39,35,4239,382,524,118,121,68,403,104,6504,510,1305,296,0,21,1305,296,4541,401,0,21,4541,401,658,114,13,28,645,114
2.5,Highland Park,5814,462,3105,315,633,171,0,21,633,171,2105,236,108,61,1997,232,367,107,32,40,335,102,2709,283,440,170,0,21,440,170,1818,198,0,21,1818,198,451,126,0,21,451,126
3.1,South Park,4310,608,2208,488,574,182,0,17,574,182,1495,379,40,46,1455,386,139,72,16,29,123,68,2102,348,747,260,0,17,747,260,1268,197,0,17,1268,197,87,37,0,17,87,37
3.2,Georgetown,1184,151,631,98,30,21,0,12,30,21,569,99,30,32,539,104,32,20,3,6,29,19,553,106,103,38,0,12,103,38,396,88,0,12,396,88,54,44,0,12,54,44
3.3,Duwamish/SODO,2332,380,1347,352,68,48,0,12,68,48,1105,282,45,50,1060,275,174,108,18,30,156,92,985,163,119,61,0,12,119,61,734,147,0,12,734,147,132,47,0,12,132,47
3.4,South Beacon Hill/NewHolly,15604,1277,7367,703,2147,447,0,24,2147,447,4533,435,83,54,4450,436,687,123,76,41,611,126,8237,824,2566,624,9,25,2557,624,4712,421,50,47,4662,418,959,158,16,26,943,155
3.5,Beacon Hill,9332,700,4656,499,821,224,0,17,821,224,3328,422,17,24,3311,423,507,123,48,42,459,126,4676,426,813,204,0,17,813,204,2979,292,0,17,2979,292,884,155,0,17,884,155
3.6,North Beacon Hill/Jefferson Park,14180,731,7455,613,1477,294,0,24,1477,294,5261,493,96,69,5165,498,717,154,30,43,687,151,6725,418,1313,228,0,24,1313,228,4298,328,7,26,4291,328,1114,177,17,36,1097,180
4.1,Rainier Beach,15144,983,7512,721,2159,457,0,27,2159,457,4616,473,82,64,4534,481,737,154,57,48,680,149,7632,559,1655,334,0,27,1655,334,4966,383,16,33,4950,383,1011,161,14,31,997,161
4.2,Columbia City,16249,808,7708,597,1687,315,0,27,1687,315,5281,458,116,74,5165,468,740,162,120,76,620,153,8541,537,1623,309,0,27,1623,309,5880,437,0,27,5880,437,1038,156,0,27,1038,156
4.3,Seward Park,8589,543,4168,468,871,226,0,17,871,226,2772,328,50,38,2722,327,525,84,68,46,457,83,4421,284,887,161,0,17,887,161,2873,197,0,17,2873,197,661,169,6,19,655,159
4.4,Mt. Baker/North Rainier,5483,466,2653,251,666,155,0,17,666,155,1689,231,0,17,1689,231,298,112,0,17,298,112,2830,319,526,132,0,17,526,132,2005,230,0,17,2005,230,299,102,0,17,299,102
5.1,Madrona/Leschi,9977,562,4775,398,898,205,0,21,898,205,3265,324,13,28,3252,322,612,114,25,31,587,112,5202,444,1002,220,0,21,1002,220,3595,365,0,21,3595,365,605,129,0,21,605,129
5.2,Judkins Park,2735,272,1394,249,121,72,0,12,121,72,1017,220,6,10,1011,221,256,90,22,26,234,84,1341,179,169,101,0,12,169,101,805,121,0,12,805,121,367,82,0,12,367,82
5.3,Central Area/Squire Park,16546,780,7799,568,1048,258,0,24,1048,258,6253,507,138,102,6115,510,498,149,88,66,410,133,8747,572,1269,209,0,24,1269,209,6507,447,17,27,6490,449,971,180,43,45,928,182
6.1,First Hill,12940,727,6449,530,239,114,0,24,239,114,5535,496,59,56,5476,494,675,129,60,47,615,125,6491,492,249,87,0,24,249,87,5102,458,38,40,5064,457,1140,163,25,32,1115,162
6.2,Capitol Hill,20179,773,10563,642,452,163,0,29,452,163,9615,610,134,90,9481,614,496,147,26,37,470,144,9616,623,359,201,0,29,359,201,8502,577,34,47,8468,577,755,198,12,33,743,197
6.3,North Capitol Hill,3918,239,2169,187,171,58,0,12,171,58,1716,193,17,26,1699,192,282,94,15,23,267,97,1749,190,165,78,0,12,165,78,1415,150,0,12,1415,150,169,56,0,12,169,56
