area_id,area_name,b22007001,b22007001_moe,b22007002,b22007002_moe,b22007003,b22007003_moe,b22007004,b22007004_moe,b22007005,b22007005_moe,b22007006,b22007006_moe,b22007007,b22007007_moe,b22007008,b22007008_moe,b22007009,b22007009_moe,b22007010,b22007010_moe,b22007011,b22007011_moe,b22007012,b22007012_moe,b22007013,b22007013_moe,b22007014,b22007014_moe,b22007015,b22007015_moe,b22007016,b22007016_moe,b22007017,b22007017_moe,b22007018,b22007018_moe,b22007019,b22007019_moe,b22007020,b22007020_moe,b22007021,b22007021_moe,b22007022,b22007022_moe,b22007023,b22007023_moe,b22007024,b22007024_moe,b22007025,b22007025_moe,b22007026,b22007026_moe,b22007027,b22007027_moe,b22007028,b22007028_moe,b22007029,b22007029_moe,b22007030,b22007030_moe,b22007031,b22007031_moe,b22007032,b22007032_moe,b22007033,b22007033_moe,b22007034,b22007034_moe,b22007035,b22007035_moe,b22007036,b22007036_moe,b22007037,b22007037_moe,b22007038,b22007038_moe,b22007039,b22007039_moe,b22007040,b22007040_moe,b22007041,b22007041_moe,b22007042,b22007042_moe,b22007043,b22007043_moe
1.1,Arbor Heights,1585,134,70,49,22,23,22,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,43,0,17,0,17,0,17,0,17,0,17,48,43,0,17,32,37,6,15,10,20,1515,136,1322,146,210,56,180,85,797,127,797,127,0,17,135,49,121,46,14,22,193,75,72,47,0,17,42,41,30,26,0,17,121,58,0,17,70,44,44,43,7,17
1.2,Fauntleroy/Seaview,3390,270,57,47,33,35,18,32,0,24,15,28,15,28,0,24,0,24,0,24,0,24,24,34,8,23,0,24,8,23,0,24,0,24,16,31,0,24,16,31,0,24,0,24,3333,274,2736,276,182,84,390,108,2022,262,1982,268,40,36,142,71,142,71,0,24,597,168,66,48,0,24,29,38,37,34,0,24,531,165,77,50,337,148,102,67,15,30
1.3,West Seattle Junction/Genesee Hill,4165,272,103,64,46,42,0,29,21,29,25,38,25,38,0,29,0,29,0,29,0,29,57,54,0,29,0,29,0,29,0,29,0,29,57,54,0,29,25,33,32,39,0,29,4062,271,3235,248,243,95,534,144,2194,233,2074,232,120,87,264,101,264,101,0,29,827,217,197,89,32,39,104,58,61,57,0,29,630,196,112,108,407,155,93,55,18,38
1.4,Alki/Admiral,2475,222,67,48,44,38,11,23,33,39,0,24,0,24,0,24,0,24,0,24,0,24,23,41,23,41,23,41,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2408,216,2140,209,303,107,441,131,1260,196,1236,197,24,39,136,72,136,72,0,24,268,117,96,95,8,21,0,24,88,94,0,24,172,75,38,41,98,62,36,35,0,24
2.1,North Delridge,979,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,979,163,740,153,15,23,86,52,557,151,557,151,0,12,82,65,37,44,45,50,239,102,113,72,15,24,77,72,7,13,14,23,126,73,0,12,65,54,61,47,0,12
2.2,High Point,1514,206,485,156,121,87,0,17,15,25,106,82,106,82,0,17,0,17,0,17,0,17,364,165,0,17,0,17,0,17,0,17,0,17,364,165,155,103,149,116,60,51,0,17,1029,175,697,140,6,16,163,62,498,141,462,136,36,37,30,32,30,32,0,17,332,145,42,38,0,17,23,30,19,28,0,17,290,137,22,38,168,119,100,67,0,17
2.3,Riverview,1096,109,197,94,76,53,11,17,0,12,55,49,48,48,7,13,10,16,10,16,0,12,121,76,0,12,0,12,0,12,0,12,0,12,121,76,0,12,70,58,51,51,0,12,899,105,562,107,12,13,64,53,348,92,321,89,27,26,138,67,128,68,10,15,337,99,146,82,7,12,105,91,34,30,0,12,191,80,16,26,132,79,12,18,31,32
2.4,Roxhill/Westwood,2961,229,491,156,295,123,63,64,166,101,41,36,33,36,8,21,25,42,0,21,25,42,196,98,27,31,17,32,7,22,3,18,0,21,169,93,46,51,71,62,52,53,0,21,2470,249,1736,224,84,53,456,141,1045,189,1016,194,29,33,151,70,123,63,28,39,734,195,329,153,0,21,64,50,216,147,49,53,405,136,33,35,278,122,83,57,11,25
2.5,Highland Park,1348,186,146,67,68,54,0,21,19,31,19,33,19,33,0,21,30,35,30,35,0,21,78,51,22,31,0,21,14,26,0,21,8,22,56,45,18,31,13,23,0,21,25,29,1202,197,911,185,90,51,163,81,534,146,520,145,14,25,124,60,105,58,19,27,291,132,79,65,0,21,19,31,33,40,27,41,212,106,0,21,84,62,99,89,29,39
3.1,South Park,823,106,278,96,84,59,0,17,24,31,28,36,28,36,0,17,32,41,8,18,24,40,194,94,26,44,0,17,0,17,26,44,0,17,168,93,35,45,117,79,16,28,0,17,545,107,410,102,0,17,57,47,309,93,232,65,77,59,44,49,44,49,0,17,135,63,72,52,19,30,16,22,29,37,8,17,63,45,9,18,34,34,20,27,0,17
