area_id,area_name,c27012001,c27012001_moe,c27012002,c27012002_moe,c27012003,c27012003_moe,c27012004,c27012004_moe,c27012005,c27012005_moe,c27012006,c27012006_moe,c27012007,c27012007_moe,c27012008,c27012008_moe,c27012009,c27012009_moe,c27012010,c27012010_moe,c27012011,c27012011_moe,c27012012,c27012012_moe,c27012013,c27012013_moe,c27012014,c27012014_moe,c27012015,c27012015_moe,c27012016,c27012016_moe,c27012017,c27012017_moe,c27012018,c27012018_moe,c27012019,c27012019_moe,c27012020,c27012020_moe,c27012021,c27012021_moe,c27012022,c27012022_moe,c27012023,c27012023_moe,c27012024,c27012024_moe,c27012025,c27012025_moe,c27012026,c27012026_moe,c27012027,c27012027_moe,c27012028,c27012028_moe,c27012029,c27012029_moe,c27012030,c27012030_moe,c27012031,c27012031_moe,c27012032,c27012032_moe,c27012033,c27012033_moe,c27012034,c27012034_moe,c27012035,c27012035_moe,c27012036,c27012036_moe,c27012037,c27012037_moe,c27012038,c27012038_moe,c27012039,c27012039_moe,c27012040,c27012040_moe,c27012041,c27012041_moe,c27012042,c27012042_moe,c27012043,c27012043_moe,c27012044,c27012044_moe,c27012045,c27012045_moe,c27012046,c27012046_moe
3.2,Georgetown,1051,136,521,91,487,96,429,95,360,104,49,34,0,12,23,27,58,43,34,23,34,23,0,12,23,16,34,23,0,12,0,12,302,81,302,81,157,56,109,51,56,35,31,29,35,29,145,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,228,100,176,97,82,52,0,12,0,12,25,44,49,45,94,68,52,43,52,43,29,40,6,10,52,43,7,11,0,12
3.3,Duwamish/SODO,2145,375,974,151,944,153,750,149,734,147,34,30,0,12,0,12,194,132,30,28,30,28,23,27,10,17,17,20,0,12,0,12,565,158,500,149,351,122,196,75,13,17,10,22,141,85,149,95,65,56,65,56,40,36,0,12,53,53,14,22,0,12,606,227,395,162,286,89,39,40,24,26,112,64,200,70,109,101,211,87,211,87,11,26,91,52,211,87,77,82,0,12
3.4,South Beacon Hill/NewHolly,10891,687,4339,421,4179,418,3400,386,2982,377,307,162,14,28,221,98,779,296,160,72,160,72,135,62,15,31,80,53,0,24,0,24,3175,419,3039,415,2097,332,1341,260,405,158,2,21,448,186,942,267,136,58,136,58,88,47,21,28,100,53,0,24,0,24,3377,433,2027,360,1378,283,437,115,247,169,225,94,766,210,649,238,1350,203,1325,204,305,92,373,128,1287,197,506,137,25,33
3.5,Beacon Hill,7698,598,3810,511,3745,518,3366,523,3090,507,265,122,7,17,65,42,379,173,65,57,65,57,65,57,0,17,65,57,0,17,0,17,1571,279,1452,268,997,246,666,202,177,86,17,21,212,111,455,154,119,94,119,94,99,87,16,27,36,38,20,32,0,17,2317,303,1110,265,833,220,322,121,116,73,146,90,345,184,277,124,1207,164,1182,158,188,113,324,114,1170,158,336,122,25,42
3.6,North Beacon Hill/Jefferson Park,11390,576,4925,469,4845,466,3961,392,3487,358,638,250,60,58,98,87,884,297,80,63,80,63,16,34,20,38,80,63,16,30,0,24,3591,458,3476,451,2568,380,1840,348,420,164,45,51,403,199,908,270,115,69,115,69,34,40,64,49,101,65,0,24,0,24,2874,348,1238,282,854,222,385,146,101,75,232,129,321,144,384,169,1636,211,1636,211,73,58,386,155,1585,213,847,199,0,24
4.1,Rainier Beach,11330,677,4589,479,4523,485,4039,477,3879,470,462,169,15,31,145,103,484,240,66,64,66,64,12,28,36,53,54,60,54,60,0,27,2835,441,2715,436,1790,362,1415,329,175,89,27,35,150,96,925,327,120,69,120,69,99,64,57,49,120,69,28,37,0,27,3906,511,2344,439,1624,318,417,175,174,107,347,192,890,291,720,310,1562,207,1544,202,259,98,470,162,1544,202,646,168,18,43
4.2,Columbia City,12939,637,5618,555,5511,547,4841,522,4310,518,431,157,112,135,233,113,670,305,107,61,107,61,74,53,0,27,82,54,7,24,0,27,3589,445,3329,433,2157,333,1528,280,457,155,5,24,228,110,1172,325,260,91,248,91,139,74,30,35,243,90,47,49,12,30,3732,374,2321,334,1515,276,424,167,226,99,345,147,822,234,806,231,1411,198,1411,198,272,99,451,142,1397,197,503,149,0,27
4.3,Seward Park,6831,421,3191,289,3046,278,2742,214,2459,213,270,92,30,38,152,86,304,187,145,63,145,63,126,60,29,25,98,45,7,16,0,17,1774,209,1612,209,1336,204,1038,178,281,123,29,30,93,47,276,112,162,59,162,59,76,46,53,34,156,58,28,30,0,17,1866,306,987,249,783,182,378,126,224,101,52,41,206,92,204,135,879,196,879,196,208,80,322,96,854,197,244,179,0,17
4.4,Mt. Baker/North Rainier,4291,413,1900,243,1872,238,1747,216,1555,221,191,108,31,35,35,38,125,101,28,32,28,32,12,20,0,17,16,25,0,17,0,17,1236,246,1133,245,992,187,740,180,185,88,28,43,102,73,141,99,103,56,103,56,63,45,28,30,90,53,0,17,0,17,1155,215,689,170,586,158,256,122,112,86,47,44,246,121,103,91,466,127,466,127,133,64,118,63,466,127,193,91,0,17
5.1,Madrona/Leschi,8077,452,3896,321,3756,304,3431,296,3244,301,197,79,18,30,14,26,325,182,140,72,140,72,64,47,62,59,108,66,0,21,0,21,2293,363,2036,348,1720,302,1238,259,384,125,46,43,135,107,316,208,257,105,257,105,131,74,83,62,257,105,13,29,0,21,1888,346,1068,316,887,229,494,176,275,109,141,128,154,124,181,185,820,172,820,172,297,120,415,143,820,172,136,88,0,21
5.2,Judkins Park,2445,248,978,240,962,235,779,137,755,138,44,32,29,40,9,15,183,176,16,27,16,27,7,13,7,13,16,27,16,27,0,12,558,134,509,123,408,127,271,89,67,44,0,12,92,79,101,74,49,39,32,28,0,12,0,12,32,28,20,23,17,27,909,166,351,122,277,117,174,111,57,54,41,35,96,63,74,71,558,102,558,102,47,43,85,44,558,102,389,100,0,12
5.3,Central Area/Squire Park,14229,623,7193,495,7088,497,6473,482,5970,431,488,162,14,32,48,44,615,189,105,59,105,59,86,56,21,37,105,59,0,24,0,24,3969,482,3747,474,2892,360,2065,300,767,203,63,54,220,128,855,275,222,104,222,104,86,52,92,63,212,102,12,28,0,24,3067,398,1925,328,1578,309,599,221,317,116,411,150,573,217,347,125,1142,195,1142,195,256,93,538,180,1137,194,342,127,0,24
6.1,First Hill,12452,712,4328,375,4234,368,3604,341,3290,329,386,155,0,24,46,49,630,198,94,53,71,43,37,33,42,36,58,37,0,24,23,42,4633,523,4502,526,3605,454,2568,362,1022,261,68,85,237,105,897,250,131,65,131,65,57,39,36,34,124,63,5,25,0,24,3491,384,1901,335,1595,300,369,130,435,162,333,147,868,250,306,154,1590,197,1590,197,488,139,623,126,1590,197,369,126,0,24
6.2,Capitol Hill,19368,682,9973,671,9805,675,8721,676,8219,669,505,188,0,29,64,63,1084,348,168,87,154,84,116,81,44,41,141,81,0,29,14,35,6859,673,6659,670,4586,541,3408,474,994,245,68,87,351,193,2073,447,200,134,200,134,94,71,89,116,200,134,12,33,0,29,2536,359,1653,296,1330,258,424,145,310,120,442,151,464,161,323,170,883,215,848,193,253,131,319,128,848,193,174,102,35,92
6.3,North Capitol Hill,3582,193,1854,244,1766,235,1731,231,1540,239,265,135,0,12,0,12,35,45,88,62,88,62,72,56,15,23,41,40,0,12,0,12,1072,198,984,189,771,181,528,133,269,121,2,5,21,26,213,140,88,69,88,69,15,23,15,23,88,69,0,12,0,12,656,193,381,137,361,136,305,135,40,39,0,12,16,25,20,30,275,116,275,116,129,63,70,50,257,114,24,28,0,12
6.4,Miller Park,5901,319,3056,219,2896,214,2816,211,2600,210,275,91,0,17,0,17,80,50,160,63,151,61,105,52,6,16,135,61,19,24,9,18,1797,240,1692,220,1418,211,960,168,374,114,49,46,117,78,274,112,105,56,105,56,29,26,33,27,105,56,47,44,0,17,1048,210,730,182,660,172,332,115,168,79,146,92,165,111,70,58,318,73,318,73,39,26,100,52,318,73,72,52,0,17
6.5,Madison Park,4207,254,1789,252,1686,249,1635,256,1441,294,194,91,0,17,0,17,51,48,103,66,103,66,55,42,46,54,90,63,0,17,0,17,973,184,796,160,756,148,512,123,236,87,49,40,43,47,40,63,177,74,177,74,84,54,61,48,164,73,16,25,0,17,1445,208,635,147,617,141,289,97,295,117,21,26,50,56,18,27,810,156,810,156,268,111,488,141,810,156,29,33,0,17
7.1,Montlake/Portage Bay,8257,431,4100,312,3926,303,3721,285,3369,280,388,124,0,21,38,46,205,113,174,74,174,74,152,67,31,34,104,59,0,21,0,21,2842,369,2620,365,2251,311,1493,284,770,208,11,24,40,36,369,131,222,89,208,86,81,51,125,65,208,86,11,25,14,27,1315,197,596,146,566,140,403,123,120,63,51,40,36,29,30,36,719,135,719,135,316,93,301,114,711,135,18,25,0,21
7.2,University District,18784,1383,2773,404,2725,403,2464,392,2224,364,378,180,0,29,0,29,261,139,48,46,48,46,47,46,1,24,35,45,0,29,0,29,11426,1175,11347,1173,10159,1125,7786,1051,2614,424,33,49,163,90,1188,345,79,48,79,48,49,41,13,31,51,43,0,29,0,29,4585,546,4059,502,3694,463,2094,384,1534,374,175,99,165,88,365,157,526,265,526,265,119,80,193,232,526,265,198,123,0,29
7.3,Ravenna/Bryant,20597,785,8412,451,8178,439,7821,430,7163,418,870,197,0,32,0,32,357,135,234,88,234,88,213,86,41,41,180,80,0,32,0,32,8111,659,7757,653,6950,645,5075,569,1877,318,34,42,213,124,807,202,354,93,354,93,218,80,119,64,345,93,35,42,0,32,4074,443,2337,410,2014,377,1065,220,580,207,84,53,335,229,323,153,1737,175,1737,175,661,143,808,150,1722,175,179,94,0,32
7.4,Wedgwood/View Ridge,11869,364,5274,323,4995,307,4770,328,4370,323,413,142,9,27,9,28,225,111,279,99,279,99,198,91,48,44,208,82,17,35,0,27,3692,333,3313,319,2847,297,2333,266,473,146,6,26,152,89,466,151,379,98,379,98,179,81,163,62,379,98,56,50,0,27,2903,268,1510,225,1359,213,955,169,421,142,107,62,60,37,151,79,1393,150,1380,145,648,138,725,132,1369,145,109,64,13,31
7.5,Laurelhurst/Sand Point,8166,375,3804,328,3653,308,3563,306,3366,287,333,177,10,23,0,21,90,75,151,77,151,77,141,76,10,24,115,65,25,30,0,21,2343,319,2045,311,1786,285,1387,245,314,129,8,21,109,76,259,193,298,94,298,94,213,80,122,63,264,85,13,24,0,21,2019,284,1202,253,1109,246,697,206,211,90,36,30,186,120,93,64,817,116,804,116,235,91,470,113,750,116,157,75,13,26
8.1,Northgate/Maple Leaf,11350,456,4627,371,4543,363,4185,323,3958,331,318,121,12,29,80,72,358,164,84,51,84,51,56,40,10,26,84,51,0,24,0,24,3569,418,3445,401,2477,333,1881,268,381,150,38,30,309,202,968,278,124,67,124,67,69,54,26,35,116,65,0,24,0,24,3154,350,1562,279,1238,256,654,194,369,148,134,63,302,128,324,133,1592,237,1536,248,476,151,575,156,1518,247,352,131,56,80
8.2,Olympic Hills/Victory Heights,12344,534,5659,536,5577,536,5118,506,4620,502,520,168,0,24,75,76,459,179,82,53,82,53,51,44,0,24,64,46,0,24,0,24,3610,393,3402,376,2513,310,1704,280,641,181,54,59,301,146,889,237,208,91,187,89,86,65,87,69,175,87,0,24,21,38,3075,370,1502,331,1186,286,478,168,401,193,149,78,411,171,316,179,1573,173,1554,175,412,128,663,171,1540,175,287,137,19,37
8.3,Cedar Park/Meadowbrook,10004,453,4574,478,4479,478,4008,344,3749,328,301,118,0,27,65,54,471,264,95,52,95,52,92,51,16,30,73,48,0,27,0,27,2894,361,2696,354,1939,260,1256,212,494,146,76,83,176,100,757,244,198,73,198,73,94,49,102,55,198,73,15,25,0,27,2536,307,1564,269,1142,237,500,171,264,113,188,111,342,126,422,159,972,148,972,148,337,93,415,117,957,146,98,50,0,27
9.1,Broadview/Bitter Lake,11329,712,4367,425,4312,420,3999,424,3552,438,490,148,25,35,63,69,313,142,55,44,55,44,55,44,0,27,36,40,0,27,0,27,2691,319,2429,314,1758,254,1181,216,399,131,13,30,255,115,671,220,262,98,243,91,136,73,87,53,222,87,0,27,19,36,4271,681,1916,651,1504,450,562,226,398,193,244,127,459,210,412,279,2355,259,2355,259,1028,200,1013,210,2355,259,437,172,0,27
9.2,Licton Springs,7829,380,3619,349,3558,350,3184,370,3092,382,159,84,0,17,0,17,374,191,61,48,61,48,30,35,0,17,61,48,0,17,0,17,2908,383,2887,379,1880,358,1447,324,427,217,0,17,65,56,1007,286,21,27,21,27,0,17,0,17,21,27,0,17,0,17,1302,236,689,199,493,173,98,63,142,96,118,69,210,111,196,116,613,144,613,144,227,116,222,95,588,136,244,100,0,17
9.3,Greenwood/Phinney Ridge,19454,568,9966,512,9793,508,9207,508,8403,497,910,221,17,31,139,84,586,196,173,69,173,69,138,60,36,37,130,60,9,30,0,29,5773,493,5684,492,4439,415,3020,342,1320,233,63,44,224,93,1245,258,89,44,89,44,39,38,34,32,78,39,0,29,0,29,3715,320,2095,282,1726,245,1017,194,465,127,349,109,386,133,369,132,1620,166,1608,163,569,141,857,159,1598,163,303,120,12,33
9.4,Green Lake,12000,554,6265,558,6081,551,5897,548,5484,519,678,227,84,105,19,34,184,80,184,104,184,104,144,91,33,39,94,58,0,24,0,24,3871,422,3640,432,3036,373,2156,312,979,218,77,93,127,70,604,206,231,116,231,116,113,79,149,103,214,113,22,36,0,24,1864,257,883,197,731,182,417,126,158,72,57,45,217,121,152,82,981,176,981,176,314,111,400,125,932,162,245,85,0,24
9.5,Haller Lake,8153,322,3909,310,3779,303,3461,299,3167,311,350,142,13,27,37,36,318,139,130,63,130,63,72,50,31,30,103,58,10,20,0,21,2032,303,1911,307,1398,275,1017,242,255,141,97,117,203,142,513,185,121,70,121,70,18,24,87,65,121,70,4,18,0,21,2212,319,1132,274,697,202,321,127,143,80,43,37,210,125,435,179,1080,165,1041,160,443,116,504,145,1001,166,182,88,39,37
10.1,North Beach/Blue Ridge,9367,342,4344,299,4182,286,3909,285,3585,300,381,112,28,33,31,35,273,119,162,74,162,74,139,71,42,40,104,54,0,21,0,21,2853,336,2701,333,2268,288,1652,246,465,126,42,47,139,98,433,176,152,63,152,63,22,34,69,40,152,63,37,36,0,21,2170,219,934,179,844,171,538,133,205,79,71,60,123,77,90,73,1236,125,1227,125,520,128,553,139,1219,127,97,60,9,23
10.2,Whittier Heights,9623,355,5353,395,5312,389,4918,361,4607,358,490,169,22,37,13,28,394,148,41,39,41,39,41,39,0,24,15,29,0,24,0,24,2977,355,2855,359,2172,313,1604,263,439,172,51,45,192,113,683,228,122,67,122,67,86,59,18,25,108,58,0,24,0,24,1293,208,694,186,587,150,403,117,76,55,86,65,82,55,107,75,599,101,582,96,264,93,228,83,566,98,43,50,17,32
10.3,Sunset Hill/Loyal Heights,11614,498,5816,472,5689,463,5351,431,5034,413,475,159,0,24,0,24,338,191,127,63,127,63,118,59,40,35,91,54,0,24,0,24,3658,388,3354,387,2802,320,2256,305,581,160,0,24,24,43,552,184,304,119,304,119,119,68,116,87,288,117,52,42,0,24,2140,300,1067,218,889,179,441,124,261,114,42,43,162,87,178,115,1073,188,1042,187,376,136,502,145,1027,183,95,62,31,52
10.4,Ballard,6539,464,3691,376,3595,393,3342,414,2992,433,694,356,97,158,97,158,253,161,96,96,96,96,96,96,0,17,96,96,0,17,0,17,1860,445,1761,437,1490,411,1168,354,493,271,0,17,19,34,271,130,99,98,99,98,65,89,15,24,99,98,0,17,0,17,988,209,525,161,495,154,260,106,199,118,53,57,61,50,30,35,463,146,463,146,131,114,143,93,463,146,126,99,0,17
11.1,Fremont,13830,470,7794,508,7658,505,7218,504,6787,521,542,189,0,24,112,85,440,169,136,74,117,69,66,44,35,56,66,61,0,24,19,36,4504,491,4357,495,3384,438,2366,391,846,207,90,65,199,91,973,296,147,68,147,68,0,24,49,42,147,68,16,31,0,24,1532,277,1006,222,788,184,383,130,338,131,40,43,162,92,218,108,526,132,508,129,126,71,203,93,485,126,109,71,18,36
11.2,Wallingford,14486,870,6111,406,6025,407,5690,390,5172,389,537,151,43,71,61,72,335,135,86,52,86,52,77,51,0,27,54,42,0,27,0,27,6089,804,5947,802,4474,509,3061,416,1320,273,33,39,223,128,1473,585,142,51,142,51,67,36,69,44,135,50,16,30,0,27,2286,297,1384,258,1221,229,602,154,333,125,216,115,208,101,163,83,902,162,902,162,338,103,390,147,902,162,81,57,0,27
11.3,Cascade/Eastlake,11962,774,5965,605,5865,605,5381,578,5092,565,313,124,0,21,33,41,484,244,100,88,100,88,75,83,40,40,52,43,0,21,0,21,3462,463,3397,456,2572,363,1686,306,741,256,68,73,183,105,825,246,65,51,62,49,41,37,36,41,62,49,13,26,3,19,2535,551,1644,536,1311,503,323,197,428,432,349,165,516,175,333,191,891,162,891,162,278,107,246,102,865,162,247,128,0,21
12.1,Magnolia,9703,491,4706,336,4467,318,4303,333,3891,336,426,120,12,25,83,98,164,107,239,100,239,100,197,94,45,43,172,78,13,29,0,24,2387,424,2133,424,1899,369,1285,271,568,195,0,24,37,47,234,131,254,113,254,113,157,90,126,71,254,113,0,24,0,24,2610,323,1243,237,1124,215,673,173,335,118,62,46,75,55,119,90,1367,193,1367,193,602,165,709,198,1332,192,146,83,0,24
12.2,Interbay,8493,423,4595,365,4504,359,4256,357,3850,397,356,151,0,21,12,23,248,155,91,60,91,60,90,60,1,12,54,51,0,21,0,21,2406,335,2242,320,1833,308,1324,304,458,182,14,19,50,42,409,163,164,76,164,76,60,47,89,56,164,76,0,21,0,21,1492,237,745,198,565,155,378,133,138,84,39,45,127,78,180,111,747,129,747,129,276,114,325,114,733,130,96,76,0,21
12.3,Queen Anne,32733,1016,16314,713,16071,707,15236,694,13875,686,1799,347,72,86,272,163,835,219,243,91,243,91,195,77,50,48,211,86,0,40,0,40,10654,909,9915,895,8471,812,6292,738,2192,346,73,51,329,148,1444,335,739,184,739,184,400,140,231,94,708,182,27,45,0,40,5765,543,3090,435,2815,384,1416,241,894,237,493,199,554,212,275,139,2675,321,2671,320,976,273,1117,201,2527,276,342,141,4,37
13.1,Belltown,7985,551,4128,431,3990,432,3879,423,3611,446,302,155,40,48,77,75,111,84,138,96,138,96,60,59,13,27,104,87,0,21,0,21,2003,347,1891,339,1396,265,935,209,205,107,20,34,204,133,495,226,112,66,112,66,36,33,37,42,112,66,12,25,0,21,1854,363,1178,295,1024,285,84,68,221,194,250,123,642,213,154,105,676,215,676,215,137,95,253,154,676,215,144,88,0,21
13.2,Downtown Commercial Core,3581,393,1297,210,1209,196,1151,202,1066,212,85,58,0,12,0,12,58,69,88,62,88,62,73,56,45,45,71,55,11,19,0,12,1002,226,963,222,650,214,390,180,152,98,49,75,152,107,313,151,39,45,39,45,39,45,13,20,26,28,0,12,0,12,1282,346,953,263,857,246,83,49,68,52,349,120,710,255,96,48,329,159,329,159,55,66,126,81,329,159,192,145,0,12
13.3,Pioneer Square/International District,4512,310,1366,211,1336,211,1093,194,895,182,178,81,0,17,53,40,243,108,30,26,21,26,21,26,0,17,12,22,0,17,9,18,1189,228,1100,223,682,200,425,163,62,41,32,53,263,125,418,125,89,68,89,68,30,40,37,48,89,68,16,27,0,17,1957,218,922,173,727,144,91,68,54,38,218,97,528,130,195,110,1035,175,1035,175,83,48,131,77,1035,175,738,183,0,17
