area_id,area_name,b99191001,b99191001_moe,b99191002,b99191002_moe,b99191003,b99191003_moe,b99191004,b99191004_moe,b99191005,b99191005_moe,b99191006,b99191006_moe,b99191007,b99191007_moe,b99191008,b99191008_moe
1.1,Arbor Heights,5095,-1,4412,-1,95,-1,10,-1,20,-1,0,-1,61,-1,497,-1
1.2,Fauntleroy/Seaview,11543,-1,10317,-1,220,-1,71,-1,30,-1,23,-1,40,-1,842,-1
1.3,West Seattle Junction/Genesee Hill,15172,-1,13050,-1,196,-1,107,-1,69,-1,74,-1,106,-1,1570,-1
1.4,Alki/Admiral,9775,-1,8527,-1,150,-1,43,-1,99,-1,25,-1,94,-1,837,-1
2.1,North Delridge,4151,-1,3623,-1,29,-1,16,-1,1,-1,20,-1,54,-1,408,-1
2.2,High Point,5047,-1,4247,-1,85,-1,28,-1,0,-1,0,-1,41,-1,646,-1
2.3,Riverview,3878,-1,3043,-1,31,-1,5,-1,17,-1,27,-1,32,-1,723,-1
2.4,Roxhill/Westwood,10423,-1,8429,-1,315,-1,46,-1,43,-1,36,-1,143,-1,1411,-1
2.5,Highland Park,5037,-1,3819,-1,60,-1,41,-1,0,-1,0,-1,36,-1,1081,-1
3.1,South Park,3243,-1,2172,-1,46,-1,9,-1,14,-1,18,-1,0,-1,984,-1
3.2,Georgetown,1066,-1,889,-1,3,-1,0,-1,0,-1,0,-1,53,-1,121,-1
3.3,Duwamish/SODO,2265,-1,1746,-1,105,-1,11,-1,0,-1,10,-1,0,-1,393,-1
3.4,South Beacon Hill/NewHolly,11616,-1,8456,-1,574,-1,23,-1,70,-1,98,-1,113,-1,2282,-1
3.5,Beacon Hill,7993,-1,6157,-1,288,-1,34,-1,16,-1,12,-1,47,-1,1439,-1
3.6,North Beacon Hill/Jefferson Park,11680,-1,9779,-1,315,-1,113,-1,16,-1,67,-1,73,-1,1317,-1
4.1,Rainier Beach,11997,-1,9832,-1,409,-1,10,-1,0,-1,14,-1,45,-1,1687,-1
4.2,Columbia City,13648,-1,11134,-1,290,-1,38,-1,9,-1,21,-1,30,-1,2126,-1
4.3,Seward Park,7227,-1,5754,-1,124,-1,38,-1,45,-1,39,-1,40,-1,1187,-1
4.4,Mt. Baker/North Rainier,4517,-1,3584,-1,86,-1,13,-1,38,-1,26,-1,67,-1,703,-1
5.1,Madrona/Leschi,8388,-1,6717,-1,208,-1,139,-1,27,-1,16,-1,34,-1,1247,-1
5.2,Judkins Park,2607,-1,1971,-1,78,-1,0,-1,0,-1,16,-1,12,-1,530,-1
5.3,Central Area/Squire Park,14682,-1,12115,-1,328,-1,79,-1,35,-1,50,-1,78,-1,1997,-1
6.1,First Hill,14289,-1,11620,-1,383,-1,152,-1,9,-1,49,-1,78,-1,1998,-1
6.2,Capitol Hill,19469,-1,17411,-1,414,-1,200,-1,40,-1,12,-1,91,-1,1301,-1
6.3,North Capitol Hill,3611,-1,3310,-1,47,-1,2,-1,0,-1,0,-1,76,-1,176,-1
6.4,Miller Park,6190,-1,5229,-1,146,-1,44,-1,25,-1,25,-1,90,-1,631,-1
6.5,Madison Park,4324,-1,3492,-1,124,-1,32,-1,16,-1,24,-1,69,-1,567,-1
7.1,Montlake/Portage Bay,8372,-1,7112,-1,151,-1,102,-1,49,-1,22,-1,59,-1,877,-1
7.2,University District,18904,-1,14771,-1,417,-1,72,-1,15,-1,24,-1,189,-1,3416,-1
7.3,Ravenna/Bryant,21118,-1,17762,-1,419,-1,185,-1,84,-1,41,-1,173,-1,2454,-1
7.4,Wedgwood/View Ridge,12438,-1,10870,-1,159,-1,75,-1,63,-1,10,-1,44,-1,1217,-1
7.5,Laurelhurst/Sand Point,8601,-1,7475,-1,223,-1,60,-1,0,-1,25,-1,75,-1,743,-1
8.1,Northgate/Maple Leaf,11663,-1,9750,-1,213,-1,54,-1,55,-1,75,-1,47,-1,1469,-1
8.2,Olympic Hills/Victory Heights,12699,-1,10054,-1,294,-1,129,-1,14,-1,28,-1,92,-1,2088,-1
8.3,Cedar Park/Meadowbrook,10470,-1,8632,-1,118,-1,127,-1,31,-1,4,-1,48,-1,1510,-1
9.1,Broadview/Bitter Lake,11957,-1,9906,-1,209,-1,33,-1,48,-1,0,-1,224,-1,1537,-1
9.2,Licton Springs,8030,-1,6681,-1,304,-1,31,-1,0,-1,45,-1,70,-1,899,-1
9.3,Greenwood/Phinney Ridge,19981,-1,17133,-1,274,-1,85,-1,11,-1,46,-1,73,-1,2359,-1
9.4,Green Lake,12317,-1,10389,-1,164,-1,129,-1,15,-1,52,-1,136,-1,1432,-1
9.5,Haller Lake,8265,-1,6703,-1,123,-1,13,-1,7,-1,28,-1,122,-1,1269,-1
10.1,North Beach/Blue Ridge,9785,-1,8476,-1,172,-1,46,-1,47,-1,46,-1,53,-1,945,-1
10.2,Whittier Heights,9968,-1,8836,-1,212,-1,80,-1,18,-1,44,-1,80,-1,698,-1
10.3,Sunset Hill/Loyal Heights,11912,-1,10084,-1,138,-1,71,-1,42,-1,77,-1,65,-1,1435,-1
10.4,Ballard,6703,-1,5519,-1,99,-1,0,-1,0,-1,121,-1,30,-1,934,-1
11.1,Fremont,14107,-1,12692,-1,111,-1,129,-1,36,-1,58,-1,50,-1,1031,-1
11.2,Wallingford,14597,-1,12168,-1,249,-1,103,-1,0,-1,83,-1,104,-1,1890,-1
11.3,Cascade/Eastlake,12053,-1,10292,-1,209,-1,43,-1,12,-1,32,-1,18,-1,1447,-1
12.1,Magnolia,10003,-1,8141,-1,160,-1,54,-1,15,-1,28,-1,102,-1,1503,-1
12.2,Interbay,8918,-1,7511,-1,160,-1,88,-1,0,-1,1,-1,64,-1,1094,-1
12.3,Queen Anne,33451,-1,28174,-1,561,-1,462,-1,185,-1,114,-1,221,-1,3734,-1
13.1,Belltown,8037,-1,6890,-1,171,-1,59,-1,0,-1,65,-1,199,-1,653,-1
13.2,Downtown Commercial Core,3815,-1,3120,-1,73,-1,53,-1,0,-1,43,-1,45,-1,481,-1
13.3,Pioneer Square/International District,4607,-1,3664,-1,158,-1,35,-1,21,-1,18,-1,8,-1,703,-1
