area_id,area_name,b12005001,b12005001_moe,b12005002,b12005002_moe,b12005003,b12005003_moe,b12005004,b12005004_moe,b12005005,b12005005_moe,b12005006,b12005006_moe,b12005007,b12005007_moe,b12005008,b12005008_moe,b12005009,b12005009_moe,b12005010,b12005010_moe,b12005011,b12005011_moe,b12005012,b12005012_moe,b12005013,b12005013_moe,b12005014,b12005014_moe,b12005015,b12005015_moe,b12005016,b12005016_moe
6.3,North Capitol Hill,3611,195,1837,242,1758,244,79,59,1417,253,1174,210,243,126,0,12,0,12,0,12,16,23,16,23,0,12,341,138,285,126,56,45
6.4,Miller Park,6190,333,3015,354,2801,334,214,81,2454,260,2207,257,247,89,55,52,55,52,0,17,151,65,142,62,9,13,515,127,387,110,128,62
6.5,Madison Park,4324,260,1256,240,1142,233,114,102,2190,355,1992,365,198,113,30,33,30,33,0,17,273,97,241,96,32,27,575,158,470,153,105,84
7.1,Montlake/Portage Bay,8372,444,3720,500,3519,499,201,105,3539,375,3048,351,491,163,23,26,23,26,0,21,128,59,117,54,11,24,962,199,815,181,147,96
7.2,University District,18904,1381,16153,1389,13393,1308,2760,467,1762,294,1507,279,255,130,115,110,115,110,0,29,191,234,173,233,18,38,683,172,410,144,273,159
7.3,Ravenna/Bryant,21118,796,9517,807,8243,727,1274,433,9125,528,7622,502,1503,302,249,115,218,109,31,44,689,140,608,138,81,52,1538,235,1412,230,126,65
7.4,Wedgwood/View Ridge,12438,398,3843,367,3416,325,427,180,6880,377,5605,360,1275,236,128,64,117,61,11,29,594,134,542,127,52,39,993,195,849,181,144,74
7.5,Laurelhurst/Sand Point,8601,405,2747,378,2453,357,294,164,4721,395,3605,348,1116,274,31,28,20,22,11,22,336,93,245,80,91,53,766,203,707,207,59,47
8.1,Northgate/Maple Leaf,11663,478,4936,498,3954,472,982,213,4557,537,3092,367,1465,388,137,96,50,44,87,87,776,186,571,148,205,106,1257,237,944,202,313,135
8.2,Olympic Hills/Victory Heights,12699,546,4987,546,4061,471,926,297,5483,483,4198,418,1285,293,189,98,101,61,88,89,673,199,466,177,207,116,1367,246,1058,202,309,148
8.3,Cedar Park/Meadowbrook,10470,511,3955,416,3251,377,704,211,4613,416,3493,373,1120,258,124,88,113,87,11,29,462,134,432,126,30,34,1316,240,1192,222,124,87
9.1,Broadview/Bitter Lake,11957,720,3489,540,2884,490,605,258,5005,471,3989,387,1016,285,139,89,98,81,41,40,1319,248,1098,227,221,139,2005,374,1730,370,275,134
9.2,Licton Springs,8030,384,3689,409,3188,430,501,166,2975,506,2368,425,607,238,128,75,56,49,72,61,246,90,136,72,110,57,992,221,755,187,237,116
9.3,Greenwood/Phinney Ridge,19981,586,7520,553,6946,529,574,158,9423,670,8204,605,1219,281,165,82,135,75,30,42,718,152,561,133,157,82,2155,299,1926,287,229,129
9.4,Green Lake,12317,556,5295,524,4873,506,422,147,5154,467,4372,462,782,180,58,52,57,53,1,21,460,112,424,110,36,40,1350,266,1099,236,251,143
9.5,Haller Lake,8265,322,2640,403,2217,388,423,183,4021,499,2735,400,1286,327,116,70,78,51,38,42,520,164,404,138,116,84,968,205,741,179,227,114
10.1,North Beach/Blue Ridge,9785,399,2934,376,2646,349,288,135,5531,403,4813,366,718,240,64,65,55,64,9,22,394,101,319,91,75,45,862,168,759,141,103,78
10.2,Whittier Heights,9968,380,3516,424,3397,424,119,64,4785,490,4380,448,405,138,229,131,202,130,27,43,329,113,282,112,47,37,1109,210,989,189,120,79
10.3,Sunset Hill/Loyal Heights,11912,546,4031,606,3761,591,270,117,5780,441,5130,437,650,167,76,57,60,50,16,31,478,151,407,140,71,57,1547,296,1371,280,176,103
10.4,Ballard,6703,474,3512,473,3105,427,407,287,2025,444,1700,323,325,229,60,60,30,34,30,48,242,116,220,117,22,35,864,294,704,285,160,101
11.1,Fremont,14107,489,7369,572,6824,561,545,182,5013,500,4300,437,713,223,167,111,167,111,0,24,225,92,203,90,22,25,1333,240,1152,229,181,81
11.2,Wallingford,14597,871,8473,903,7573,921,900,246,4222,393,3750,372,472,144,89,50,89,50,0,27,392,105,291,85,101,71,1421,248,1257,229,164,78
11.3,Cascade/Eastlake,12053,772,7561,693,6216,613,1345,479,2341,504,1837,444,504,226,92,95,92,95,0,21,188,102,176,99,12,27,1871,341,1498,303,373,150
12.1,Magnolia,10003,474,2416,502,2138,430,278,129,6186,437,5249,435,937,226,18,34,18,34,0,24,520,127,418,121,102,71,863,199,745,178,118,70
12.2,Interbay,8918,441,3889,382,3590,367,299,184,3706,434,2904,376,802,324,100,57,62,49,38,45,367,115,267,105,100,55,856,178,798,172,58,49
12.3,Queen Anne,33451,1027,16011,1015,14691,1017,1320,322,12967,835,11059,765,1908,328,242,103,201,88,41,58,932,186,828,179,104,62,3299,407,3042,399,257,113
13.1,Belltown,8037,551,4566,507,3503,401,1063,363,2178,438,1872,402,306,145,185,95,174,94,11,22,162,93,138,84,24,40,946,205,805,188,141,81
13.2,Downtown Commercial Core,3815,401,1962,338,1760,324,202,103,1089,277,625,217,464,163,31,37,21,27,10,24,89,59,89,59,0,12,644,187,585,174,59,48
13.3,Pioneer Square/International District,4607,318,1699,259,1335,226,364,117,1428,297,265,119,1163,261,114,60,51,36,63,49,356,111,94,63,262,89,1010,226,596,187,414,147
