area_id,area_name,b19001d001,b19001d001_moe,b19001d002,b19001d002_moe,b19001d003,b19001d003_moe,b19001d004,b19001d004_moe,b19001d005,b19001d005_moe,b19001d006,b19001d006_moe,b19001d007,b19001d007_moe,b19001d008,b19001d008_moe,b19001d009,b19001d009_moe,b19001d010,b19001d010_moe,b19001d011,b19001d011_moe,b19001d012,b19001d012_moe,b19001d013,b19001d013_moe,b19001d014,b19001d014_moe,b19001d015,b19001d015_moe,b19001d016,b19001d016_moe,b19001d017,b19001d017_moe
5.1,Madrona/Leschi,254,91,18,34,0,21,0,21,13,25,0,21,0,21,0,21,0,21,0,21,19,34,17,33,0,21,16,30,21,39,29,32,121,60
5.2,Judkins Park,597,106,178,60,59,49,20,17,23,25,62,56,10,13,32,35,24,24,31,41,34,28,56,42,35,48,33,35,0,12,0,12,0,12
5.3,Central Area/Squire Park,473,150,55,81,41,50,35,56,0,24,0,24,26,34,18,35,64,63,24,33,60,62,19,25,8,25,27,38,8,27,73,54,15,25
6.1,First Hill,1179,208,414,139,59,38,122,78,67,50,31,35,14,28,44,37,22,29,9,25,22,27,27,34,205,153,100,72,17,33,26,45,0,24
6.2,Capitol Hill,1106,279,115,63,11,33,147,202,96,88,0,29,42,44,27,39,121,96,58,48,0,29,56,54,96,71,184,115,70,63,44,56,39,53
6.3,North Capitol Hill,187,107,0,12,17,27,0,12,18,30,0,12,0,12,0,12,0,12,0,12,0,12,19,29,83,71,11,18,20,30,0,12,19,31
6.4,Miller Park,180,65,0,17,21,25,0,17,5,14,0,17,6,16,0,17,13,23,0,17,23,38,11,21,24,25,17,21,0,17,20,22,40,35
6.5,Madison Park,125,99,62,91,0,17,0,17,0,17,18,28,31,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17
7.1,Montlake/Portage Bay,202,81,0,21,0,21,0,21,8,21,0,21,0,21,14,26,0,21,81,66,26,45,31,35,0,21,0,21,25,28,6,20,11,25
7.2,University District,1400,220,541,146,158,105,78,73,161,133,153,88,30,41,16,35,21,42,14,33,103,99,72,115,45,43,0,29,0,29,0,29,8,27
7.3,Ravenna/Bryant,977,185,96,84,55,43,81,58,42,40,13,36,27,52,8,32,44,49,76,75,66,50,74,64,89,74,64,43,103,57,64,46,75,54
7.4,Wedgwood/View Ridge,623,103,18,29,12,30,0,27,0,27,0,27,50,59,25,35,8,28,43,44,35,47,44,37,75,48,96,53,84,48,53,40,80,59
7.5,Laurelhurst/Sand Point,486,143,44,36,0,21,11,25,44,57,19,22,0,21,9,18,0,21,0,21,7,20,36,36,65,69,33,41,51,68,29,29,138,73
8.1,Northgate/Maple Leaf,1211,201,297,129,43,51,85,85,41,40,113,90,97,91,51,44,55,49,78,71,36,39,75,78,73,49,82,68,0,24,27,35,58,39
8.2,Olympic Hills/Victory Heights,1062,198,109,109,48,38,72,45,76,87,32,32,52,67,20,31,62,36,66,75,64,47,60,46,157,93,59,42,97,70,70,69,18,28
8.3,Cedar Park/Meadowbrook,532,135,55,39,7,27,0,27,10,29,43,52,0,27,25,35,71,90,47,50,41,40,65,65,46,41,37,35,30,34,16,28,39,33
9.1,Broadview/Bitter Lake,513,135,125,95,98,69,12,27,16,35,0,27,21,39,9,28,15,33,14,32,42,42,52,47,7,27,39,38,20,35,17,31,26,36
9.2,Licton Springs,835,175,197,108,36,36,71,84,34,53,14,26,53,47,34,40,36,37,33,39,0,17,43,43,81,47,60,51,85,81,37,60,21,36
9.3,Greenwood/Phinney Ridge,701,155,45,45,61,68,0,29,0,29,59,65,35,40,14,36,19,33,15,31,114,76,58,51,70,53,109,87,54,48,13,31,35,36
9.4,Green Lake,403,118,9,25,21,34,41,55,18,33,56,51,9,25,0,24,0,24,0,24,29,33,70,77,12,28,51,49,38,35,24,33,25,31
9.5,Haller Lake,523,130,14,26,0,21,21,35,57,89,0,21,17,30,52,80,31,37,16,29,0,21,41,39,110,69,37,37,19,33,79,65,29,33
10.1,North Beach/Blue Ridge,220,77,0,21,0,21,0,21,9,22,0,21,0,21,0,21,31,39,0,21,44,37,4,18,58,42,27,29,10,25,22,29,15,30
10.2,Whittier Heights,212,82,0,24,0,24,17,29,0,24,0,24,0,24,0,24,0,24,15,28,25,39,31,40,52,51,12,26,27,45,22,27,11,26
10.3,Sunset Hill/Loyal Heights,231,102,16,30,0,24,0,24,0,24,0,24,67,81,0,24,0,24,0,24,15,29,0,24,59,56,15,29,40,36,19,31,0,24
10.4,Ballard,273,124,0,17,0,17,22,35,17,27,19,32,0,17,0,17,0,17,0,17,40,47,40,38,74,77,61,64,0,17,0,17,0,17
11.1,Fremont,390,117,19,35,0,24,7,20,0,24,0,24,0,24,0,24,44,43,0,24,25,33,86,61,23,38,63,40,13,30,37,38,73,62
11.2,Wallingford,868,185,278,125,37,42,34,36,32,41,46,60,20,30,17,25,107,94,10,29,8,27,45,46,87,77,36,39,27,35,35,34,49,41
11.3,Cascade/Eastlake,1391,291,233,160,22,34,38,42,26,34,0,21,38,44,69,82,38,47,12,27,190,139,82,62,330,202,58,62,64,63,40,39,151,120
12.1,Magnolia,214,89,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,25,43,0,24,86,63,14,29,57,52,17,33
12.2,Interbay,256,128,0,21,0,21,0,21,0,21,0,21,16,29,14,24,14,31,23,44,57,58,102,96,0,21,14,26,0,21,16,29,0,21
12.3,Queen Anne,1492,276,85,81,30,50,22,52,47,54,29,48,35,47,102,92,70,71,83,93,57,58,161,109,334,180,85,62,90,68,121,92,141,68
13.1,Belltown,640,203,96,78,38,34,20,32,0,21,0,21,0,21,0,21,17,31,21,26,29,50,81,113,47,46,204,111,40,49,16,29,31,37
13.2,Downtown Commercial Core,194,105,51,49,28,38,0,12,0,12,0,12,34,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,74
13.3,Pioneer Square/International District,1302,146,445,107,246,97,64,54,87,63,116,58,49,47,43,30,22,28,34,33,33,46,59,42,63,39,7,18,12,22,15,21,7,18
