area_id,area_name,b19037g001,b19037g001_moe,b19037g002,b19037g002_moe,b19037g003,b19037g003_moe,b19037g004,b19037g004_moe,b19037g005,b19037g005_moe,b19037g006,b19037g006_moe,b19037g007,b19037g007_moe,b19037g008,b19037g008_moe,b19037g009,b19037g009_moe,b19037g010,b19037g010_moe,b19037g011,b19037g011_moe,b19037g012,b19037g012_moe,b19037g013,b19037g013_moe,b19037g014,b19037g014_moe,b19037g015,b19037g015_moe,b19037g016,b19037g016_moe,b19037g017,b19037g017_moe,b19037g018,b19037g018_moe,b19037g019,b19037g019_moe,b19037g020,b19037g020_moe,b19037g021,b19037g021_moe,b19037g022,b19037g022_moe,b19037g023,b19037g023_moe,b19037g024,b19037g024_moe,b19037g025,b19037g025_moe,b19037g026,b19037g026_moe,b19037g027,b19037g027_moe,b19037g028,b19037g028_moe,b19037g029,b19037g029_moe,b19037g030,b19037g030_moe,b19037g031,b19037g031_moe,b19037g032,b19037g032_moe,b19037g033,b19037g033_moe,b19037g034,b19037g034_moe,b19037g035,b19037g035_moe,b19037g036,b19037g036_moe,b19037g037,b19037g037_moe,b19037g038,b19037g038_moe,b19037g039,b19037g039_moe,b19037g040,b19037g040_moe,b19037g041,b19037g041_moe,b19037g042,b19037g042_moe,b19037g043,b19037g043_moe,b19037g044,b19037g044_moe,b19037g045,b19037g045_moe,b19037g046,b19037g046_moe,b19037g047,b19037g047_moe,b19037g048,b19037g048_moe,b19037g049,b19037g049_moe,b19037g050,b19037g050_moe,b19037g051,b19037g051_moe,b19037g052,b19037g052_moe,b19037g053,b19037g053_moe,b19037g054,b19037g054_moe,b19037g055,b19037g055_moe,b19037g056,b19037g056_moe,b19037g057,b19037g057_moe,b19037g058,b19037g058_moe,b19037g059,b19037g059_moe,b19037g060,b19037g060_moe,b19037g061,b19037g061_moe,b19037g062,b19037g062_moe,b19037g063,b19037g063_moe,b19037g064,b19037g064_moe,b19037g065,b19037g065_moe,b19037g066,b19037g066_moe,b19037g067,b19037g067_moe,b19037g068,b19037g068_moe,b19037g069,b19037g069_moe
3.2,Georgetown,19,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,0,12,0,12,11,18,0,12,0,12,0,12,0,12,4,9,0,12,0,12,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,26,26,18,22,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,169,90,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,114,80,0,24,34,57,27,46,0,24,0,24,0,24,0,24,0,24,28,37,0,24,0,24,0,24,25,37,0,24,0,24,0,24,35,35,0,24,0,24,0,24,0,24,10,27,0,24,0,24,0,24,0,24,0,24,0,24,14,30,11,25,0,24,0,24,0,24,20,26,0,24,0,24,0,24,0,24,12,28,0,24,0,24,0,24,0,24,0,24,8,21,0,24,0,24,0,24,0,24,0,24
3.5,Beacon Hill,122,80,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,67,55,0,17,0,17,0,17,0,17,19,33,0,17,0,17,0,17,17,30,22,37,0,17,0,17,0,17,9,18,0,17,0,17,55,51,13,22,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,42,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,329,131,35,37,13,27,0,24,7,24,0,24,0,24,15,31,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,142,91,0,24,0,24,0,24,65,77,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,56,48,21,37,0,24,0,24,138,93,0,24,0,24,0,24,0,24,10,28,0,24,26,47,12,27,0,24,0,24,9,23,31,55,50,62,0,24,0,24,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,30,0,24,0,24,0,24,0,24
4.1,Rainier Beach,197,125,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,88,86,8,25,15,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,65,83,0,27,0,27,0,27,0,27,0,27,0,27,109,84,0,27,36,58,0,27,0,27,0,27,0,27,38,64,0,27,0,27,0,27,14,30,0,27,12,28,9,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
4.2,Columbia City,342,129,14,24,6,24,0,27,0,27,8,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,178,107,16,33,53,86,0,27,0,27,0,27,0,27,0,27,13,30,0,27,0,27,15,33,23,33,34,31,24,44,0,27,0,27,102,62,17,34,14,30,0,27,0,27,27,33,0,27,17,35,0,27,0,27,0,27,0,27,27,33,0,27,0,27,0,27,0,27,48,48,0,27,0,27,24,42,0,27,0,27,0,27,0,27,0,27,0,27,7,25,0,27,17,33,0,27,0,27,0,27,0,27
4.3,Seward Park,122,63,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,79,50,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,12,22,12,22,25,33,5,14,17,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,43,36,0,17,0,17,0,17,9,19,0,17,0,17,0,17,0,17,7,16,27,33,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,140,83,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,80,59,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,30,0,17,0,17,0,17,17,28,14,23,31,36,46,53,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,46,53,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,178,122,27,33,0,21,0,21,0,21,0,21,14,27,0,21,0,21,13,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,96,108,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,87,108,0,21,0,21,9,18,0,21,0,21,26,29,12,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,27,29,35,0,21,0,21,0,21,0,21,0,21,9,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,20,35
5.2,Judkins Park,64,56,26,42,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,9,15,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,362,147,15,33,0,24,0,24,0,24,0,24,15,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,213,101,8,25,0,24,17,33,0,24,0,24,0,24,0,24,13,30,0,24,58,68,28,30,40,49,15,27,10,27,9,26,15,32,73,66,0,24,0,24,0,24,0,24,33,50,0,24,0,24,0,24,0,24,0,24,26,45,0,24,14,32,0,24,0,24,0,24,61,78,15,32,0,24,46,74,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.1,First Hill,176,85,52,53,34,45,0,24,18,36,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,96,63,0,24,0,24,0,24,19,36,0,24,9,25,0,24,7,24,32,46,9,26,20,36,0,24,0,24,0,24,0,24,0,24,23,32,0,24,0,24,0,24,0,24,0,24,0,24,7,24,0,24,0,24,0,24,16,32,0,24,0,24,0,24,0,24,0,24,5,23,0,24,0,24,5,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,497,179,110,99,0,29,0,29,31,56,0,29,16,37,0,29,46,77,0,29,0,29,0,29,17,37,0,29,0,29,0,29,0,29,0,29,234,116,0,29,13,32,0,29,0,29,42,42,0,29,26,48,15,36,62,61,0,29,15,34,27,38,34,61,0,29,0,29,0,29,142,101,16,35,16,35,16,35,67,91,0,29,0,29,12,31,0,29,0,29,12,31,0,29,0,29,0,29,0,29,0,29,3,25,11,30,0,29,0,29,0,29,0,29,0,29,0,29,11,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,78,80,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,74,0,12,16,27,0,12,0,12,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,122,76,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,90,64,8,17,0,17,0,17,0,17,28,45,0,17,0,17,0,17,0,17,0,17,0,17,21,26,0,17,0,17,13,24,20,33,32,33,0,17,11,23,0,17,0,17,0,17,0,17,0,17,0,17,7,18,14,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,20,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,23,0,17,0,17,0,17,0,17,11,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,131,82,50,65,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,11,22,39,62,0,21,0,21,0,21,0,21,0,21,55,43,0,21,0,21,0,21,0,21,16,28,0,21,16,28,0,21,0,21,17,29,0,21,0,21,0,21,0,21,0,21,6,20,15,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,29,0,21,0,21,0,21,11,24,0,21,0,21,11,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,282,122,151,97,43,39,0,29,13,32,14,32,0,29,33,54,0,29,0,29,0,29,48,77,0,29,0,29,0,29,0,29,0,29,0,29,95,74,19,42,0,29,0,29,0,29,0,29,45,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,31,55,0,29,36,33,24,32,0,29,0,29,12,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,352,114,134,73,46,51,15,39,20,36,0,32,13,36,0,32,0,32,15,39,14,37,0,32,11,36,0,32,0,32,0,32,0,32,0,32,144,74,14,36,0,32,16,37,0,32,0,32,0,32,0,32,0,32,12,36,0,32,18,35,23,40,0,32,12,36,10,33,39,53,40,45,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,13,33,10,33,0,32,0,32,17,38,0,32,34,46,0,32,0,32,0,32,0,32,0,32,0,32,34,46,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,171,92,50,77,0,27,0,27,0,27,0,27,0,27,50,77,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,71,55,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,27,0,27,8,28,0,27,42,49,13,30,0,27,0,27,0,27,50,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,30,7,27,16,31,5,26,0,27,10,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,192,108,23,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,23,39,0,21,0,21,0,21,0,21,156,105,27,45,0,21,9,23,0,21,0,21,18,30,0,21,9,22,0,21,0,21,0,21,39,59,38,59,0,21,0,21,16,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,25,0,21,0,21,0,21,13,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,130,62,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,94,54,25,33,0,24,0,24,0,24,0,24,9,26,6,23,0,24,4,22,10,27,0,24,29,38,11,28,0,24,0,24,0,24,24,30,0,24,0,24,0,24,0,24,17,26,0,24,0,24,0,24,0,24,0,24,0,24,7,24,0,24,0,24,0,24,0,24,12,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,25,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,294,132,33,42,0,24,0,24,0,24,0,24,15,30,0,24,0,24,18,37,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,191,118,18,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,32,63,72,0,24,54,69,28,44,0,24,13,29,40,35,0,24,0,24,0,24,16,31,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,27,0,24,7,24,0,24,30,36,16,31,0,24,0,24,0,24,0,24,0,24,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,161,84,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,120,81,4,25,0,27,11,27,0,27,0,27,0,27,0,27,38,39,52,82,13,30,0,27,0,27,2,25,0,27,0,27,0,27,37,30,0,27,0,27,0,27,0,27,0,27,8,25,0,27,0,27,0,27,0,27,7,26,9,23,13,27,0,27,0,27,0,27,4,25,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,4,25,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,220,125,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,139,115,0,27,0,27,0,27,0,27,0,27,0,27,0,27,49,73,0,27,0,27,18,38,49,81,9,29,0,27,14,33,0,27,45,42,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,25,37,0,27,11,29,9,28,0,27,36,46,0,27,0,27,0,27,0,27,0,27,14,31,0,27,22,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,146,97,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,74,15,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,42,28,47,0,17,0,17,0,17,22,37,4,17,58,68,0,17,0,17,10,19,0,17,0,17,0,17,0,17,0,17,48,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,349,114,20,35,0,29,0,29,0,29,0,29,0,29,20,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,235,103,0,29,15,36,18,40,12,33,41,53,13,33,0,29,15,38,39,58,19,41,0,29,24,36,22,43,9,30,0,29,8,29,94,56,34,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,14,33,0,29,21,34,15,30,0,29,10,32,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
9.4,Green Lake,175,105,75,81,0,24,0,24,0,24,0,24,0,24,0,24,0,24,49,77,0,24,14,29,12,29,0,24,0,24,0,24,0,24,0,24,77,61,0,24,0,24,0,24,37,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,36,0,24,0,24,4,23,16,30,23,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,8,26,0,24,15,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,90,81,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,83,81,0,21,0,21,0,21,0,21,0,21,44,68,0,21,0,21,0,21,0,21,21,37,0,21,0,21,0,21,18,32,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,131,70,5,19,0,21,0,21,0,21,0,21,5,19,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,116,70,0,21,0,21,0,21,0,21,0,21,0,21,0,21,25,36,17,33,0,21,27,43,0,21,8,21,30,38,9,23,0,21,10,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
