area_id,area_name,b17010h001,b17010h001_moe,b17010h002,b17010h002_moe,b17010h003,b17010h003_moe,b17010h004,b17010h004_moe,b17010h005,b17010h005_moe,b17010h006,b17010h006_moe,b17010h007,b17010h007_moe,b17010h008,b17010h008_moe,b17010h009,b17010h009_moe,b17010h010,b17010h010_moe,b17010h011,b17010h011_moe,b17010h012,b17010h012_moe,b17010h013,b17010h013_moe,b17010h014,b17010h014_moe,b17010h015,b17010h015_moe,b17010h016,b17010h016_moe,b17010h017,b17010h017_moe,b17010h018,b17010h018_moe,b17010h019,b17010h019_moe,b17010h020,b17010h020_moe,b17010h021,b17010h021_moe,b17010h022,b17010h022_moe,b17010h023,b17010h023_moe,b17010h024,b17010h024_moe,b17010h025,b17010h025_moe,b17010h026,b17010h026_moe,b17010h027,b17010h027_moe,b17010h028,b17010h028_moe,b17010h029,b17010h029_moe,b17010h030,b17010h030_moe,b17010h031,b17010h031_moe,b17010h032,b17010h032_moe,b17010h033,b17010h033_moe,b17010h034,b17010h034_moe,b17010h035,b17010h035_moe,b17010h036,b17010h036_moe,b17010h037,b17010h037_moe,b17010h038,b17010h038_moe,b17010h039,b17010h039_moe,b17010h040,b17010h040_moe,b17010h041,b17010h041_moe
8.2,Olympic Hills/Victory Heights,2369,240,150,96,94,67,16,33,16,33,0,24,0,24,78,63,56,70,45,70,0,24,0,24,0,24,0,24,45,70,11,27,11,27,0,24,0,24,11,27,0,24,2219,238,1744,203,656,134,248,98,62,41,346,103,1088,167,475,145,138,87,92,77,0,24,0,24,92,77,46,43,337,114,130,71,34,53,0,24,96,59,207,86
8.3,Cedar Park/Meadowbrook,2054,202,69,64,23,31,0,27,0,27,0,27,0,27,23,31,46,60,0,27,0,27,0,27,0,27,0,27,0,27,46,60,46,60,46,60,0,27,0,27,0,27,1985,194,1748,193,673,134,212,94,63,36,398,120,1075,167,237,93,80,54,4,25,0,27,0,27,4,25,76,53,157,76,86,63,40,53,9,29,37,40,71,43
9.1,Broadview/Bitter Lake,2390,239,96,65,48,47,0,27,0,27,0,27,0,27,48,47,48,48,0,27,0,27,0,27,0,27,0,27,0,27,48,48,48,48,14,33,0,27,34,44,0,27,2294,239,1945,210,689,113,198,91,84,64,407,101,1256,203,349,132,97,76,81,75,0,27,0,27,81,75,16,35,252,102,107,75,0,27,8,27,99,75,145,66
9.2,Licton Springs,1113,200,29,32,18,30,0,17,0,17,0,17,0,17,18,30,11,22,0,17,0,17,0,17,0,17,0,17,0,17,11,22,11,22,0,17,0,17,11,22,0,17,1084,198,909,194,341,137,252,109,17,29,72,63,568,158,175,81,39,36,28,32,13,23,0,17,15,28,11,22,136,70,66,57,24,39,0,17,42,45,70,52
9.3,Greenwood/Phinney Ridge,4424,305,54,52,31,44,13,34,0,29,0,29,13,34,18,40,23,36,11,32,11,32,0,29,0,29,11,32,0,29,12,33,12,33,0,29,0,29,12,33,0,29,4370,305,3848,305,1852,200,631,147,341,123,880,156,1996,250,522,136,124,77,58,63,0,29,0,29,58,63,66,54,398,116,189,78,29,41,11,32,149,69,209,92
9.4,Green Lake,2560,233,80,74,46,62,39,63,39,63,0,24,0,24,7,24,34,46,8,25,8,25,0,24,0,24,8,25,0,24,26,44,26,44,0,24,0,24,26,44,0,24,2480,241,2156,227,859,112,386,103,75,50,398,93,1297,216,324,97,84,45,50,39,16,33,0,24,34,33,34,31,240,86,123,67,0,24,0,24,123,67,117,72
9.5,Haller Lake,1657,200,58,42,7,16,0,21,0,21,0,21,0,21,7,16,51,41,34,35,8,22,0,21,0,21,8,22,26,34,17,23,17,23,0,21,3,16,14,26,0,21,1599,201,1324,207,407,108,131,72,110,75,166,76,917,181,275,98,126,70,76,51,15,26,0,21,61,45,50,46,149,77,75,49,0,21,0,21,75,49,74,62
10.1,North Beach/Blue Ridge,2781,174,39,31,10,23,10,23,0,21,10,23,0,21,0,21,29,29,10,22,10,22,0,21,0,21,10,22,0,21,19,27,19,27,0,21,0,21,19,27,0,21,2742,176,2379,183,787,129,224,85,139,70,424,102,1592,165,363,115,68,45,64,44,10,23,0,21,54,42,4,18,295,107,148,82,0,21,0,21,148,82,147,65
10.2,Whittier Heights,2492,238,67,64,10,24,10,24,0,24,0,24,10,24,0,24,57,59,26,34,26,34,12,25,0,24,14,28,0,24,31,51,0,24,0,24,0,24,0,24,31,51,2425,232,1988,232,954,143,439,134,168,61,347,103,1034,192,437,158,134,97,134,97,28,36,0,24,106,89,0,24,303,116,158,95,13,26,51,63,94,56,145,81
10.3,Sunset Hill/Loyal Heights,3029,218,90,61,64,54,35,40,0,24,0,24,35,40,29,43,26,29,0,24,0,24,0,24,0,24,0,24,0,24,26,29,26,29,11,24,0,24,15,29,0,24,2939,224,2523,220,1160,166,493,150,182,72,485,113,1363,197,416,135,151,99,55,66,11,25,0,24,44,63,96,78,265,101,135,71,0,24,18,32,117,66,130,72
10.4,Ballard,1052,227,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1052,227,820,210,260,86,142,110,41,48,77,65,560,201,232,120,78,71,0,17,0,17,0,17,0,17,78,71,154,92,31,35,0,17,0,17,31,35,123,95
11.1,Fremont,2411,242,63,49,44,43,14,29,14,29,0,24,0,24,30,37,19,31,0,24,0,24,0,24,0,24,0,24,0,24,19,31,19,31,0,24,15,32,4,23,0,24,2348,240,2021,233,653,119,321,117,85,49,247,84,1368,221,327,113,131,75,106,69,37,43,0,24,69,55,25,33,196,91,84,61,14,30,0,24,70,57,112,65
11.2,Wallingford,2137,214,57,65,8,26,0,27,0,27,0,27,0,27,8,26,49,66,38,64,0,27,0,27,0,27,0,27,38,64,11,29,11,29,11,29,0,27,0,27,0,27,2080,195,1755,181,802,121,315,102,139,56,348,92,953,145,325,114,165,88,64,40,9,28,0,27,55,37,101,81,160,76,97,60,26,41,24,42,47,37,63,47
11.3,Cascade/Eastlake,898,216,8,23,0,21,0,21,0,21,0,21,0,21,0,21,8,23,0,21,0,21,0,21,0,21,0,21,0,21,8,23,8,23,0,21,0,21,8,23,0,21,890,217,790,209,192,105,148,91,0,21,44,53,598,185,100,69,36,43,0,21,0,21,0,21,0,21,36,43,64,53,53,51,16,40,0,21,37,38,11,25
12.1,Magnolia,3117,222,43,55,27,46,27,46,0,24,0,24,27,46,0,24,16,30,16,30,0,24,0,24,0,24,0,24,16,30,0,24,0,24,0,24,0,24,0,24,0,24,3074,224,2848,219,1284,170,326,124,250,111,708,134,1564,180,226,97,57,51,47,47,0,24,0,24,47,47,10,23,169,86,74,67,0,24,0,24,74,67,95,61
12.2,Interbay,1582,198,17,21,8,18,8,18,0,21,0,21,8,18,0,21,9,23,0,21,0,21,0,21,0,21,0,21,0,21,9,23,9,23,0,21,0,21,9,23,0,21,1565,199,1390,186,562,153,121,76,136,89,305,121,828,174,175,75,0,21,0,21,0,21,0,21,0,21,0,21,175,75,105,61,14,29,14,25,77,53,70,45
12.3,Queen Anne,5819,404,124,61,66,51,17,44,0,40,0,40,17,44,49,51,58,51,0,40,0,40,0,40,0,40,0,40,0,40,58,51,35,47,26,46,0,40,9,41,23,44,5695,401,5183,393,1976,222,713,163,337,135,926,177,3207,342,512,150,147,73,54,49,0,40,0,40,54,49,93,65,365,137,213,102,66,71,0,40,147,83,152,96
13.1,Belltown,872,207,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,872,207,830,201,144,42,144,42,0,21,0,21,686,200,42,40,0,21,0,21,0,21,0,21,0,21,0,21,42,40,28,33,14,24,14,25,0,21,14,25
13.2,Downtown Commercial Core,299,98,23,23,14,24,0,12,0,12,0,12,0,12,14,24,9,16,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,9,16,276,93,276,93,9,16,9,16,0,12,0,12,267,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,84,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,84,52,84,52,37,32,31,32,0,17,6,16,47,43,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
