area_id,area_name,b99201001,b99201001_moe,b99201002,b99201002_moe,b99201003,b99201003_moe,b99201004,b99201004_moe,b99201005,b99201005_moe,b99201006,b99201006_moe,b99201007,b99201007_moe,b99201008,b99201008_moe
1.1,Arbor Heights,5032,-1,4494,-1,108,-1,0,-1,0,-1,0,-1,9,-1,421,-1
1.2,Fauntleroy/Seaview,11408,-1,10605,-1,146,-1,0,-1,0,-1,0,-1,0,-1,657,-1
1.3,West Seattle Junction/Genesee Hill,14975,-1,13676,-1,215,-1,0,-1,0,-1,0,-1,0,-1,1084,-1
1.4,Alki/Admiral,9694,-1,8901,-1,194,-1,0,-1,0,-1,0,-1,11,-1,588,-1
2.1,North Delridge,4138,-1,3693,-1,46,-1,0,-1,0,-1,0,-1,0,-1,399,-1
2.2,High Point,4967,-1,4294,-1,68,-1,0,-1,0,-1,0,-1,0,-1,605,-1
2.3,Riverview,3821,-1,3133,-1,20,-1,0,-1,0,-1,0,-1,10,-1,658,-1
2.4,Roxhill/Westwood,10351,-1,8912,-1,182,-1,0,-1,0,-1,0,-1,0,-1,1257,-1
2.5,Highland Park,4988,-1,3974,-1,170,-1,0,-1,0,-1,0,-1,0,-1,844,-1
3.1,South Park,3169,-1,2169,-1,99,-1,0,-1,0,-1,0,-1,0,-1,901,-1
3.2,Georgetown,1066,-1,961,-1,11,-1,0,-1,0,-1,0,-1,0,-1,94,-1
3.3,Duwamish/SODO,2226,-1,1892,-1,74,-1,0,-1,0,-1,0,-1,0,-1,260,-1
3.4,South Beacon Hill/NewHolly,11230,-1,8587,-1,554,-1,0,-1,0,-1,0,-1,12,-1,2077,-1
3.5,Beacon Hill,7910,-1,6306,-1,292,-1,0,-1,0,-1,0,-1,0,-1,1312,-1
3.6,North Beacon Hill/Jefferson Park,11652,-1,10276,-1,236,-1,0,-1,0,-1,0,-1,0,-1,1140,-1
4.1,Rainier Beach,11754,-1,10075,-1,299,-1,0,-1,0,-1,0,-1,9,-1,1371,-1
4.2,Columbia City,13515,-1,11590,-1,356,-1,0,-1,0,-1,0,-1,0,-1,1569,-1
4.3,Seward Park,7152,-1,6021,-1,215,-1,0,-1,0,-1,0,-1,0,-1,916,-1
4.4,Mt. Baker/North Rainier,4441,-1,3717,-1,80,-1,0,-1,0,-1,0,-1,12,-1,632,-1
5.1,Madrona/Leschi,8373,-1,7332,-1,185,-1,0,-1,0,-1,0,-1,0,-1,856,-1
5.2,Judkins Park,2607,-1,2172,-1,117,-1,0,-1,0,-1,0,-1,0,-1,318,-1
5.3,Central Area/Squire Park,14626,-1,12797,-1,378,-1,0,-1,0,-1,0,-1,0,-1,1451,-1
6.1,First Hill,14263,-1,12117,-1,605,-1,0,-1,0,-1,0,-1,8,-1,1533,-1
6.2,Capitol Hill,19443,-1,18025,-1,126,-1,0,-1,0,-1,0,-1,0,-1,1292,-1
6.3,North Capitol Hill,3591,-1,3349,-1,58,-1,0,-1,0,-1,0,-1,0,-1,184,-1
6.4,Miller Park,6054,-1,5335,-1,103,-1,0,-1,0,-1,0,-1,0,-1,616,-1
6.5,Madison Park,4317,-1,3745,-1,197,-1,0,-1,0,-1,0,-1,0,-1,375,-1
