area_id,area_name,b19313d001,b19313d001_moe
1.1,Arbor Heights,19476000,9821475
1.2,Fauntleroy/Seaview,24562700,10080633
1.3,West Seattle Junction/Genesee Hill,30631500,13161656
1.4,Alki/Admiral,27345600,12531507
2.1,North Delridge,18210900,8925564
2.2,High Point,30508400,9790901
2.3,Riverview,36563100,12126827
2.4,Roxhill/Westwood,35694400,8875517
2.5,Highland Park,25200800,8893708
3.1,South Park,10244000,3827991
3.2,Georgetown,2155600,1509975
3.3,Duwamish/SODO,15503000,5727562
3.4,South Beacon Hill/NewHolly,143538300,19178408
3.5,Beacon Hill,127758700,21206029
3.6,North Beacon Hill/Jefferson Park,124253100,16364152
4.1,Rainier Beach,86568900,16156701
4.2,Columbia City,107201300,22850254
4.3,Seward Park,40872100,7619073
4.4,Mt. Baker/North Rainier,18694600,8077526
5.1,Madrona/Leschi,68323000,23311004
5.2,Judkins Park,23181200,7030615
5.3,Central Area/Squire Park,37798600,12531859
6.1,First Hill,48022400,16672756
6.2,Capitol Hill,74109200,20223579
6.3,North Capitol Hill,20179000,13069741
6.4,Miller Park,27337600,13010662
6.5,Madison Park,3843000,2346599
7.1,Montlake/Portage Bay,27183900,11762826
7.2,University District,40665100,9263444
7.3,Ravenna/Bryant,84314500,18007724
7.4,Wedgwood/View Ridge,82708500,19153181
7.5,Laurelhurst/Sand Point,84733100,34342592
8.1,Northgate/Maple Leaf,65666400,21435977
8.2,Olympic Hills/Victory Heights,75006000,18553919
8.3,Cedar Park/Meadowbrook,48279400,14248296
9.1,Broadview/Bitter Lake,35698800,13245049
9.2,Licton Springs,48236900,15537624
9.3,Greenwood/Phinney Ridge,54212100,13384296
9.4,Green Lake,42813100,13745585
9.5,Haller Lake,51073300,12837525
10.1,North Beach/Blue Ridge,17462000,6013467
10.2,Whittier Heights,17920000,7337794
10.3,Sunset Hill/Loyal Heights,18911800,7679729
10.4,Ballard,30092400,13997589
11.1,Fremont,46985700,13877181
11.2,Wallingford,50334400,16702909
11.3,Cascade/Eastlake,146427300,74579180
12.1,Magnolia,36069800,12603244
12.2,Interbay,24858800,11639725
12.3,Queen Anne,154921500,31570742
13.1,Belltown,64561500,26138695
13.2,Downtown Commercial Core,14932700,11784185
13.3,Pioneer Square/International District,38908200,6653883
