area_id,area_name,b17001f001,b17001f001_moe,b17001f002,b17001f002_moe,b17001f003,b17001f003_moe,b17001f004,b17001f004_moe,b17001f005,b17001f005_moe,b17001f006,b17001f006_moe,b17001f007,b17001f007_moe,b17001f008,b17001f008_moe,b17001f009,b17001f009_moe,b17001f010,b17001f010_moe,b17001f011,b17001f011_moe,b17001f012,b17001f012_moe,b17001f013,b17001f013_moe,b17001f014,b17001f014_moe,b17001f015,b17001f015_moe,b17001f016,b17001f016_moe,b17001f017,b17001f017_moe,b17001f018,b17001f018_moe,b17001f019,b17001f019_moe,b17001f020,b17001f020_moe,b17001f021,b17001f021_moe,b17001f022,b17001f022_moe,b17001f023,b17001f023_moe,b17001f024,b17001f024_moe,b17001f025,b17001f025_moe,b17001f026,b17001f026_moe,b17001f027,b17001f027_moe,b17001f028,b17001f028_moe,b17001f029,b17001f029_moe,b17001f030,b17001f030_moe,b17001f031,b17001f031_moe,b17001f032,b17001f032_moe,b17001f033,b17001f033_moe,b17001f034,b17001f034_moe,b17001f035,b17001f035_moe,b17001f036,b17001f036_moe,b17001f037,b17001f037_moe,b17001f038,b17001f038_moe,b17001f039,b17001f039_moe,b17001f040,b17001f040_moe,b17001f041,b17001f041_moe,b17001f042,b17001f042_moe,b17001f043,b17001f043_moe,b17001f044,b17001f044_moe,b17001f045,b17001f045_moe,b17001f046,b17001f046_moe,b17001f047,b17001f047_moe,b17001f048,b17001f048_moe,b17001f049,b17001f049_moe,b17001f050,b17001f050_moe,b17001f051,b17001f051_moe,b17001f052,b17001f052_moe,b17001f053,b17001f053_moe,b17001f054,b17001f054_moe,b17001f055,b17001f055_moe,b17001f056,b17001f056_moe,b17001f057,b17001f057_moe,b17001f058,b17001f058_moe,b17001f059,b17001f059_moe
5.2,Judkins Park,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,159,125,32,63,32,63,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,32,63,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,127,103,72,65,0,24,0,24,0,24,0,24,0,24,12,30,0,24,29,38,17,29,14,30,0,24,0,24,0,24,55,44,10,29,0,24,0,24,0,24,0,24,0,24,0,24,37,37,0,24,8,24,0,24,0,24,0,24
6.1,First Hill,258,137,24,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,24,33,0,24,0,24,0,24,0,24,0,24,0,24,14,32,0,24,0,24,10,26,0,24,0,24,0,24,234,135,167,113,0,24,0,24,0,24,0,24,0,24,0,24,43,52,73,63,0,24,51,86,0,24,0,24,0,24,67,69,0,24,0,24,0,24,0,24,0,24,0,24,0,24,67,69,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,146,90,30,39,16,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,35,0,29,0,29,0,29,0,29,14,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,14,35,0,29,0,29,0,29,0,29,0,29,116,85,50,43,0,29,0,29,0,29,0,29,0,29,0,29,24,35,12,33,0,29,14,33,0,29,0,29,0,29,66,78,0,29,0,29,0,29,0,29,0,29,0,29,12,33,0,29,0,29,0,29,54,76,0,29,0,29
6.3,North Capitol Hill,56,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,63,56,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,36,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,16,20,8,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,16,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17
6.5,Madison Park,35,56,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,35,56,23,37,0,17,0,17,11,18,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,12,20,0,17,0,17,12,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,69,79,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,69,79,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,69,79,0,21,11,24,0,21,0,21,0,21,0,21,0,21,9,23,49,77,0,21,0,21,0,21,0,21
7.2,University District,276,263,205,246,57,76,0,29,0,29,0,29,0,29,0,29,0,29,57,76,0,29,0,29,0,29,0,29,0,29,0,29,148,237,0,29,0,29,0,29,0,29,0,29,0,29,148,237,0,29,0,29,0,29,0,29,0,29,0,29,71,89,53,84,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,53,84,0,29,0,29,0,29,18,40,0,29,0,29,0,29,0,29,0,29,0,29,18,40,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,196,128,44,61,44,61,0,32,0,32,0,32,0,32,0,32,0,32,44,61,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,152,116,100,82,0,32,14,37,21,45,0,32,0,32,0,32,0,32,18,35,47,50,0,32,0,32,0,32,0,32,52,58,16,39,0,32,0,32,0,32,0,32,0,32,0,32,14,37,8,32,14,31,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,54,38,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,54,38,10,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,28,0,27,0,27,0,27,0,27,44,37,0,27,13,31,0,27,0,27,0,27,0,27,0,27,12,28,19,33,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,38,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,39,31,38,0,21,0,21,21,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,24,0,21,0,21,7,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,20,0,21,0,21,0,21,0,21
