area_id,area_name,b25059001,b25059001_moe
1.1,Arbor Heights,3263,411
1.2,Fauntleroy/Seaview,2496,146
1.3,West Seattle Junction/Genesee Hill,4360,291
1.4,Alki/Admiral,3030,238
2.1,North Delridge,1185,73
2.2,High Point,2070,236
2.3,Riverview,1579,232
2.4,Roxhill/Westwood,3313,512
2.5,Highland Park,1063,118
3.1,South Park,1196,300
3.2,Georgetown,872,120
3.3,Duwamish/SODO,1289,147
3.4,South Beacon Hill/NewHolly,3149,832
3.5,Beacon Hill,2818,329
3.6,North Beacon Hill/Jefferson Park,3002,549
4.1,Rainier Beach,2294,351
4.2,Columbia City,3265,438
4.3,Seward Park,2182,403
4.4,Mt. Baker/North Rainier,1123,400
5.1,Madrona/Leschi,2949,499
5.2,Judkins Park,1004,153
5.3,Central Area/Squire Park,5244,287
6.1,First Hill,5005,282
6.2,Capitol Hill,4745,187
6.3,North Capitol Hill,1356,151
6.4,Miller Park,3088,550
6.5,Madison Park,1863,173
7.1,Montlake/Portage Bay,1469,187
7.2,University District,3532,267
7.3,Ravenna/Bryant,8689,510
7.4,Wedgwood/View Ridge,5590,597
7.5,Laurelhurst/Sand Point,2847,200
8.1,Northgate/Maple Leaf,3969,213
8.2,Olympic Hills/Victory Heights,3272,435
8.3,Cedar Park/Meadowbrook,5076,680
9.1,Broadview/Bitter Lake,3928,583
9.2,Licton Springs,2395,164
9.3,Greenwood/Phinney Ridge,8275,503
9.4,Green Lake,4903,442
9.5,Haller Lake,2667,300
10.1,North Beach/Blue Ridge,4290,275
10.2,Whittier Heights,2839,234
10.3,Sunset Hill/Loyal Heights,2882,334
10.4,Ballard,1399,73
11.1,Fremont,4074,207
11.2,Wallingford,5965,312
11.3,Cascade/Eastlake,4487,279
12.1,Magnolia,1541,448
12.2,Interbay,2410,78
12.3,Queen Anne,10566,592
13.1,Belltown,2939,259
13.2,Downtown Commercial Core,1660,141
13.3,Pioneer Square/International District,1716,94
