area_id,area_name,b08113001,b08113001_moe,b08113002,b08113002_moe,b08113003,b08113003_moe,b08113004,b08113004_moe,b08113005,b08113005_moe,b08113006,b08113006_moe,b08113007,b08113007_moe,b08113008,b08113008_moe,b08113009,b08113009_moe,b08113010,b08113010_moe,b08113011,b08113011_moe,b08113012,b08113012_moe,b08113013,b08113013_moe,b08113014,b08113014_moe,b08113015,b08113015_moe,b08113016,b08113016_moe,b08113017,b08113017_moe,b08113018,b08113018_moe,b08113019,b08113019_moe,b08113020,b08113020_moe,b08113021,b08113021_moe,b08113022,b08113022_moe,b08113023,b08113023_moe,b08113024,b08113024_moe,b08113025,b08113025_moe,b08113026,b08113026_moe,b08113027,b08113027_moe,b08113028,b08113028_moe,b08113029,b08113029_moe,b08113030,b08113030_moe,b08113031,b08113031_moe,b08113032,b08113032_moe,b08113033,b08113033_moe,b08113034,b08113034_moe,b08113035,b08113035_moe,b08113036,b08113036_moe,b08113037,b08113037_moe,b08113038,b08113038_moe,b08113039,b08113039_moe,b08113040,b08113040_moe,b08113041,b08113041_moe,b08113042,b08113042_moe,b08113043,b08113043_moe,b08113044,b08113044_moe,b08113045,b08113045_moe,b08113046,b08113046_moe,b08113047,b08113047_moe,b08113048,b08113048_moe,b08113049,b08113049_moe,b08113050,b08113050_moe,b08113051,b08113051_moe,b08113052,b08113052_moe,b08113053,b08113053_moe,b08113054,b08113054_moe,b08113055,b08113055_moe,b08113056,b08113056_moe
1.1,Arbor Heights,3608,209,3200,238,171,97,160,87,11,22,237,107,144,76,93,76,2721,239,2437,248,119,76,108,64,11,22,165,90,119,69,46,62,257,96,212,87,0,17,0,17,0,17,45,42,25,32,20,32,264,98,212,77,52,62,52,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,78,59,78,59,0,17,0,17,0,17,0,17,0,17,0,17,288,91,261,86,0,17,0,17,0,17,27,40,0,17,27,40
1.2,Fauntleroy/Seaview,8102,501,7347,502,167,98,154,96,13,27,588,204,503,201,85,61,5005,474,4583,450,115,87,115,87,0,24,307,108,281,109,26,37,850,302,715,242,32,37,19,34,13,27,103,153,103,153,0,24,1205,244,1093,232,0,24,0,24,0,24,112,65,53,45,59,51,71,54,71,54,0,24,0,24,0,24,0,24,0,24,0,24,245,111,225,117,20,35,20,35,0,24,0,24,0,24,0,24,726,191,660,190,0,24,0,24,0,24,66,62,66,62,0,24
1.3,West Seattle Junction/Genesee Hill,10157,532,9173,557,270,163,170,149,100,71,714,199,536,170,178,110,6142,551,5591,541,155,106,100,93,55,56,396,140,295,122,101,87,1233,271,1117,243,18,36,0,29,18,36,98,84,98,84,0,29,1619,294,1434,283,48,70,48,70,0,29,137,71,74,55,63,53,284,115,243,102,27,46,0,29,27,46,14,33,14,33,0,29,238,111,228,110,0,29,0,29,0,29,10,33,10,33,0,29,641,167,560,155,22,31,22,31,0,29,59,44,45,38,14,33
1.4,Alki/Admiral,6063,363,5341,374,181,121,160,116,21,35,541,216,471,203,70,60,3935,379,3553,356,85,81,64,77,21,35,297,149,261,141,36,52,604,209,484,167,69,81,69,81,0,24,51,76,51,76,0,24,791,171,659,165,27,35,27,35,0,24,105,69,105,69,0,24,126,88,111,85,0,24,0,24,0,24,15,29,0,24,15,29,138,71,138,71,0,24,0,24,0,24,0,24,0,24,0,24,469,151,396,136,0,24,0,24,0,24,73,85,54,82,19,34
2.1,North Delridge,2950,272,2237,313,160,148,25,27,135,144,553,253,454,220,99,71,1621,248,1380,253,41,37,25,27,16,26,200,125,162,112,38,49,421,192,262,147,65,79,0,12,65,79,94,99,94,99,0,12,612,204,375,161,54,81,0,12,54,81,183,116,122,104,61,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,113,75,99,71,0,12,0,12,0,12,14,23,14,23,0,12,183,110,121,91,0,12,0,12,0,12,62,75,62,75,0,12
2.2,High Point,2805,290,2098,300,28,33,17,25,11,28,679,190,391,147,288,143,1710,301,1171,259,28,33,17,25,11,28,511,196,299,144,212,127,350,152,309,150,0,17,0,17,0,17,41,33,41,33,0,17,451,173,384,153,0,17,0,17,0,17,67,63,38,40,29,49,89,68,42,31,0,17,0,17,0,17,47,60,0,17,47,60,49,41,36,33,0,17,0,17,0,17,13,27,13,27,0,17,156,83,156,83,0,17,0,17,0,17,0,17,0,17,0,17
2.3,Riverview,2666,229,2051,239,81,61,36,33,45,34,534,192,280,149,254,93,1616,177,1219,193,64,46,27,21,37,26,333,133,175,97,158,67,558,148,396,132,8,13,0,12,8,13,154,78,70,62,84,60,304,107,272,107,0,12,0,12,0,12,32,29,20,23,12,18,12,17,12,17,0,12,0,12,0,12,0,12,0,12,0,12,79,64,70,64,9,15,9,15,0,12,0,12,0,12,0,12,97,45,82,41,0,12,0,12,0,12,15,22,15,22,0,12
2.4,Roxhill/Westwood,6860,452,4607,396,1073,315,342,114,731,314,1180,309,683,233,497,197,4305,363,3149,332,572,164,206,96,366,159,584,224,378,198,206,93,835,257,377,139,142,130,73,66,69,114,316,166,185,111,131,92,1125,283,688,191,266,197,15,25,251,196,171,92,70,49,101,73,220,118,66,49,45,74,0,21,45,74,109,83,50,59,59,62,145,68,136,68,9,23,9,23,0,21,0,21,0,21,0,21,230,90,191,79,39,49,39,49,0,21,0,21,0,21,0,21
2.5,Highland Park,2999,316,2037,325,302,206,196,130,106,99,660,159,393,161,267,104,1988,271,1482,286,87,76,53,64,34,41,419,169,232,151,187,84,274,139,154,86,53,85,0,21,53,85,67,54,28,35,39,39,493,211,280,121,63,53,44,45,19,32,150,155,112,126,38,68,64,102,0,21,64,102,64,102,0,21,0,21,0,21,0,21,53,61,18,31,35,55,35,55,0,21,0,21,0,21,0,21,127,67,103,59,0,21,0,21,0,21,24,30,21,30,3,14
3.1,South Park,2078,433,860,156,822,400,262,167,560,311,396,106,138,73,258,75,1203,288,478,116,493,238,247,163,246,132,232,98,106,69,126,59,232,135,88,67,92,87,0,17,92,87,52,39,6,16,46,42,452,163,193,69,190,142,0,17,190,142,69,50,26,31,43,41,49,58,17,27,32,52,0,17,32,52,0,17,0,17,0,17,62,49,43,42,15,29,15,29,0,17,4,14,0,17,4,14,80,56,41,43,0,17,0,17,0,17,39,37,0,17,39,37
3.2,Georgetown,745,110,542,127,94,80,14,19,80,72,109,63,19,20,90,53,344,129,268,106,72,62,10,17,62,55,4,8,4,8,0,12,73,72,44,41,0,12,0,12,0,12,29,35,15,19,14,17,168,82,88,67,4,9,4,9,0,12,76,51,0,12,76,51,114,53,96,53,18,24,0,12,18,24,0,12,0,12,0,12,25,36,25,36,0,12,0,12,0,12,0,12,0,12,0,12,21,25,21,25,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,1357,191,1034,179,121,118,32,31,89,109,202,73,77,45,125,56,660,125,562,122,23,22,22,22,1,2,75,48,21,23,54,43,173,96,105,63,7,16,0,12,7,16,61,66,14,21,47,56,275,158,163,98,76,104,10,12,66,104,36,42,12,16,24,33,93,49,71,40,3,7,0,12,3,7,19,26,19,26,0,12,82,54,71,51,0,12,0,12,0,12,11,18,11,18,0,12,74,65,62,56,12,30,0,12,12,30,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,6375,573,1841,334,135,70,122,61,13,27,4399,543,1559,331,2840,449,3830,440,1121,259,128,66,115,56,13,27,2581,395,856,200,1725,368,966,280,266,154,0,24,0,24,0,24,700,225,323,174,377,140,1284,263,316,141,7,21,7,21,0,24,961,237,317,157,644,171,74,58,12,28,0,24,0,24,0,24,62,56,9,26,53,54,100,60,93,59,0,24,0,24,0,24,7,25,7,25,0,24,121,73,33,37,0,24,0,24,0,24,88,62,47,50,41,44
3.5,Beacon Hill,4981,569,1907,342,199,159,141,121,58,92,2875,563,1236,268,1639,404,3157,513,1074,236,135,106,94,81,41,65,1948,493,985,256,963,358,881,256,372,171,17,30,0,17,17,30,492,189,116,112,376,187,635,223,214,121,38,47,38,47,0,17,383,184,108,82,275,128,116,94,90,86,9,18,9,18,0,17,17,23,0,17,17,23,78,57,57,46,0,17,0,17,0,17,21,35,21,35,0,17,114,57,100,56,0,17,0,17,0,17,14,18,6,18,8,17
3.6,North Beacon Hill/Jefferson Park,7629,566,4121,462,536,296,182,123,354,244,2972,474,1053,271,1919,422,3793,423,1831,297,308,190,119,90,189,164,1654,321,664,216,990,267,1027,319,481,186,70,102,0,24,70,102,476,240,39,40,437,235,1820,371,987,233,132,161,37,67,95,136,701,243,261,123,440,206,275,125,238,115,11,27,11,27,0,24,26,32,26,32,0,24,553,206,475,195,15,32,15,32,0,24,63,54,63,54,0,24,161,94,109,65,0,24,0,24,0,24,52,70,0,24,52,70
4.1,Rainier Beach,6803,538,3780,450,458,199,186,122,272,146,2565,429,1254,289,1311,305,4393,474,2446,372,234,141,51,65,183,129,1713,312,899,239,814,228,1041,302,566,259,83,97,54,86,29,51,392,182,183,158,209,115,870,212,477,151,90,89,47,58,43,73,303,118,63,57,240,124,48,64,0,27,0,27,0,27,0,27,48,64,48,64,0,27,153,94,74,60,51,61,34,59,17,32,28,50,28,50,0,27,298,154,217,127,0,27,0,27,0,27,81,84,33,42,48,77
4.2,Columbia City,8119,600,4545,511,575,273,255,126,320,234,2999,436,1101,195,1898,397,4651,493,2685,384,320,239,89,68,231,228,1646,310,641,180,1005,286,794,211,362,129,39,66,19,37,20,38,393,160,129,99,264,127,1764,356,954,240,115,87,46,55,69,72,695,228,282,127,413,190,241,125,65,48,80,77,80,77,0,27,96,84,12,30,84,83,327,147,195,99,0,27,0,27,0,27,132,113,21,40,111,108,342,131,284,123,21,42,21,42,0,27,37,33,16,32,21,29
4.3,Seward Park,4312,367,3000,314,309,256,203,196,106,89,1003,196,505,147,498,149,2703,311,1882,249,167,201,95,138,72,80,654,160,307,108,347,109,470,149,332,105,12,22,12,22,0,17,126,98,60,43,66,86,610,139,333,100,84,68,50,42,34,53,193,91,121,73,72,62,119,65,106,62,13,23,13,23,0,17,0,17,0,17,0,17,142,80,109,64,33,54,33,54,0,17,0,17,0,17,0,17,268,117,238,111,0,17,0,17,0,17,30,33,17,25,13,21
4.4,Mt. Baker/North Rainier,2812,312,2289,282,137,100,50,43,87,88,386,182,209,106,177,127,1539,231,1299,201,0,17,0,17,0,17,240,132,134,81,106,95,324,135,204,109,59,61,26,30,33,52,61,69,44,66,17,29,504,201,424,189,39,44,0,17,39,44,41,44,0,17,41,44,76,53,49,45,0,17,0,17,0,17,27,30,14,22,13,21,128,72,104,63,24,28,24,28,0,17,0,17,0,17,0,17,241,108,209,102,15,24,0,17,15,24,17,29,17,29,0,17
5.1,Madrona/Leschi,5629,412,4983,392,248,147,197,132,51,49,398,149,333,124,65,89,3089,358,2893,347,84,57,69,51,15,29,112,60,112,60,0,21,593,269,476,243,67,101,67,101,0,21,50,51,33,55,17,28,778,219,635,186,29,38,11,23,18,31,114,91,114,91,0,21,232,145,184,99,0,21,0,21,0,21,48,86,0,21,48,86,445,184,400,181,11,23,11,23,0,21,34,39,34,39,0,21,492,183,395,166,57,54,39,44,18,31,40,38,40,38,0,21
5.2,Judkins Park,1400,215,810,147,135,170,24,35,111,171,455,129,306,109,149,60,649,158,453,144,30,47,0,12,30,47,166,71,99,57,67,30,97,69,9,14,16,26,16,26,0,12,72,58,53,44,19,24,406,156,179,68,81,123,0,12,81,123,146,78,83,58,63,53,141,64,88,49,0,12,0,12,0,12,53,43,53,43,0,12,18,20,9,14,0,12,0,12,0,12,9,14,9,14,0,12,89,67,72,62,8,14,8,14,0,12,9,15,9,15,0,12
5.3,Central Area/Squire Park,10248,577,8693,572,455,166,272,116,183,126,1100,276,804,207,296,170,4072,436,3589,392,96,65,58,60,38,33,387,181,214,109,173,146,672,191,479,157,41,53,41,53,0,24,152,92,142,91,10,26,2266,360,1814,316,204,134,95,81,109,118,248,105,167,79,81,69,1755,325,1472,296,107,76,71,62,36,39,176,104,160,101,16,33,910,223,866,216,7,24,7,24,0,24,37,48,37,48,0,24,573,158,473,141,0,24,0,24,0,24,100,78,84,68,16,30
6.1,First Hill,7493,529,5564,473,504,188,359,140,145,115,1425,327,925,256,500,175,1709,292,1240,232,103,79,65,53,38,63,366,169,159,107,207,121,295,173,216,125,71,74,57,66,14,38,8,26,8,26,0,24,1573,288,1199,251,42,58,42,58,0,24,332,187,181,143,151,99,3402,408,2501,353,255,143,162,89,93,98,646,212,529,200,117,71,166,79,99,58,26,44,26,44,0,24,41,44,16,34,25,35,348,143,309,139,7,24,7,24,0,24,32,39,32,39,0,24
6.2,Capitol Hill,15387,693,13268,712,705,254,514,197,191,167,1414,348,1198,320,216,150,4371,567,3724,516,235,178,114,97,121,151,412,169,312,139,100,100,541,192,475,182,14,33,14,33,0,29,52,53,35,45,17,38,4079,543,3459,492,205,124,151,102,54,71,415,191,400,188,15,47,4984,626,4467,591,208,119,192,117,16,35,309,161,225,137,84,97,697,235,572,199,43,76,43,76,0,29,82,82,82,82,0,29,715,265,571,206,0,29,0,29,0,29,144,137,144,137,0,29
6.3,North Capitol Hill,2643,221,2403,235,64,51,64,51,0,12,176,95,159,91,17,26,1175,182,1048,183,33,38,33,38,0,12,94,67,94,67,0,12,153,110,153,110,0,12,0,12,0,12,0,12,0,12,0,12,553,200,488,198,18,29,18,29,0,12,47,43,30,36,17,26,480,177,460,174,0,12,0,12,0,12,20,30,20,30,0,12,115,102,115,102,0,12,0,12,0,12,0,12,0,12,0,12,167,91,139,85,13,20,13,20,0,12,15,24,15,24,0,12
6.4,Miller Park,4367,240,3919,263,92,63,69,53,23,38,356,110,211,89,145,71,1859,220,1698,215,39,31,27,26,12,22,122,66,77,45,45,43,228,103,170,88,33,49,33,49,0,17,25,39,0,17,25,39,958,178,850,166,11,22,0,17,11,22,97,56,54,48,43,35,612,181,532,174,0,17,0,17,0,17,80,55,57,49,23,34,412,132,392,132,9,19,9,19,0,17,11,22,11,22,0,17,298,95,277,92,0,17,0,17,0,17,21,20,12,15,9,18
6.5,Madison Park,2609,299,2332,276,44,37,32,31,12,20,233,100,207,96,26,31,1826,284,1666,270,36,34,24,28,12,20,124,70,113,68,11,19,163,98,126,82,0,17,0,17,0,17,37,41,22,33,15,25,187,79,176,73,0,17,0,17,0,17,11,26,11,26,0,17,110,99,92,95,0,17,0,17,0,17,18,28,18,28,0,17,51,51,43,49,8,14,8,14,0,17,0,17,0,17,0,17,272,102,229,97,0,17,0,17,0,17,43,41,43,41,0,17
7.1,Montlake/Portage Bay,6254,398,5700,419,192,122,181,117,11,23,362,127,256,110,106,75,3037,323,2874,326,100,79,89,76,11,23,63,48,63,48,0,21,434,153,414,149,20,30,20,30,0,21,0,21,0,21,0,21,1471,317,1265,311,60,78,60,78,0,21,146,86,56,49,90,70,356,120,254,102,12,23,12,23,0,21,90,64,74,58,16,28,542,200,501,200,0,21,0,21,0,21,41,41,41,41,0,21,414,109,392,108,0,21,0,21,0,21,22,21,22,21,0,21
7.2,University District,8748,819,6958,789,244,119,234,118,10,28,1546,311,1197,266,349,136,2858,479,2427,468,70,62,70,62,0,29,361,144,297,132,64,54,503,215,425,210,17,27,7,28,10,28,61,50,61,50,0,29,1842,401,1399,344,53,73,53,73,0,29,390,179,284,153,106,89,2275,376,1687,323,67,56,67,56,0,29,521,173,404,155,117,67,528,211,441,204,0,29,0,29,0,29,87,61,47,58,40,36,742,252,579,196,37,56,37,56,0,29,126,97,104,83,22,41
7.3,Ravenna/Bryant,14032,700,12088,653,341,113,324,106,17,34,1603,395,1218,291,385,205,7116,550,6319,538,112,57,107,56,5,31,685,215,591,198,94,87,1104,234,938,204,26,40,26,40,0,32,140,87,126,78,14,35,2685,343,2214,325,83,56,83,56,0,32,388,186,265,113,123,99,1144,281,942,250,20,46,20,46,0,32,182,103,95,65,87,79,996,214,850,188,46,54,46,54,0,32,100,73,76,69,24,39,987,204,825,174,54,49,42,38,12,34,108,92,65,65,43,72
7.4,Wedgwood/View Ridge,8014,390,6437,394,259,118,197,112,62,45,1318,281,993,217,325,158,4670,365,3795,333,163,71,113,64,50,42,712,200,526,146,186,125,792,210,627,190,37,51,37,51,0,27,128,68,111,60,17,28,1204,200,926,172,18,30,18,30,0,27,260,102,229,96,31,42,209,95,168,81,29,50,29,50,0,27,12,32,12,32,0,27,604,160,542,155,12,30,0,27,12,30,50,45,25,30,25,41,535,149,379,99,0,27,0,27,0,27,156,108,90,65,66,65
7.5,Laurelhurst/Sand Point,5366,341,4389,356,160,120,107,98,53,71,817,244,648,211,169,101,3110,289,2641,275,67,55,57,53,10,24,402,145,339,135,63,42,466,161,346,141,0,21,0,21,0,21,120,78,120,78,0,21,934,238,743,211,60,72,17,25,43,70,131,67,86,51,45,41,234,112,191,105,33,49,33,49,0,21,10,22,10,22,0,21,194,101,186,100,0,21,0,21,0,21,8,22,8,22,0,21,428,184,282,102,0,21,0,21,0,21,146,146,85,134,61,65
8.1,Northgate/Maple Leaf,7405,495,5529,394,456,218,219,131,237,164,1420,320,847,281,573,238,3968,388,3024,319,264,148,120,80,144,114,680,212,380,167,300,148,1034,256,697,227,0,24,0,24,0,24,337,187,160,154,177,128,1468,264,1115,230,98,77,87,75,11,27,255,129,177,119,78,53,266,118,186,92,49,70,7,24,42,70,31,42,23,41,8,23,457,170,360,146,40,65,0,24,40,65,57,52,57,52,0,24,212,84,147,62,5,23,5,23,0,24,60,57,50,57,10,24
8.2,Olympic Hills/Victory Heights,8321,547,6574,525,446,150,286,107,160,79,1301,332,682,183,619,278,4866,483,4003,458,265,125,144,78,121,74,598,183,319,130,279,128,854,195,623,168,68,53,46,46,22,30,163,90,65,53,98,68,1620,342,1067,227,79,57,62,49,17,34,474,262,261,117,213,232,300,116,248,110,34,43,34,43,0,24,18,30,18,30,0,24,314,140,314,140,0,24,0,24,0,24,0,24,0,24,0,24,367,155,319,146,0,24,0,24,0,24,48,45,19,34,29,37
8.3,Cedar Park/Meadowbrook,6652,492,5140,391,590,282,215,121,375,275,922,227,570,189,352,141,4008,444,3216,301,438,307,126,100,312,300,354,143,256,124,98,69,716,205,480,153,32,39,4,25,28,40,204,125,81,98,123,92,1194,231,869,197,38,38,38,38,0,27,287,124,156,76,131,94,100,56,76,47,11,27,11,27,0,27,13,30,13,30,0,27,226,94,179,72,35,61,0,27,35,61,12,32,12,32,0,27,408,113,320,100,36,47,36,47,0,27,52,38,52,38,0,27
9.1,Broadview/Bitter Lake,6212,442,4989,405,217,126,154,96,63,88,1006,265,692,234,314,154,3986,398,3255,348,121,76,92,67,29,41,610,197,383,154,227,132,514,174,405,151,34,57,0,27,34,57,75,54,53,49,22,33,766,182,611,169,12,31,12,31,0,27,143,83,90,68,53,48,222,136,176,122,0,27,0,27,0,27,46,79,46,79,0,27,216,109,178,106,0,27,0,27,0,27,38,37,38,37,0,27,508,187,364,134,50,65,50,65,0,27,94,85,82,76,12,30
9.2,Licton Springs,5766,410,4608,419,567,217,364,168,203,136,591,215,271,130,320,139,3339,404,2559,380,327,144,224,129,103,70,453,202,236,125,217,119,949,306,827,283,90,84,77,74,13,23,32,34,9,21,23,27,1044,207,796,175,142,93,63,58,79,73,106,74,26,32,80,68,107,69,107,69,0,17,0,17,0,17,0,17,0,17,0,17,164,91,156,89,8,19,0,17,8,19,0,17,0,17,0,17,163,78,163,78,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,14331,569,12976,546,465,218,309,170,156,114,890,229,658,172,232,113,7933,493,7162,485,266,126,207,110,59,52,505,159,401,140,104,79,1288,279,1136,244,112,108,50,64,62,90,40,53,31,42,9,32,2439,349,2171,330,71,64,40,55,31,43,197,83,122,58,75,54,590,163,565,158,0,29,0,29,0,29,25,41,8,30,17,40,984,203,896,191,0,29,0,29,0,29,88,81,70,67,18,39,1097,244,1046,243,16,32,12,33,4,28,35,38,26,38,9,30
9.4,Green Lake,8989,565,7726,524,329,171,313,169,16,31,934,211,717,181,217,114,5042,397,4427,389,196,126,196,126,0,24,419,143,277,92,142,104,614,167,522,156,0,24,0,24,0,24,92,68,78,65,14,28,1653,312,1339,259,106,104,106,104,0,24,208,106,159,96,49,45,271,119,234,117,11,27,11,27,0,24,26,35,26,35,0,24,543,188,453,173,16,31,0,24,16,31,74,49,74,49,0,24,866,226,751,202,0,24,0,24,0,24,115,92,103,90,12,28
9.5,Haller Lake,5352,395,4130,407,105,77,61,52,44,54,1117,304,797,251,320,145,3303,351,2540,352,68,58,53,52,15,28,695,257,450,184,245,128,755,240,728,237,0,21,0,21,0,21,27,38,5,16,22,37,874,232,545,182,37,31,8,21,29,33,292,122,239,114,53,47,105,62,101,61,0,21,0,21,0,21,4,17,4,17,0,21,67,53,52,46,0,21,0,21,0,21,15,27,15,27,0,21,248,113,164,102,0,21,0,21,0,21,84,78,84,78,0,21
10.1,North Beach/Blue Ridge,6380,335,5646,329,354,150,240,107,114,90,380,114,246,102,134,66,4274,346,3777,318,303,140,189,98,114,90,194,75,88,51,106,57,710,188,598,178,23,29,23,29,0,21,89,80,89,80,0,21,624,144,565,129,28,38,28,38,0,21,31,29,31,29,0,21,231,147,226,145,0,21,0,21,0,21,5,18,5,18,0,21,177,74,165,75,0,21,0,21,0,21,12,25,12,25,0,21,364,119,315,105,0,21,0,21,0,21,49,64,21,35,28,39
10.2,Whittier Heights,7518,426,6803,426,299,173,231,124,68,108,416,129,301,120,115,75,4119,359,3721,359,197,118,197,118,0,24,201,93,192,92,9,23,711,194,612,169,0,24,0,24,0,24,99,72,51,46,48,55,1442,236,1372,237,0,24,0,24,0,24,70,59,43,42,27,45,169,80,120,71,34,39,34,39,0,24,15,29,15,29,0,24,637,191,554,166,68,108,0,24,68,108,15,29,0,24,15,29,440,151,424,145,0,24,0,24,0,24,16,29,0,24,16,29
10.3,Sunset Hill/Loyal Heights,8331,554,7345,540,208,128,192,125,16,32,778,269,637,261,141,97,5020,453,4424,418,130,109,130,109,0,24,466,169,384,157,82,85,718,214,655,192,44,42,28,32,16,32,19,30,19,30,0,24,1391,290,1255,284,18,34,18,34,0,24,118,63,74,49,44,41,198,84,184,81,0,24,0,24,0,24,14,28,14,28,0,24,417,132,362,121,16,31,16,31,0,24,39,49,39,49,0,24,587,187,465,148,0,24,0,24,0,24,122,124,107,121,15,29
10.4,Ballard,5109,442,4244,390,210,180,118,143,92,106,655,354,610,344,45,51,2284,419,1863,311,77,102,0,17,77,102,344,234,344,234,0,17,532,295,532,295,0,17,0,17,0,17,0,17,0,17,0,17,1161,302,894,261,118,138,103,137,15,25,149,110,149,110,0,17,339,139,315,135,0,17,0,17,0,17,24,37,24,37,0,17,220,91,201,96,0,17,0,17,0,17,19,29,19,29,0,17,573,254,439,245,15,24,15,24,0,17,119,127,74,114,45,51
11.1,Fremont,11095,510,9941,493,302,121,280,111,22,33,852,211,748,202,104,61,5423,492,4807,468,152,74,139,71,13,30,464,170,411,160,53,43,940,257,784,224,0,24,0,24,0,24,156,103,156,103,0,24,2499,349,2286,344,108,75,99,67,9,28,105,64,105,64,0,24,600,182,557,172,0,24,0,24,0,24,43,50,43,50,0,24,952,235,867,222,19,36,19,36,0,24,66,60,15,34,51,48,681,171,640,172,23,43,23,43,0,24,18,29,18,29,0,24
11.2,Wallingford,10480,833,9266,714,237,131,203,127,34,36,977,236,812,216,165,73,4840,462,4441,459,65,52,42,41,23,34,334,120,245,104,89,59,807,210,738,197,22,34,22,34,0,27,47,40,35,37,12,31,2282,414,1814,338,55,58,55,58,0,27,413,151,378,151,35,35,1135,293,951,235,78,86,67,86,11,29,106,76,79,55,27,36,675,180,627,173,9,28,9,28,0,27,39,54,39,54,0,27,741,186,695,182,8,27,8,27,0,27,38,37,36,36,2,25
11.3,Cascade/Eastlake,8419,671,6944,658,296,133,231,123,65,61,1179,280,903,238,276,141,3111,458,2546,411,68,52,43,42,25,43,497,200,346,169,151,109,540,257,463,251,28,36,28,36,0,21,49,46,49,46,0,21,1552,348,1239,340,40,41,40,41,0,21,273,128,211,115,62,57,2335,341,1931,320,88,64,48,46,40,48,316,132,253,106,63,81,458,199,444,198,14,28,14,28,0,21,0,21,0,21,0,21,423,154,321,116,58,97,58,97,0,21,44,63,44,63,0,21
12.1,Magnolia,6233,401,5512,392,238,158,198,153,40,48,483,162,439,156,44,39,3896,322,3391,322,138,143,125,141,13,27,367,125,338,120,29,34,841,267,733,250,81,69,54,53,27,46,27,35,12,25,15,30,684,217,603,187,19,35,19,35,0,24,62,58,62,58,0,24,132,94,132,94,0,24,0,24,0,24,0,24,0,24,0,24,214,87,214,87,0,24,0,24,0,24,0,24,0,24,0,24,466,145,439,139,0,24,0,24,0,24,27,35,27,35,0,24
12.2,Interbay,6486,475,5465,395,217,112,180,105,37,38,804,283,533,191,271,193,3999,474,3379,383,93,65,82,62,11,22,527,257,297,152,230,188,547,248,467,230,7,18,7,18,0,21,73,59,46,43,27,42,1055,224,876,215,81,59,68,53,13,30,98,75,84,71,14,26,181,97,128,72,13,30,0,21,13,30,40,62,40,62,0,21,315,133,283,124,7,19,7,19,0,21,25,47,25,47,0,21,389,112,332,96,16,28,16,28,0,21,41,49,41,49,0,21
12.3,Queen Anne,24210,1015,21518,1007,634,211,442,162,192,127,2058,366,1801,349,257,118,11300,749,10255,728,244,105,172,78,72,76,801,204,729,196,72,56,1737,353,1497,322,90,103,47,59,43,92,150,92,137,91,13,41,4894,544,4203,515,196,127,160,114,36,47,495,181,388,158,107,88,3370,517,3051,497,62,70,21,55,41,58,257,118,218,112,39,51,770,203,737,200,0,40,0,40,0,40,33,51,33,51,0,40,2139,312,1775,280,42,52,42,52,0,40,322,136,296,134,26,43
13.1,Belltown,5539,487,4616,427,175,109,161,107,14,29,748,226,713,216,35,44,2064,330,1795,313,52,54,52,54,0,21,217,113,182,102,35,44,327,241,257,234,29,48,29,48,0,21,41,39,41,39,0,21,789,234,624,203,50,48,36,44,14,29,115,75,115,75,0,21,1817,367,1476,311,44,46,44,46,0,21,297,180,297,180,0,21,78,70,63,64,0,21,0,21,0,21,15,27,15,27,0,21,464,156,401,142,0,21,0,21,0,21,63,63,63,63,0,21
13.2,Downtown Commercial Core,1921,228,1548,202,0,12,0,12,0,12,373,160,307,140,66,73,299,117,254,108,0,12,0,12,0,12,45,42,45,42,0,12,56,64,56,64,0,12,0,12,0,12,0,12,0,12,0,12,479,150,350,120,0,12,0,12,0,12,129,96,119,92,10,24,777,178,616,167,0,12,0,12,0,12,161,94,143,79,18,29,75,72,75,72,0,12,0,12,0,12,0,12,0,12,0,12,235,138,197,96,0,12,0,12,0,12,38,61,0,12,38,61
13.3,Pioneer Square/International District,2313,250,1242,213,65,62,65,62,0,17,1006,183,260,88,746,155,505,141,278,107,0,17,0,17,0,17,227,95,40,29,187,93,99,69,56,51,0,17,0,17,0,17,43,43,22,26,21,23,852,179,387,147,40,53,40,53,0,17,425,138,136,77,289,103,613,124,331,100,25,36,25,36,0,17,257,86,42,33,215,79,47,55,34,51,0,17,0,17,0,17,13,25,0,17,13,25,197,105,156,92,0,17,0,17,0,17,41,52,20,21,21,49
