area_id,area_name,b992702001,b992702001_moe,b992702002,b992702002_moe,b992702003,b992702003_moe
1.1,Arbor Heights,6251,-1,585,-1,5666,-1
1.2,Fauntleroy/Seaview,13653,-1,1196,-1,12457,-1
1.3,West Seattle Junction/Genesee Hill,17521,-1,1523,-1,15998,-1
1.4,Alki/Admiral,11124,-1,1186,-1,9938,-1
2.1,North Delridge,4749,-1,409,-1,4340,-1
2.2,High Point,6452,-1,507,-1,5945,-1
2.3,Riverview,4685,-1,555,-1,4130,-1
2.4,Roxhill/Westwood,12524,-1,1068,-1,11456,-1
2.5,Highland Park,5814,-1,694,-1,5120,-1
3.1,South Park,4310,-1,786,-1,3524,-1
3.2,Georgetown,1184,-1,121,-1,1063,-1
3.3,Duwamish/SODO,2332,-1,222,-1,2110,-1
3.4,South Beacon Hill/NewHolly,15604,-1,1998,-1,13606,-1
3.5,Beacon Hill,9332,-1,1197,-1,8135,-1
3.6,North Beacon Hill/Jefferson Park,14180,-1,1210,-1,12970,-1
4.1,Rainier Beach,15144,-1,1780,-1,13364,-1
4.2,Columbia City,16249,-1,1352,-1,14897,-1
4.3,Seward Park,8589,-1,869,-1,7720,-1
4.4,Mt. Baker/North Rainier,5483,-1,587,-1,4896,-1
5.1,Madrona/Leschi,9977,-1,1133,-1,8844,-1
5.2,Judkins Park,2735,-1,335,-1,2400,-1
5.3,Central Area/Squire Park,16546,-1,1549,-1,14997,-1
6.1,First Hill,12940,-1,1579,-1,11361,-1
6.2,Capitol Hill,20179,-1,1199,-1,18980,-1
6.3,North Capitol Hill,3918,-1,194,-1,3724,-1
6.4,Miller Park,7268,-1,304,-1,6964,-1
6.5,Madison Park,5099,-1,790,-1,4309,-1
7.1,Montlake/Portage Bay,9397,-1,599,-1,8798,-1
7.2,University District,19393,-1,2794,-1,16599,-1
7.3,Ravenna/Bryant,24600,-1,2391,-1,22209,-1
7.4,Wedgwood/View Ridge,14935,-1,1631,-1,13304,-1
7.5,Laurelhurst/Sand Point,10791,-1,1016,-1,9775,-1
8.1,Northgate/Maple Leaf,13239,-1,1591,-1,11648,-1
8.2,Olympic Hills/Victory Heights,14590,-1,1359,-1,13231,-1
8.3,Cedar Park/Meadowbrook,12033,-1,1409,-1,10624,-1
9.1,Broadview/Bitter Lake,13305,-1,1634,-1,11671,-1
9.2,Licton Springs,8916,-1,830,-1,8086,-1
9.3,Greenwood/Phinney Ridge,23508,-1,2273,-1,21235,-1
9.4,Green Lake,13753,-1,1408,-1,12345,-1
9.5,Haller Lake,9784,-1,1106,-1,8678,-1
10.1,North Beach/Blue Ridge,11516,-1,1277,-1,10239,-1
10.2,Whittier Heights,11717,-1,770,-1,10947,-1
10.3,Sunset Hill/Loyal Heights,13970,-1,1390,-1,12580,-1
10.4,Ballard,7123,-1,818,-1,6305,-1
11.1,Fremont,15385,-1,999,-1,14386,-1
11.2,Wallingford,16358,-1,1674,-1,14684,-1
11.3,Cascade/Eastlake,12372,-1,1001,-1,11371,-1
12.1,Magnolia,12491,-1,1555,-1,10936,-1
12.2,Interbay,9757,-1,970,-1,8787,-1
12.3,Queen Anne,36820,-1,3781,-1,33039,-1
13.1,Belltown,8214,-1,771,-1,7443,-1
13.2,Downtown Commercial Core,3653,-1,476,-1,3177,-1
13.3,Pioneer Square/International District,5239,-1,714,-1,4525,-1
