area_id,area_name,b10060001,b10060001_moe,b10060002,b10060002_moe,b10060003,b10060003_moe,b10060004,b10060004_moe,b10060005,b10060005_moe,b10060006,b10060006_moe,b10060007,b10060007_moe,b10060008,b10060008_moe,b10060009,b10060009_moe,b10060010,b10060010_moe,b10060011,b10060011_moe,b10060012,b10060012_moe,b10060013,b10060013_moe,b10060014,b10060014_moe,b10060015,b10060015_moe,b10060016,b10060016_moe
1.1,Arbor Heights,61,51,61,51,17,30,17,30,0,17,44,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,181,121,167,120,79,72,45,62,34,43,88,73,14,29,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,77,63,43,50,2,33,1,26,1,27,41,48,34,41,0,29,0,29,0,29,34,41,0,29,0,29,0,29,0,29,0,29
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,96,91,96,91,0,12,0,12,0,12,96,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.2,High Point,70,60,53,55,0,17,0,17,0,17,53,55,17,30,0,17,0,17,0,17,17,30,0,17,0,17,0,17,0,17,0,17
2.3,Riverview,139,83,139,83,12,18,12,18,0,12,127,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,225,117,160,87,63,61,37,35,26,31,97,69,65,82,14,28,0,21,14,28,51,80,0,21,0,21,0,21,0,21,0,21
2.5,Highland Park,124,100,124,100,34,52,34,52,0,21,90,90,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
3.1,South Park,134,104,134,104,66,63,38,56,28,31,68,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.2,Georgetown,45,38,45,38,0,12,0,12,0,12,45,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,14,22,14,22,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
