area_id,area_name,b25003c001,b25003c001_moe,b25003c002,b25003c002_moe,b25003c003,b25003c003_moe
1.1,Arbor Heights,33,39,33,39,0,17
1.2,Fauntleroy/Seaview,24,28,24,28,0,24
1.3,West Seattle Junction/Genesee Hill,46,45,1,26,45,44
1.4,Alki/Admiral,0,24,0,24,0,24
2.1,North Delridge,42,49,0,12,42,49
2.2,High Point,0,17,0,17,0,17
2.3,Riverview,21,34,0,12,21,34
2.4,Roxhill/Westwood,39,44,0,21,39,44
2.5,Highland Park,37,47,9,18,28,45
3.1,South Park,0,17,0,17,0,17
3.2,Georgetown,25,26,7,12,18,24
3.3,Duwamish/SODO,12,22,12,22,0,12
3.4,South Beacon Hill/NewHolly,65,47,37,39,28,34
3.5,Beacon Hill,7,17,7,17,0,17
3.6,North Beacon Hill/Jefferson Park,13,25,0,24,13,25
4.1,Rainier Beach,31,42,0,27,31,42
4.2,Columbia City,11,28,0,27,11,28
4.3,Seward Park,23,28,23,28,0,17
4.4,Mt. Baker/North Rainier,42,42,0,17,42,42
5.1,Madrona/Leschi,32,37,0,21,32,37
5.2,Judkins Park,10,15,0,12,10,15
5.3,Central Area/Squire Park,52,53,15,32,37,47
6.1,First Hill,152,85,12,26,140,83
6.2,Capitol Hill,227,125,21,41,206,121
6.3,North Capitol Hill,42,62,0,12,42,62
6.4,Miller Park,28,27,18,25,10,19
6.5,Madison Park,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,27,36,0,21
7.2,University District,22,42,0,29,22,42
7.3,Ravenna/Bryant,31,38,9,33,22,37
7.4,Wedgwood/View Ridge,11,29,11,29,0,27
7.5,Laurelhurst/Sand Point,23,23,23,23,0,21
8.1,Northgate/Maple Leaf,92,67,14,29,78,65
8.2,Olympic Hills/Victory Heights,10,24,10,24,0,24
8.3,Cedar Park/Meadowbrook,75,56,15,26,60,57
9.1,Broadview/Bitter Lake,67,56,30,39,37,47
9.2,Licton Springs,23,29,12,22,11,22
9.3,Greenwood/Phinney Ridge,75,60,50,47,25,47
9.4,Green Lake,0,24,0,24,0,24
9.5,Haller Lake,84,60,19,23,65,55
10.1,North Beach/Blue Ridge,31,33,17,23,14,29
10.2,Whittier Heights,20,35,20,35,0,24
10.3,Sunset Hill/Loyal Heights,14,29,0,24,14,29
10.4,Ballard,0,17,0,17,0,17
11.1,Fremont,33,40,14,30,19,35
11.2,Wallingford,40,43,16,33,24,35
11.3,Cascade/Eastlake,285,154,0,21,285,154
12.1,Magnolia,25,34,12,26,13,29
12.2,Interbay,25,32,13,25,12,23
12.3,Queen Anne,155,106,44,54,111,95
13.1,Belltown,120,94,0,21,120,94
13.2,Downtown Commercial Core,20,29,0,12,20,29
13.3,Pioneer Square/International District,0,17,0,17,0,17
