area_id,area_name,b19113001,b19113001_moe
1.1,Arbor Heights,200686,17368
1.2,Fauntleroy/Seaview,234191,19824
1.3,West Seattle Junction/Genesee Hill,304319,17873
1.4,Alki/Admiral,231839,31695
2.1,North Delridge,79276,17956
2.2,High Point,102404,38034
2.3,Riverview,84800,9430
2.4,Roxhill/Westwood,212376,18657
2.5,Highland Park,220857,256226
3.1,South Park,45558,6559
3.2,Georgetown,72333,15952
3.3,Duwamish/SODO,70313,34262
3.4,South Beacon Hill/NewHolly,143251,16661
3.5,Beacon Hill,159792,36635
3.6,North Beacon Hill/Jefferson Park,184895,19679
4.1,Rainier Beach,113398,15204
4.2,Columbia City,190492,27386
4.3,Seward Park,164932,25392
4.4,Mt. Baker/North Rainier,104216,19680
5.1,Madrona/Leschi,253938,28843
5.2,Judkins Park,52500,8923
5.3,Central Area/Squire Park,334416,55920
6.1,First Hill,253079,58950
6.2,Capitol Hill,337217,114275
6.3,North Capitol Hill,185990,11085
6.4,Miller Park,252157,42010
6.5,Madison Park,164402,24000
7.1,Montlake/Portage Bay,250483,41952
7.2,University District,254568,275427
7.3,Ravenna/Bryant,655371,62369
7.4,Wedgwood/View Ridge,468970,44024
7.5,Laurelhurst/Sand Point,262555,34052
8.1,Northgate/Maple Leaf,232358,35383
8.2,Olympic Hills/Victory Heights,249628,38317
8.3,Cedar Park/Meadowbrook,372800,27646
9.1,Broadview/Bitter Lake,288217,33608
9.2,Licton Springs,157676,21354
9.3,Greenwood/Phinney Ridge,591768,41455
9.4,Green Lake,328661,26386
9.5,Haller Lake,154470,29866
10.1,North Beach/Blue Ridge,310130,27923
10.2,Whittier Heights,185230,13885
10.3,Sunset Hill/Loyal Heights,202833,16945
10.4,Ballard,90538,15134
11.1,Fremont,294816,28930
11.2,Wallingford,481892,66366
11.3,Cascade/Eastlake,248389,83270
12.1,Magnolia,310308,28376
12.2,Interbay,191054,38877
12.3,Queen Anne,837658,72140
13.1,Belltown,270221,100546
13.2,Downtown Commercial Core,166667,110089
13.3,Pioneer Square/International District,41324,9003
