area_id,area_name,b17001c001,b17001c001_moe,b17001c002,b17001c002_moe,b17001c003,b17001c003_moe,b17001c004,b17001c004_moe,b17001c005,b17001c005_moe,b17001c006,b17001c006_moe,b17001c007,b17001c007_moe,b17001c008,b17001c008_moe,b17001c009,b17001c009_moe,b17001c010,b17001c010_moe,b17001c011,b17001c011_moe,b17001c012,b17001c012_moe,b17001c013,b17001c013_moe,b17001c014,b17001c014_moe,b17001c015,b17001c015_moe,b17001c016,b17001c016_moe,b17001c017,b17001c017_moe,b17001c018,b17001c018_moe,b17001c019,b17001c019_moe,b17001c020,b17001c020_moe,b17001c021,b17001c021_moe,b17001c022,b17001c022_moe,b17001c023,b17001c023_moe,b17001c024,b17001c024_moe,b17001c025,b17001c025_moe,b17001c026,b17001c026_moe,b17001c027,b17001c027_moe,b17001c028,b17001c028_moe,b17001c029,b17001c029_moe,b17001c030,b17001c030_moe,b17001c031,b17001c031_moe,b17001c032,b17001c032_moe,b17001c033,b17001c033_moe,b17001c034,b17001c034_moe,b17001c035,b17001c035_moe,b17001c036,b17001c036_moe,b17001c037,b17001c037_moe,b17001c038,b17001c038_moe,b17001c039,b17001c039_moe,b17001c040,b17001c040_moe,b17001c041,b17001c041_moe,b17001c042,b17001c042_moe,b17001c043,b17001c043_moe,b17001c044,b17001c044_moe,b17001c045,b17001c045_moe,b17001c046,b17001c046_moe,b17001c047,b17001c047_moe,b17001c048,b17001c048_moe,b17001c049,b17001c049_moe,b17001c050,b17001c050_moe,b17001c051,b17001c051_moe,b17001c052,b17001c052_moe,b17001c053,b17001c053_moe,b17001c054,b17001c054_moe,b17001c055,b17001c055_moe,b17001c056,b17001c056_moe,b17001c057,b17001c057_moe,b17001c058,b17001c058_moe,b17001c059,b17001c059_moe
3.6,North Beacon Hill/Jefferson Park,60,73,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,60,73,13,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,25,0,24,0,24,0,24,47,66,0,24,0,24,0,24,0,24,0,24,0,24,0,24,37,66,0,24,0,24,10,23,0,24,0,24
4.1,Rainier Beach,131,108,42,71,20,39,0,27,0,27,10,26,0,27,10,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,22,42,0,27,0,27,11,28,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,89,82,39,50,0,27,0,27,0,27,0,27,0,27,25,44,0,27,14,33,0,27,0,27,0,27,0,27,0,27,50,65,33,58,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,34,0,27
4.2,Columbia City,56,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,56,47,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,28,0,27,0,27,45,46,20,37,0,27,0,27,0,27,0,27,0,27,15,35,0,27,10,29,0,27,0,27,0,27,0,27
4.3,Seward Park,48,60,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,48,60,25,41,0,17,0,17,0,17,13,23,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,23,28,0,17,0,17,0,17,12,23,0,17,0,17,0,17,0,17,0,17,0,17,11,22,0,17,0,17
4.4,Mt. Baker/North Rainier,139,127,45,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,52,0,17,0,17,0,17,0,17,0,17,0,17,18,28,0,17,12,20,15,24,0,17,0,17,0,17,94,113,94,113,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,54,30,35,30,37,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,87,94,68,90,13,28,0,21,0,21,0,21,0,21,0,21,0,21,13,28,0,21,0,21,0,21,0,21,0,21,0,21,55,88,42,68,0,21,0,21,0,21,0,21,0,21,13,24,0,21,0,21,0,21,0,21,0,21,0,21,19,35,19,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,19,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,64,55,27,35,18,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,32,0,24,0,24,3,22,0,24,0,24,9,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,9,27,0,24,0,24,0,24,0,24,0,24,37,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,37,46,0,24,0,24,0,24,0,24,0,24,0,24,9,25,0,24,28,45,0,24,0,24,0,24,0,24
6.1,First Hill,320,184,226,171,152,105,0,24,22,41,0,24,0,24,0,24,0,24,51,77,49,45,0,24,0,24,30,53,0,24,0,24,74,88,31,53,0,24,0,24,0,24,0,24,0,24,20,36,0,24,23,42,0,24,0,24,0,24,0,24,94,74,32,36,0,24,0,24,0,24,0,24,0,24,1,21,0,24,14,27,17,33,0,24,0,24,0,24,0,24,62,57,20,34,0,24,0,24,0,24,0,24,0,24,0,24,13,31,28,34,1,21,0,24,0,24,0,24
6.2,Capitol Hill,303,128,96,55,79,50,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,41,27,34,31,35,0,29,17,37,0,29,0,29,0,29,0,29,0,29,0,29,17,37,0,29,0,29,0,29,0,29,0,29,0,29,207,121,75,75,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,33,0,29,40,69,22,38,0,29,0,29,132,98,0,29,0,29,0,29,0,29,0,29,0,29,21,42,47,61,17,36,0,29,47,68,0,29,0,29
6.3,North Capitol Hill,89,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,130,47,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,68,0,12,0,12,0,12,0,12,0,12,42,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,62,0,12,0,12,0,12,0,12
6.4,Miller Park,36,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,36,28,18,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,25,0,17,0,17,18,22,0,17,0,17,0,17,0,17,0,17,0,17,8,17,10,19,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,27,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,27,36,15,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,28,0,21,0,21,0,21,12,24,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,24,0,21,0,21
7.2,University District,140,121,65,84,46,74,0,29,0,29,0,29,0,29,0,29,0,29,0,29,46,74,0,29,0,29,0,29,0,29,0,29,19,49,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,19,49,0,29,75,91,59,70,0,29,0,29,19,38,0,29,0,29,0,29,18,38,0,29,0,29,22,42,0,29,0,29,0,29,16,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,34,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,81,68,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,81,68,58,57,10,33,0,32,0,32,0,32,0,32,0,32,9,33,23,49,16,32,0,32,0,32,0,32,0,32,23,38,0,32,0,32,0,32,0,32,0,32,0,32,15,37,0,32,8,33,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,51,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,51,60,30,37,7,28,0,27,11,29,0,27,0,27,0,27,0,27,0,27,0,27,12,31,0,27,0,27,0,27,21,41,0,27,0,27,0,27,10,29,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,0,27
7.5,Laurelhurst/Sand Point,30,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,30,31,23,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,21,0,21,5,20,0,21,0,21,7,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,21,0,21,0,21
8.1,Northgate/Maple Leaf,216,198,51,84,15,29,15,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,36,60,22,41,0,24,0,24,0,24,0,24,0,24,14,28,0,24,0,24,0,24,0,24,0,24,0,24,165,170,49,69,0,24,0,24,20,37,0,24,0,24,0,24,0,24,0,24,19,35,10,24,0,24,0,24,0,24,116,109,0,24,19,35,19,35,0,24,0,24,0,24,0,24,36,46,0,24,0,24,27,38,0,24,15,29
8.2,Olympic Hills/Victory Heights,19,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,35,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,24,0,24,0,24,0,24,9,22,0,24,0,24,9,22,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,134,112,32,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,32,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,28,0,27,9,28,0,27,0,27,11,27,102,107,64,61,0,27,0,27,0,27,0,27,0,27,0,27,33,59,11,27,0,27,8,27,12,25,0,27,0,27,38,52,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,29,52,6,26,3,25,0,27,0,27
9.1,Broadview/Bitter Lake,214,164,45,70,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,45,70,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,45,70,0,27,0,27,0,27,0,27,169,151,85,116,18,38,0,27,17,35,0,27,0,27,0,27,0,27,17,35,22,41,0,27,11,29,0,27,0,27,84,64,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,35,36,49,31,41,0,27,0,27
9.2,Licton Springs,23,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,29,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,214,117,83,82,58,53,0,29,0,29,0,29,0,29,0,29,0,29,12,33,22,40,24,43,0,29,0,29,0,29,0,29,25,47,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,25,47,0,29,131,92,72,56,24,43,0,29,0,29,16,38,0,29,0,29,0,29,10,32,12,33,0,29,9,29,1,27,0,29,59,76,0,29,0,29,0,29,0,29,0,29,0,29,0,29,23,47,0,29,0,29,36,45,0,29,0,29
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,124,79,15,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,27,0,21,0,21,0,21,0,21,0,21,109,74,49,42,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,28,0,21,16,28,10,23,7,23,0,21,60,52,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,28,24,43,0,21,8,23,12,22
10.1,North Beach/Blue Ridge,82,58,15,30,15,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,15,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,67,53,39,43,0,21,0,21,11,25,0,21,0,21,0,21,0,21,11,25,0,21,0,21,0,21,0,21,17,23,28,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,29,0,21,0,21,14,27
10.2,Whittier Heights,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,45,57,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,45,57,14,29,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,0,24,31,51,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,31,51,0,24,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,44,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,44,45,30,41,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,35,0,24,11,32,0,24,14,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,30,0,24,0,24,0,24
11.2,Wallingford,107,68,39,47,12,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,2,21,10,33,0,27,0,27,0,27,0,27,27,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,27,41,0,27,0,27,68,53,43,43,0,27,0,27,0,27,0,27,0,27,0,27,7,27,20,33,0,27,16,33,0,27,0,27,0,27,25,26,0,27,0,27,0,27,0,27,0,27,0,27,7,27,0,27,0,27,11,27,7,26,0,27,0,27
11.3,Cascade/Eastlake,296,155,175,126,145,122,0,21,0,21,0,21,0,21,0,21,0,21,0,21,61,79,0,21,53,84,31,51,0,21,0,21,30,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,29,16,31,0,21,121,94,89,88,0,21,0,21,0,21,0,21,0,21,0,21,0,21,43,70,0,21,36,55,10,24,0,21,0,21,32,33,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,24,11,25,11,25,0,21,0,21
12.1,Magnolia,52,59,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,52,59,27,36,0,24,0,24,0,24,0,24,0,24,0,24,15,31,0,24,12,26,0,24,0,24,0,24,0,24,25,48,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,48,0,24
12.2,Interbay,82,70,16,31,16,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,66,66,22,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,21,12,23,0,21,0,21,0,21,44,60,0,21,0,21,0,21,0,21,0,21,11,23,0,21,20,34,0,21,0,21,0,21,0,21,13,25
