area_id,area_name,b25128001,b25128001_moe,b25128002,b25128002_moe,b25128003,b25128003_moe,b25128004,b25128004_moe,b25128005,b25128005_moe,b25128006,b25128006_moe,b25128007,b25128007_moe,b25128008,b25128008_moe,b25128009,b25128009_moe,b25128010,b25128010_moe,b25128011,b25128011_moe,b25128012,b25128012_moe,b25128013,b25128013_moe,b25128014,b25128014_moe,b25128015,b25128015_moe,b25128016,b25128016_moe,b25128017,b25128017_moe,b25128018,b25128018_moe,b25128019,b25128019_moe,b25128020,b25128020_moe,b25128021,b25128021_moe,b25128022,b25128022_moe,b25128023,b25128023_moe,b25128024,b25128024_moe,b25128025,b25128025_moe,b25128026,b25128026_moe,b25128027,b25128027_moe,b25128028,b25128028_moe,b25128029,b25128029_moe,b25128030,b25128030_moe,b25128031,b25128031_moe,b25128032,b25128032_moe,b25128033,b25128033_moe,b25128034,b25128034_moe,b25128035,b25128035_moe,b25128036,b25128036_moe,b25128037,b25128037_moe,b25128038,b25128038_moe,b25128039,b25128039_moe,b25128040,b25128040_moe,b25128041,b25128041_moe,b25128042,b25128042_moe,b25128043,b25128043_moe,b25128044,b25128044_moe,b25128045,b25128045_moe
7.3,Ravenna/Bryant,9895,238,5892,251,612,146,147,70,458,131,0,32,7,32,0,32,0,32,4079,230,115,60,1864,208,1193,182,638,140,269,105,0,32,1201,125,0,32,114,59,237,86,154,63,322,98,374,92,4003,299,2632,263,863,185,1720,241,49,52,0,32,0,32,0,32,909,179,241,92,487,119,136,94,32,38,13,36,0,32,462,117,49,36,262,110,61,47,40,45,34,46,16,39
7.4,Wedgwood/View Ridge,6148,153,4860,199,357,104,82,45,275,93,0,27,0,27,0,27,0,27,3193,209,229,86,1299,193,990,152,542,120,96,50,37,37,1310,108,12,30,162,75,190,76,212,93,273,83,461,87,1288,178,561,128,161,72,400,125,0,27,0,27,0,27,0,27,657,146,69,45,412,112,145,79,31,34,0,27,0,27,70,46,0,27,41,38,13,31,0,27,0,27,16,33
7.5,Laurelhurst/Sand Point,4412,158,2853,202,252,103,0,21,241,103,0,21,11,25,0,21,0,21,1855,192,133,82,1062,181,417,112,210,71,19,23,14,25,746,110,0,21,79,45,140,64,118,68,247,68,162,67,1559,212,842,173,197,78,645,178,0,21,0,21,0,21,0,21,619,176,229,125,380,128,10,24,0,21,0,21,0,21,98,55,16,28,40,36,33,39,9,18,0,21,0,21
8.1,Northgate/Maple Leaf,6976,196,2723,187,402,108,25,34,356,106,21,32,0,24,0,24,0,24,1715,170,37,33,824,148,477,118,234,78,124,58,19,30,606,122,0,24,136,87,80,50,100,57,76,44,214,74,4253,238,1854,238,857,182,977,214,0,24,20,35,0,24,0,24,1599,249,386,148,1006,218,180,102,13,26,0,24,14,31,800,182,148,112,475,132,152,85,25,33,0,24,0,24
8.2,Olympic Hills/Victory Heights,6737,204,3497,241,536,176,34,35,502,172,0,24,0,24,0,24,0,24,2209,210,28,37,1093,188,579,120,396,106,89,56,24,31,752,138,0,24,87,60,102,79,124,72,200,88,239,111,3240,292,1438,229,521,195,917,214,0,24,0,24,0,24,0,24,1297,258,103,61,1007,246,137,69,50,35,0,24,0,24,505,143,68,66,250,102,132,77,0,24,40,48,15,30
8.3,Cedar Park/Meadowbrook,5748,207,2854,179,342,115,64,77,278,97,0,27,0,27,0,27,0,27,1913,157,44,33,784,151,554,116,391,106,124,69,16,27,599,88,0,27,35,32,91,58,82,45,190,60,201,69,2894,245,1202,220,357,125,832,206,13,30,0,27,0,27,0,27,1420,245,405,161,831,194,172,107,12,28,0,27,0,27,272,97,45,46,166,69,57,63,0,27,4,25,0,27
9.1,Broadview/Bitter Lake,6683,218,3285,224,393,130,70,53,323,119,0,27,0,27,0,27,0,27,2071,191,75,54,1099,179,566,125,237,86,69,52,25,36,821,129,12,31,109,67,118,63,192,93,105,51,285,97,3398,253,909,195,460,177,449,166,0,27,0,27,0,27,0,27,1278,241,205,102,972,234,84,64,17,38,0,27,0,27,1211,199,287,129,827,195,42,42,40,46,15,31,0,27
9.2,Licton Springs,4422,146,1802,240,505,152,58,59,435,141,0,17,0,17,0,17,12,22,1043,188,27,30,655,161,267,111,83,50,11,22,0,17,254,81,14,24,24,28,9,19,48,41,34,37,125,63,2620,254,1493,250,514,183,979,224,0,17,0,17,0,17,0,17,935,203,203,113,529,164,190,89,13,23,0,17,0,17,192,76,0,17,106,59,11,21,75,66,0,17,0,17
9.3,Greenwood/Phinney Ridge,10923,235,6353,313,892,182,156,70,728,170,8,30,0,29,0,29,0,29,4546,276,183,99,2032,239,1334,191,636,134,331,126,30,37,915,135,6,29,72,48,139,72,92,49,228,83,378,99,4570,322,2150,253,709,161,1441,225,0,29,0,29,0,29,0,29,2054,263,248,98,1387,212,272,98,117,77,30,38,0,29,366,114,35,40,178,110,98,66,40,42,8,30,7,29
9.4,Green Lake,6673,219,3442,241,590,156,160,88,430,125,0,24,0,24,0,24,0,24,2324,193,107,77,1110,184,646,142,243,90,197,85,21,31,528,115,0,24,129,74,96,58,49,44,97,54,157,68,3231,254,1961,250,856,226,1096,201,9,25,0,24,0,24,0,24,799,194,122,76,589,161,61,39,16,30,11,27,0,24,471,119,59,80,232,92,97,61,51,50,16,31,16,30
9.5,Haller Lake,4467,139,2687,222,361,146,79,81,282,132,0,21,0,21,0,21,0,21,1695,188,30,33,786,170,478,139,251,104,121,69,29,47,631,97,11,22,139,72,76,42,49,36,173,74,183,64,1780,238,835,175,253,144,564,175,0,21,0,21,18,31,0,21,708,195,153,109,471,158,73,46,11,24,0,21,0,21,237,116,8,22,125,98,24,35,58,59,22,28,0,21
10.1,North Beach/Blue Ridge,5103,114,3604,180,361,107,75,58,286,100,0,21,0,21,0,21,0,21,2315,175,35,31,1209,180,544,105,361,97,77,65,89,51,928,90,15,21,91,55,169,64,106,54,176,61,371,80,1499,180,687,146,209,90,396,119,82,70,0,21,0,21,0,21,760,172,187,95,491,133,50,40,22,27,10,25,0,21,52,38,0,21,31,33,0,21,0,21,0,21,21,29
10.2,Whittier Heights,5610,116,3010,236,417,121,69,52,335,112,0,24,13,27,0,24,0,24,2157,211,50,42,1017,179,659,143,339,105,75,52,17,34,436,78,0,24,43,40,87,52,75,53,59,50,172,71,2600,254,1385,227,346,143,1039,224,0,24,0,24,0,24,0,24,1136,205,274,137,761,184,86,56,15,29,0,24,0,24,79,51,0,24,64,48,15,29,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,6432,193,4062,235,431,108,58,46,363,104,0,24,10,23,0,24,0,24,2941,221,85,55,1268,197,831,166,546,151,196,87,15,29,690,134,15,29,137,68,154,64,38,35,138,57,208,103,2370,246,887,192,260,113,610,188,0,24,17,32,0,24,0,24,1142,198,132,69,856,184,139,73,15,29,0,24,0,24,341,105,14,29,199,73,116,89,12,25,0,24,0,24
10.4,Ballard,4091,212,926,189,295,138,24,38,257,129,14,22,0,17,0,17,0,17,484,116,10,18,343,112,88,57,43,42,0,17,0,17,147,88,52,59,51,50,0,17,44,51,0,17,0,17,3165,293,1610,273,659,242,951,211,0,17,0,17,0,17,0,17,1153,248,312,206,587,184,218,96,10,17,26,40,0,17,402,125,49,55,282,128,37,41,0,17,34,52,0,17
11.1,Fremont,8389,231,3272,278,680,170,123,88,543,140,14,27,0,24,0,24,0,24,2262,224,78,62,1255,202,508,125,298,117,123,69,0,24,330,90,14,32,94,60,56,43,73,52,31,38,62,52,5117,318,3093,298,1189,240,1904,269,0,24,0,24,0,24,0,24,1860,279,371,160,1096,231,338,133,41,47,14,31,0,24,164,73,13,28,87,52,28,36,13,27,16,34,7,20
11.2,Wallingford,7409,188,2998,202,513,125,74,62,439,121,0,27,0,27,0,27,0,27,1953,177,27,33,1024,160,468,105,286,74,136,55,12,26,532,78,12,29,86,52,101,60,103,51,79,44,151,63,4411,250,2892,250,890,215,2002,246,0,27,0,27,0,27,0,27,1269,196,234,107,706,167,202,107,91,69,24,35,12,28,250,77,6,26,128,51,94,63,18,36,4,25,0,27
11.3,Cascade/Eastlake,8722,431,914,176,197,85,31,53,166,69,0,21,0,21,0,21,0,21,522,165,33,57,397,152,29,38,52,46,0,21,11,25,195,60,0,21,105,52,22,30,42,40,15,29,11,25,7808,430,4358,418,1690,343,2652,354,16,32,0,21,0,21,0,21,2868,345,583,187,2045,319,201,100,39,44,0,21,0,21,582,154,108,93,308,103,108,63,26,33,32,38,0,21
12.1,Magnolia,5548,152,4234,252,289,116,40,36,237,113,12,25,0,24,0,24,0,24,2810,212,133,72,1572,242,680,156,357,116,68,49,0,24,1135,132,15,30,234,104,266,107,65,50,197,80,358,96,1314,210,643,171,257,134,386,136,0,24,0,24,0,24,0,24,548,159,140,92,354,140,54,45,0,24,0,24,0,24,123,59,0,24,77,49,46,38,0,24,0,24,0,24
12.2,Interbay,5251,185,2230,221,323,131,72,67,240,112,11,26,0,21,0,21,0,21,1404,197,38,36,957,170,259,109,110,68,40,40,0,21,503,111,0,21,112,57,91,60,83,55,112,60,105,76,3021,259,1396,216,596,196,800,181,0,21,0,21,0,21,0,21,1388,252,268,118,979,211,127,88,14,24,0,21,0,21,237,86,16,29,144,69,28,34,17,30,32,39,0,21
12.3,Queen Anne,19175,394,7628,391,956,206,74,62,869,200,13,41,0,40,0,40,0,40,5147,359,233,99,2986,335,1179,202,598,145,151,81,0,40,1525,213,24,52,452,140,337,128,262,100,155,76,295,94,11547,494,6618,467,2451,392,4108,429,59,75,0,40,0,40,0,40,3853,419,585,169,2757,373,400,136,93,70,18,46,0,40,1076,179,162,88,590,159,135,65,140,78,0,40,49,49
13.1,Belltown,5934,298,1587,279,310,138,51,59,259,121,0,21,0,21,0,21,0,21,857,232,40,46,735,234,62,64,20,35,0,21,0,21,420,115,52,79,114,92,206,102,48,63,0,21,0,21,4347,335,1837,263,772,197,1065,233,0,21,0,21,0,21,0,21,2224,300,544,172,1467,294,194,116,19,34,0,21,0,21,286,105,36,60,212,77,38,46,0,21,0,21,0,21
13.2,Downtown Commercial Core,2452,178,444,105,48,41,13,22,35,35,0,12,0,12,0,12,0,12,279,85,0,12,196,74,53,41,18,27,12,20,0,12,117,68,13,20,41,38,35,38,28,33,0,12,0,12,2008,197,805,176,191,97,614,171,0,12,0,12,0,12,0,12,1019,158,258,90,547,133,214,109,0,12,0,12,0,12,184,76,0,12,90,58,79,60,15,26,0,12,0,12
13.3,Pioneer Square/International District,3024,156,144,59,58,39,0,17,58,39,0,17,0,17,0,17,0,17,76,41,9,20,45,32,22,31,0,17,0,17,0,17,10,20,0,17,10,20,0,17,0,17,0,17,0,17,2880,161,581,130,283,107,298,106,0,17,0,17,0,17,0,17,1439,153,160,78,1018,148,219,82,42,34,0,17,0,17,860,112,99,70,538,121,190,86,33,37,0,17,0,17
