area_id,area_name,b25123001,b25123001_moe,b25123002,b25123002_moe,b25123003,b25123003_moe,b25123004,b25123004_moe,b25123005,b25123005_moe,b25123006,b25123006_moe,b25123007,b25123007_moe,b25123008,b25123008_moe,b25123009,b25123009_moe,b25123010,b25123010_moe,b25123011,b25123011_moe,b25123012,b25123012_moe,b25123013,b25123013_moe
1.1,Arbor Heights,2639,96,2173,132,640,128,0,17,0,17,0,17,1533,160,466,107,250,83,9,18,0,17,0,17,207,88
1.2,Fauntleroy/Seaview,6410,211,4581,249,1272,215,0,24,0,24,0,24,3309,237,1829,241,666,177,0,24,0,24,0,24,1163,214
1.3,West Seattle Junction/Genesee Hill,8391,238,4963,275,1424,226,21,33,0,29,0,29,3518,288,3428,333,1432,270,0,29,0,29,0,29,1996,298
1.4,Alki/Admiral,5786,190,3091,242,1051,195,32,54,0,24,0,24,2008,202,2695,240,951,222,49,42,0,24,0,24,1695,255
2.1,North Delridge,2387,100,1294,174,474,158,0,12,0,12,0,12,820,156,1093,168,423,159,0,12,0,12,0,12,670,182
2.2,High Point,2731,199,1098,171,291,127,48,45,0,17,0,17,759,135,1633,227,809,235,147,107,0,17,0,17,677,185
2.3,Riverview,1680,73,1161,125,466,111,23,34,0,12,0,12,672,115,519,122,305,121,0,12,0,12,0,12,214,68
2.4,Roxhill/Westwood,5489,176,2881,214,922,160,0,21,0,21,0,21,1959,202,2608,233,1136,203,146,94,0,21,0,21,1326,241
2.5,Highland Park,2563,202,1290,156,541,143,0,21,0,21,0,21,749,158,1273,220,845,180,51,71,0,21,0,21,377,149
3.1,South Park,1323,80,610,110,271,88,23,31,0,17,0,17,316,75,713,122,356,115,120,86,28,46,0,17,209,79
3.2,Georgetown,630,55,195,59,98,43,0,12,0,12,0,12,97,57,435,76,237,78,17,20,0,12,0,12,181,74
3.3,Duwamish/SODO,944,90,494,93,183,68,0,12,0,12,0,12,311,70,450,116,263,97,0,12,0,12,0,12,187,81
3.4,South Beacon Hill/NewHolly,4531,190,2403,205,982,167,81,48,0,24,0,24,1340,198,2128,233,1260,215,142,88,0,24,0,24,726,188
3.5,Beacon Hill,2893,137,2074,222,703,153,42,43,0,17,0,17,1329,214,819,197,351,134,13,26,0,17,0,17,455,151
3.6,North Beacon Hill/Jefferson Park,5765,192,2583,244,916,179,22,27,0,24,0,24,1645,237,3182,273,1533,265,105,95,0,24,0,24,1544,254
4.1,Rainier Beach,5403,197,3197,260,1383,238,56,52,0,27,0,27,1758,261,2206,294,1164,244,87,89,0,27,0,27,955,220
4.2,Columbia City,6493,254,3378,280,1331,231,52,47,0,27,0,27,1995,272,3115,312,1799,306,114,92,0,27,0,27,1202,276
4.3,Seward Park,3376,140,2646,140,927,172,11,22,10,19,0,17,1698,164,730,135,330,111,84,66,0,17,0,17,316,100
