area_id,area_name,b10063001,b10063001_moe,b10063002,b10063002_moe,b10063003,b10063003_moe,b10063004,b10063004_moe,b10063005,b10063005_moe,b10063006,b10063006_moe,b10063007,b10063007_moe
1.1,Arbor Heights,2639,96,42,34,9,18,0,17,9,18,33,33,2597,98
1.2,Fauntleroy/Seaview,6410,211,96,62,55,49,14,31,41,40,41,38,6314,216
1.3,West Seattle Junction/Genesee Hill,8391,238,71,55,1,26,1,26,0,29,70,54,8320,250
1.4,Alki/Admiral,5786,190,0,24,0,24,0,24,0,24,0,24,5786,190
2.1,North Delridge,2387,100,63,58,0,12,0,12,0,12,63,58,2324,127
2.2,High Point,2731,199,62,54,0,17,0,17,0,17,62,54,2669,206
2.3,Riverview,1680,73,121,80,12,18,0,12,12,18,109,79,1559,118
2.4,Roxhill/Westwood,5489,176,140,68,48,38,0,21,48,38,92,59,5349,176
2.5,Highland Park,2563,202,73,52,27,34,0,21,27,34,46,44,2490,225
3.1,South Park,1323,80,83,62,52,46,43,42,9,20,31,34,1240,102
3.2,Georgetown,630,55,21,19,0,12,0,12,0,12,21,19,609,60
3.3,Duwamish/SODO,944,90,12,22,0,12,0,12,0,12,12,22,932,95
3.4,South Beacon Hill/NewHolly,4531,190,447,123,143,75,44,43,99,65,304,101,4084,224
3.5,Beacon Hill,2893,137,309,106,34,33,0,17,34,33,275,103,2584,182
3.6,North Beacon Hill/Jefferson Park,5765,192,322,144,88,79,45,59,43,51,234,129,5443,236
4.1,Rainier Beach,5403,197,385,119,143,100,20,37,123,94,242,94,5018,224
4.2,Columbia City,6493,254,207,90,67,52,41,50,26,34,140,81,6286,273
4.3,Seward Park,3376,140,89,43,14,23,14,23,0,17,75,39,3287,153
4.4,Mt. Baker/North Rainier,2340,165,107,54,62,54,46,53,16,26,45,39,2233,170
5.1,Madrona/Leschi,4262,205,31,37,0,21,0,21,0,21,31,37,4231,209
5.2,Judkins Park,1553,98,0,12,0,12,0,12,0,12,0,12,1553,98
5.3,Central Area/Squire Park,8106,238,81,75,14,26,6,23,8,27,67,74,8025,233
6.1,First Hill,7537,281,33,44,23,43,0,24,23,43,10,26,7504,283
6.2,Capitol Hill,13942,322,16,45,0,29,0,29,0,29,16,45,13926,324
6.3,North Capitol Hill,2363,123,17,26,17,26,17,26,0,12,0,12,2346,128
6.4,Miller Park,3180,100,27,34,27,34,27,34,0,17,0,17,3153,109
6.5,Madison Park,2679,129,0,17,0,17,0,17,0,17,0,17,2679,129
7.1,Montlake/Portage Bay,4576,111,23,26,9,22,9,22,0,21,14,25,4553,114
7.2,University District,5280,209,0,29,0,29,0,29,0,29,0,29,5280,209
7.3,Ravenna/Bryant,9895,238,47,44,16,37,16,37,0,32,31,36,9848,242
7.4,Wedgwood/View Ridge,6148,153,77,50,30,36,11,29,19,34,47,42,6071,157
7.5,Laurelhurst/Sand Point,4412,158,39,36,10,22,0,21,10,22,29,35,4373,163
8.1,Northgate/Maple Leaf,6976,196,84,64,40,48,0,24,40,48,44,46,6892,206
8.2,Olympic Hills/Victory Heights,6737,204,163,101,12,29,0,24,12,29,151,99,6574,243
8.3,Cedar Park/Meadowbrook,5748,207,131,89,8,27,0,27,8,27,123,88,5617,218
9.1,Broadview/Bitter Lake,6683,218,19,33,0,27,0,27,0,27,19,33,6664,220
9.2,Licton Springs,4422,146,17,25,0,17,0,17,0,17,17,25,4405,147
9.3,Greenwood/Phinney Ridge,10923,235,185,85,110,85,17,38,93,81,75,52,10738,249
9.4,Green Lake,6673,219,44,39,14,30,0,24,14,30,30,37,6629,219
9.5,Haller Lake,4467,139,138,73,24,29,8,22,16,25,114,75,4329,151
10.1,North Beach/Blue Ridge,5103,114,58,49,51,47,0,21,51,47,7,21,5045,128
10.2,Whittier Heights,5610,116,12,27,12,27,12,27,0,24,0,24,5598,118
10.3,Sunset Hill/Loyal Heights,6432,193,59,40,13,27,13,27,0,24,46,38,6373,196
10.4,Ballard,4091,212,32,38,15,25,15,25,0,17,17,27,4059,215
11.1,Fremont,8389,231,0,24,0,24,0,24,0,24,0,24,8389,231
11.2,Wallingford,7409,188,12,29,0,27,0,27,0,27,12,29,7397,189
11.3,Cascade/Eastlake,8722,431,8,21,0,21,0,21,0,21,8,21,8714,432
12.1,Magnolia,5548,152,22,39,0,24,0,24,0,24,22,39,5526,159
12.2,Interbay,5251,185,45,57,39,57,0,21,39,57,6,17,5206,198
12.3,Queen Anne,19175,394,106,70,12,43,12,43,0,40,94,67,19069,401
13.1,Belltown,5934,298,0,21,0,21,0,21,0,21,0,21,5934,298
13.2,Downtown Commercial Core,2452,178,0,12,0,12,0,12,0,12,0,12,2452,178
13.3,Pioneer Square/International District,3024,156,33,30,7,18,0,17,7,18,26,30,2991,157
