area_id,area_name,b25073001,b25073001_moe,b25073002,b25073002_moe,b25073003,b25073003_moe,b25073004,b25073004_moe,b25073005,b25073005_moe,b25073006,b25073006_moe,b25073007,b25073007_moe,b25073008,b25073008_moe,b25073009,b25073009_moe,b25073010,b25073010_moe,b25073011,b25073011_moe,b25073012,b25073012_moe,b25073013,b25073013_moe,b25073014,b25073014_moe,b25073015,b25073015_moe,b25073016,b25073016_moe,b25073017,b25073017_moe,b25073018,b25073018_moe,b25073019,b25073019_moe,b25073020,b25073020_moe,b25073021,b25073021_moe,b25073022,b25073022_moe,b25073023,b25073023_moe,b25073024,b25073024_moe,b25073025,b25073025_moe,b25073026,b25073026_moe,b25073027,b25073027_moe,b25073028,b25073028_moe,b25073029,b25073029_moe,b25073030,b25073030_moe,b25073031,b25073031_moe,b25073032,b25073032_moe,b25073033,b25073033_moe,b25073034,b25073034_moe,b25073035,b25073035_moe,b25073036,b25073036_moe,b25073037,b25073037_moe,b25073038,b25073038_moe,b25073039,b25073039_moe,b25073040,b25073040_moe,b25073041,b25073041_moe,b25073042,b25073042_moe,b25073043,b25073043_moe,b25073044,b25073044_moe,b25073045,b25073045_moe,b25073046,b25073046_moe,b25073047,b25073047_moe,b25073048,b25073048_moe,b25073049,b25073049_moe,b25073050,b25073050_moe
1.1,Arbor Heights,466,107,403,104,68,52,31,38,33,30,71,45,159,75,41,44,9,19,0,17,0,17,0,17,9,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,54,45,0,17,0,17,21,36,12,23,21,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,1829,241,590,167,174,107,115,67,69,55,41,67,180,100,11,25,168,80,16,29,79,56,18,33,20,34,35,43,0,24,436,126,134,65,99,62,0,24,29,37,174,99,0,24,415,152,146,117,62,39,33,42,16,31,122,62,36,57,220,110,86,95,13,26,48,32,19,35,54,52,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,3428,333,1102,252,272,108,141,76,120,98,186,115,323,150,60,51,651,186,129,94,81,72,121,89,91,66,118,80,111,105,794,173,177,76,69,69,134,73,83,83,315,116,16,35,405,143,135,82,28,41,102,75,21,41,58,42,61,84,465,146,111,103,27,40,107,92,12,31,192,105,16,36,11,29,11,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
1.4,Alki/Admiral,2695,240,486,129,247,103,43,41,27,30,0,24,145,95,24,40,543,153,256,116,101,68,18,33,37,42,131,80,0,24,1063,221,240,124,249,122,133,81,92,64,310,126,39,60,459,138,138,91,67,65,81,67,19,33,154,82,0,24,144,99,0,24,29,36,0,24,102,96,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,1093,168,329,137,152,105,30,38,16,26,62,67,52,46,17,25,169,88,48,59,0,12,19,32,17,28,70,50,15,24,136,75,97,68,15,24,0,12,0,12,24,27,0,12,258,133,96,90,50,66,0,12,30,35,82,88,0,12,201,112,50,43,32,37,0,12,0,12,100,100,19,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.2,High Point,1633,227,675,159,85,64,56,48,32,41,137,94,355,131,10,20,223,124,77,90,57,68,0,17,0,17,58,51,31,42,368,160,17,30,15,25,76,96,0,17,235,165,25,33,128,65,23,23,39,39,0,17,21,34,45,37,0,17,239,91,15,27,14,27,47,51,14,25,126,99,23,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
2.3,Riverview,519,122,449,116,139,67,16,17,43,33,33,26,209,108,9,14,59,59,0,12,0,12,0,12,0,12,59,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,2608,233,828,210,143,87,183,132,65,47,26,35,347,134,64,42,299,124,67,77,44,44,36,43,32,38,120,67,0,21,773,197,200,113,166,103,90,87,95,74,222,108,0,21,345,133,118,114,54,46,12,26,0,21,143,77,18,34,316,110,57,44,33,31,31,26,15,29,180,89,0,21,47,70,47,70,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
2.5,Highland Park,1273,220,351,127,81,56,25,31,0,21,15,26,185,115,45,44,117,82,16,30,0,21,0,21,0,21,101,70,0,21,294,135,18,31,88,77,16,29,0,21,150,94,22,35,151,117,64,102,0,21,0,21,20,32,67,56,0,21,360,111,0,21,0,21,22,38,31,36,307,103,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
3.1,South Park,713,122,338,95,58,53,26,25,45,37,83,68,113,68,13,19,194,100,53,54,29,43,0,17,0,17,112,75,0,17,114,79,57,54,0,17,0,17,0,17,31,42,26,43,67,53,30,36,0,17,8,17,0,17,29,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
