area_id,area_name,b25094001,b25094001_moe,b25094002,b25094002_moe,b25094003,b25094003_moe,b25094004,b25094004_moe,b25094005,b25094005_moe,b25094006,b25094006_moe,b25094007,b25094007_moe,b25094008,b25094008_moe,b25094009,b25094009_moe,b25094010,b25094010_moe,b25094011,b25094011_moe,b25094012,b25094012_moe,b25094013,b25094013_moe,b25094014,b25094014_moe
6.5,Madison Park,1515,141,0,17,0,17,15,25,0,17,13,21,50,46,20,33,53,40,0,17,48,39,158,77,132,62,1026,130
7.1,Montlake/Portage Bay,2427,160,27,34,39,63,0,21,12,25,46,36,25,29,106,60,121,59,45,36,58,41,288,93,221,84,1439,168
7.2,University District,774,113,0,29,4,25,34,43,0,29,14,33,25,35,13,32,26,38,42,42,28,38,118,69,89,62,381,85
7.3,Ravenna/Bryant,5892,251,0,32,23,37,42,39,70,49,173,67,253,91,368,110,222,74,230,87,126,68,459,122,710,153,3216,257
7.4,Wedgwood/View Ridge,4860,199,0,27,11,29,25,34,52,39,222,74,345,91,275,87,260,85,143,69,279,93,540,137,622,133,2086,226
7.5,Laurelhurst/Sand Point,2853,202,0,21,11,24,15,28,20,28,32,30,27,30,126,60,110,78,64,45,108,57,384,108,132,64,1824,185
8.1,Northgate/Maple Leaf,2723,187,25,31,35,43,42,42,106,55,187,101,74,52,113,64,93,53,71,52,72,50,397,108,429,117,1079,165
8.2,Olympic Hills/Victory Heights,3497,241,0,24,0,24,45,44,65,50,120,68,226,85,132,90,162,68,146,77,154,87,501,153,580,171,1366,189
8.3,Cedar Park/Meadowbrook,2854,179,0,27,0,27,43,41,40,41,121,74,147,71,163,65,134,53,93,50,107,53,387,103,365,108,1254,196
9.1,Broadview/Bitter Lake,3285,224,0,27,0,27,68,73,43,42,104,63,135,70,168,86,155,71,47,41,93,59,417,135,538,155,1517,212
9.2,Licton Springs,1802,240,0,17,9,19,11,22,34,34,46,45,80,51,60,46,19,33,35,41,80,65,206,104,390,129,832,179
9.3,Greenwood/Phinney Ridge,6353,313,5,29,48,44,72,52,64,54,139,63,292,97,286,96,443,127,143,61,140,71,703,141,1149,188,2869,263
9.4,Green Lake,3442,241,0,24,27,34,9,26,29,38,114,73,84,50,239,85,57,48,99,57,86,55,260,95,426,140,2012,244
9.5,Haller Lake,2687,222,29,33,14,25,36,37,68,43,102,72,135,67,117,62,175,92,70,77,78,55,324,127,570,152,969,169
10.1,North Beach/Blue Ridge,3604,180,0,21,0,21,41,34,19,27,83,52,180,78,132,76,187,74,93,55,91,42,546,132,525,138,1707,187
10.2,Whittier Heights,3010,236,0,24,0,24,60,47,91,59,46,39,166,82,123,74,144,91,87,50,29,36,363,125,547,136,1354,207
10.3,Sunset Hill/Loyal Heights,4062,235,0,24,24,28,14,28,96,85,129,65,305,133,280,97,155,73,86,55,79,51,373,114,543,152,1978,213
10.4,Ballard,926,189,0,17,0,17,0,17,22,35,24,28,70,59,14,24,17,28,16,26,0,17,132,85,101,64,530,129
11.1,Fremont,3272,278,0,24,0,24,0,24,90,60,78,57,138,86,112,61,106,63,30,34,52,45,304,108,437,136,1925,249
11.2,Wallingford,2998,202,14,32,10,29,8,27,39,32,121,57,72,46,118,50,170,69,76,47,67,54,220,79,330,106,1753,189
11.3,Cascade/Eastlake,914,176,0,21,0,21,7,20,0,21,0,21,21,28,0,21,28,33,28,32,11,25,69,52,188,101,562,165
12.1,Magnolia,4234,252,0,24,0,24,13,26,10,25,43,45,46,44,118,70,186,82,114,66,151,85,593,164,289,117,2671,245
12.2,Interbay,2230,221,0,21,0,21,17,33,0,21,32,39,95,55,63,40,150,101,28,35,55,45,340,132,340,125,1110,179
12.3,Queen Anne,7628,391,0,40,14,42,14,42,67,63,120,88,156,73,216,86,218,87,297,96,188,77,849,181,1141,233,4348,355
13.1,Belltown,1587,279,0,21,0,21,0,21,38,61,0,21,0,21,85,96,15,25,55,72,82,88,124,86,267,129,921,234
13.2,Downtown Commercial Core,444,105,0,12,14,22,0,12,0,12,0,12,28,32,13,20,0,12,0,12,0,12,55,47,33,40,301,94
13.3,Pioneer Square/International District,144,59,8,17,0,17,0,17,0,17,0,17,0,17,19,24,37,34,0,17,3,16,0,17,20,23,57,36
