area_id,area_name,b08301001,b08301001_moe,b08301002,b08301002_moe,b08301003,b08301003_moe,b08301004,b08301004_moe,b08301005,b08301005_moe,b08301006,b08301006_moe,b08301007,b08301007_moe,b08301008,b08301008_moe,b08301009,b08301009_moe,b08301010,b08301010_moe,b08301011,b08301011_moe,b08301012,b08301012_moe,b08301013,b08301013_moe,b08301014,b08301014_moe,b08301015,b08301015_moe,b08301016,b08301016_moe,b08301017,b08301017_moe,b08301018,b08301018_moe,b08301019,b08301019_moe,b08301020,b08301020_moe,b08301021,b08301021_moe
1.1,Arbor Heights,3608,209,2978,214,2721,239,257,96,216,88,0,17,41,32,0,17,0,17,264,98,264,98,0,17,0,17,0,17,0,17,0,17,61,56,0,17,0,17,17,27,288,91
1.2,Fauntleroy/Seaview,8102,501,5855,492,5005,474,850,302,674,282,127,103,0,24,28,37,21,26,1205,244,1189,242,0,24,0,24,0,24,16,31,0,24,37,39,102,89,71,54,106,77,726,191
1.3,West Seattle Junction/Genesee Hill,10157,532,7375,567,6142,551,1233,271,931,256,208,119,0,29,41,40,53,51,1619,294,1542,293,0,29,0,29,0,29,77,56,0,29,10,29,189,106,284,115,39,30,641,167
1.4,Alki/Admiral,6063,363,4539,350,3935,379,604,209,383,191,148,96,0,24,38,62,35,40,791,171,680,176,0,24,0,24,13,26,98,69,0,24,36,42,77,63,126,88,25,34,469,151
2.1,North Delridge,2950,272,2042,238,1621,248,421,192,297,174,68,80,0,12,14,21,42,66,612,204,598,197,0,12,14,23,0,12,0,12,0,12,0,12,98,71,0,12,15,25,183,110
2.2,High Point,2805,290,2060,302,1710,301,350,152,301,151,49,42,0,17,0,17,0,17,451,173,441,174,10,21,0,17,0,17,0,17,0,17,13,22,8,18,89,68,28,35,156,83
2.3,Riverview,2666,229,2174,211,1616,177,558,148,418,158,81,64,11,17,40,43,8,13,304,107,304,107,0,12,0,12,0,12,0,12,0,12,0,12,55,49,12,17,24,37,97,45
2.4,Roxhill/Westwood,6860,452,5140,395,4305,363,835,257,642,222,121,122,39,41,16,30,17,31,1125,283,1105,283,0,21,10,23,0,21,10,23,0,21,22,30,86,53,220,118,37,39,230,90
2.5,Highland Park,2999,316,2262,273,1988,271,274,139,195,94,79,96,0,21,0,21,0,21,493,211,493,211,0,21,0,21,0,21,0,21,0,21,18,31,35,55,64,102,0,21,127,67
3.1,South Park,2078,433,1435,316,1203,288,232,135,159,87,43,69,0,17,30,49,0,17,452,163,452,163,0,17,0,17,0,17,0,17,0,17,37,40,21,30,49,58,4,14,80,56
3.2,Georgetown,745,110,417,131,344,129,73,72,16,24,57,70,0,12,0,12,0,12,168,82,168,82,0,12,0,12,0,12,0,12,0,12,0,12,25,36,114,53,0,12,21,25
3.3,Duwamish/SODO,1357,191,833,134,660,125,173,96,147,88,6,9,0,12,7,16,13,21,275,158,275,158,0,12,0,12,0,12,0,12,11,18,35,31,17,22,93,49,19,31,74,65
3.4,South Beacon Hill/NewHolly,6375,573,4796,479,3830,440,966,280,629,221,285,182,20,34,22,34,10,22,1284,263,1225,254,0,24,21,27,38,48,0,24,0,24,0,24,52,40,74,58,48,45,121,73
3.5,Beacon Hill,4981,569,4038,537,3157,513,881,256,648,233,132,100,68,76,25,30,8,18,635,223,622,223,13,23,0,17,0,17,0,17,0,17,11,23,46,42,116,94,21,35,114,57
3.6,North Beacon Hill/Jefferson Park,7629,566,4820,464,3793,423,1027,319,866,271,120,139,26,31,15,31,0,24,1820,371,1431,342,23,35,301,136,65,80,0,24,15,32,38,32,391,153,275,125,109,100,161,94
4.1,Rainier Beach,6803,538,5434,495,4393,474,1041,302,786,253,183,172,27,35,45,64,0,27,870,212,728,201,0,27,85,63,57,46,0,27,28,50,17,32,22,40,48,64,86,74,298,154
4.2,Columbia City,8119,600,5445,512,4651,493,794,211,631,192,119,82,44,45,0,27,0,27,1764,356,1408,321,13,32,207,118,107,77,29,40,0,27,64,47,131,77,241,125,132,113,342,131
4.3,Seward Park,4312,367,3173,311,2703,311,470,149,359,136,43,34,10,14,48,42,10,18,610,139,578,137,0,17,24,26,8,18,0,17,0,17,0,17,133,78,119,65,9,18,268,117
4.4,Mt. Baker/North Rainier,2812,312,1863,235,1539,231,324,135,310,133,14,23,0,17,0,17,0,17,504,201,398,211,24,37,82,78,0,17,0,17,0,17,0,17,115,69,76,53,13,22,241,108
5.1,Madrona/Leschi,5629,412,3682,379,3089,358,593,269,346,166,157,189,76,61,14,29,0,21,778,219,778,219,0,21,0,21,0,21,0,21,0,21,66,69,339,172,232,145,40,39,492,183
5.2,Judkins Park,1400,215,746,168,649,158,97,69,69,59,28,34,0,12,0,12,0,12,406,156,406,156,0,12,0,12,0,12,0,12,0,12,9,14,9,14,141,64,0,12,89,67
5.3,Central Area/Squire Park,10248,577,4744,478,4072,436,672,191,623,188,29,33,2,21,10,31,8,26,2266,360,2246,359,0,24,20,35,0,24,0,24,0,24,93,60,781,212,1755,325,36,40,573,158
6.1,First Hill,7493,529,2004,362,1709,292,295,173,271,169,10,27,0,24,14,38,0,24,1573,288,1531,295,0,24,0,24,0,24,42,46,26,44,0,24,121,68,3402,408,19,27,348,143
6.2,Capitol Hill,15387,693,4912,593,4371,567,541,192,426,177,43,43,13,32,15,34,44,63,4079,543,4014,540,0,29,0,29,0,29,65,70,28,40,92,64,540,203,4984,626,37,67,715,265
6.3,North Capitol Hill,2643,221,1328,214,1175,182,153,110,153,110,0,12,0,12,0,12,0,12,553,200,553,200,0,12,0,12,0,12,0,12,0,12,10,18,87,96,480,177,18,26,167,91
6.4,Miller Park,4367,240,2087,219,1859,220,228,103,125,81,45,49,28,25,19,22,11,21,958,178,949,177,0,17,9,18,0,17,0,17,10,20,24,30,347,125,612,181,31,30,298,95
6.5,Madison Park,2609,299,1989,276,1826,284,163,98,128,88,35,37,0,17,0,17,0,17,187,79,187,79,0,17,0,17,0,17,0,17,0,17,0,17,35,37,110,99,16,25,272,102
7.1,Montlake/Portage Bay,6254,398,3471,319,3037,323,434,153,371,138,0,21,11,24,17,23,35,56,1471,317,1466,317,0,21,0,21,0,21,5,19,0,21,44,70,463,187,356,120,35,31,414,109
7.2,University District,8748,819,3361,501,2858,479,503,215,466,216,2,24,15,25,14,33,6,27,1842,401,1822,398,20,42,0,29,0,29,0,29,0,29,31,44,484,218,2275,376,13,26,742,252
7.3,Ravenna/Bryant,14032,700,8220,584,7116,550,1104,234,832,208,99,68,52,57,87,76,34,40,2685,343,2659,342,0,32,11,34,0,32,15,37,0,32,179,119,699,170,1144,281,118,71,987,204
7.4,Wedgwood/View Ridge,8014,390,5462,370,4670,365,792,210,628,193,119,91,21,40,8,27,16,27,1204,200,1196,200,0,27,8,27,0,27,0,27,0,27,60,39,470,134,209,95,74,83,535,149
7.5,Laurelhurst/Sand Point,5366,341,3576,308,3110,289,466,161,378,146,70,57,12,22,0,21,6,20,934,238,920,236,0,21,14,27,0,21,0,21,0,21,0,21,186,100,234,112,8,22,428,184
