area_id,area_name,b11013001,b11013001_moe,b11013002,b11013002_moe,b11013003,b11013003_moe,b11013004,b11013004_moe,b11013005,b11013005_moe,b11013006,b11013006_moe
1.1,Arbor Heights,48,34,16,21,0,17,16,21,13,23,19,21
1.2,Fauntleroy/Seaview,99,61,43,48,18,33,25,40,43,40,13,28
1.3,West Seattle Junction/Genesee Hill,62,57,0,29,0,29,0,29,62,57,0,29
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,38,48,38,48,28,42,10,20,0,12,0,12
2.2,High Point,7,17,0,17,0,17,0,17,7,17,0,17
2.3,Riverview,111,86,19,22,9,16,10,15,92,85,0,12
2.4,Roxhill/Westwood,131,73,36,46,25,42,11,29,84,58,11,24
2.5,Highland Park,120,73,85,55,14,25,71,48,35,37,0,21
3.1,South Park,52,52,43,46,23,34,20,33,9,20,0,17
3.2,Georgetown,21,19,10,7,10,7,0,12,11,18,0,12
3.3,Duwamish/SODO,8,13,8,13,0,12,8,13,0,12,0,12
3.4,South Beacon Hill/NewHolly,403,112,317,104,69,46,248,96,27,37,59,39
3.5,Beacon Hill,218,93,174,89,48,45,126,82,31,31,13,23
3.6,North Beacon Hill/Jefferson Park,150,91,20,28,0,24,20,28,70,57,60,71
4.1,Rainier Beach,370,130,111,76,37,41,74,66,125,77,134,97
4.2,Columbia City,244,94,134,81,12,27,122,77,110,72,0,27
4.3,Seward Park,57,38,42,35,20,30,22,26,15,20,0,17
4.4,Mt. Baker/North Rainier,45,46,15,25,0,17,15,25,30,36,0,17
5.1,Madrona/Leschi,31,37,14,27,0,21,14,27,17,32,0,21
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,47,61,0,24,0,24,0,24,8,27,39,60
6.1,First Hill,23,43,0,24,0,24,0,24,23,43,0,24
6.2,Capitol Hill,0,29,0,29,0,29,0,29,0,29,0,29
6.3,North Capitol Hill,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,12,22,12,22,0,17,12,22,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,14,25,14,25,0,21,14,25,0,21,0,21
7.2,University District,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,39,44,39,44,8,31,31,44,0,32,0,32
7.4,Wedgwood/View Ridge,114,69,77,58,0,27,77,58,0,27,37,44
7.5,Laurelhurst/Sand Point,25,31,25,31,0,21,25,31,0,21,0,21
8.1,Northgate/Maple Leaf,74,61,23,27,9,24,14,24,47,57,4,22
8.2,Olympic Hills/Victory Heights,133,97,20,30,15,30,5,24,113,90,0,24
8.3,Cedar Park/Meadowbrook,123,73,11,29,0,27,11,29,36,36,76,66
9.1,Broadview/Bitter Lake,22,34,22,34,10,29,12,31,0,27,0,27
9.2,Licton Springs,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,168,68,29,42,20,34,9,32,88,72,51,45
9.4,Green Lake,78,48,43,40,9,28,34,37,35,35,0,24
9.5,Haller Lake,69,69,0,21,0,21,0,21,53,66,16,25
10.1,North Beach/Blue Ridge,38,39,27,34,27,34,0,21,0,21,11,23
10.2,Whittier Heights,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,59,43,44,36,21,31,23,30,15,29,0,24
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,9,27,9,27,0,24,9,27,0,24,0,24
11.2,Wallingford,17,28,5,25,0,27,5,25,0,27,12,29
11.3,Cascade/Eastlake,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,39,57,39,57,0,21,39,57,0,21,0,21
12.3,Queen Anne,47,53,47,53,12,41,35,49,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,15,22,0,17,0,17,0,17,0,17,15,22
