area_id,area_name,b25070001,b25070001_moe,b25070002,b25070002_moe,b25070003,b25070003_moe,b25070004,b25070004_moe,b25070005,b25070005_moe,b25070006,b25070006_moe,b25070007,b25070007_moe,b25070008,b25070008_moe,b25070009,b25070009_moe,b25070010,b25070010_moe,b25070011,b25070011_moe
1.1,Arbor Heights,466,107,0,17,14,19,54,49,31,38,54,45,92,48,61,49,37,31,82,59,41,44
1.2,Fauntleroy/Seaview,1829,241,36,44,172,105,348,173,368,120,168,70,125,84,166,100,128,81,271,97,47,57
1.3,West Seattle Junction/Genesee Hill,3428,333,95,85,199,85,541,165,346,122,584,184,393,150,154,78,160,100,692,200,264,141
1.4,Alki/Admiral,2695,240,138,108,257,113,486,161,489,147,259,111,250,130,155,88,117,78,481,157,63,68
2.1,North Delridge,1093,168,35,55,61,49,347,138,127,84,35,41,109,85,143,110,0,12,185,96,51,46
2.2,High Point,1633,227,86,91,73,63,58,42,181,91,155,115,172,103,56,42,195,124,568,236,89,59
2.3,Riverview,519,122,30,34,28,33,81,55,27,24,43,33,33,26,36,46,54,61,178,82,9,14
2.4,Roxhill/Westwood,2608,233,92,91,272,145,268,120,480,164,234,106,168,89,164,86,280,117,568,147,82,51
2.5,Highland Park,1273,220,0,21,59,56,120,109,113,73,38,46,66,55,65,56,150,69,595,179,67,49
3.1,South Park,713,122,41,54,74,63,83,53,55,46,53,40,83,68,64,56,46,56,175,89,39,46
3.2,Georgetown,435,76,4,7,10,15,50,42,97,67,28,34,39,26,63,48,49,50,95,69,0,12
3.3,Duwamish/SODO,450,116,0,12,26,27,26,29,65,40,21,31,65,47,6,10,91,81,101,66,49,66
3.4,South Beacon Hill/NewHolly,2128,233,47,58,80,55,84,66,114,72,232,122,236,112,134,83,360,147,666,169,175,92
3.5,Beacon Hill,819,197,105,86,87,87,108,79,40,37,146,76,15,28,31,34,129,93,158,88,0,17
3.6,North Beacon Hill/Jefferson Park,3182,273,83,71,113,72,342,140,576,188,428,155,290,128,216,134,288,133,697,200,149,80
4.1,Rainier Beach,2206,294,74,83,88,60,266,135,146,126,246,148,168,121,110,92,207,121,716,227,185,124
