area_id,area_name,b05008001,b05008001_moe,b05008002,b05008002_moe,b05008003,b05008003_moe,b05008004,b05008004_moe,b05008005,b05008005_moe,b05008006,b05008006_moe,b05008007,b05008007_moe,b05008008,b05008008_moe,b05008009,b05008009_moe,b05008010,b05008010_moe,b05008011,b05008011_moe,b05008012,b05008012_moe,b05008013,b05008013_moe,b05008014,b05008014_moe,b05008015,b05008015_moe,b05008016,b05008016_moe,b05008017,b05008017_moe,b05008018,b05008018_moe,b05008019,b05008019_moe,b05008020,b05008020_moe,b05008021,b05008021_moe,b05008022,b05008022_moe,b05008023,b05008023_moe,b05008024,b05008024_moe,b05008025,b05008025_moe,b05008026,b05008026_moe,b05008027,b05008027_moe,b05008028,b05008028_moe,b05008029,b05008029_moe,b05008030,b05008030_moe,b05008031,b05008031_moe,b05008032,b05008032_moe,b05008033,b05008033_moe,b05008034,b05008034_moe,b05008035,b05008035_moe,b05008036,b05008036_moe,b05008037,b05008037_moe,b05008038,b05008038_moe,b05008039,b05008039_moe,b05008040,b05008040_moe,b05008041,b05008041_moe,b05008042,b05008042_moe,b05008043,b05008043_moe,b05008044,b05008044_moe,b05008045,b05008045_moe,b05008046,b05008046_moe,b05008047,b05008047_moe,b05008048,b05008048_moe,b05008049,b05008049_moe,b05008050,b05008050_moe,b05008051,b05008051_moe,b05008052,b05008052_moe,b05008053,b05008053_moe,b05008054,b05008054_moe,b05008055,b05008055_moe,b05008056,b05008056_moe,b05008057,b05008057_moe,b05008058,b05008058_moe,b05008059,b05008059_moe,b05008060,b05008060_moe,b05008061,b05008061_moe,b05008062,b05008062_moe,b05008063,b05008063_moe,b05008064,b05008064_moe,b05008065,b05008065_moe,b05008066,b05008066_moe,b05008067,b05008067_moe,b05008068,b05008068_moe,b05008069,b05008069_moe
3.2,Georgetown,298,101,147,66,4,8,0,12,0,12,4,8,62,35,0,12,26,18,36,25,81,72,0,12,24,34,57,51,0,12,0,12,0,12,0,12,71,70,71,70,0,12,24,34,47,47,0,12,0,12,0,12,0,12,10,17,0,12,0,12,10,17,0,12,0,12,0,12,0,12,151,51,0,12,0,12,0,12,0,12,102,58,0,12,52,33,50,29,49,56,0,12,19,34,30,44,0,12,0,12,0,12,0,12,30,44,30,44,0,12,0,12,30,44,0,12,0,12,0,12,0,12,19,34,0,12,19,34,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,647,243,336,153,23,45,0,12,0,12,23,45,126,59,0,12,7,13,119,63,151,118,0,12,38,60,113,102,64,75,0,12,0,12,64,75,66,86,54,68,0,12,38,60,16,30,12,30,0,12,0,12,12,30,21,33,0,12,0,12,21,33,36,34,0,12,0,12,36,34,311,124,0,12,0,12,0,12,0,12,188,87,0,12,38,42,150,90,101,92,6,10,28,44,67,77,67,77,0,12,0,12,67,77,34,45,34,45,6,10,28,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,26,0,12,0,12,22,26
3.4,South Beacon Hill/NewHolly,7933,985,3846,554,98,58,0,24,66,53,32,33,2727,512,177,148,745,250,1805,347,61,48,0,24,13,27,48,46,17,33,0,24,0,24,17,33,44,40,13,27,0,24,13,27,0,24,31,38,0,24,0,24,31,38,0,24,0,24,0,24,0,24,960,281,74,66,310,150,576,192,4087,587,44,52,0,24,32,50,12,28,2719,404,99,65,846,230,1774,282,34,33,0,24,0,24,34,33,0,24,0,24,0,24,0,24,34,33,12,25,0,24,0,24,12,25,22,27,0,24,0,24,22,27,0,24,0,24,0,24,0,24,1290,480,36,63,568,434,686,226
3.5,Beacon Hill,4639,637,2247,416,61,52,0,17,27,34,34,39,1970,404,35,43,239,149,1696,333,77,105,16,29,0,17,61,87,0,17,0,17,0,17,0,17,77,105,77,105,16,29,0,17,61,87,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,139,84,0,17,82,77,57,59,2392,314,57,76,0,17,0,17,57,76,2095,291,30,34,421,200,1644,264,51,62,0,17,18,32,33,37,0,17,0,17,0,17,0,17,51,62,37,63,0,17,18,32,19,33,14,25,0,17,0,17,14,25,0,17,0,17,0,17,0,17,189,142,0,17,162,136,27,30
3.6,North Beacon Hill/Jefferson Park,5177,524,2572,365,86,55,20,37,23,29,43,41,1927,288,19,40,450,210,1458,220,379,208,0,24,265,184,114,72,24,31,0,24,12,29,12,27,355,205,269,190,0,24,210,175,59,56,86,82,0,24,43,54,43,47,0,24,0,24,0,24,0,24,180,120,0,24,106,100,74,73,2605,296,50,48,20,36,15,33,15,25,1972,256,11,28,440,202,1521,205,273,129,0,24,137,106,136,99,0,24,0,24,0,24,0,24,273,129,163,103,0,24,126,105,37,44,110,87,0,24,11,30,99,89,0,24,0,24,0,24,0,24,310,139,13,30,95,89,202,165
4.1,Rainier Beach,4349,602,2223,414,53,50,0,27,0,27,53,50,1282,270,0,27,233,132,1049,214,375,256,47,61,215,177,113,110,77,101,15,32,0,27,62,99,298,239,298,239,32,56,215,177,51,61,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,513,244,100,135,244,195,169,107,2126,329,13,29,0,27,0,27,13,29,1441,235,20,37,272,126,1149,190,237,112,0,27,94,87,143,78,0,27,0,27,0,27,0,27,190,110,190,110,0,27,94,87,96,72,0,27,0,27,0,27,0,27,47,58,0,27,0,27,47,58,435,269,56,71,220,166,159,117
4.2,Columbia City,5358,666,2672,450,74,58,0,27,38,42,36,41,1343,246,72,78,194,108,1077,199,337,236,0,27,264,235,73,52,20,38,0,27,20,38,0,27,317,234,128,124,0,27,69,117,59,48,189,227,0,27,175,226,14,30,0,27,0,27,0,27,0,27,918,332,0,27,628,303,290,160,2686,420,52,39,0,27,4,23,48,42,1780,339,105,83,654,282,1021,180,198,132,9,28,113,81,76,79,0,27,0,27,0,27,0,27,180,130,68,70,0,27,68,70,0,27,112,102,0,27,36,42,76,79,18,27,9,28,9,26,0,27,656,240,67,85,139,104,450,209
4.3,Seward Park,2214,399,1165,282,67,51,0,17,7,17,60,50,561,110,0,17,93,59,468,95,316,244,0,17,127,118,189,149,16,27,0,17,16,27,0,17,278,240,158,164,0,17,64,102,94,80,120,190,0,17,38,61,82,131,22,24,0,17,9,18,13,23,221,87,0,17,138,76,83,49,1049,181,113,66,0,17,0,17,113,66,658,134,40,41,142,96,476,120,108,75,0,17,13,22,95,73,13,22,0,17,13,22,0,17,83,72,72,69,0,17,0,17,72,69,11,22,0,17,0,17,11,22,12,22,0,17,0,17,12,22,170,67,0,17,92,56,78,40
4.4,Mt. Baker/North Rainier,1036,274,484,166,57,43,0,17,18,28,39,29,241,91,0,17,35,55,206,97,83,109,0,17,35,54,48,58,1,3,0,17,1,3,0,17,82,109,15,25,0,17,0,17,15,25,67,105,0,17,34,54,33,52,0,17,0,17,0,17,0,17,103,111,0,17,53,77,50,82,552,179,39,42,0,17,18,28,21,33,352,102,0,17,93,87,259,81,27,34,0,17,27,34,0,17,15,26,0,17,15,26,0,17,12,21,12,21,0,17,12,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,134,137,18,25,75,107,41,38
5.1,Madrona/Leschi,987,249,366,128,43,47,0,21,0,21,43,47,159,76,0,21,31,29,128,68,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,164,113,0,21,83,80,81,72,621,176,137,85,0,21,44,66,93,59,253,104,0,21,42,43,211,91,85,64,0,21,30,37,55,54,0,21,0,21,0,21,0,21,28,34,12,24,0,21,12,24,0,21,16,32,0,21,0,21,16,32,57,55,0,21,18,31,39,46,146,102,0,21,73,79,73,67
5.2,Judkins Park,1093,247,455,194,51,52,0,12,32,46,19,22,250,109,0,12,62,55,188,93,111,171,0,12,30,47,81,123,0,12,0,12,0,12,0,12,111,171,0,12,0,12,0,12,0,12,111,171,0,12,30,47,81,123,0,12,0,12,0,12,0,12,43,44,0,12,27,29,16,28,638,132,9,10,0,12,0,12,9,10,600,129,28,35,90,62,482,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,38,0,12,11,16,18,29
5.3,Central Area/Squire Park,2425,480,1332,351,202,84,0,24,36,39,166,81,292,187,0,24,211,183,81,51,295,142,0,24,61,70,234,120,45,51,0,24,0,24,45,51,222,125,222,125,0,24,48,66,174,101,0,24,0,24,0,24,0,24,28,37,0,24,13,30,15,32,543,263,96,148,220,156,227,145,1093,261,179,88,0,24,52,45,127,80,364,135,0,24,142,96,222,86,193,100,0,24,63,67,130,87,17,29,0,24,0,24,17,29,151,95,89,81,0,24,48,63,41,55,62,67,0,24,0,24,62,67,25,34,0,24,15,33,10,26,357,196,99,153,142,88,116,90
6.1,First Hill,3023,422,1796,339,183,89,22,40,62,51,99,66,857,205,51,49,447,163,359,117,376,206,8,26,187,134,181,125,52,110,0,24,12,33,40,85,306,168,272,164,8,26,147,131,117,83,34,40,0,24,18,33,16,31,18,33,0,24,10,28,8,27,380,168,18,30,211,125,151,89,1227,241,216,115,0,24,68,74,148,89,723,201,86,83,325,136,312,109,88,60,15,31,45,50,28,30,15,31,15,31,0,24,0,24,65,55,65,55,0,24,45,50,20,29,0,24,0,24,0,24,0,24,8,25,0,24,0,24,8,25,200,91,10,21,99,69,91,61
6.2,Capitol Hill,3053,543,1352,352,299,144,0,29,105,77,194,120,523,241,17,49,165,90,341,217,265,201,0,29,186,163,79,77,27,38,0,29,11,33,16,35,222,197,205,195,0,29,142,159,63,74,17,39,0,29,17,39,0,29,16,35,0,29,16,35,0,29,265,154,0,29,184,136,81,62,1701,359,531,222,0,29,256,144,275,171,585,190,77,85,264,125,244,108,152,129,0,29,118,124,34,45,0,29,0,29,0,29,0,29,119,137,100,134,0,29,82,131,18,40,19,40,0,29,19,40,0,29,33,42,0,29,17,36,16,36,433,245,0,29,286,226,147,113
6.3,North Capitol Hill,394,142,245,131,82,83,0,12,15,25,67,80,108,83,0,12,17,26,91,79,36,54,0,12,0,12,36,54,0,12,0,12,0,12,0,12,36,54,36,54,0,12,0,12,36,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,22,0,12,0,12,19,22,149,78,58,55,0,12,13,20,45,51,62,51,0,12,16,27,46,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,30,0,12,0,12,29,30
6.4,Miller Park,611,144,287,96,79,49,0,17,21,27,58,42,124,61,23,38,13,23,88,51,41,36,0,17,11,21,30,32,15,26,0,17,0,17,15,26,8,18,8,18,0,17,0,17,8,18,0,17,0,17,0,17,0,17,18,27,0,17,11,21,7,20,43,36,0,17,16,27,27,27,324,122,106,65,9,18,64,55,33,27,124,77,35,45,18,22,71,49,8,18,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,0,17,0,17,8,18,86,49,0,17,33,36,53,36
6.5,Madison Park,459,180,137,85,35,39,0,17,0,17,35,39,42,47,0,17,0,17,42,47,11,18,0,17,0,17,11,18,0,17,0,17,0,17,0,17,11,18,0,17,0,17,0,17,0,17,11,18,0,17,0,17,11,18,0,17,0,17,0,17,0,17,49,50,0,17,33,38,16,24,322,141,151,104,0,17,0,17,151,104,141,114,0,17,43,50,98,98,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,35,0,17,0,17,30,35
