area_id,area_name,b17001d001,b17001d001_moe,b17001d002,b17001d002_moe,b17001d003,b17001d003_moe,b17001d004,b17001d004_moe,b17001d005,b17001d005_moe,b17001d006,b17001d006_moe,b17001d007,b17001d007_moe,b17001d008,b17001d008_moe,b17001d009,b17001d009_moe,b17001d010,b17001d010_moe,b17001d011,b17001d011_moe,b17001d012,b17001d012_moe,b17001d013,b17001d013_moe,b17001d014,b17001d014_moe,b17001d015,b17001d015_moe,b17001d016,b17001d016_moe,b17001d017,b17001d017_moe,b17001d018,b17001d018_moe,b17001d019,b17001d019_moe,b17001d020,b17001d020_moe,b17001d021,b17001d021_moe,b17001d022,b17001d022_moe,b17001d023,b17001d023_moe,b17001d024,b17001d024_moe,b17001d025,b17001d025_moe,b17001d026,b17001d026_moe,b17001d027,b17001d027_moe,b17001d028,b17001d028_moe,b17001d029,b17001d029_moe,b17001d030,b17001d030_moe,b17001d031,b17001d031_moe,b17001d032,b17001d032_moe,b17001d033,b17001d033_moe,b17001d034,b17001d034_moe,b17001d035,b17001d035_moe,b17001d036,b17001d036_moe,b17001d037,b17001d037_moe,b17001d038,b17001d038_moe,b17001d039,b17001d039_moe,b17001d040,b17001d040_moe,b17001d041,b17001d041_moe,b17001d042,b17001d042_moe,b17001d043,b17001d043_moe,b17001d044,b17001d044_moe,b17001d045,b17001d045_moe,b17001d046,b17001d046_moe,b17001d047,b17001d047_moe,b17001d048,b17001d048_moe,b17001d049,b17001d049_moe,b17001d050,b17001d050_moe,b17001d051,b17001d051_moe,b17001d052,b17001d052_moe,b17001d053,b17001d053_moe,b17001d054,b17001d054_moe,b17001d055,b17001d055_moe,b17001d056,b17001d056_moe,b17001d057,b17001d057_moe,b17001d058,b17001d058_moe,b17001d059,b17001d059_moe
3.2,Georgetown,156,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,100,51,32,0,12,0,12,12,9,0,12,0,12,0,12,0,12,0,12,14,10,15,19,0,12,0,12,10,7,105,69,0,12,0,12,12,8,24,16,0,12,15,19,13,16,0,12,14,9,14,17,0,12,13,9,0,12
3.3,Duwamish/SODO,522,140,85,59,15,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,18,7,11,70,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,44,0,12,0,12,6,9,0,12,13,15,437,118,211,71,0,12,0,12,0,12,15,22,15,22,17,28,6,14,0,12,35,31,56,39,14,19,24,26,29,20,226,74,6,13,0,12,5,9,16,26,0,12,0,12,39,47,11,15,1,5,40,33,54,42,12,18,42,36
3.4,South Beacon Hill/NewHolly,7612,963,897,391,453,213,22,31,0,24,64,80,28,37,9,26,0,24,27,28,12,28,93,91,69,64,37,44,41,51,51,39,444,204,20,29,13,30,25,48,14,24,0,24,15,23,58,69,5,23,112,87,34,40,70,61,33,29,45,37,6715,886,3290,527,184,78,63,64,232,139,76,57,193,105,57,54,491,170,413,164,452,151,426,109,435,125,178,84,90,49,3425,454,208,147,0,24,299,110,190,101,32,38,90,75,269,103,435,124,449,156,577,151,478,134,152,75,246,81
3.5,Beacon Hill,5882,770,278,170,149,92,9,21,0,17,0,17,0,17,0,17,0,17,0,17,35,48,0,17,87,82,18,22,0,17,0,17,129,110,0,17,10,24,1,18,2,30,1,19,19,26,0,17,0,17,11,23,1,18,6,16,60,51,18,31,5604,749,2756,434,148,99,0,17,112,85,62,43,45,47,79,48,265,121,276,124,466,193,433,222,467,172,221,104,182,78,2848,442,198,105,71,106,87,80,49,52,0,17,46,46,246,128,487,160,472,185,330,115,319,135,257,114,286,98
3.6,North Beacon Hill/Jefferson Park,5731,591,758,243,389,147,0,24,0,24,0,24,0,24,0,24,0,24,55,86,24,42,12,30,43,68,49,40,48,54,158,91,369,183,0,24,0,24,13,30,32,56,0,24,0,24,0,24,0,24,40,59,13,30,30,36,107,77,134,93,4973,599,2413,372,118,130,4,23,125,99,103,67,13,29,39,37,236,118,242,123,380,147,364,116,488,176,192,105,109,62,2560,314,193,117,0,24,124,100,45,46,0,24,89,71,236,119,258,88,320,130,390,127,347,123,233,115,325,118
4.1,Rainier Beach,4300,733,740,457,429,314,82,113,0,27,66,80,14,31,0,27,69,70,0,27,52,89,47,65,41,44,25,42,33,43,0,27,311,168,13,31,0,27,24,42,0,27,21,39,0,27,11,28,65,74,13,31,18,31,73,76,16,34,57,61,3560,757,1665,422,74,61,0,27,109,99,21,38,50,73,35,36,116,95,302,146,219,116,241,90,317,119,82,65,99,51,1895,391,95,82,23,37,93,80,65,60,0,27,9,27,272,122,275,138,123,88,275,101,271,109,206,105,188,72
4.2,Columbia City,4501,587,749,304,171,88,14,30,0,27,20,41,0,27,13,30,0,27,22,30,11,30,27,38,32,40,0,27,8,27,24,34,578,244,48,49,14,33,27,35,47,60,33,40,13,30,113,85,43,46,60,80,74,61,56,68,26,33,24,29,3752,552,1925,332,109,84,62,74,31,42,18,36,37,46,93,68,192,117,88,62,320,134,461,158,383,147,85,52,46,40,1827,340,33,33,11,28,121,85,63,48,1,23,13,28,153,83,290,125,240,98,387,146,238,86,138,63,139,66
4.3,Seward Park,1707,232,175,115,90,77,0,17,0,17,0,17,10,19,0,17,0,17,10,19,16,34,0,17,16,24,21,35,0,17,17,29,85,53,0,17,0,17,0,17,0,17,0,17,0,17,21,29,12,22,9,18,8,18,0,17,9,18,26,30,1532,250,751,147,48,43,0,17,49,37,9,18,0,17,0,17,65,56,103,55,126,60,117,55,96,63,67,45,71,38,781,150,77,47,0,17,51,44,28,28,0,17,0,17,50,50,40,36,163,75,63,44,157,76,90,52,62,35
4.4,Mt. Baker/North Rainier,842,155,297,210,129,101,0,17,0,17,0,17,0,17,0,17,0,17,55,46,0,17,50,54,0,17,0,17,11,22,13,22,168,125,0,17,0,17,62,58,0,17,0,17,0,17,0,17,0,17,55,60,14,22,13,21,24,30,0,17,545,270,258,169,8,17,0,17,55,64,16,24,0,17,48,66,0,17,11,18,26,50,0,17,48,45,26,34,20,26,287,131,0,17,0,17,0,17,0,17,0,17,0,17,32,39,41,44,40,39,93,80,32,38,27,37,22,27
5.1,Madrona/Leschi,704,163,18,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,18,34,686,165,321,98,0,21,0,21,49,45,0,21,0,21,0,21,0,21,37,45,129,58,53,38,28,29,12,22,13,28,365,123,0,21,5,16,14,25,31,30,15,28,15,28,19,29,62,52,115,66,39,38,18,28,19,34,13,27
5.2,Judkins Park,989,231,394,211,111,83,0,12,0,12,0,12,0,12,0,12,0,12,44,55,0,12,0,12,0,12,29,22,11,18,27,24,283,137,0,12,0,12,0,12,21,26,0,12,22,28,9,16,40,37,0,12,22,29,0,12,62,49,107,49,595,147,262,91,22,32,0,12,0,12,0,12,0,12,0,12,26,32,86,61,31,30,6,10,26,22,25,22,40,23,333,93,0,12,0,12,0,12,0,12,0,12,0,12,28,27,83,60,62,44,8,12,55,49,32,23,65,50
5.3,Central Area/Squire Park,1101,306,278,188,124,171,0,24,0,24,0,24,0,24,0,24,0,24,108,170,0,24,2,22,0,24,0,24,0,24,14,27,154,83,0,24,0,24,0,24,0,24,0,24,0,24,52,63,50,61,34,42,0,24,0,24,0,24,18,30,823,265,451,186,0,24,0,24,10,26,0,24,0,24,0,24,101,109,145,90,84,59,58,49,38,39,5,25,10,27,372,148,10,26,0,24,0,24,7,25,0,24,24,42,16,29,76,45,112,75,70,62,18,27,33,48,6,25
6.1,First Hill,1886,345,1002,286,503,176,21,34,0,24,0,24,0,24,0,24,13,33,169,123,70,61,44,54,45,44,17,29,39,30,85,66,499,178,0,24,22,35,33,41,0,24,0,24,0,24,154,107,95,80,42,41,22,37,62,48,28,27,41,40,884,244,533,189,0,24,0,24,0,24,0,24,0,24,0,24,88,66,314,168,26,35,44,47,6,24,8,25,47,37,351,118,0,24,0,24,0,24,0,24,0,24,0,24,43,35,125,64,20,36,20,32,63,67,38,39,42,43
6.2,Capitol Hill,1555,396,219,99,70,51,0,29,0,29,0,29,0,29,0,29,0,29,38,37,32,42,0,29,0,29,0,29,0,29,0,29,149,79,0,29,0,29,0,29,0,29,0,29,0,29,133,75,16,36,0,29,0,29,0,29,0,29,0,29,1336,394,761,289,28,50,29,52,16,46,0,29,0,29,0,29,95,77,219,103,215,214,69,56,50,38,26,55,14,34,575,206,0,29,0,29,0,29,0,29,0,29,0,29,39,42,284,141,123,97,12,33,25,35,92,78,0,29
6.3,North Capitol Hill,250,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,250,119,134,71,0,12,0,12,16,25,0,12,0,12,0,12,17,27,17,26,52,47,17,26,15,22,0,12,0,12,116,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,43,0,12,37,55,41,35,0,12,0,12
6.4,Miller Park,429,122,97,75,59,55,0,17,0,17,0,17,0,17,0,17,11,21,0,17,20,33,0,17,0,17,0,17,0,17,28,45,38,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,45,11,20,0,17,0,17,0,17,0,17,332,95,154,58,0,17,0,17,0,17,0,17,0,17,0,17,23,38,32,32,69,37,0,17,25,24,0,17,5,14,178,70,11,21,0,17,12,20,0,17,0,17,0,17,0,17,88,53,18,21,23,34,11,21,9,19,6,16
6.5,Madison Park,237,140,62,91,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,62,91,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,62,91,0,17,0,17,0,17,175,113,31,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,44,0,17,144,82,0,17,0,17,10,16,0,17,0,17,0,17,0,17,18,28,45,41,38,35,0,17,33,47,0,17
7.1,Montlake/Portage Bay,498,145,35,43,9,22,0,21,0,21,0,21,0,21,0,21,0,21,9,22,0,21,0,21,0,21,0,21,0,21,0,21,26,43,0,21,0,21,0,21,26,43,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,463,150,189,82,0,21,0,21,0,21,0,21,0,21,0,21,0,21,73,58,72,59,0,21,17,30,24,27,3,14,274,104,14,25,0,21,13,22,0,21,0,21,0,21,25,33,89,68,36,33,62,57,33,30,2,18,0,21
7.2,University District,2244,309,1323,271,584,196,0,29,0,29,0,29,0,29,0,29,0,29,491,188,79,76,0,29,0,29,14,33,0,29,0,29,739,183,0,29,0,29,0,29,0,29,0,29,0,29,628,185,83,76,0,29,0,29,14,33,0,29,14,33,921,188,407,155,0,29,0,29,0,29,0,29,0,29,0,29,167,106,182,132,18,38,0,29,32,39,0,29,8,27,514,170,0,29,0,29,0,29,0,29,0,29,0,29,141,103,205,116,106,100,0,29,62,43,0,29,0,29
7.3,Ravenna/Bryant,2455,552,671,317,177,99,15,38,0,32,0,32,0,32,0,32,0,32,93,74,52,53,17,37,0,32,0,32,0,32,0,32,494,280,0,32,0,32,0,32,0,32,0,32,0,32,403,273,70,64,0,32,0,32,21,43,0,32,0,32,1784,358,764,271,46,42,6,31,0,32,0,32,0,32,0,32,152,159,251,121,88,51,88,62,61,48,43,42,29,33,1020,197,55,52,17,35,35,39,11,32,0,32,28,38,78,75,214,88,194,79,180,74,98,67,63,46,47,46
7.4,Wedgwood/View Ridge,1817,287,91,88,46,47,0,27,0,27,0,27,9,28,0,27,0,27,37,46,0,27,0,27,0,27,0,27,0,27,0,27,45,59,0,27,0,27,0,27,0,27,0,27,19,37,18,29,0,27,0,27,8,27,0,27,0,27,0,27,1726,282,788,167,75,56,0,27,94,65,26,32,0,27,0,27,6,27,171,83,173,70,111,53,49,41,51,44,32,38,938,175,60,48,6,26,47,41,14,29,0,27,0,27,59,44,231,124,195,78,182,75,48,45,71,58,25,34
7.5,Laurelhurst/Sand Point,1356,386,124,74,49,37,0,21,0,21,0,21,0,21,0,21,0,21,8,21,24,27,0,21,0,21,0,21,17,26,0,21,75,46,0,21,0,21,0,21,0,21,0,21,0,21,30,28,13,26,0,21,0,21,0,21,32,31,0,21,1232,379,521,182,13,23,0,21,52,44,16,28,0,21,8,23,52,57,127,80,41,46,132,88,31,29,16,28,33,33,711,221,44,37,13,23,38,36,17,30,0,21,8,23,66,64,131,72,163,68,129,88,35,51,12,22,55,41
8.1,Northgate/Maple Leaf,2216,412,484,173,210,116,0,24,0,24,0,24,0,24,0,24,20,37,105,87,50,48,0,24,0,24,35,50,0,24,0,24,274,137,0,24,0,24,0,24,0,24,0,24,0,24,115,95,58,57,67,78,0,24,16,32,18,34,0,24,1732,386,912,238,0,24,33,58,30,37,22,29,12,28,0,24,132,102,188,96,169,87,132,94,97,70,82,81,15,25,820,238,45,57,0,24,41,43,0,24,0,24,8,24,103,84,176,76,89,67,55,41,220,82,32,39,51,47
8.2,Olympic Hills/Victory Heights,2410,516,215,128,132,111,0,24,0,24,0,24,0,24,0,24,0,24,40,39,61,99,0,24,0,24,0,24,0,24,31,36,83,52,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,29,0,24,17,33,11,28,33,41,2195,518,1064,296,5,25,0,24,19,29,32,32,0,24,15,25,158,155,460,236,122,82,71,53,94,58,58,40,30,34,1131,308,39,65,0,24,6,25,73,75,11,25,33,35,184,107,104,62,195,104,162,96,157,76,106,68,61,75
8.3,Cedar Park/Meadowbrook,1298,271,289,175,131,87,7,27,6,26,11,30,11,30,7,27,0,27,16,35,24,25,11,30,31,35,7,27,0,27,0,27,158,105,5,26,0,27,7,26,0,27,11,30,11,30,69,67,14,27,0,27,16,28,14,26,0,27,11,27,1009,239,400,114,14,31,0,27,6,26,43,50,3,23,3,25,2,22,71,62,53,38,77,50,86,45,39,35,3,25,609,163,26,30,0,27,22,33,7,23,0,27,0,27,80,79,143,99,112,52,66,44,90,57,52,44,11,28
9.1,Broadview/Bitter Lake,1208,331,302,205,105,103,0,27,0,27,0,27,0,27,0,27,0,27,75,88,16,33,0,27,0,27,14,33,0,27,0,27,197,125,0,27,0,27,0,27,0,27,0,27,0,27,69,93,39,56,26,37,17,34,0,27,0,27,46,61,906,275,379,155,15,35,0,27,10,28,25,37,12,31,35,34,16,48,40,46,26,34,57,43,62,47,48,46,33,40,527,160,15,33,0,27,25,38,0,27,0,27,0,27,63,48,143,87,108,64,48,39,65,51,19,36,41,43
9.2,Licton Springs,1403,316,400,211,122,119,0,17,0,17,35,55,0,17,0,17,14,25,12,23,13,24,36,55,0,17,0,17,12,26,0,17,278,135,0,17,0,17,0,17,0,17,0,17,0,17,30,49,99,81,72,81,0,17,12,23,43,43,22,27,1003,268,423,147,13,23,0,17,0,17,0,17,0,17,0,17,68,77,147,89,53,43,44,44,43,36,55,38,0,17,580,186,0,17,0,17,0,17,0,17,0,17,0,17,24,31,215,105,81,84,127,110,83,46,7,18,43,31
9.3,Greenwood/Phinney Ridge,1686,279,241,139,13,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,29,8,29,228,138,0,29,0,29,0,29,0,29,0,29,0,29,81,74,49,52,61,68,0,29,32,44,5,29,0,29,1445,338,464,159,0,29,17,37,36,44,0,29,0,29,0,29,62,52,88,66,105,76,83,68,41,40,14,30,18,38,981,236,27,42,12,32,17,37,17,37,29,40,11,32,83,65,266,135,133,63,114,61,155,85,65,48,52,51
9.4,Green Lake,1065,256,115,87,41,49,0,24,0,24,0,24,0,24,0,24,12,28,9,26,0,24,0,24,11,26,9,25,0,24,0,24,74,54,0,24,0,24,0,24,0,24,0,24,0,24,22,32,0,24,12,26,19,30,21,39,0,24,0,24,950,238,482,155,0,24,0,24,19,29,0,24,0,24,0,24,53,45,200,119,58,44,27,37,25,33,67,59,33,36,468,144,27,32,0,24,0,24,4,23,4,23,0,24,45,36,152,89,70,51,82,54,55,40,0,24,29,33
9.5,Haller Lake,1416,279,140,107,36,43,0,21,0,21,0,21,0,21,0,21,0,21,0,21,23,39,0,21,0,21,0,21,13,23,0,21,104,86,0,21,0,21,0,21,0,21,0,21,0,21,47,75,0,21,0,21,0,21,35,40,22,36,0,21,1276,275,510,155,25,30,0,21,59,43,7,20,0,21,8,20,0,21,74,72,80,50,127,70,99,93,31,34,0,21,766,188,20,26,37,41,41,56,41,40,0,21,0,21,102,106,200,127,110,67,37,41,87,65,49,46,42,34
10.1,North Beach/Blue Ridge,510,157,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,510,157,220,85,24,32,0,21,15,24,0,21,0,21,0,21,18,33,10,23,50,42,31,33,17,24,42,39,13,27,290,104,0,21,0,21,11,23,0,21,0,21,7,21,6,20,60,46,89,52,42,39,39,37,27,34,9,22
10.2,Whittier Heights,469,146,71,103,36,54,0,24,0,24,18,31,0,24,0,24,0,24,0,24,0,24,18,31,0,24,0,24,0,24,0,24,35,54,0,24,0,24,0,24,0,24,18,31,0,24,0,24,0,24,17,29,0,24,0,24,0,24,0,24,398,134,135,80,16,30,0,24,0,24,0,24,0,24,0,24,0,24,35,42,24,33,47,44,0,24,13,27,0,24,263,104,9,22,0,24,0,24,0,24,0,24,0,24,0,24,76,61,61,42,53,39,27,45,19,33,18,33
10.3,Sunset Hill/Loyal Heights,554,146,65,62,34,41,0,24,0,24,0,24,0,24,0,24,0,24,0,24,19,34,0,24,0,24,0,24,15,29,0,24,31,39,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,0,24,0,24,16,30,0,24,489,132,109,65,0,24,0,24,0,24,0,24,0,24,0,24,18,29,19,34,41,58,15,29,16,28,0,24,0,24,380,112,14,29,0,24,16,29,0,24,0,24,0,24,33,33,79,82,101,83,104,67,33,39,0,24,0,24
10.4,Ballard,579,254,109,148,52,83,17,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,27,0,17,0,17,18,29,0,17,57,69,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,29,0,17,0,17,38,45,0,17,0,17,470,239,130,86,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,34,62,67,0,17,0,17,22,35,17,28,340,214,0,17,0,17,0,17,0,17,0,17,0,17,44,71,251,207,0,17,45,46,0,17,0,17,0,17
11.1,Fremont,867,218,85,65,52,48,0,24,0,24,0,24,0,24,0,24,0,24,30,36,0,24,22,38,0,24,0,24,0,24,0,24,33,43,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,19,35,0,24,0,24,782,210,357,137,7,26,0,24,21,33,0,24,0,24,0,24,33,56,178,88,51,43,28,41,23,30,0,24,16,33,425,152,7,26,0,24,0,24,0,24,0,24,0,24,20,36,144,105,115,68,48,46,48,38,0,24,43,30
11.2,Wallingford,1717,356,880,287,388,154,0,27,0,27,0,27,0,27,0,27,0,27,377,153,11,29,0,27,0,27,0,27,0,27,0,27,492,222,0,27,0,27,0,27,0,27,0,27,7,29,438,217,32,39,0,27,0,27,0,27,0,27,15,31,837,230,434,167,22,33,7,26,12,30,0,27,0,27,0,27,67,63,149,92,136,87,5,25,4,25,12,29,20,39,403,124,6,26,0,27,0,27,12,30,0,27,0,27,124,79,135,71,43,36,24,31,46,36,13,31,0,27
11.3,Cascade/Eastlake,2006,497,510,423,386,419,0,21,0,21,0,21,0,21,0,21,0,21,266,415,34,43,0,21,22,41,0,21,64,47,0,21,124,96,0,21,0,21,0,21,0,21,0,21,0,21,62,80,9,26,0,21,0,21,15,29,38,45,0,21,1496,349,803,272,0,21,0,21,7,24,0,21,0,21,0,21,45,42,551,247,146,107,31,40,23,33,0,21,0,21,693,215,0,21,0,21,6,24,8,22,0,21,0,21,56,51,417,170,130,93,44,62,8,22,12,27,12,29
12.1,Magnolia,728,230,49,52,29,49,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,29,49,0,24,0,24,0,24,0,24,20,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,30,679,233,204,125,0,24,0,24,29,48,15,29,0,24,0,24,0,24,55,53,80,60,0,24,25,39,0,24,0,24,475,172,15,29,0,24,44,58,33,36,0,24,17,31,55,88,29,36,89,66,0,24,93,69,15,30,85,58
