area_id,area_name,b99254001,b99254001_moe,b99254002,b99254002_moe,b99254003,b99254003_moe
1.1,Arbor Heights,2767,-1,64,-1,2703,-1
1.2,Fauntleroy/Seaview,6833,-1,254,-1,6579,-1
1.3,West Seattle Junction/Genesee Hill,8945,-1,272,-1,8673,-1
1.4,Alki/Admiral,6160,-1,215,-1,5945,-1
2.1,North Delridge,2597,-1,98,-1,2499,-1
2.2,High Point,2942,-1,116,-1,2826,-1
2.3,Riverview,1774,-1,79,-1,1695,-1
2.4,Roxhill/Westwood,5799,-1,204,-1,5595,-1
2.5,Highland Park,2946,-1,145,-1,2801,-1
3.1,South Park,1403,-1,138,-1,1265,-1
3.2,Georgetown,695,-1,58,-1,637,-1
3.3,Duwamish/SODO,1043,-1,87,-1,956,-1
3.4,South Beacon Hill/NewHolly,4756,-1,346,-1,4410,-1
3.5,Beacon Hill,3131,-1,223,-1,2908,-1
3.6,North Beacon Hill/Jefferson Park,6156,-1,328,-1,5828,-1
4.1,Rainier Beach,5771,-1,254,-1,5517,-1
4.2,Columbia City,7188,-1,293,-1,6895,-1
4.3,Seward Park,3626,-1,90,-1,3536,-1
4.4,Mt. Baker/North Rainier,2598,-1,51,-1,2547,-1
5.1,Madrona/Leschi,4582,-1,123,-1,4459,-1
5.2,Judkins Park,1652,-1,181,-1,1471,-1
5.3,Central Area/Squire Park,8757,-1,350,-1,8407,-1
6.1,First Hill,8450,-1,688,-1,7762,-1
6.2,Capitol Hill,14605,-1,911,-1,13694,-1
6.3,North Capitol Hill,2489,-1,45,-1,2444,-1
6.4,Miller Park,3284,-1,133,-1,3151,-1
6.5,Madison Park,2878,-1,79,-1,2799,-1
7.1,Montlake/Portage Bay,4685,-1,95,-1,4590,-1
7.2,University District,5559,-1,467,-1,5092,-1
7.3,Ravenna/Bryant,10579,-1,173,-1,10406,-1
7.4,Wedgwood/View Ridge,6494,-1,145,-1,6349,-1
7.5,Laurelhurst/Sand Point,4642,-1,104,-1,4538,-1
8.1,Northgate/Maple Leaf,7425,-1,408,-1,7017,-1
8.2,Olympic Hills/Victory Heights,7198,-1,315,-1,6883,-1
8.3,Cedar Park/Meadowbrook,6198,-1,326,-1,5872,-1
9.1,Broadview/Bitter Lake,7396,-1,324,-1,7072,-1
9.2,Licton Springs,4530,-1,187,-1,4343,-1
9.3,Greenwood/Phinney Ridge,11731,-1,458,-1,11273,-1
9.4,Green Lake,7049,-1,292,-1,6757,-1
9.5,Haller Lake,4730,-1,213,-1,4517,-1
10.1,North Beach/Blue Ridge,5224,-1,91,-1,5133,-1
10.2,Whittier Heights,5744,-1,91,-1,5653,-1
10.3,Sunset Hill/Loyal Heights,6862,-1,152,-1,6710,-1
10.4,Ballard,4471,-1,82,-1,4389,-1
11.1,Fremont,8882,-1,264,-1,8618,-1
11.2,Wallingford,7815,-1,455,-1,7360,-1
11.3,Cascade/Eastlake,10152,-1,834,-1,9318,-1
12.1,Magnolia,5797,-1,225,-1,5572,-1
12.2,Interbay,5511,-1,304,-1,5207,-1
12.3,Queen Anne,20952,-1,976,-1,19976,-1
13.1,Belltown,6867,-1,824,-1,6043,-1
13.2,Downtown Commercial Core,3053,-1,216,-1,2837,-1
13.3,Pioneer Square/International District,3321,-1,575,-1,2746,-1
