area_id,area_name,b11009001,b11009001_moe,b11009002,b11009002_moe,b11009003,b11009003_moe,b11009004,b11009004_moe,b11009005,b11009005_moe,b11009006,b11009006_moe,b11009007,b11009007_moe
1.1,Arbor Heights,2639,96,289,106,24,26,104,82,47,31,114,66,2350,120
1.2,Fauntleroy/Seaview,6410,211,661,187,51,46,208,104,92,56,310,134,5749,266
1.3,West Seattle Junction/Genesee Hill,8391,238,706,176,126,63,129,98,98,75,353,125,7685,271
1.4,Alki/Admiral,5786,190,492,156,85,77,162,89,30,28,215,95,5294,228
2.1,North Delridge,2387,100,321,145,33,30,190,126,32,36,66,50,2066,166
2.2,High Point,2731,199,221,100,17,19,78,89,11,22,115,72,2510,212
2.3,Riverview,1680,73,174,64,0,12,58,50,19,21,97,51,1506,97
2.4,Roxhill/Westwood,5489,176,497,153,134,77,182,99,91,51,90,50,4992,215
2.5,Highland Park,2563,202,181,86,31,38,58,45,7,17,85,65,2382,221
3.1,South Park,1323,80,88,48,26,30,36,37,0,17,26,22,1235,87
3.2,Georgetown,630,55,41,33,0,12,30,29,3,9,8,13,589,62
3.3,Duwamish/SODO,944,90,167,69,27,34,50,37,29,26,61,46,777,100
3.4,South Beacon Hill/NewHolly,4531,190,164,75,33,39,78,52,19,25,34,32,4367,194
3.5,Beacon Hill,2893,137,284,125,54,46,119,90,13,23,98,67,2609,156
3.6,North Beacon Hill/Jefferson Park,5765,192,476,174,56,48,288,142,68,66,64,47,5289,231
4.1,Rainier Beach,5403,197,356,151,62,56,91,104,52,50,151,105,5047,241
4.2,Columbia City,6493,254,537,188,25,37,350,167,75,49,87,56,5956,259
4.3,Seward Park,3376,140,271,85,30,33,98,56,85,51,58,42,3105,148
4.4,Mt. Baker/North Rainier,2340,165,272,105,30,29,29,34,95,58,118,85,2068,191
5.1,Madrona/Leschi,4262,205,389,163,30,35,102,84,34,32,223,138,3873,255
5.2,Judkins Park,1553,98,111,58,21,28,53,46,0,12,37,31,1442,110
5.3,Central Area/Squire Park,8106,238,945,168,239,82,276,90,127,59,303,103,7161,275
6.1,First Hill,7537,281,691,184,194,121,209,97,25,35,263,104,6846,303
6.2,Capitol Hill,13942,322,1339,274,234,97,419,157,133,88,553,180,12603,393
6.3,North Capitol Hill,2363,123,363,150,81,59,128,94,12,19,142,94,2000,190
6.4,Miller Park,3180,100,457,101,64,44,120,65,58,39,215,73,2723,149
6.5,Madison Park,2679,129,145,85,67,71,53,43,0,17,25,29,2534,153
7.1,Montlake/Portage Bay,4576,111,349,117,11,22,163,77,83,74,92,54,4227,165
7.2,University District,5280,209,270,130,12,32,122,96,9,30,127,76,5010,223
7.3,Ravenna/Bryant,9895,238,715,158,51,45,275,106,141,62,248,95,9180,278
7.4,Wedgwood/View Ridge,6148,153,379,104,47,39,108,60,58,41,166,68,5769,183
7.5,Laurelhurst/Sand Point,4412,158,261,93,12,22,148,71,12,25,89,55,4151,174
8.1,Northgate/Maple Leaf,6976,196,459,136,85,60,123,76,57,41,194,93,6517,227
8.2,Olympic Hills/Victory Heights,6737,204,344,117,0,24,121,66,56,49,167,97,6393,220
8.3,Cedar Park/Meadowbrook,5748,207,392,114,24,28,133,59,29,32,206,96,5356,238
9.1,Broadview/Bitter Lake,6683,218,423,166,38,51,150,95,35,42,200,132,6260,250
9.2,Licton Springs,4422,146,526,179,10,20,229,117,0,17,287,129,3896,216
9.3,Greenwood/Phinney Ridge,10923,235,1067,194,75,70,506,136,109,59,377,121,9856,286
9.4,Green Lake,6673,219,803,173,24,35,316,121,70,47,393,114,5870,259
9.5,Haller Lake,4467,139,340,131,55,46,149,84,33,38,103,83,4127,186
10.1,North Beach/Blue Ridge,5103,114,329,117,20,26,137,80,46,34,126,68,4774,156
10.2,Whittier Heights,5610,116,613,177,66,51,249,124,25,30,273,112,4997,197
10.3,Sunset Hill/Loyal Heights,6432,193,711,181,18,33,318,128,78,51,297,121,5721,255
10.4,Ballard,4091,212,439,213,42,49,140,127,0,17,257,156,3652,277
11.1,Fremont,8389,231,961,193,69,43,435,140,61,49,396,137,7428,287
11.2,Wallingford,7409,188,994,203,137,88,492,170,15,27,350,107,6415,258
11.3,Cascade/Eastlake,8722,431,912,234,98,62,468,194,38,42,308,123,7810,456
12.1,Magnolia,5548,152,379,128,61,46,86,62,57,41,175,97,5169,194
12.2,Interbay,5251,185,470,148,37,36,127,98,20,24,286,112,4781,219
12.3,Queen Anne,19175,394,1357,256,144,69,487,164,63,54,663,182,17818,454
13.1,Belltown,5934,298,336,125,87,60,106,68,47,55,96,72,5598,334
13.2,Downtown Commercial Core,2452,178,101,77,31,34,24,30,0,12,46,52,2351,203
13.3,Pioneer Square/International District,3024,156,145,67,7,17,34,30,12,23,92,58,2879,164
