area_id,area_name,b25124001,b25124001_moe,b25124002,b25124002_moe,b25124003,b25124003_moe,b25124004,b25124004_moe,b25124005,b25124005_moe,b25124006,b25124006_moe,b25124007,b25124007_moe,b25124008,b25124008_moe,b25124009,b25124009_moe,b25124010,b25124010_moe,b25124011,b25124011_moe,b25124012,b25124012_moe,b25124013,b25124013_moe,b25124014,b25124014_moe,b25124015,b25124015_moe,b25124016,b25124016_moe,b25124017,b25124017_moe,b25124018,b25124018_moe,b25124019,b25124019_moe,b25124020,b25124020_moe,b25124021,b25124021_moe,b25124022,b25124022_moe,b25124023,b25124023_moe,b25124024,b25124024_moe,b25124025,b25124025_moe,b25124026,b25124026_moe,b25124027,b25124027_moe,b25124028,b25124028_moe,b25124029,b25124029_moe,b25124030,b25124030_moe,b25124031,b25124031_moe,b25124032,b25124032_moe,b25124033,b25124033_moe,b25124034,b25124034_moe,b25124035,b25124035_moe,b25124036,b25124036_moe,b25124037,b25124037_moe,b25124038,b25124038_moe,b25124039,b25124039_moe,b25124040,b25124040_moe,b25124041,b25124041_moe,b25124042,b25124042_moe,b25124043,b25124043_moe,b25124044,b25124044_moe,b25124045,b25124045_moe,b25124046,b25124046_moe,b25124047,b25124047_moe,b25124048,b25124048_moe,b25124049,b25124049_moe,b25124050,b25124050_moe,b25124051,b25124051_moe,b25124052,b25124052_moe,b25124053,b25124053_moe,b25124054,b25124054_moe,b25124055,b25124055_moe,b25124056,b25124056_moe,b25124057,b25124057_moe,b25124058,b25124058_moe,b25124059,b25124059_moe,b25124060,b25124060_moe,b25124061,b25124061_moe,b25124062,b25124062_moe,b25124063,b25124063_moe,b25124064,b25124064_moe,b25124065,b25124065_moe,b25124066,b25124066_moe,b25124067,b25124067_moe,b25124068,b25124068_moe,b25124069,b25124069_moe,b25124070,b25124070_moe,b25124071,b25124071_moe,b25124072,b25124072_moe,b25124073,b25124073_moe
1.1,Arbor Heights,2639,96,2173,132,581,109,515,102,0,17,35,33,10,20,11,20,10,19,862,114,802,113,0,17,26,28,24,27,10,19,0,17,259,74,243,72,16,25,0,17,0,17,0,17,0,17,389,87,389,87,0,17,0,17,0,17,0,17,0,17,82,52,82,52,0,17,0,17,0,17,0,17,0,17,466,107,114,61,84,57,9,19,0,17,21,23,0,17,0,17,216,91,204,92,0,17,0,17,12,23,0,17,0,17,52,45,31,30,0,17,0,17,21,36,0,17,0,17,75,48,75,48,0,17,0,17,0,17,0,17,0,17,9,18,9,18,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,6410,211,4581,249,1238,207,1142,195,0,24,15,30,81,58,0,24,0,24,1874,238,1833,238,0,24,0,24,26,34,15,31,0,24,691,169,691,169,0,24,0,24,0,24,0,24,0,24,600,159,600,159,0,24,0,24,0,24,0,24,0,24,178,103,178,103,0,24,0,24,0,24,0,24,0,24,1829,241,990,191,150,89,85,62,317,109,327,124,111,55,0,24,562,167,309,132,71,54,57,47,16,31,109,101,0,24,227,114,96,61,12,27,62,52,57,82,0,24,0,24,19,35,19,35,0,24,0,24,0,24,0,24,0,24,31,35,16,29,0,24,0,24,15,30,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,8391,238,4963,275,1308,229,1111,210,10,29,54,53,83,55,39,38,11,30,1920,242,1787,241,0,29,65,58,68,49,0,29,0,29,823,164,811,162,0,29,0,29,12,30,0,29,0,29,647,146,647,146,0,29,0,29,0,29,0,29,0,29,265,87,265,87,0,29,0,29,0,29,0,29,0,29,3428,333,1884,277,282,133,300,140,631,157,243,116,428,147,0,29,945,186,411,148,203,112,130,83,153,82,37,42,11,29,460,179,293,149,125,104,33,41,9,29,0,29,0,29,83,56,60,48,23,32,0,29,0,29,0,29,0,29,56,48,56,48,0,29,0,29,0,29,0,29,0,29
1.4,Alki/Admiral,5786,190,3091,242,1095,201,568,156,62,47,206,100,139,70,120,55,0,24,1136,172,829,149,53,47,121,61,82,53,51,49,0,24,329,109,329,109,0,24,0,24,0,24,0,24,0,24,346,104,346,104,0,24,0,24,0,24,0,24,0,24,185,105,185,105,0,24,0,24,0,24,0,24,0,24,2695,240,1555,208,136,76,299,125,669,160,321,119,130,98,0,24,802,195,258,97,153,85,239,125,138,85,14,28,0,24,274,122,28,32,91,53,155,118,0,24,0,24,0,24,53,46,53,46,0,24,0,24,0,24,0,24,0,24,11,25,11,25,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,2387,100,1294,174,430,120,324,105,0,12,48,48,32,34,26,31,0,12,578,166,510,159,35,57,0,12,0,12,21,26,12,20,143,71,96,60,10,19,0,12,14,22,23,26,0,12,25,40,25,40,0,12,0,12,0,12,0,12,0,12,118,53,118,53,0,12,0,12,0,12,0,12,0,12,1093,168,504,173,119,93,106,72,15,24,98,71,166,110,0,12,406,143,125,93,48,59,93,62,105,106,35,35,0,12,103,80,60,70,15,24,28,32,0,12,0,12,0,12,67,83,12,20,0,12,0,12,55,80,0,12,0,12,13,22,13,22,0,12,0,12,0,12,0,12,0,12
2.2,High Point,2731,199,1098,171,317,144,217,103,41,68,59,80,0,17,0,17,0,17,461,110,431,109,0,17,19,22,0,17,0,17,11,21,191,103,177,99,0,17,0,17,0,17,14,24,0,17,89,58,89,58,0,17,0,17,0,17,0,17,0,17,40,40,40,40,0,17,0,17,0,17,0,17,0,17,1633,227,558,163,43,42,88,91,152,107,36,43,239,91,0,17,456,195,181,115,46,54,191,151,38,40,0,17,0,17,294,129,234,122,14,24,0,17,46,32,0,17,0,17,148,88,78,61,37,41,25,41,8,18,0,17,0,17,177,62,139,81,38,54,0,17,0,17,0,17,0,17
2.3,Riverview,1680,73,1161,125,286,94,271,93,7,12,0,12,0,12,8,11,0,12,331,91,301,86,0,12,10,16,0,12,0,12,20,24,261,91,261,91,0,12,0,12,0,12,0,12,0,12,168,60,168,60,0,12,0,12,0,12,0,12,0,12,115,46,115,46,0,12,0,12,0,12,0,12,0,12,519,122,90,55,90,55,0,12,0,12,0,12,0,12,0,12,124,66,108,63,5,9,0,12,11,16,0,12,0,12,252,115,223,104,29,46,0,12,0,12,0,12,0,12,42,39,17,18,25,33,0,12,0,12,0,12,0,12,11,16,11,16,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,5489,176,2881,214,960,148,836,144,46,43,19,34,28,34,31,38,0,21,968,166,949,165,0,21,11,24,8,21,0,21,0,21,390,121,381,118,9,29,0,21,0,21,0,21,0,21,391,114,374,111,17,32,0,21,0,21,0,21,0,21,172,77,156,74,4,19,0,21,0,21,12,26,0,21,2608,233,965,184,254,105,106,63,308,138,169,89,128,66,0,21,951,220,315,151,58,46,313,138,118,85,147,83,0,21,257,116,120,67,99,86,21,39,0,21,17,32,0,21,210,91,83,56,36,42,53,50,14,28,24,34,0,21,225,114,56,74,0,21,78,71,44,52,0,21,47,70
2.5,Highland Park,2563,202,1290,156,374,113,374,113,0,21,0,21,0,21,0,21,0,21,390,124,390,124,0,21,0,21,0,21,0,21,0,21,255,94,255,94,0,21,0,21,0,21,0,21,0,21,89,56,89,56,0,21,0,21,0,21,0,21,0,21,182,76,182,76,0,21,0,21,0,21,0,21,0,21,1273,220,621,170,90,57,58,56,166,97,34,41,273,102,0,21,430,149,136,78,6,20,101,72,100,107,87,56,0,21,153,120,73,86,53,53,27,41,0,21,0,21,0,21,17,30,0,21,0,21,0,21,17,30,0,21,0,21,52,42,52,42,0,21,0,21,0,21,0,21,0,21
3.1,South Park,1323,80,610,110,173,76,166,75,0,17,7,16,0,17,0,17,0,17,113,49,113,49,0,17,0,17,0,17,0,17,0,17,100,55,100,55,0,17,0,17,0,17,0,17,0,17,141,63,141,63,0,17,0,17,0,17,0,17,0,17,83,51,75,50,0,17,0,17,0,17,0,17,8,18,713,122,192,96,60,50,49,50,43,48,40,44,0,17,0,17,111,60,63,42,22,30,7,16,19,32,0,17,0,17,151,85,106,72,45,46,0,17,0,17,0,17,0,17,35,32,35,32,0,17,0,17,0,17,0,17,0,17,224,98,74,66,78,68,64,61,8,17,0,17,0,17
