area_id,area_name,b99234001,b99234001_moe,b99234002,b99234002_moe,b99234003,b99234003_moe,b99234004,b99234004_moe,b99234005,b99234005_moe
1.1,Arbor Heights,5032,-1,3941,-1,98,-1,3843,-1,1091,-1
1.2,Fauntleroy/Seaview,11408,-1,8805,-1,351,-1,8454,-1,2603,-1
1.3,West Seattle Junction/Genesee Hill,14975,-1,11169,-1,369,-1,10800,-1,3806,-1
1.4,Alki/Admiral,9694,-1,6951,-1,245,-1,6706,-1,2743,-1
2.1,North Delridge,4138,-1,3506,-1,72,-1,3434,-1,632,-1
2.2,High Point,4967,-1,3300,-1,185,-1,3115,-1,1667,-1
2.3,Riverview,3821,-1,3056,-1,329,-1,2727,-1,765,-1
2.4,Roxhill/Westwood,10351,-1,7715,-1,563,-1,7152,-1,2636,-1
2.5,Highland Park,4988,-1,3626,-1,440,-1,3186,-1,1362,-1
3.1,South Park,3169,-1,2254,-1,415,-1,1839,-1,915,-1
3.2,Georgetown,1066,-1,838,-1,24,-1,814,-1,228,-1
3.3,Duwamish/SODO,2226,-1,1603,-1,56,-1,1547,-1,623,-1
3.4,South Beacon Hill/NewHolly,11230,-1,7588,-1,826,-1,6762,-1,3642,-1
3.5,Beacon Hill,7910,-1,5434,-1,581,-1,4853,-1,2476,-1
3.6,North Beacon Hill/Jefferson Park,11652,-1,8603,-1,690,-1,7913,-1,3049,-1
4.1,Rainier Beach,11754,-1,7550,-1,587,-1,6963,-1,4204,-1
4.2,Columbia City,13515,-1,9253,-1,310,-1,8943,-1,4262,-1
4.3,Seward Park,7152,-1,5026,-1,578,-1,4448,-1,2126,-1
4.4,Mt. Baker/North Rainier,4441,-1,3152,-1,245,-1,2907,-1,1289,-1
5.1,Madrona/Leschi,8373,-1,6248,-1,415,-1,5833,-1,2125,-1
5.2,Judkins Park,2607,-1,1553,-1,147,-1,1406,-1,1054,-1
5.3,Central Area/Squire Park,14626,-1,11237,-1,699,-1,10538,-1,3389,-1
6.1,First Hill,14263,-1,9702,-1,859,-1,8843,-1,4561,-1
6.2,Capitol Hill,19443,-1,16882,-1,667,-1,16215,-1,2561,-1
6.3,North Capitol Hill,3591,-1,2935,-1,133,-1,2802,-1,656,-1
6.4,Miller Park,6054,-1,4940,-1,211,-1,4729,-1,1114,-1
6.5,Madison Park,4317,-1,2799,-1,110,-1,2689,-1,1518,-1
7.1,Montlake/Portage Bay,8345,-1,6990,-1,272,-1,6718,-1,1355,-1
7.2,University District,18904,-1,14234,-1,1761,-1,12473,-1,4670,-1
7.3,Ravenna/Bryant,20948,-1,16718,-1,1012,-1,15706,-1,4230,-1
7.4,Wedgwood/View Ridge,12221,-1,9049,-1,595,-1,8454,-1,3172,-1
7.5,Laurelhurst/Sand Point,8409,-1,6181,-1,228,-1,5953,-1,2228,-1
8.1,Northgate/Maple Leaf,11613,-1,8309,-1,466,-1,7843,-1,3304,-1
8.2,Olympic Hills/Victory Heights,12539,-1,9334,-1,795,-1,8539,-1,3205,-1
8.3,Cedar Park/Meadowbrook,10345,-1,7561,-1,621,-1,6940,-1,2784,-1
9.1,Broadview/Bitter Lake,11906,-1,7074,-1,379,-1,6695,-1,4832,-1
9.2,Licton Springs,7980,-1,6574,-1,288,-1,6286,-1,1406,-1
9.3,Greenwood/Phinney Ridge,19881,-1,15868,-1,1042,-1,14826,-1,4013,-1
9.4,Green Lake,12218,-1,10188,-1,567,-1,9621,-1,2030,-1
9.5,Haller Lake,8208,-1,5957,-1,488,-1,5469,-1,2251,-1
10.1,North Beach/Blue Ridge,9726,-1,7349,-1,420,-1,6929,-1,2377,-1
10.2,Whittier Heights,9887,-1,8453,-1,380,-1,8073,-1,1434,-1
10.3,Sunset Hill/Loyal Heights,11825,-1,9505,-1,553,-1,8952,-1,2320,-1
10.4,Ballard,6684,-1,5554,-1,399,-1,5155,-1,1130,-1
11.1,Fremont,14066,-1,12371,-1,466,-1,11905,-1,1695,-1
11.2,Wallingford,14591,-1,12250,-1,948,-1,11302,-1,2341,-1
11.3,Cascade/Eastlake,12033,-1,9462,-1,407,-1,9055,-1,2571,-1
12.1,Magnolia,9932,-1,7194,-1,399,-1,6795,-1,2738,-1
12.2,Interbay,8853,-1,7267,-1,356,-1,6911,-1,1586,-1
12.3,Queen Anne,33244,-1,27145,-1,1415,-1,25730,-1,6099,-1
13.1,Belltown,8037,-1,6183,-1,404,-1,5779,-1,1854,-1
13.2,Downtown Commercial Core,3815,-1,2472,-1,106,-1,2366,-1,1343,-1
13.3,Pioneer Square/International District,4585,-1,2579,-1,181,-1,2398,-1,2006,-1
