area_id,area_name,b25074001,b25074001_moe,b25074002,b25074002_moe,b25074003,b25074003_moe,b25074004,b25074004_moe,b25074005,b25074005_moe,b25074006,b25074006_moe,b25074007,b25074007_moe,b25074008,b25074008_moe,b25074009,b25074009_moe,b25074010,b25074010_moe,b25074011,b25074011_moe,b25074012,b25074012_moe,b25074013,b25074013_moe,b25074014,b25074014_moe,b25074015,b25074015_moe,b25074016,b25074016_moe,b25074017,b25074017_moe,b25074018,b25074018_moe,b25074019,b25074019_moe,b25074020,b25074020_moe,b25074021,b25074021_moe,b25074022,b25074022_moe,b25074023,b25074023_moe,b25074024,b25074024_moe,b25074025,b25074025_moe,b25074026,b25074026_moe,b25074027,b25074027_moe,b25074028,b25074028_moe,b25074029,b25074029_moe,b25074030,b25074030_moe,b25074031,b25074031_moe,b25074032,b25074032_moe,b25074033,b25074033_moe,b25074034,b25074034_moe,b25074035,b25074035_moe,b25074036,b25074036_moe,b25074037,b25074037_moe,b25074038,b25074038_moe,b25074039,b25074039_moe,b25074040,b25074040_moe,b25074041,b25074041_moe,b25074042,b25074042_moe,b25074043,b25074043_moe,b25074044,b25074044_moe,b25074045,b25074045_moe,b25074046,b25074046_moe,b25074047,b25074047_moe,b25074048,b25074048_moe,b25074049,b25074049_moe,b25074050,b25074050_moe
9.1,Broadview/Bitter Lake,3398,253,552,210,0,27,0,27,12,30,0,27,426,193,114,116,704,159,138,109,49,47,102,74,68,60,347,115,0,27,995,230,39,52,53,48,84,68,146,116,673,192,0,27,362,157,14,32,30,39,191,123,22,31,105,87,0,27,484,159,158,94,86,77,71,57,124,71,45,48,0,27,194,109,143,100,23,32,8,27,0,27,20,41,0,27,107,89,83,84,24,36,0,27,0,27,0,27,0,27
9.2,Licton Springs,2620,254,353,128,0,17,0,17,43,37,0,17,310,126,0,17,294,139,28,47,0,17,11,21,36,36,176,103,43,50,365,148,10,22,0,17,84,70,0,17,271,137,0,17,405,162,54,43,98,92,76,87,64,53,113,74,0,17,670,179,183,125,201,122,86,75,75,56,125,78,0,17,288,163,193,138,78,87,7,18,7,18,0,17,3,13,245,107,209,97,36,45,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,4570,322,317,126,55,88,0,29,14,34,0,29,208,88,40,44,592,182,77,72,12,33,0,29,39,45,446,161,18,40,702,173,0,29,58,53,42,46,129,68,438,149,35,38,733,181,50,56,200,112,195,82,55,52,188,85,45,59,927,199,242,94,293,130,211,100,66,55,102,83,13,33,443,137,244,102,105,65,7,29,58,66,8,30,21,33,856,202,669,184,137,76,50,61,0,29,0,29,0,29
9.4,Green Lake,3231,254,234,101,0,24,0,24,49,47,0,24,150,84,35,35,248,116,18,33,21,34,65,85,32,40,101,51,11,27,446,120,0,24,0,24,38,47,55,48,353,110,0,24,521,159,0,24,73,59,60,52,184,110,204,96,0,24,688,173,158,79,181,82,82,63,93,71,158,106,16,32,329,139,248,130,49,41,16,32,0,24,16,30,0,24,765,214,636,188,51,46,60,82,18,34,0,24,0,24
9.5,Haller Lake,1780,238,264,156,0,21,0,21,0,21,0,21,250,155,14,26,192,89,0,21,0,21,0,21,0,21,179,87,13,22,276,138,57,89,0,21,0,21,17,30,202,107,0,21,297,137,62,96,60,43,117,101,7,20,40,33,11,22,359,133,92,89,121,87,46,48,23,27,70,66,7,16,238,101,109,66,102,79,20,23,7,21,0,21,0,21,154,91,129,86,25,27,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,1499,180,40,33,0,21,0,21,0,21,0,21,30,32,10,23,82,42,0,21,0,21,0,21,0,21,74,40,8,21,357,126,0,21,47,70,10,23,26,31,274,119,0,21,243,94,0,21,12,27,123,75,59,45,42,39,7,20,273,101,28,47,180,84,28,35,14,29,13,26,10,23,179,73,130,63,15,29,19,24,0,21,15,29,0,21,325,122,184,85,123,81,18,23,0,21,0,21,0,21
10.2,Whittier Heights,2600,254,130,79,0,24,0,24,0,24,0,24,102,72,28,31,130,69,0,24,0,24,17,29,0,24,113,63,0,24,354,146,0,24,0,24,101,103,62,73,191,89,0,24,444,161,18,32,193,114,96,75,0,24,119,87,18,33,590,178,200,90,127,79,127,105,36,40,100,86,0,24,401,155,196,111,106,73,27,36,72,80,0,24,0,24,551,180,462,167,89,62,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,2370,246,255,114,0,24,0,24,0,24,14,28,241,111,0,24,226,90,0,24,0,24,72,49,0,24,154,77,0,24,353,149,63,78,0,24,30,34,80,85,180,93,0,24,479,155,0,24,46,42,173,99,104,80,144,93,12,25,470,154,123,102,180,86,15,29,77,79,75,51,0,24,306,131,117,77,98,65,91,74,0,24,0,24,0,24,281,118,106,67,119,90,56,70,0,24,0,24,0,24
10.4,Ballard,3165,293,174,123,0,17,0,17,0,17,0,17,112,89,62,88,253,119,0,17,17,27,21,33,0,17,181,98,34,52,568,197,18,30,0,17,74,57,125,74,328,173,23,38,352,162,14,23,50,58,71,58,39,44,169,143,9,14,670,185,237,146,179,90,104,70,118,102,32,35,0,17,291,149,169,108,122,97,0,17,0,17,0,17,0,17,857,238,819,240,38,43,0,17,0,17,0,17,0,17
11.1,Fremont,5117,318,273,114,0,24,0,24,0,24,0,24,225,91,48,73,284,111,0,24,14,29,0,24,9,25,261,107,0,24,627,191,0,24,46,72,48,47,86,81,447,156,0,24,1281,282,90,97,231,100,377,171,255,122,328,141,0,24,1312,252,366,131,425,179,240,125,170,82,111,87,0,24,509,158,232,108,189,98,43,43,9,24,36,59,0,24,831,167,710,163,91,64,30,35,0,24,0,24,0,24
11.2,Wallingford,4411,250,665,185,0,27,0,27,20,37,14,30,500,171,131,87,511,168,0,27,0,27,99,102,0,27,412,136,0,27,703,170,24,42,5,25,59,46,47,43,568,152,0,27,802,181,62,43,101,68,172,86,100,56,367,138,0,27,692,176,203,93,128,82,174,92,107,86,71,61,9,28,366,147,207,107,75,43,15,30,30,39,39,67,0,27,672,152,553,141,89,57,23,35,0,27,7,27,0,27
11.3,Cascade/Eastlake,7808,430,1162,287,20,38,14,28,68,70,114,98,663,199,283,186,958,234,25,33,21,27,81,73,31,35,800,217,0,21,1007,273,106,103,11,24,93,81,258,154,527,182,12,25,862,220,60,39,73,52,246,132,183,101,300,141,0,21,1346,301,283,123,356,169,303,132,164,102,188,118,52,52,1038,298,538,233,300,152,122,77,11,24,67,95,0,21,1435,263,1057,239,208,106,78,91,76,84,16,26,0,21
12.1,Magnolia,1314,210,169,93,0,24,0,24,0,24,12,26,129,88,28,32,54,53,0,24,0,24,0,24,0,24,54,53,0,24,187,82,0,24,0,24,16,31,14,27,103,58,54,56,118,65,0,24,44,38,29,36,15,29,14,29,16,30,193,102,0,24,127,91,27,34,0,24,39,41,0,24,290,147,94,88,57,72,59,72,33,53,47,75,0,24,303,112,182,96,70,72,17,34,0,24,14,29,20,37
12.2,Interbay,3021,259,163,93,0,21,0,21,0,21,0,21,136,87,27,31,111,80,0,21,0,21,0,21,0,21,111,80,0,21,537,173,0,21,0,21,85,72,26,31,371,127,55,66,789,196,0,21,119,70,168,101,391,155,111,57,0,21,791,194,184,89,359,134,119,85,57,73,72,75,0,21,257,114,158,71,84,89,15,27,0,21,0,21,0,21,373,138,254,110,28,46,58,67,0,21,0,21,33,41
12.3,Queen Anne,11547,494,692,169,0,40,10,41,31,44,56,62,495,143,100,74,883,232,16,42,110,118,0,40,56,63,701,242,0,40,1714,277,24,46,54,74,106,75,238,104,1240,234,52,53,1764,297,121,83,326,128,563,182,174,78,567,205,13,42,2488,356,618,175,966,249,439,161,227,102,227,122,11,41,1770,338,1153,297,270,112,154,86,84,67,96,73,13,43,2236,339,1660,295,280,142,159,123,75,81,31,58,31,51
13.1,Belltown,4347,335,796,220,0,21,87,133,131,80,59,49,436,145,83,60,670,211,91,61,44,61,44,36,56,73,415,182,20,36,346,155,46,75,98,89,0,21,31,49,171,85,0,21,469,167,76,80,96,63,150,101,67,62,80,57,0,21,476,185,96,63,100,84,175,124,28,47,32,56,45,55,617,170,153,85,119,72,254,153,51,61,0,21,40,62,973,205,788,183,153,87,32,36,0,21,0,21,0,21
13.2,Downtown Commercial Core,2008,197,392,124,19,31,14,21,56,48,94,69,164,88,45,47,417,154,0,12,28,32,122,100,39,40,228,129,0,12,212,105,37,43,0,12,38,57,38,35,84,54,15,23,235,133,0,12,47,60,0,12,12,20,176,109,0,12,160,83,37,34,16,25,14,21,57,50,36,35,0,12,108,85,27,31,38,53,0,12,9,16,0,12,34,55,484,144,436,143,37,29,11,19,0,12,0,12,0,12
13.3,Pioneer Square/International District,2880,161,855,156,21,23,54,57,160,76,154,66,413,142,53,42,592,146,74,56,20,24,148,81,52,44,268,113,30,49,551,122,114,54,106,73,56,47,57,42,207,90,11,22,242,82,12,19,36,33,121,68,41,27,32,25,0,17,249,98,73,49,77,60,25,25,13,23,61,53,0,17,247,106,181,93,33,40,10,21,12,23,0,17,11,21,144,80,135,79,9,18,0,17,0,17,0,17,0,17
