area_id,area_name,b25100001,b25100001_moe,b25100002,b25100002_moe,b25100003,b25100003_moe,b25100004,b25100004_moe,b25100005,b25100005_moe,b25100006,b25100006_moe,b25100007,b25100007_moe,b25100008,b25100008_moe,b25100009,b25100009_moe,b25100010,b25100010_moe,b25100011,b25100011_moe,b25100012,b25100012_moe,b25100013,b25100013_moe
1.1,Arbor Heights,2173,132,1663,143,150,63,418,116,373,100,722,113,0,17,510,104,29,23,54,33,24,23,403,98,0,17
1.2,Fauntleroy/Seaview,4581,249,3540,266,413,164,662,174,1000,216,1451,209,14,29,1041,154,34,30,100,58,86,57,781,129,40,47
1.3,West Seattle Junction/Genesee Hill,4963,275,3819,262,341,122,865,199,928,185,1665,229,20,32,1144,187,84,91,116,65,85,65,859,165,0,29
1.4,Alki/Admiral,3091,242,2118,232,133,81,333,108,449,134,1177,214,26,30,973,172,37,43,45,35,88,60,803,156,0,24
2.1,North Delridge,1294,174,1039,161,129,53,267,113,181,114,462,141,0,12,255,81,0,12,40,43,15,24,200,80,0,12
2.2,High Point,1098,171,936,156,128,75,294,94,219,114,295,108,0,17,162,97,0,17,0,17,16,29,99,60,47,75
2.3,Riverview,1161,125,941,130,149,61,201,96,219,82,372,108,0,12,220,66,28,27,24,22,7,12,161,60,0,12
2.4,Roxhill/Westwood,2881,214,2277,224,321,109,575,131,590,164,791,155,0,21,604,115,59,45,48,37,49,37,448,101,0,21
2.5,Highland Park,1290,156,1098,154,155,95,246,96,194,82,503,139,0,21,192,89,12,23,50,46,42,42,88,68,0,21
3.1,South Park,610,110,446,97,23,26,114,52,50,42,259,82,0,17,164,67,14,17,7,17,14,26,129,61,0,17
3.2,Georgetown,195,59,174,60,27,36,34,26,41,38,72,44,0,12,21,22,0,12,0,12,0,12,21,22,0,12
3.3,Duwamish/SODO,494,93,344,84,49,34,64,34,149,67,82,44,0,12,150,47,10,15,5,10,48,37,87,43,0,12
3.4,South Beacon Hill/NewHolly,2403,205,1752,201,136,67,428,135,330,110,821,161,37,47,651,128,6,24,64,42,69,44,512,115,0,24
3.5,Beacon Hill,2074,222,1375,232,204,95,270,158,231,107,658,168,12,22,699,156,47,40,125,71,20,22,507,139,0,17
3.6,North Beacon Hill/Jefferson Park,2583,244,1884,239,174,83,526,171,325,115,859,183,0,24,699,143,26,33,102,71,123,69,448,114,0,24
4.1,Rainier Beach,3197,260,2576,267,360,150,340,120,613,203,1247,243,16,34,621,137,14,28,78,53,194,84,317,111,18,35
