area_id,area_name,b19013001,b19013001_moe
1.1,Arbor Heights,173672,27323
1.2,Fauntleroy/Seaview,184407,13846
1.3,West Seattle Junction/Genesee Hill,218966,15533
1.4,Alki/Admiral,149268,16829
2.1,North Delridge,71367,10368
2.2,High Point,84578,26053
2.3,Riverview,74207,9019
2.4,Roxhill/Westwood,184878,19098
2.5,Highland Park,197822,256409
3.1,South Park,42798,6469
3.2,Georgetown,36600,9871
3.3,Duwamish/SODO,57619,7561
3.4,South Beacon Hill/NewHolly,138857,15924
3.5,Beacon Hill,139033,22003
3.6,North Beacon Hill/Jefferson Park,152251,20537
4.1,Rainier Beach,179668,61812
4.2,Columbia City,149155,21907
4.3,Seward Park,142834,12564
4.4,Mt. Baker/North Rainier,91373,12248
5.1,Madrona/Leschi,229476,36073
5.2,Judkins Park,35960,5441
5.3,Central Area/Squire Park,251119,29027
6.1,First Hill,147434,20242
6.2,Capitol Hill,175868,14429
6.3,North Capitol Hill,82395,9912
6.4,Miller Park,184468,10812
6.5,Madison Park,98162,23277
7.1,Montlake/Portage Bay,186446,14278
7.2,University District,72513,12001
7.3,Ravenna/Bryant,468199,30074
7.4,Wedgwood/View Ridge,364914,25157
7.5,Laurelhurst/Sand Point,183962,20822
8.1,Northgate/Maple Leaf,169900,17613
8.2,Olympic Hills/Victory Heights,184319,26089
8.3,Cedar Park/Meadowbrook,270832,24540
9.1,Broadview/Bitter Lake,191191,18414
9.2,Licton Springs,127958,12317
9.3,Greenwood/Phinney Ridge,469718,33103
9.4,Green Lake,265547,24065
9.5,Haller Lake,124208,12789
10.1,North Beach/Blue Ridge,252124,20390
10.2,Whittier Heights,163033,9009
10.3,Sunset Hill/Loyal Heights,159291,21393
10.4,Ballard,63234,6803
11.1,Fremont,214335,12704
11.2,Wallingford,298398,34499
11.3,Cascade/Eastlake,158359,20850
12.1,Magnolia,231216,16806
12.2,Interbay,123548,9040
12.3,Queen Anne,543988,30191
13.1,Belltown,115908,18005
13.2,Downtown Commercial Core,37611,9566
13.3,Pioneer Square/International District,41781,8515
