area_id,area_name,b19037f001,b19037f001_moe,b19037f002,b19037f002_moe,b19037f003,b19037f003_moe,b19037f004,b19037f004_moe,b19037f005,b19037f005_moe,b19037f006,b19037f006_moe,b19037f007,b19037f007_moe,b19037f008,b19037f008_moe,b19037f009,b19037f009_moe,b19037f010,b19037f010_moe,b19037f011,b19037f011_moe,b19037f012,b19037f012_moe,b19037f013,b19037f013_moe,b19037f014,b19037f014_moe,b19037f015,b19037f015_moe,b19037f016,b19037f016_moe,b19037f017,b19037f017_moe,b19037f018,b19037f018_moe,b19037f019,b19037f019_moe,b19037f020,b19037f020_moe,b19037f021,b19037f021_moe,b19037f022,b19037f022_moe,b19037f023,b19037f023_moe,b19037f024,b19037f024_moe,b19037f025,b19037f025_moe,b19037f026,b19037f026_moe,b19037f027,b19037f027_moe,b19037f028,b19037f028_moe,b19037f029,b19037f029_moe,b19037f030,b19037f030_moe,b19037f031,b19037f031_moe,b19037f032,b19037f032_moe,b19037f033,b19037f033_moe,b19037f034,b19037f034_moe,b19037f035,b19037f035_moe,b19037f036,b19037f036_moe,b19037f037,b19037f037_moe,b19037f038,b19037f038_moe,b19037f039,b19037f039_moe,b19037f040,b19037f040_moe,b19037f041,b19037f041_moe,b19037f042,b19037f042_moe,b19037f043,b19037f043_moe,b19037f044,b19037f044_moe,b19037f045,b19037f045_moe,b19037f046,b19037f046_moe,b19037f047,b19037f047_moe,b19037f048,b19037f048_moe,b19037f049,b19037f049_moe,b19037f050,b19037f050_moe,b19037f051,b19037f051_moe,b19037f052,b19037f052_moe,b19037f053,b19037f053_moe,b19037f054,b19037f054_moe,b19037f055,b19037f055_moe,b19037f056,b19037f056_moe,b19037f057,b19037f057_moe,b19037f058,b19037f058_moe,b19037f059,b19037f059_moe,b19037f060,b19037f060_moe,b19037f061,b19037f061_moe,b19037f062,b19037f062_moe,b19037f063,b19037f063_moe,b19037f064,b19037f064_moe,b19037f065,b19037f065_moe,b19037f066,b19037f066_moe,b19037f067,b19037f067_moe,b19037f068,b19037f068_moe,b19037f069,b19037f069_moe
1.1,Arbor Heights,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,17,29,15,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2,23,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,13,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,83,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,13,22,0,12,0,12,0,12,0,12,54,81,0,12,0,12,0,12,54,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.2,High Point,14,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,22,0,17,0,17,0,17,10,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
2.3,Riverview,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,191,111,36,60,0,21,0,21,0,21,36,60,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,123,86,0,21,31,51,32,49,0,21,0,21,22,38,0,21,0,21,21,39,0,21,0,21,0,21,17,32,0,21,0,21,0,21,32,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,25,0,21,0,21,0,21,22,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
2.5,Highland Park,40,48,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,40,48,0,21,0,21,19,33,0,21,21,35,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
3.1,South Park,32,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,22,30,0,17,7,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,28,0,17,0,17,0,17,0,17,0,17,10,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
