area_id,area_name,b19301a001,b19301a001_moe
1.1,Arbor Heights,96295,10435
1.2,Fauntleroy/Seaview,112729,9964
1.3,West Seattle Junction/Genesee Hill,129434,6375
1.4,Alki/Admiral,121991,14292
2.1,North Delridge,49345,5626
2.2,High Point,86120,15648
2.3,Riverview,36114,4333
2.4,Roxhill/Westwood,102396,8531
2.5,Highland Park,60742,6212
3.1,South Park,20457,4643
3.2,Georgetown,28971,5805
3.3,Duwamish/SODO,36379,6533
3.4,South Beacon Hill/NewHolly,84625,14148
3.5,Beacon Hill,97183,19626
3.6,North Beacon Hill/Jefferson Park,107797,12925
4.1,Rainier Beach,76554,11987
4.2,Columbia City,110993,12075
4.3,Seward Park,99266,13345
4.4,Mt. Baker/North Rainier,69164,11127
5.1,Madrona/Leschi,159378,28414
5.2,Judkins Park,36117,6075
5.3,Central Area/Squire Park,185338,14463
6.1,First Hill,149237,15435
6.2,Capitol Hill,184594,12015
6.3,North Capitol Hill,77841,13381
6.4,Miller Park,117160,11701
6.5,Madison Park,97956,14366
7.1,Montlake/Portage Bay,125462,11820
7.2,University District,49078,6683
7.3,Ravenna/Bryant,269190,14871
7.4,Wedgwood/View Ridge,198320,14272
7.5,Laurelhurst/Sand Point,144860,31747
8.1,Northgate/Maple Leaf,116404,9204
8.2,Olympic Hills/Victory Heights,115280,9886
8.3,Cedar Park/Meadowbrook,182661,15068
9.1,Broadview/Bitter Lake,143082,16706
9.2,Licton Springs,79044,6168
9.3,Greenwood/Phinney Ridge,272294,11327
9.4,Green Lake,166032,11078
9.5,Haller Lake,71431,6026
10.1,North Beach/Blue Ridge,152158,11375
10.2,Whittier Heights,85979,4360
10.3,Sunset Hill/Loyal Heights,89690,5597
10.4,Ballard,46744,4801
11.1,Fremont,141710,7670
11.2,Wallingford,188416,12824
11.3,Cascade/Eastlake,153835,16015
12.1,Magnolia,130867,10713
12.2,Interbay,105613,15155
12.3,Queen Anne,408720,26506
13.1,Belltown,167144,31829
13.2,Downtown Commercial Core,80445,17743
13.3,Pioneer Square/International District,77246,19920
