area_id,area_name,c27016001,c27016001_moe,c27016002,c27016002_moe,c27016003,c27016003_moe,c27016004,c27016004_moe,c27016005,c27016005_moe,c27016006,c27016006_moe,c27016007,c27016007_moe,c27016008,c27016008_moe,c27016009,c27016009_moe,c27016010,c27016010_moe,c27016011,c27016011_moe,c27016012,c27016012_moe,c27016013,c27016013_moe,c27016014,c27016014_moe,c27016015,c27016015_moe,c27016016,c27016016_moe,c27016017,c27016017_moe,c27016018,c27016018_moe,c27016019,c27016019_moe,c27016020,c27016020_moe,c27016021,c27016021_moe,c27016022,c27016022_moe,c27016023,c27016023_moe,c27016024,c27016024_moe,c27016025,c27016025_moe,c27016026,c27016026_moe,c27016027,c27016027_moe,c27016028,c27016028_moe,c27016029,c27016029_moe,c27016030,c27016030_moe,c27016031,c27016031_moe,c27016032,c27016032_moe,c27016033,c27016033_moe,c27016034,c27016034_moe,c27016035,c27016035_moe,c27016036,c27016036_moe,c27016037,c27016037_moe,c27016038,c27016038_moe,c27016039,c27016039_moe,c27016040,c27016040_moe,c27016041,c27016041_moe
4.2,Columbia City,16119,813,4193,820,1073,357,1073,357,0,27,2698,521,1442,342,1256,393,422,147,422,147,0,27,2017,655,560,319,549,317,11,32,1138,351,811,306,327,164,319,133,319,133,0,27,4109,733,666,259,641,259,25,42,2929,553,2302,462,627,295,514,158,502,155,12,30,5800,771,881,223,881,223,0,27,4396,631,3958,540,438,238,523,153,523,153,0,27
4.3,Seward Park,8589,543,1372,495,311,220,311,220,0,17,789,302,446,168,343,216,272,165,272,165,0,17,479,230,94,82,94,82,0,17,324,159,244,145,80,57,61,46,61,46,0,17,2581,506,634,176,620,175,14,25,1674,387,1419,293,255,189,273,89,273,89,0,17,4157,448,719,156,714,156,5,16,2858,348,2752,326,106,68,580,124,580,124,0,17
4.4,Mt. Baker/North Rainier,5483,466,821,320,131,105,101,95,30,49,606,269,482,222,124,108,84,57,84,57,0,17,615,297,219,151,151,131,68,113,294,163,185,125,109,101,102,65,102,65,0,17,948,406,226,150,226,150,0,17,575,254,525,235,50,82,147,81,147,81,0,17,3099,374,616,160,616,160,0,17,2219,268,2133,258,86,61,264,88,264,88,0,17
5.1,Madrona/Leschi,9909,573,1175,418,235,151,174,118,61,97,736,267,450,178,286,209,204,112,204,112,0,21,838,486,166,176,166,176,0,21,560,386,350,228,210,202,112,86,112,86,0,21,1856,504,281,139,281,139,0,21,1327,391,1148,359,179,126,248,122,248,122,0,21,6040,534,1150,224,1150,224,0,21,4237,376,4090,382,147,125,653,159,653,159,0,21
5.2,Judkins Park,2723,277,946,214,60,53,60,53,0,12,465,146,350,137,115,89,421,100,421,100,0,12,234,145,0,12,0,12,0,12,196,139,123,127,73,75,38,32,38,32,0,12,866,248,164,107,153,103,11,20,612,187,476,147,136,114,90,57,73,51,17,27,677,174,54,47,54,47,0,12,549,134,515,134,34,37,74,49,74,49,0,12
5.3,Central Area/Squire Park,16533,779,3595,589,587,300,545,293,42,74,2493,424,1936,363,557,173,515,148,515,148,0,24,1621,464,239,173,205,162,34,63,1063,294,735,257,328,139,319,136,319,136,0,24,4163,606,520,212,520,212,0,24,3324,471,2655,388,669,224,319,136,319,136,0,24,7154,629,971,233,971,233,0,24,5867,502,5604,482,263,152,316,107,316,107,0,24
6.1,First Hill,11441,600,4086,539,338,117,300,122,38,49,3158,485,2389,420,769,239,590,147,590,147,0,24,1016,232,9,25,0,24,9,25,810,214,379,135,431,175,197,80,197,80,0,24,2731,399,108,95,108,95,0,24,2242,348,1843,303,399,161,381,128,381,128,0,24,3608,426,19,55,19,55,0,24,2942,404,2775,370,167,119,647,144,624,140,23,42
6.2,Capitol Hill,20164,773,4323,608,232,203,232,203,0,29,3768,503,2448,359,1320,354,323,163,323,163,0,29,2570,608,230,185,230,185,0,29,2150,455,1443,336,707,266,190,90,176,87,14,35,5619,723,139,93,139,93,0,29,5227,697,4089,560,1138,369,253,122,253,122,0,29,7652,744,210,123,210,123,0,29,6957,697,6642,691,315,164,485,180,450,156,35,92
6.3,North Capitol Hill,3918,239,374,142,0,12,0,12,0,12,334,136,237,128,97,70,40,36,40,36,0,12,217,126,17,26,17,26,0,12,167,99,92,71,75,62,33,35,33,35,0,12,640,197,0,12,0,12,0,12,553,183,495,163,58,66,87,65,87,65,0,12,2687,308,319,98,319,98,0,12,2077,272,2039,273,38,32,291,95,291,95,0,12
6.4,Miller Park,7235,363,1272,381,236,208,225,206,11,21,919,215,769,188,150,86,117,58,117,58,0,17,403,166,84,97,84,97,0,17,305,114,216,87,89,73,14,17,14,17,0,17,1444,272,164,96,164,96,0,17,1186,226,1032,221,154,87,94,55,85,54,9,18,4116,333,850,138,846,138,4,14,2908,243,2877,243,31,29,358,62,358,62,0,17
6.5,Madison Park,5090,381,363,189,38,60,38,60,0,17,309,157,291,147,18,27,16,24,16,24,0,17,168,104,0,17,0,17,0,17,134,95,118,91,16,28,34,38,34,38,0,17,788,242,63,59,63,59,0,17,489,178,473,174,16,25,236,111,236,111,0,17,3771,483,782,186,782,186,0,17,2185,338,2126,335,59,70,804,178,804,178,0,17
7.1,Montlake/Portage Bay,9337,471,799,257,54,50,54,50,0,21,709,243,645,231,64,56,36,33,36,33,0,21,835,258,55,56,55,56,0,21,699,237,493,205,206,109,81,57,81,57,0,21,1762,343,41,48,41,48,0,21,1597,326,1353,285,244,131,124,66,110,63,14,27,5941,430,967,145,967,145,0,21,4100,353,4016,345,84,66,874,118,874,118,0,21
7.2,University District,11460,1195,6291,999,20,34,20,34,0,29,5956,987,5049,940,907,342,315,258,315,258,0,29,942,306,25,32,25,32,0,29,887,305,578,205,309,174,30,40,30,40,0,29,1587,361,50,47,50,47,0,29,1506,340,1382,339,124,70,31,43,31,43,0,29,2640,352,452,103,452,103,0,29,1912,315,1875,306,37,47,276,89,276,89,0,29
7.3,Ravenna/Bryant,23780,802,4888,653,333,123,333,123,0,32,4361,626,3812,614,549,192,194,91,194,91,0,32,1565,370,88,72,88,72,0,32,1240,324,907,293,333,139,237,97,237,97,0,32,4217,527,607,184,607,184,0,32,2894,400,2573,376,321,142,716,159,716,159,0,32,13110,633,2971,282,2971,282,0,32,8961,468,8738,468,223,104,1178,152,1178,152,0,32
7.4,Wedgwood/View Ridge,14935,464,1179,255,162,132,145,111,17,36,825,168,614,142,211,85,192,99,192,99,0,27,746,322,189,161,189,161,0,27,484,184,410,173,74,48,73,49,73,49,0,27,3370,486,682,164,656,162,26,47,2180,357,1914,327,266,141,508,155,495,151,13,31,9640,630,2033,263,1938,258,95,85,6329,419,6038,430,291,156,1278,175,1278,175,0,27
7.5,Laurelhurst/Sand Point,10719,526,1499,410,272,141,272,141,0,21,1088,327,794,280,294,205,139,74,139,74,0,21,462,170,66,59,66,59,0,21,316,131,316,131,0,21,80,45,80,45,0,21,1183,339,189,145,189,145,0,21,834,235,746,236,88,74,160,75,160,75,0,21,7575,569,2026,252,2026,252,0,21,4662,387,4602,386,60,48,887,142,874,142,13,26
8.1,Northgate/Maple Leaf,13198,586,2657,473,276,130,276,130,0,24,2020,410,1460,346,560,191,361,156,305,144,56,80,1415,455,203,158,203,158,0,24,931,314,556,209,375,230,281,110,281,110,0,24,3401,581,369,192,369,192,0,24,2538,434,2089,368,449,198,494,157,494,157,0,24,5725,547,1000,183,1000,183,0,24,4061,382,3795,355,266,162,664,224,664,224,0,24
8.2,Olympic Hills/Victory Heights,14584,680,2464,468,424,201,378,184,46,74,1452,314,933,275,519,215,588,175,569,172,19,37,1181,330,99,82,99,82,0,24,918,248,651,200,267,142,164,86,164,86,0,24,4610,631,922,228,863,214,59,67,3127,470,2595,427,532,201,561,162,540,159,21,38,6329,658,801,194,795,195,6,26,4978,526,4638,507,340,154,550,168,550,168,0,24
8.3,Cedar Park/Meadowbrook,11944,577,2249,461,428,202,378,197,50,57,1661,309,868,223,793,228,160,69,160,69,0,27,1013,363,183,128,183,128,0,27,686,260,457,227,229,121,144,65,144,65,0,27,3066,584,477,177,385,169,92,79,2252,469,1719,314,533,296,337,109,337,109,0,27,5616,476,852,173,852,173,0,27,4140,360,4045,366,95,55,624,134,624,134,0,27
9.1,Broadview/Bitter Lake,13281,760,2672,676,250,205,250,205,0,27,1779,614,1218,415,561,281,643,198,624,198,19,36,949,390,82,88,82,88,0,27,453,301,293,212,160,126,414,129,414,129,0,27,3779,642,580,228,519,202,61,72,2412,441,1926,365,486,225,787,178,787,178,0,27,5881,622,1040,245,1022,244,18,36,4013,445,3824,441,189,121,828,184,828,184,0,27
9.2,Licton Springs,8876,499,1586,415,238,156,135,94,103,124,1194,317,596,196,598,255,154,78,154,78,0,17,789,263,71,60,55,55,16,25,535,186,334,140,201,137,183,115,183,115,0,17,2937,532,367,183,367,183,0,17,2378,407,1774,386,604,263,192,89,192,89,0,17,3564,529,371,169,371,169,0,17,3027,404,2853,401,174,114,166,80,166,80,0,17
9.3,Greenwood/Phinney Ridge,23478,811,2618,424,245,118,216,113,29,38,2040,328,1260,249,780,212,333,111,321,108,12,33,2083,636,486,391,467,392,19,38,1274,293,906,237,368,148,323,117,323,117,0,29,5734,712,974,258,952,256,22,34,4214,511,3532,463,682,198,546,135,546,135,0,29,13043,747,2319,237,2277,233,42,45,10044,608,9674,605,370,121,680,162,680,162,0,29
9.4,Green Lake,13752,613,1567,338,110,83,71,59,39,63,1268,286,937,226,331,167,189,66,189,66,0,24,577,188,29,35,29,35,0,24,483,166,381,145,102,85,65,61,65,61,0,24,3274,478,303,124,303,124,0,24,2601,409,2208,384,393,155,370,108,370,108,0,24,8334,647,1310,183,1270,202,40,64,6252,492,6138,493,114,93,772,242,772,242,0,24
9.5,Haller Lake,9784,516,1443,399,268,183,224,169,44,70,877,247,495,176,382,178,298,132,269,131,29,39,1060,359,250,117,215,115,35,43,654,230,491,216,163,107,156,96,156,96,0,21,3307,588,598,230,493,181,105,100,2343,403,1828,333,515,266,366,104,366,104,0,21,3974,483,515,170,515,170,0,21,2948,392,2742,372,206,113,511,137,501,133,10,25
10.1,North Beach/Blue Ridge,11477,488,1357,413,323,199,150,86,173,183,857,235,540,163,317,167,177,114,177,114,0,21,495,215,109,94,93,89,16,30,323,142,201,93,122,81,63,67,63,67,0,21,2191,444,362,164,362,164,0,21,1443,292,1271,271,172,79,386,115,377,115,9,23,7434,505,1316,225,1306,225,10,23,5194,320,5009,344,185,96,924,155,924,155,0,21
10.2,Whittier Heights,11717,428,996,242,123,94,87,79,36,55,814,197,422,126,392,141,59,47,59,47,0,24,426,177,45,78,45,78,0,24,264,112,158,88,106,80,117,73,117,73,0,24,2916,503,517,209,479,206,38,39,2227,381,1767,368,460,168,172,72,172,72,0,24,7379,562,1409,255,1409,255,0,24,5556,435,5330,403,226,147,414,107,397,103,17,32
10.3,Sunset Hill/Loyal Heights,13956,595,1513,356,142,117,76,74,66,85,1080,295,752,220,328,155,291,123,260,111,31,52,665,244,25,43,25,43,0,24,529,226,298,128,231,180,111,60,111,60,0,24,3585,583,634,221,634,221,0,24,2607,399,2237,373,370,159,344,126,344,126,0,24,8193,640,1555,228,1483,220,72,71,5880,497,5741,472,139,90,758,155,758,155,0,24
10.4,Ballard,7096,492,887,295,94,80,94,80,0,17,626,225,485,209,141,100,167,98,167,98,0,17,504,241,0,17,0,17,0,17,414,227,378,210,36,44,90,79,90,79,0,17,2220,377,149,98,149,98,0,17,1860,350,1650,357,210,125,211,101,211,101,0,17,3485,488,314,133,314,133,0,17,2981,455,2814,436,167,139,190,139,190,139,0,17
11.1,Fremont,15385,538,1778,366,171,146,171,146,0,24,1459,277,1039,244,420,149,148,83,111,72,37,45,887,281,0,24,0,24,0,24,851,279,553,195,298,206,36,33,36,33,0,24,4255,556,398,211,398,211,0,24,3640,448,3013,401,627,176,217,100,217,100,0,24,8465,642,986,188,986,188,0,24,7071,564,6785,556,286,159,408,120,408,120,0,24
11.2,Wallingford,16299,900,4647,741,286,173,252,162,34,63,4172,699,3097,478,1075,460,189,79,189,79,0,27,1238,272,36,36,36,36,0,27,1144,262,870,216,274,163,58,48,58,48,0,27,2963,486,281,123,281,123,0,27,2343,416,1862,346,481,164,339,118,339,118,0,27,7451,548,1224,170,1224,170,0,27,5683,447,5542,438,141,88,544,151,544,151,0,27
11.3,Cascade/Eastlake,12251,809,3098,617,54,67,54,67,0,21,2689,601,1998,530,691,235,355,121,352,120,3,19,876,235,45,68,45,68,0,21,776,212,426,154,350,150,55,47,55,47,0,21,2785,522,139,113,119,109,20,34,2605,476,2403,479,202,95,41,37,41,37,0,21,5492,565,172,91,172,91,0,21,4715,522,4316,477,399,242,605,142,605,142,0,21
12.1,Magnolia,12491,624,788,352,56,90,56,90,0,24,541,292,345,205,196,132,191,105,191,105,0,24,613,377,198,205,198,205,0,24,305,181,212,157,93,62,110,80,110,80,0,24,1713,482,345,294,345,294,0,24,1062,316,966,313,96,68,306,116,306,116,0,24,9377,606,2189,291,2136,269,53,97,5935,372,5803,372,132,103,1253,206,1253,206,0,24
12.2,Interbay,9724,512,836,264,56,58,40,54,16,30,699,246,463,226,236,121,81,57,81,57,0,21,514,213,61,58,61,58,0,21,432,190,326,153,106,105,21,30,21,30,0,21,2963,466,288,132,273,129,15,27,2360,378,1996,368,364,233,315,128,315,128,0,21,5411,603,826,224,826,224,0,21,4000,413,3869,409,131,83,585,151,585,151,0,21
12.3,Queen Anne,34990,1062,4343,786,137,104,137,104,0,40,3782,740,3029,627,753,261,424,142,420,138,4,37,2863,643,451,247,422,248,29,60,2068,460,1538,390,530,198,344,123,344,123,0,40,6941,756,596,231,521,214,75,92,5482,609,4730,554,752,232,863,206,863,206,0,40,20843,993,2887,300,2879,299,8,40,15930,860,15491,857,439,168,2026,308,2026,308,0,40
13.1,Belltown,8113,572,1829,393,27,46,0,21,27,46,1616,374,1248,326,368,196,186,91,186,91,0,21,399,170,0,21,0,21,0,21,358,169,256,151,102,87,41,43,41,43,0,21,1503,359,50,55,50,55,0,21,1265,329,1021,281,244,157,188,154,188,154,0,21,4382,464,152,45,152,45,0,21,3719,431,3678,424,41,51,511,167,511,167,0,21
13.2,Downtown Commercial Core,3641,418,1362,331,13,20,13,20,0,12,1136,290,930,255,206,118,213,134,213,134,0,12,230,115,0,12,0,12,0,12,216,107,176,92,40,50,14,22,14,22,0,12,599,176,0,12,0,12,0,12,481,150,271,99,210,139,118,85,118,85,0,12,1450,267,47,65,47,65,0,12,1292,230,1281,235,11,26,111,69,111,69,0,12
13.3,Pioneer Square/International District,5226,569,2775,572,546,398,546,398,0,17,1450,247,988,206,462,158,779,166,770,167,9,18,526,161,68,44,58,40,10,20,385,127,240,96,145,74,73,45,73,45,0,17,1072,221,72,51,72,51,0,17,786,180,620,158,166,90,214,89,214,89,0,17,853,190,28,26,20,21,8,19,737,185,654,182,83,58,88,53,88,53,0,17
