area_id,area_name,c27006001,c27006001_moe,c27006002,c27006002_moe,c27006003,c27006003_moe,c27006004,c27006004_moe,c27006005,c27006005_moe,c27006006,c27006006_moe,c27006007,c27006007_moe,c27006008,c27006008_moe,c27006009,c27006009_moe,c27006010,c27006010_moe,c27006011,c27006011_moe,c27006012,c27006012_moe,c27006013,c27006013_moe,c27006014,c27006014_moe,c27006015,c27006015_moe,c27006016,c27006016_moe,c27006017,c27006017_moe,c27006018,c27006018_moe,c27006019,c27006019_moe,c27006020,c27006020_moe,c27006021,c27006021_moe
1.1,Arbor Heights,6251,299,3071,189,645,129,0,17,645,129,2060,132,19,27,2041,138,366,67,358,66,8,18,3180,221,669,128,0,17,669,128,2052,150,26,25,2026,148,459,77,442,77,17,18
1.2,Fauntleroy/Seaview,13653,592,6300,420,1193,192,0,24,1193,192,4471,358,121,78,4350,351,636,125,621,124,15,29,7353,381,1322,211,0,24,1322,211,4975,258,112,63,4863,262,1056,113,998,113,58,47
1.3,West Seattle Junction/Genesee Hill,17521,592,8151,473,1563,256,0,29,1563,256,5685,375,104,68,5581,380,903,157,842,160,61,50,9370,472,1905,265,19,38,1886,264,6312,355,139,117,6173,348,1153,176,1094,174,59,49
1.4,Alki/Admiral,11124,577,5012,353,772,164,0,24,772,164,3496,270,71,57,3425,277,744,168,715,164,29,38,6112,494,979,268,0,24,979,268,4032,339,20,31,4012,339,1101,161,1041,138,60,91
2.1,North Delridge,4749,359,2318,254,367,136,0,12,367,136,1822,188,43,46,1779,185,129,61,129,61,0,12,2431,230,308,132,0,12,308,132,1913,194,71,73,1842,203,210,70,210,70,0,12
2.2,High Point,6452,416,3118,309,987,230,0,17,987,230,2002,254,241,130,1761,258,129,70,129,70,0,17,3334,340,687,173,0,17,687,173,2314,286,137,69,2177,276,333,126,333,126,0,17
2.3,Riverview,4685,295,2538,223,617,145,0,12,617,145,1755,219,0,12,1755,219,166,47,166,47,0,12,2147,191,423,119,0,12,423,119,1538,133,35,28,1503,138,186,47,178,47,8,13
2.4,Roxhill/Westwood,12524,701,6020,495,1218,295,0,21,1218,295,4278,383,94,60,4184,381,524,118,524,118,0,21,6504,510,1305,296,0,21,1305,296,4541,401,91,54,4450,402,658,114,619,109,39,48
2.5,Highland Park,5814,462,3105,315,633,171,0,21,633,171,2105,236,53,51,2052,223,367,107,334,108,33,30,2709,283,440,170,0,21,440,170,1818,198,79,53,1739,193,451,126,404,122,47,58
3.1,South Park,4310,608,2208,488,574,182,0,17,574,182,1495,379,66,58,1429,379,139,72,136,72,3,14,2102,348,747,260,0,17,747,260,1268,197,55,49,1213,204,87,37,87,37,0,17
3.2,Georgetown,1184,151,631,98,30,21,0,12,30,21,569,99,18,24,551,99,32,20,32,20,0,12,553,106,103,38,0,12,103,38,396,88,38,48,358,80,54,44,54,44,0,12
3.3,Duwamish/SODO,2332,380,1347,352,68,48,0,12,68,48,1105,282,116,52,989,277,174,108,161,110,13,21,985,163,119,61,0,12,119,61,734,147,6,12,728,146,132,47,120,44,12,18
3.4,South Beacon Hill/NewHolly,15604,1277,7367,703,2147,447,0,24,2147,447,4533,435,121,63,4412,438,687,123,608,113,79,47,8237,824,2566,624,22,44,2544,618,4712,421,120,69,4592,417,959,158,859,157,100,58
3.5,Beacon Hill,9332,700,4656,499,821,224,85,89,736,200,3328,422,121,86,3207,397,507,123,436,97,71,76,4676,426,813,204,0,17,813,204,2979,292,49,46,2930,296,884,155,835,143,49,56
3.6,North Beacon Hill/Jefferson Park,14180,731,7455,613,1477,294,17,33,1460,289,5261,493,221,119,5040,485,717,154,673,152,44,42,6725,418,1313,228,16,32,1297,231,4298,328,116,72,4182,335,1114,177,1093,178,21,40
4.1,Rainier Beach,15144,983,7512,721,2159,457,35,45,2124,458,4616,473,177,117,4439,481,737,154,737,154,0,27,7632,559,1655,334,21,40,1634,331,4966,383,212,123,4754,382,1011,161,981,157,30,46
4.2,Columbia City,16249,808,7708,597,1687,315,0,27,1687,315,5281,458,225,96,5056,476,740,162,723,162,17,28,8541,537,1623,309,0,27,1623,309,5880,437,237,143,5643,441,1038,156,999,151,39,36
4.3,Seward Park,8589,543,4168,468,871,226,9,19,862,225,2772,328,53,46,2719,323,525,84,500,86,25,26,4421,284,887,161,0,17,887,161,2873,197,58,42,2815,190,661,169,608,166,53,47
4.4,Mt. Baker/North Rainier,5483,466,2653,251,666,155,0,17,666,155,1689,231,59,50,1630,225,298,112,273,111,25,29,2830,319,526,132,0,17,526,132,2005,230,47,37,1958,231,299,102,299,102,0,17
5.1,Madrona/Leschi,9977,562,4775,398,898,205,33,57,865,213,3265,324,121,100,3144,299,612,114,580,113,32,37,5202,444,1002,220,0,21,1002,220,3595,365,84,92,3511,320,605,129,605,129,0,21
5.2,Judkins Park,2735,272,1394,249,121,72,0,12,121,72,1017,220,15,17,1002,221,256,90,256,90,0,12,1341,179,169,101,0,12,169,101,805,121,55,51,750,127,367,82,350,81,17,27
5.3,Central Area/Squire Park,16546,780,7799,568,1048,258,0,24,1048,258,6253,507,195,110,6058,519,498,149,493,147,5,25,8747,572,1269,209,8,25,1261,209,6507,447,293,120,6214,417,971,180,961,179,10,26
6.1,First Hill,12940,727,6449,530,239,114,0,24,239,114,5535,496,224,120,5311,500,675,129,645,123,30,42,6491,492,249,87,0,24,249,87,5102,458,177,122,4925,440,1140,163,1127,167,13,30
6.2,Capitol Hill,20179,773,10563,642,452,163,0,29,452,163,9615,610,302,123,9313,623,496,147,479,140,17,49,9616,623,359,201,0,29,359,201,8502,577,208,119,8294,583,755,198,710,187,45,58
6.3,North Capitol Hill,3918,239,2169,187,171,58,0,12,171,58,1716,193,0,12,1716,193,282,94,226,88,56,56,1749,190,165,78,0,12,165,78,1415,150,2,5,1413,149,169,56,160,60,9,16
6.4,Miller Park,7268,370,3877,315,742,119,0,17,742,119,2845,265,113,87,2732,257,290,97,271,94,19,21,3391,271,625,144,0,17,625,144,2473,242,82,49,2391,232,293,60,287,60,6,16
6.5,Madison Park,5099,381,2156,284,387,122,0,17,387,122,1336,256,25,30,1311,258,433,100,420,99,13,21,2943,293,505,135,14,23,491,129,1781,204,45,38,1736,201,657,131,644,133,13,21
7.1,Montlake/Portage Bay,9397,467,4264,350,511,105,0,21,511,105,3236,324,49,40,3187,325,517,91,453,89,64,35,5133,361,629,114,0,21,629,114,3906,345,13,24,3893,345,598,81,570,85,28,27
7.2,University District,19393,1384,9758,967,478,111,0,29,478,111,8997,968,142,92,8855,963,283,87,255,91,28,36,9635,886,131,90,0,29,131,90,9134,853,66,65,9068,853,370,254,357,254,13,29
7.3,Ravenna/Bryant,24600,831,12052,667,1955,212,16,33,1939,212,9135,615,51,46,9084,615,962,139,891,140,71,49,12548,565,2048,221,16,33,2032,221,9137,497,67,50,9070,496,1363,149,1356,149,7,31
7.4,Wedgwood/View Ridge,14935,464,7329,359,1427,191,0,27,1427,191,5045,282,54,41,4991,285,857,99,806,94,51,43,7606,355,1639,178,0,27,1639,178,4773,275,68,48,4705,272,1194,114,1150,102,44,57
7.5,Laurelhurst/Sand Point,10791,534,5014,368,1237,205,0,21,1237,205,3216,260,12,24,3204,258,561,89,504,91,57,47,5777,388,1388,217,0,21,1388,217,3684,292,42,33,3642,290,705,95,625,96,80,54
8.1,Northgate/Maple Leaf,13239,595,6809,515,1080,216,0,24,1080,216,5074,425,71,59,5003,424,655,146,577,131,78,83,6430,382,809,191,0,24,809,191,4476,274,113,57,4363,278,1145,200,1141,200,4,23
8.2,Olympic Hills/Victory Heights,14590,681,7181,468,1074,176,46,75,1028,167,5321,431,137,82,5184,429,786,156,728,153,58,52,7409,519,1172,216,17,34,1155,212,5160,380,66,54,5094,385,1077,144,1051,144,26,35
8.3,Cedar Park/Meadowbrook,12033,596,5914,436,967,192,0,27,967,192,4431,352,78,76,4353,342,516,104,479,103,37,31,6119,412,1062,194,0,27,1062,194,4308,320,186,108,4122,323,749,118,749,118,0,27
9.1,Broadview/Bitter Lake,13305,764,6134,499,1122,218,0,27,1122,218,4119,434,94,79,4025,437,893,161,865,158,28,36,7171,451,854,208,0,27,854,208,4538,413,188,94,4350,401,1779,229,1748,231,31,40
9.2,Licton Springs,8916,503,4334,363,658,221,0,17,658,221,3381,303,49,43,3332,302,295,100,295,100,0,17,4582,374,429,178,0,17,429,178,3753,328,69,53,3684,327,400,93,375,90,25,36
9.3,Greenwood/Phinney Ridge,23508,807,11219,542,2057,303,0,29,2057,303,8386,394,196,81,8190,397,776,142,748,141,28,37,12289,518,1997,294,0,29,1997,294,9186,360,233,92,8953,358,1106,145,1058,139,48,42
9.4,Green Lake,13753,613,7131,514,849,171,0,24,849,171,5585,464,38,38,5547,464,697,162,541,112,156,113,6622,450,904,153,0,24,904,153,5019,390,180,196,4839,327,699,139,699,139,0,24
9.5,Haller Lake,9784,516,4752,336,788,209,28,48,760,204,3472,243,78,75,3394,233,492,121,453,119,39,32,5032,373,843,207,15,28,828,205,3350,271,75,71,3275,267,839,161,772,159,67,61
10.1,North Beach/Blue Ridge,11516,481,5763,401,1146,232,0,21,1146,232,3919,246,77,77,3842,248,698,92,662,82,36,45,5753,325,1003,203,0,21,1003,203,3898,204,64,54,3834,200,852,100,813,97,39,33
10.2,Whittier Heights,11717,428,5728,329,1115,197,0,24,1115,197,4313,270,46,67,4267,282,300,81,257,80,43,41,5989,316,979,189,0,24,979,189,4548,249,113,71,4435,253,462,87,432,82,30,37
10.3,Sunset Hill/Loyal Heights,13970,595,6797,390,1337,198,0,24,1337,198,4776,297,29,36,4747,297,684,134,669,136,15,29,7173,405,1019,180,0,24,1019,180,5334,349,13,27,5321,352,820,138,737,134,83,54
10.4,Ballard,7123,503,3672,386,217,93,0,17,217,93,3219,372,30,48,3189,373,236,118,236,118,0,17,3451,395,367,118,0,17,367,118,2662,325,120,160,2542,352,422,133,422,133,0,17
11.1,Fremont,15385,538,7849,487,779,176,0,24,779,176,6631,440,55,50,6576,443,439,125,370,110,69,42,7536,502,776,179,0,24,776,179,6390,413,75,59,6315,415,370,118,328,113,42,44
11.2,Wallingford,16358,901,8576,593,1037,163,0,27,1037,163,7010,570,129,88,6881,556,529,133,494,132,35,38,7782,636,835,160,0,27,835,160,6346,611,163,96,6183,614,601,103,597,103,4,26
11.3,Cascade/Eastlake,12372,808,6745,649,190,108,0,21,190,108,6030,617,283,141,5747,611,525,140,466,117,59,80,5627,552,220,113,0,21,220,113,4876,499,134,112,4742,491,531,133,513,134,18,27
12.1,Magnolia,12491,624,5850,317,1314,214,0,24,1314,214,3667,207,43,38,3624,215,869,123,795,127,74,76,6641,543,1474,299,44,70,1430,257,4176,452,31,31,4145,453,991,151,963,146,28,33
12.2,Interbay,9757,514,4594,410,561,208,0,21,561,208,3660,327,0,21,3660,327,373,100,362,100,11,21,5163,394,703,201,0,21,703,201,3831,312,53,50,3778,317,629,112,589,113,40,38
12.3,Queen Anne,36820,1129,18112,968,2320,296,0,40,2320,296,14294,928,449,193,13845,935,1498,208,1411,192,87,88,18708,865,1767,256,0,40,1767,256,14782,802,189,114,14593,804,2159,212,2035,194,124,97
13.1,Belltown,8214,581,4765,472,165,50,0,21,165,50,4138,459,218,117,3920,453,462,141,428,137,34,53,3449,381,64,59,0,21,64,59,2921,370,92,71,2829,376,464,132,464,132,0,21
13.2,Downtown Commercial Core,3653,422,2221,340,67,70,0,12,67,70,1914,272,323,123,1591,267,240,99,210,94,30,33,1432,215,5,11,0,12,5,11,1211,175,75,55,1136,172,216,97,216,97,0,12
13.3,Pioneer Square/International District,5239,567,3033,364,353,235,0,17,353,235,2065,237,205,108,1860,217,615,140,597,140,18,20,2206,315,374,205,0,17,374,205,1293,185,45,34,1248,188,539,122,539,122,0,17
