area_id,area_name,b24081001,b24081001_moe,b24081002,b24081002_moe,b24081003,b24081003_moe,b24081004,b24081004_moe,b24081005,b24081005_moe,b24081006,b24081006_moe,b24081007,b24081007_moe,b24081008,b24081008_moe,b24081009,b24081009_moe
4.1,Rainier Beach,34921,4312,32064,5485,31888,6853,53750,116634,37146,15646,63382,8988,42869,7377,10341,36504,13084,1389
4.2,Columbia City,105093,5972,96424,11738,95275,13779,87594,70483,116280,19898,145074,34994,113106,16597,176917,88622,83852,52775
4.3,Seward Park,87426,7797,77661,16517,77579,17039,78287,58344,91625,12444,116483,13975,113283,18933,90568,48728,62580,62297
4.4,Mt. Baker/North Rainier,61250,15920,76301,8445,77641,5790,70781,71152,42019,24600,45791,20267,47439,59340,105804,157340,38824,15507
5.1,Madrona/Leschi,72516,12798,94219,31872,104219,33060,83947,29914,43603,27302,71333,38787,64271,28189,121161,55726,38750,22375
5.2,Judkins Park,32604,4443,31840,5589,31403,3646,78162,54311,44688,38406,21953,81305,55208,40375,36691,12170,18780,1172
5.3,Central Area/Squire Park,135013,11930,132978,23867,128741,25209,249243,199260,130068,13808,129730,33088,144082,23786,236094,33750,88917,51584
6.1,First Hill,18641,5349,18448,5603,17845,5661,57656,44594,11989,8028,31731,25825,23889,14394,71176,41821,6701,2978
6.2,Capitol Hill,152955,16399,158308,21350,154542,22122,431720,160285,129565,10722,173835,47788,178825,41184,260825,125904,120890,65293
6.3,North Capitol Hill,56801,4633,58491,29646,56714,23287,113125,39109,53824,34685,74531,13175,56154,17698,81250,39128,42583,38254
6.4,Miller Park,108707,11445,121597,23594,127055,31066,97295,45201,105834,18507,125417,31509,106375,17267,84053,245496,81747,36734
6.5,Madison Park,64250,14418,73659,10909,72864,12825,89196,184070,60072,15744,81838,21645,51438,10216,91379,7802,41797,17409
7.1,Montlake/Portage Bay,89580,23674,133228,11222,130467,28504,139135,63583,75446,43175,78964,54366,49051,41511,141614,103027,80486,42777
7.2,University District,21524,2751,20238,7460,19670,8296,31300,18647,32279,17860,21569,31093,59653,51509,40521,39410,30208,31997
7.3,Ravenna/Bryant,251341,23325,245061,31081,250432,28584,277544,122453,282870,50348,250876,63107,273403,45063,385290,302965,204742,180437
7.4,Wedgwood/View Ridge,204800,16413,211599,42414,208559,38092,306976,107954,175404,25760,205780,76730,241122,34593,284614,98167,175515,54648
7.5,Laurelhurst/Sand Point,119803,15707,128994,26323,127859,32128,337813,352607,112946,25693,114885,85512,118758,26564,154397,104063,101677,88807
8.1,Northgate/Maple Leaf,119817,12882,116189,9454,115041,9859,149554,51251,134870,26347,132308,52012,151031,25251,228514,114574,62012,40809
8.2,Olympic Hills/Victory Heights,36630,6425,40023,10162,37361,9538,43000,19305,30862,5649,39583,27857,51121,8144,66520,33725,35208,21491
8.3,Cedar Park/Meadowbrook,180916,13447,168675,21106,160116,23381,188427,45284,219375,52423,250112,39890,244995,43207,378059,127680,92811,68755
9.1,Broadview/Bitter Lake,102787,13670,106389,15802,105537,14641,79583,149961,71869,34957,126164,29152,111430,29246,169159,41978,51405,77954
9.2,Licton Springs,46573,5643,46627,8670,47382,7972,19853,19829,44872,17611,44464,36883,46493,21629,64899,40840,12481,27569
9.3,Greenwood/Phinney Ridge,250098,13112,248799,26552,263087,27618,200993,115271,210975,27674,291512,42365,289764,29706,356326,99942,166870,37512
9.4,Green Lake,95970,10276,117658,16853,113482,17954,128434,91336,86948,20980,100934,32075,59190,20335,113061,61171,42277,23168
9.5,Haller Lake,83804,10078,78118,15363,78741,16391,86286,53047,90139,17005,130560,12909,82989,35705,78028,71455,55882,48186
10.1,North Beach/Blue Ridge,102039,8305,105792,13799,101490,14827,120474,33362,101432,24870,97406,25349,120000,60041,142708,80578,74818,52480
10.2,Whittier Heights,105934,7953,108694,10591,108612,10932,114068,30542,98712,28106,144615,32555,110627,29755,150745,86575,55500,20851
10.3,Sunset Hill/Loyal Heights,96380,5619,96487,7821,94222,8785,138620,38882,91552,25950,125608,17207,97733,15408,135701,55015,56703,23575
10.4,Ballard,43318,6760,49447,7187,50516,6872,29205,15479,37623,9424,35500,19800,43421,5411,53057,39416,25256,21903
11.1,Fremont,139117,9413,146143,14977,146077,15410,204636,41652,122470,22738,168447,72323,127504,28074,237262,93098,82698,19189
11.2,Wallingford,169730,18308,174732,29719,175242,35216,384031,292254,150262,36437,208607,59256,164583,46546,265439,99464,141850,74242
11.3,Cascade/Eastlake,53202,4029,54302,2337,54172,2182,61417,48896,26538,10517,81063,32003,32045,35632,59375,60493,17868,30268
12.1,Magnolia,156351,18291,166769,22454,159459,24113,220176,87972,123761,20548,122349,39653,109111,37679,196787,81386,124231,64645
12.2,Interbay,91505,8189,87266,9416,87339,11211,75625,73036,89450,23293,114219,37198,108610,28400,116545,50355,60372,36257
12.3,Queen Anne,288692,21285,332099,36965,320952,29640,543160,313796,215446,54966,345652,141214,242554,74044,309064,555703,182259,71101
13.1,Belltown,68919,6834,71643,9522,71774,9789,64736,31175,23563,27768,67963,29210,71818,106959,89261,18955,30625,20025
13.2,Downtown Commercial Core,63576,19439,75699,22864,69318,27010,106442,28087,51275,6915,73828,54886,43125,39881,57000,37349,32619,58285
